MetaTest/button-press-wall-v1/MinReturn,button-press-wall-v1/SuccessRate,Average/MaxReturn,MetaTest/Average/Iteration,button-press-wall-v1/AverageDiscountedReturn,policy/LossAfter,MetaTest/Average/MaxReturn,MetaTest/Average/AverageDiscountedReturn,LinearFeatureBaseline/ExplainedVariance,MetaTest/button-press-wall-v1/AverageReturn,button-press-wall-v1/TerminationRate,MetaTest/Average/AverageReturn,button-press-wall-v1/NumEpisodes,Average/NumEpisodes,policy/dLoss,MetaTest/button-press-wall-v1/NumEpisodes,MetaTest/Average/SuccessRate,Average/AverageDiscountedReturn,MetaTest/Average/MinReturn,MetaTest/button-press-wall-v1/Iteration,MetaTest/button-press-wall-v1/AverageDiscountedReturn,policy/KLBefore,MetaTest/button-press-wall-v1/TerminationRate,Average/StdReturn,MetaTest/button-press-wall-v1/MaxReturn,button-press-wall-v1/Iteration,MetaTest/Average/NumEpisodes,Average/Iteration,policy/KL,policy/LossBefore,TotalEnvSteps,button-press-wall-v1/MinReturn,button-press-wall-v1/StdReturn,Average/AverageReturn,policy/Entropy,Average/MinReturn,MetaTest/button-press-wall-v1/SuccessRate,MetaTest/button-press-wall-v1/StdReturn,MetaTest/Average/StdReturn,button-press-wall-v1/AverageReturn,button-press-wall-v1/MaxReturn,Average/SuccessRate,Average/TerminationRate,MetaTest/Average/TerminationRate
-24.364876811964685,0.34,350613.1225027099,7,63060.966010852455,-47.90045,316719.18547011947,192814.0186430146,0.5639972917502614,192814.0186430146,0.0,192814.0186430146,100,100,59.342045,10,0.3,63060.966010852455,-24.364876811964685,7,192814.0186430146,0.0,0.0,111382.38123226103,316719.18547011947,70,10,70,0.0068038423,11.441594,1420000,-27.77309222403273,111382.38123226103,164205.29314528848,4.305207,-27.77309222403273,0.3,104485.59024639885,104485.59024639885,164205.29314528848,350613.1225027099,0.34,0.0,0.0
,0.44,340622.49207946326,,63243.71669412713,53.476574,,,0.4898916391256596,,0.0,,100,100,77.18707,,,63243.71669412713,,,,0.0,,115733.98368956131,,71,,71,0.0065015825,130.66365,1440000,-47.99125940561301,115733.98368956131,160375.10640713063,4.275169,-47.99125940561301,,,,160375.10640713063,340622.49207946326,0.44,0.0,
,0.31,333716.1038940728,,62358.29612358865,-31.790224,,,0.4678202472580658,,0.0,,100,100,54.003563,,,62358.29612358865,,,,0.0,,102635.13948480022,,72,,72,0.0063217753,22.213337,1460000,-24.761262086846152,102635.13948480022,159944.79495421506,4.256069,-24.761262086846152,,,,159944.79495421506,333716.1038940728,0.31,0.0,
,0.38,346296.7733789767,,65062.30990156186,77.852425,,,0.3819453595386352,,0.0,,100,100,68.55363,,,65062.30990156186,,,,0.0,,102760.49305671603,,73,,73,0.003929276,146.40605,1480000,-23.7270919353012,102760.49305671603,165520.7971314594,4.2484546,-23.7270919353012,,,,165520.7971314594,346296.7733789767,0.38,0.0,
,0.44,343471.25976250117,,71238.44554069775,9.89085,,,0.525624155288257,,0.0,,100,100,35.438625,,,71238.44554069775,,,,0.0,,110296.96536900873,,74,,74,0.0068928595,45.329475,1500000,-24.178095399728022,110296.96536900873,187269.72979655716,4.2450686,-24.178095399728022,,,,187269.72979655716,343471.25976250117,0.44,0.0,
,0.38,339915.2815348433,,63271.53020563992,-60.047287,,,0.5068176284304593,,0.0,,100,100,55.0881,,,63271.53020563992,,,,0.0,,113026.99555026306,,75,,75,0.004644935,-4.9591875,1520000,-33.18829563686791,113026.99555026306,161513.25025400525,4.2413483,-33.18829563686791,,,,161513.25025400525,339915.2815348433,0.38,0.0,
,0.28,339337.8076945185,,63174.158701891836,-87.45755,,,0.5602251420893818,,0.0,,100,100,59.92285,,,63174.158701891836,,,,0.0,,98742.83041832829,,76,,76,0.004739925,-27.5347,1540000,-54.87164558235639,98742.83041832829,164305.67628229488,4.2346234,-54.87164558235639,,,,164305.67628229488,339337.8076945185,0.28,0.0,
,0.39,338834.3770982449,,71852.99637257376,-74.728874,,,0.4937024044457463,,0.0,,100,100,61.678974,,,71852.99637257376,,,,0.0,,105659.67441279975,,77,,77,0.0036633876,-13.0499,1560000,-26.988449812695887,105659.67441279975,187522.54960978034,4.217933,-26.988449812695887,,,,187522.54960978034,338834.3770982449,0.39,0.0,
,0.42,340579.1106536642,,67229.0011277968,47.542625,,,0.5464592499739663,,0.0,,100,100,68.10105,,,67229.0011277968,,,,0.0,,108160.59704199998,,78,,78,0.005360901,115.64368,1580000,-52.10675691039411,108160.59704199998,172734.2584156891,4.200471,-52.10675691039411,,,,172734.2584156891,340579.1106536642,0.42,0.0,
,0.46,342215.8948276831,,67469.25846082918,-62.4695,,,0.5288857128258168,,0.0,,100,100,72.47225,,,67469.25846082918,,,,0.0,,117795.1102451018,,79,,79,0.0041259453,10.00275,1600000,-30.33169867575258,117795.1102451018,173022.45206374064,4.1791034,-30.33169867575258,,,,173022.45206374064,342215.8948276831,0.46,0.0,
-31.205428627472454,0.51,340866.01808842365,8,72270.4435784528,-93.9214,339045.4453387864,207248.04325750674,0.5407825039596845,207248.04325750662,0.0,207248.04325750662,100,100,65.54857,10,0.5,72270.4435784528,-31.205428627472454,8,207248.04325750674,0.0,0.0,118699.68166173686,339045.4453387864,80,10,80,0.0073106284,-28.372837,1620000,-34.47889473758924,118699.68166173686,191702.93880827166,4.1436663,-34.47889473758924,0.5,125978.56593533237,125978.56593533237,191702.93880827166,340866.01808842365,0.51,0.0,0.0
,0.33,344137.2646012282,,62364.538930145885,-91.40737,,,0.46706028207041506,,0.0,,100,100,66.122795,,,62364.538930145885,,,,0.0,,113429.66196912274,,81,,81,0.004850359,-25.284575,1640000,-54.646345107188196,113429.66196912274,163985.57071963584,4.1352086,-54.646345107188196,,,,163985.57071963584,344137.2646012282,0.33,0.0,
,0.33,351727.508281929,,73065.28007441325,24.29935,,,0.5560561828949424,,0.0,,100,100,57.32265,,,73065.28007441325,,,,0.0,,97944.16251094747,,82,,82,0.008608484,81.622,1660000,-29.971851736993685,97944.16251094747,191971.8943041985,4.1240964,-29.971851736993685,,,,191971.8943041985,351727.508281929,0.33,0.0,
,0.32,346686.73356047657,,63622.81662944445,9.60435,,,0.5785358354093728,,0.0,,100,100,62.458347,,,63622.81662944445,,,,0.0,,114826.37556042192,,83,,83,0.005282516,72.0627,1680000,-36.7753647940203,114826.37556042192,168917.61735542116,4.105442,-36.7753647940203,,,,168917.61735542116,346686.73356047657,0.32,0.0,
,0.38,348652.6060088206,,70496.94116293706,-92.19175,,,0.4586230174256053,,0.0,,100,100,49.16331,,,70496.94116293706,,,,0.0,,96184.13219437125,,84,,84,0.005240867,-43.02844,1700000,-16.455675192931288,96184.13219437125,183995.35708444263,4.0862317,-16.455675192931288,,,,183995.35708444263,348652.6060088206,0.38,0.0,
,0.4,351011.71334063675,,69483.08451035726,-147.8853,,,0.469311654759077,,0.0,,100,100,64.71158,,,69483.08451035726,,,,0.0,,103832.75892374851,,85,,85,0.0043434226,-83.17372,1720000,-65.74405000258959,103832.75892374851,179852.09867290527,4.0579753,-65.74405000258959,,,,179852.09867290527,351011.71334063675,0.4,0.0,
,0.37,354287.63058533065,,75762.4961175846,16.748438,,,0.4520631246664266,,0.0,,100,100,66.01294,,,75762.4961175846,,,,0.0,,90391.96022476997,,86,,86,0.0034788426,82.761375,1740000,-38.433217945769115,90391.96022476997,198081.97697092645,4.045333,-38.433217945769115,,,,198081.97697092645,354287.63058533065,0.37,0.0,
,0.48,339065.8253976701,,75550.23258759026,-76.18672,,,0.47246722059922086,,0.0,,100,100,65.4173,,,75550.23258759026,,,,0.0,,104864.47212167652,,87,,87,0.0048093405,-10.769425,1760000,-23.030517637767403,104864.47212167652,198900.39412335036,4.0429606,-23.030517637767403,,,,198900.39412335036,339065.8253976701,0.48,0.0,
,0.43,346230.86462371005,,76025.93738978087,-36.57745,,,0.4763521543405226,,0.0,,100,100,60.11715,,,76025.93738978087,,,,0.0,,104377.40543463978,,88,,88,0.0047983155,23.5397,1780000,-13.475387956707165,104377.40543463978,203232.02106147286,4.037299,-13.475387956707165,,,,203232.02106147286,346230.86462371005,0.43,0.0,
,0.34,347722.2220760097,,70000.3037459144,-147.15442,,,0.5399927790686672,,0.0,,100,100,74.968765,,,70000.3037459144,,,,0.0,,110070.05880158294,,89,,89,0.0071245097,-72.18565,1800000,-23.51629397491638,110070.05880158294,182923.05490999765,4.027282,-23.51629397491638,,,,182923.05490999765,347722.2220760097,0.34,0.0,
6013.303797432988,0.56,346922.798078078,9,82713.67856753996,-7.7367063,322783.54893653054,213902.8242881222,0.5696483510901778,213902.82428812218,0.0,213902.82428812218,100,100,63.907482,10,0.5,82713.67856753996,6013.303797432988,9,213902.8242881222,0.0,0.0,105358.96855545799,322783.54893653054,90,10,90,0.0048918873,56.170776,1820000,-20.69789290325897,105358.96855545799,220330.58684941998,4.014362,-20.69789290325897,0.5,94534.29044604259,94534.29044604259,220330.58684941998,346922.798078078,0.56,0.0,0.0
,0.33,342726.30013328185,,70082.79465607267,-44.1891,,,0.416905272255232,,0.0,,100,100,52.870186,,,70082.79465607267,,,,0.0,,96831.30999304744,,91,,91,0.003929882,8.681089,1840000,-57.62018077380908,96831.30999304744,190010.85948260766,3.9915993,-57.62018077380908,,,,190010.85948260766,342726.30013328185,0.33,0.0,
,0.3,336716.14934618585,,70267.4881811487,-41.072327,,,0.5390144886741322,,0.0,,100,100,34.11489,,,70267.4881811487,,,,0.0,,94271.36268283174,,92,,92,0.0026679921,-6.9574375,1860000,-22.74606375566446,94271.36268283174,187577.71244088918,3.9738958,-22.74606375566446,,,,187577.71244088918,336716.14934618585,0.3,0.0,
,0.36,349110.8105806106,,72481.08390297508,-1.0689,,,0.5243850802070286,,0.0,,100,100,72.54807,,,72481.08390297508,,,,0.0,,99112.62169863124,,93,,93,0.005043869,71.47917,1880000,-24.611582789519634,99112.62169863124,191438.87081927352,3.9502337,-24.611582789519634,,,,191438.87081927352,349110.8105806106,0.36,0.0,
,0.23,343511.8410906712,,69140.17411223492,-33.196926,,,0.49077203344697873,,0.0,,100,100,51.592712,,,69140.17411223492,,,,0.0,,89491.56533403201,,94,,94,0.0038224624,18.395788,1900000,-22.103955146286083,89491.56533403201,180365.259802514,3.9297183,-22.103955146286083,,,,180365.259802514,343511.8410906712,0.23,0.0,
,0.38,351153.6807710286,,69648.68451995323,-99.3407,,,0.4547335712432572,,0.0,,100,100,58.907097,,,69648.68451995323,,,,0.0,,107965.41475330188,,95,,95,0.005334407,-40.4336,1920000,-21.199830543748984,107965.41475330188,179448.4783529079,3.9029543,-21.199830543748984,,,,179448.4783529079,351153.6807710286,0.38,0.0,
,0.48,350485.1814750254,,76575.6868267734,-62.225086,,,0.4128165892805781,,0.0,,100,100,56.284035,,,76575.6868267734,,,,0.0,,101844.27796121805,,96,,96,0.0071669365,-5.94105,1940000,-21.736899856759365,101844.27796121805,204665.95146149007,3.8739355,-21.736899856759365,,,,204665.95146149007,350485.1814750254,0.48,0.0,
,0.36,342112.2342093665,,71679.3844217108,29.902775,,,0.4992794199079409,,0.0,,100,100,41.839947,,,71679.3844217108,,,,0.0,,97804.49618127334,,97,,97,0.0054598413,71.74272,1960000,-24.493277311550628,97804.49618127334,188771.73024294517,3.844308,-24.493277311550628,,,,188771.73024294517,342112.2342093665,0.36,0.0,
,0.56,349695.7653992495,,80180.75029158535,-63.039963,,,0.4693151015198006,,0.0,,100,100,70.371475,,,80180.75029158535,,,,0.0,,113168.33177291264,,98,,98,0.006491974,7.3315125,1980000,-21.464994917906033,113168.33177291264,213437.55958070673,3.8165386,-21.464994917906033,,,,213437.55958070673,349695.7653992495,0.56,0.0,
,0.45,348501.8987880114,,72910.49137825595,-71.88975,,,0.569115617105681,,0.0,,100,100,29.772697,,,72910.49137825595,,,,0.0,,117746.28510660454,,99,,99,0.011715964,-42.11705,2000000,-52.88870830990636,117746.28510660454,193277.06164524995,3.800682,-52.88870830990636,,,,193277.06164524995,348501.8987880114,0.45,0.0,
