MetaTest/pick-out-of-hole-v1/Iteration,TotalEnvSteps,MetaTest/pick-out-of-hole-v1/StdReturn,MetaTest/Average/StdReturn,MetaTest/pick-out-of-hole-v1/MinReturn,MetaTrain/Average/ContrastiveLoss,MetaTest/pick-out-of-hole-v1/SuccessRate,MetaTest/pick-out-of-hole-v1/NumTrajs,MetaTrain/Average/Alpha,MetaTest/pick-out-of-hole-v1/MaxReturn,MetaTest/Average/MinReturn,MetaTest/Average/TerminationRate,MetaTrain/Average/QfLoss,MetaTest/Average/SuccessRate,MetaTest/Average/NumTrajs,MetaTrain/Average/AlphaLoss,MetaTest/pick-out-of-hole-v1/AverageDiscountedReturn,MetaTest/pick-out-of-hole-v1/TerminationRate,MetaTest/pick-out-of-hole-v1/AverageReturn,MetaTest/Average/Iteration,MetaTest/Average/AverageReturn,MetaTest/Average/AverageDiscountedReturn,MetaTrain/Average/PolicyLoss,MetaTest/Average/MaxReturn
91,2408000,0.07182697359591168,0.07182697359591168,-22.735024432709327,7.5296617,0.0,10,nan,-22.5047650367159,-22.735024432709327,0.0,18.385715,0.0,10,6.4715705,-22.618803216756827,0.0,-22.618803216756838,91,-22.618803216756838,-22.618803216756827,-112.83131,-22.5047650367159
92,2432000,0.08502434059944684,0.08502434059944684,-22.509240883496886,7.5185847,0.0,10,nan,-22.19816328982822,-22.509240883496886,0.0,18.28978,0.0,10,6.4705715,-22.37286156399518,0.0,-22.372861563995176,92,-22.372861563995176,-22.37286156399518,-113.17852,-22.19816328982822
93,2456000,0.08683903803000163,0.08683903803000163,-22.903432969320686,7.517993,0.0,10,nan,-22.579292464113276,-22.903432969320686,0.0,18.186554,0.0,10,6.4742265,-22.751188240830107,0.0,-22.751188240830096,93,-22.751188240830096,-22.751188240830107,-113.62829,-22.579292464113276
94,2480000,0.06798636303981798,0.06798636303981798,-22.001827966235034,7.5245905,0.0,10,nan,-21.825332306188642,-22.001827966235034,0.0,18.007057,0.0,10,6.475096,-21.925317810704552,0.0,-21.925317810704563,94,-21.925317810704563,-21.925317810704552,-114.01051,-21.825332306188642
95,2504000,0.11743848448631959,0.11743848448631959,-22.42074221353343,7.530202,0.0,10,nan,-22.032032902839525,-22.42074221353343,0.0,17.979618,0.0,10,6.479175,-22.295776240401754,0.0,-22.29577624040175,95,-22.29577624040175,-22.295776240401754,-114.30199,-22.032032902839525
96,2528000,0.07725099820995897,0.07725099820995897,-22.905814329373882,7.532077,0.0,10,nan,-22.66685152653295,-22.905814329373882,0.0,17.894442,0.0,10,6.479142,-22.764036470109705,0.0,-22.76403647010971,96,-22.76403647010971,-22.764036470109705,-114.6113,-22.66685152653295
97,2552000,0.04559699024464485,0.04559699024464485,-22.536512383817655,7.535869,0.0,10,nan,-22.373310741010638,-22.536512383817655,0.0,17.744673,0.0,10,6.4784307,-22.45013057145683,0.0,-22.450130571456835,97,-22.450130571456835,-22.45013057145683,-115.02545,-22.373310741010638
98,2576000,0.05703469348853844,0.05703469348853844,-22.234152087721455,7.5374494,0.0,10,nan,-22.03391624215114,-22.234152087721455,0.0,17.790766,0.0,10,6.47931,-22.126576734433776,0.0,-22.12657673443377,98,-22.12657673443377,-22.126576734433776,-115.30251,-22.03391624215114
99,2600000,0.04391922915039105,0.04391922915039105,-23.133106918829366,7.542445,0.0,10,nan,-23.00397822185782,-23.133106918829366,0.0,17.731327,0.0,10,6.478747,-23.06580907640453,0.0,-23.06580907640453,99,-23.06580907640453,-23.06580907640453,-115.725235,-23.00397822185782
100,2624000,0.052679626447296575,0.052679626447296575,-22.147355376043663,7.5406456,0.0,10,nan,-21.943685228816772,-22.147355376043663,0.0,17.555597,0.0,10,6.47872,-22.041822051795613,0.0,-22.041822051795613,100,-22.041822051795613,-22.041822051795613,-115.977684,-21.943685228816772
101,2648000,0.07030486357883797,0.07030486357883797,-22.614955816351035,7.5316834,0.0,10,nan,-22.416846697730907,-22.614955816351035,0.0,17.418072,0.0,10,6.4800334,-22.542432508756793,0.0,-22.542432508756796,101,-22.542432508756796,-22.542432508756793,-116.259705,-22.416846697730907
102,2672000,0.11178529810019089,0.11178529810019089,-22.8110064340267,7.532595,0.0,10,nan,-22.38271155006904,-22.8110064340267,0.0,17.363707,0.0,10,6.4815106,-22.59172855043092,0.0,-22.591728550430915,102,-22.591728550430915,-22.59172855043092,-116.609406,-22.38271155006904
103,2696000,0.048938872391149045,0.048938872391149045,-22.768891201755785,7.5309334,0.0,10,nan,-22.60312598850654,-22.768891201755785,0.0,17.32322,0.0,10,6.4821687,-22.666778870619215,0.0,-22.666778870619208,103,-22.666778870619208,-22.666778870619215,-116.82124,-22.60312598850654
104,2720000,0.09810628374315308,0.09810628374315308,-23.494192564015258,7.537539,0.0,10,nan,-23.174340081475034,-23.494192564015258,0.0,17.236,0.0,10,6.4825697,-23.33136381668455,0.0,-23.33136381668455,104,-23.33136381668455,-23.33136381668455,-117.180626,-23.174340081475034
105,2744000,0.07739681319602533,0.07739681319602533,-21.953322324928994,7.54436,0.0,10,nan,-21.682603719197857,-21.953322324928994,0.0,17.144249,0.0,10,6.483682,-21.816804535004334,0.0,-21.816804535004337,105,-21.816804535004337,-21.816804535004334,-117.466064,-21.682603719197857
106,2768000,0.029731620598170493,0.029731620598170493,-22.49593983558913,7.5368667,0.0,10,nan,-22.37487017010557,-22.49593983558913,0.0,16.99902,0.0,10,6.484461,-22.43787951113437,0.0,-22.437879511134373,106,-22.437879511134373,-22.43787951113437,-117.753456,-22.37487017010557
107,2792000,0.055032848452680166,0.055032848452680166,-22.968306538791847,7.52615,0.0,10,nan,-22.794052316854245,-22.968306538791847,0.0,16.939215,0.0,10,6.4850655,-22.879261822945757,0.0,-22.87926182294575,107,-22.87926182294575,-22.879261822945757,-118.06335,-22.794052316854245
108,2816000,0.05126380809353121,0.05126380809353121,-22.454575775937116,7.5267625,0.0,10,nan,-22.284872147110246,-22.454575775937116,0.0,16.824242,0.0,10,6.4866786,-22.37296702760453,0.0,-22.372967027604524,108,-22.372967027604524,-22.37296702760453,-118.35732,-22.284872147110246
109,2840000,0.038834542126263305,0.038834542126263305,-22.629461701397858,7.539715,0.0,10,nan,-22.508788720532475,-22.629461701397858,0.0,16.767729,0.0,10,6.487638,-22.567867804604884,0.0,-22.567867804604884,109,-22.567867804604884,-22.567867804604884,-118.626625,-22.508788720532475
110,2864000,0.017756514831081958,0.017756514831081958,-22.329790385210945,7.546426,0.0,10,nan,-22.26936385800708,-22.329790385210945,0.0,16.716784,0.0,10,6.488598,-22.30614346048701,0.0,-22.306143460487007,110,-22.306143460487007,-22.30614346048701,-118.86753,-22.26936385800708
111,2888000,0.043354744367415564,0.043354744367415564,-22.49705534335829,7.5448537,0.0,10,nan,-22.338268343376672,-22.49705534335829,0.0,16.624784,0.0,10,6.4898553,-22.415478298700688,0.0,-22.41547829870069,111,-22.41547829870069,-22.415478298700688,-119.166405,-22.338268343376672
112,2912000,0.06087830525418621,0.06087830525418621,-22.767229208488892,7.5357366,0.0,10,nan,-22.5570917684181,-22.767229208488892,0.0,16.541477,0.0,10,6.4888945,-22.666699883651695,0.0,-22.6666998836517,112,-22.6666998836517,-22.666699883651695,-119.505455,-22.5570917684181
113,2936000,0.0629881927961462,0.0629881927961462,-22.560447701435887,7.532324,0.0,10,nan,-22.355731262211535,-22.560447701435887,0.0,16.377487,0.0,10,6.492177,-22.478777858139267,0.0,-22.478777858139267,113,-22.478777858139267,-22.478777858139267,-119.851326,-22.355731262211535
114,2960000,0.05543465978176303,0.05543465978176303,-22.626819109947014,7.5366116,0.0,10,nan,-22.440305834180688,-22.626819109947014,0.0,16.362448,0.0,10,6.4918694,-22.51754701597439,0.0,-22.517547015974394,114,-22.517547015974394,-22.51754701597439,-120.07538,-22.440305834180688
115,2984000,0.12075357446284146,0.12075357446284146,-23.125983972538922,7.55681,0.0,10,nan,-22.76525012144589,-23.125983972538922,0.0,16.270077,0.0,10,6.492955,-22.962521114320214,0.0,-22.962521114320214,115,-22.962521114320214,-22.962521114320214,-120.23611,-22.76525012144589
116,3008000,0.08749067912406644,0.08749067912406644,-22.35178749329716,7.5621924,0.0,10,nan,-22.099573691518714,-22.35178749329716,0.0,16.138515,0.0,10,6.4944553,-22.202921720417258,0.0,-22.202921720417255,116,-22.202921720417255,-22.202921720417258,-120.57783,-22.099573691518714
117,3032000,0.04677048061961201,0.04677048061961201,-21.890512949824682,7.5536547,0.0,10,nan,-21.74225391606718,-21.890512949824682,0.0,16.084076,0.0,10,6.496611,-21.81035004092339,0.0,-21.810350040923385,117,-21.810350040923385,-21.81035004092339,-120.66246,-21.74225391606718
118,3056000,0.0616279824236296,0.0616279824236296,-22.825265756655778,7.5396028,0.0,10,nan,-22.608322715691923,-22.825265756655778,0.0,16.118996,0.0,10,6.493863,-22.687681567659116,0.0,-22.68768156765911,118,-22.68768156765911,-22.687681567659116,-120.865944,-22.608322715691923
119,3080000,0.028202583026438643,0.028202583026438643,-22.21179692626728,7.5360518,0.0,10,nan,-22.125947595323172,-22.21179692626728,0.0,15.915949,0.0,10,6.49729,-22.16363740649558,0.0,-22.163637406495575,119,-22.163637406495575,-22.16363740649558,-121.19877,-22.125947595323172
120,3104000,0.05603246323954497,0.05603246323954497,-22.365420905018723,7.5438523,0.0,10,nan,-22.158304949128343,-22.365420905018723,0.0,15.82976,0.0,10,6.4980373,-22.280579662057256,0.0,-22.28057966205725,120,-22.28057966205725,-22.280579662057256,-121.42283,-22.158304949128343
121,3128000,0.06457850037054455,0.06457850037054455,-22.86387596351867,7.5512314,0.0,10,nan,-22.682395614632362,-22.86387596351867,0.0,15.790363,0.0,10,6.497169,-22.786920044807424,0.0,-22.786920044807424,121,-22.786920044807424,-22.786920044807424,-121.5782,-22.682395614632362
122,3152000,0.057010454107620706,0.057010454107620706,-22.73574713883959,7.5425906,0.0,10,nan,-22.548849935367848,-22.73574713883959,0.0,15.767443,0.0,10,6.4986715,-22.60548047510222,0.0,-22.605480475102212,122,-22.605480475102212,-22.60548047510222,-121.870804,-22.548849935367848
123,3176000,0.08800309142562503,0.08800309142562503,-22.702376343706558,7.5436172,0.0,10,nan,-22.45974074266735,-22.702376343706558,0.0,15.618832,0.0,10,6.497255,-22.597955142427573,0.0,-22.597955142427573,123,-22.597955142427573,-22.597955142427573,-122.12709,-22.45974074266735
124,3200000,0.045013344180302305,0.045013344180302305,-22.6377516593425,7.546328,0.0,10,nan,-22.478621523537527,-22.6377516593425,0.0,15.638157,0.0,10,6.502415,-22.54529669869577,0.0,-22.545296698695772,124,-22.545296698695772,-22.54529669869577,-122.28272,-22.478621523537527
125,3224000,0.03459319498070314,0.03459319498070314,-22.567272936334426,7.557891,0.0,10,nan,-22.472555668393777,-22.567272936334426,0.0,15.63554,0.0,10,6.501755,-22.519196378660943,0.0,-22.519196378660943,125,-22.519196378660943,-22.519196378660943,-122.51264,-22.472555668393777
126,3248000,0.12258714396868779,0.12258714396868779,-22.17594455386256,7.549625,0.0,10,nan,-21.77295441333008,-22.17594455386256,0.0,15.541485,0.0,10,6.49988,-21.942139212963987,0.0,-21.94213921296399,126,-21.94213921296399,-21.942139212963987,-122.66054,-21.77295441333008
127,3272000,0.04861165948971183,0.04861165948971183,-22.806607716877302,7.541926,0.0,10,nan,-22.63298225800768,-22.806607716877302,0.0,15.424688,0.0,10,6.5021534,-22.707134144474104,0.0,-22.70713414447411,127,-22.70713414447411,-22.707134144474104,-122.94549,-22.63298225800768
128,3296000,0.04569581179444577,0.04569581179444577,-21.144563742207453,7.533586,0.0,10,nan,-20.98746989358398,-21.144563742207453,0.0,15.449832,0.0,10,6.501261,-21.065746582404067,0.0,-21.065746582404074,128,-21.065746582404074,-21.065746582404067,-123.06197,-20.98746989358398
129,3320000,0.03102608417550598,0.03102608417550598,-22.559408787603267,7.5219846,0.0,10,nan,-22.461679712435828,-22.559408787603267,0.0,15.413508,0.0,10,6.503502,-22.51365727931472,0.0,-22.513657279314724,129,-22.513657279314724,-22.51365727931472,-123.25827,-22.461679712435828
130,3344000,0.050076814956820585,0.050076814956820585,-21.892200155286208,7.5264635,0.0,10,nan,-21.739081962091294,-21.892200155286208,0.0,15.309049,0.0,10,6.5018964,-21.81697206524458,0.0,-21.81697206524458,130,-21.81697206524458,-21.81697206524458,-123.49699,-21.739081962091294
131,3368000,0.1289874979868024,0.1289874979868024,-24.46990073558756,7.5267167,0.0,10,nan,-24.060778933442467,-24.46990073558756,0.0,15.200398,0.0,10,6.5030584,-24.291094479876097,0.0,-24.291094479876097,131,-24.291094479876097,-24.291094479876097,-123.766304,-24.060778933442467
132,3392000,0.04900035786336967,0.04900035786336967,-22.298663008671177,7.528998,0.0,10,nan,-22.11825396050736,-22.298663008671177,0.0,15.197992,0.0,10,6.5038266,-22.223129139561266,0.0,-22.22312913956125,132,-22.22312913956125,-22.223129139561266,-123.936844,-22.11825396050736
133,3416000,0.0666932755472249,0.0666932755472249,-22.743989948027004,7.5280957,0.0,10,nan,-22.550287610689157,-22.743989948027004,0.0,15.042689,0.0,10,6.5051436,-22.659855071158596,0.0,-22.6598550711586,133,-22.6598550711586,-22.659855071158596,-124.119064,-22.550287610689157
134,3440000,0.12313255180326896,0.12313255180326896,-22.38627218558744,7.5406423,0.0,10,nan,-22.056987908111754,-22.38627218558744,0.0,15.003437,0.0,10,6.504379,-22.179130853298545,0.0,-22.179130853298542,134,-22.179130853298542,-22.179130853298545,-124.31306,-22.056987908111754
135,3464000,0.03502762135352977,0.03502762135352977,-22.059176232329605,7.541138,0.0,10,nan,-21.93991879016294,-22.059176232329605,0.0,14.953989,0.0,10,6.5062327,-21.985248726945514,0.0,-21.985248726945507,135,-21.985248726945507,-21.985248726945514,-124.47759,-21.93991879016294
136,3488000,0.08243680424458975,0.08243680424458975,-22.83287639281393,7.539953,0.0,10,nan,-22.47723587511505,-22.83287639281393,0.0,14.939362,0.0,10,6.506342,-22.649673040944315,0.0,-22.649673040944315,136,-22.649673040944315,-22.649673040944315,-124.69748,-22.47723587511505
137,3512000,0.0845258762732937,0.0845258762732937,-22.210912295324135,7.5339293,0.0,10,nan,-21.87211701904191,-22.210912295324135,0.0,14.875352,0.0,10,6.507711,-21.99283608060805,0.0,-21.992836080608043,137,-21.992836080608043,-21.99283608060805,-124.84403,-21.87211701904191
138,3536000,0.027492790770674905,0.027492790770674905,-21.738397554461944,7.529955,0.0,10,nan,-21.64869252736726,-21.738397554461944,0.0,14.784871,0.0,10,6.5074143,-21.700074371683794,0.0,-21.70007437168379,138,-21.70007437168379,-21.700074371683794,-124.94266,-21.64869252736726
139,3560000,0.05537309166490091,0.05537309166490091,-22.750933869246083,7.532874,0.0,10,nan,-22.57183939540934,-22.750933869246083,0.0,14.751054,0.0,10,6.508012,-22.670507770339658,0.0,-22.670507770339647,139,-22.670507770339647,-22.670507770339658,-125.213394,-22.57183939540934
140,3584000,0.02823262470659008,0.02823262470659008,-22.479813013352928,7.54205,0.0,10,nan,-22.377192929657102,-22.479813013352928,0.0,14.70382,0.0,10,6.509422,-22.437855403021906,0.0,-22.4378554030219,140,-22.4378554030219,-22.437855403021906,-125.35532,-22.377192929657102
141,3608000,0.14209167735992564,0.14209167735992564,-23.405300470560135,7.5478377,0.0,10,nan,-22.93913563797298,-23.405300470560135,0.0,14.639886,0.0,10,6.510485,-23.202501019079925,0.0,-23.20250101907992,141,-23.20250101907992,-23.202501019079925,-125.52747,-22.93913563797298
142,3632000,0.1093787628343435,0.1093787628343435,-21.991853147481674,7.5455146,0.0,10,nan,-21.628079269158285,-21.991853147481674,0.0,14.644822,0.0,10,6.5102367,-21.776375814305204,0.0,-21.776375814305204,142,-21.776375814305204,-21.776375814305204,-125.66047,-21.628079269158285
143,3656000,0.04290178658768999,0.04290178658768999,-21.96102336143831,7.538625,0.0,10,nan,-21.84132188422124,-21.96102336143831,0.0,14.555338,0.0,10,6.511517,-21.889330825451463,0.0,-21.88933082545147,143,-21.88933082545147,-21.889330825451463,-125.88555,-21.84132188422124
144,3680000,0.08074917219451835,0.08074917219451835,-22.342122934795196,7.5419207,0.0,10,nan,-22.07991899052478,-22.342122934795196,0.0,14.520245,0.0,10,6.511589,-22.22947634113869,0.0,-22.229476341138696,144,-22.229476341138696,-22.22947634113869,-125.9819,-22.07991899052478
145,3704000,0.07305929074668908,0.07305929074668908,-22.503663948197847,7.537543,0.0,10,nan,-22.285027809010597,-22.503663948197847,0.0,14.470029,0.0,10,6.5124693,-22.396812744188132,0.0,-22.396812744188132,145,-22.396812744188132,-22.396812744188132,-126.14723,-22.285027809010597
146,3728000,0.10017341778953524,0.10017341778953524,-21.917519527395616,7.5477743,0.0,10,nan,-21.58756337602474,-21.917519527395616,0.0,14.463692,0.0,10,6.510797,-21.713697854731862,0.0,-21.713697854731862,146,-21.713697854731862,-21.713697854731862,-126.30931,-21.58756337602474
147,3752000,0.04538996426800545,0.04538996426800545,-22.318588658483453,7.5473332,0.0,10,nan,-22.157053285380755,-22.318588658483453,0.0,14.328707,0.0,10,6.5119195,-22.23112148342487,0.0,-22.231121483424864,147,-22.231121483424864,-22.23112148342487,-126.52446,-22.157053285380755
148,3776000,0.0673021351889427,0.0673021351889427,-22.086299166717655,7.5419707,0.0,10,nan,-21.859795005121242,-22.086299166717655,0.0,14.266536,0.0,10,6.513643,-21.975705750734583,0.0,-21.975705750734587,148,-21.975705750734587,-21.975705750734583,-126.72251,-21.859795005121242
149,3800000,0.02569836189002628,0.02569836189002628,-22.249042119288752,7.5462976,0.0,10,nan,-22.171247125559574,-22.249042119288752,0.0,14.261207,0.0,10,6.5134745,-22.207320590074,0.0,-22.207320590074005,149,-22.207320590074005,-22.207320590074,-126.84062,-22.171247125559574
150,3824000,0.06695108687469387,0.06695108687469387,-22.86813950602066,7.543761,0.0,10,nan,-22.637488555041845,-22.86813950602066,0.0,14.161433,0.0,10,6.511987,-22.75305315969486,0.0,-22.75305315969486,150,-22.75305315969486,-22.75305315969486,-127.06269,-22.637488555041845
151,3848000,0.07381037113652782,0.07381037113652782,-21.93359114635851,7.5480776,0.0,10,nan,-21.672482697954834,-21.93359114635851,0.0,14.130815,0.0,10,6.512639,-21.76978792036882,0.0,-21.769787920368824,151,-21.769787920368824,-21.76978792036882,-127.268616,-21.672482697954834
152,3872000,0.03882444524519487,0.03882444524519487,-22.51447508882496,7.5361733,0.0,10,nan,-22.372681812977227,-22.51447508882496,0.0,14.122321,0.0,10,6.5140405,-22.4494302975077,0.0,-22.449430297507696,152,-22.449430297507696,-22.4494302975077,-127.43933,-22.372681812977227
153,3896000,0.0883644471831586,0.0883644471831586,-21.879753215992746,7.527291,0.0,10,nan,-21.59972225067618,-21.879753215992746,0.0,14.0222,0.0,10,6.514118,-21.698377495103802,0.0,-21.6983774951038,153,-21.6983774951038,-21.698377495103802,-127.605675,-21.59972225067618
154,3920000,0.014651315478406849,0.014651315478406849,-22.296116527309252,7.5263085,0.0,10,nan,-22.250495263569796,-22.296116527309252,0.0,13.990777,0.0,10,6.514289,-22.27688065313932,0.0,-22.27688065313932,154,-22.27688065313932,-22.27688065313932,-127.70075,-22.250495263569796
155,3944000,0.06707781857623252,0.06707781857623252,-21.69555704993958,7.5434,0.0,10,nan,-21.498180847269182,-21.69555704993958,0.0,13.983262,0.0,10,6.5142016,-21.604668941852886,0.0,-21.604668941852882,155,-21.604668941852882,-21.604668941852886,-127.81119,-21.498180847269182
156,3968000,0.07250803011212144,0.07250803011212144,-21.86993509192609,7.538415,0.0,10,nan,-21.60613319407165,-21.86993509192609,0.0,13.9479475,0.0,10,6.5156026,-21.73253653039078,0.0,-21.73253653039078,156,-21.73253653039078,-21.73253653039078,-127.93206,-21.60613319407165
157,3992000,0.0371651243408209,0.0371651243408209,-22.199008489766523,7.529593,0.0,10,nan,-22.07361570668045,-22.199008489766523,0.0,13.912307,0.0,10,6.5142617,-22.147808948743577,0.0,-22.14780894874358,157,-22.14780894874358,-22.147808948743577,-128.08583,-22.07361570668045
158,4016000,0.05311677929438411,0.05311677929438411,-22.078722275563912,7.53524,0.0,10,nan,-21.877885743653124,-22.078722275563912,0.0,13.844921,0.0,10,6.5149326,-21.944527276245495,0.0,-21.944527276245495,158,-21.944527276245495,-21.944527276245495,-128.22595,-21.877885743653124
159,4040000,0.08827406561026366,0.08827406561026366,-22.276133586926157,7.5289035,0.0,10,nan,-21.980928621233648,-22.276133586926157,0.0,13.815713,0.0,10,6.513764,-22.15896892575648,0.0,-22.158968925756476,159,-22.158968925756476,-22.15896892575648,-128.41405,-21.980928621233648
160,4064000,0.03165689671589611,0.03165689671589611,-22.31862413373809,7.536919,0.0,10,nan,-22.210023598295667,-22.31862413373809,0.0,13.797151,0.0,10,6.5149226,-22.266421475033354,0.0,-22.266421475033354,160,-22.266421475033354,-22.266421475033354,-128.54631,-22.210023598295667
161,4088000,0.047234212460164564,0.047234212460164564,-22.439604802893527,7.5280433,0.0,10,nan,-22.309787500552833,-22.439604802893527,0.0,13.680029,0.0,10,6.515258,-22.37032063120216,0.0,-22.37032063120217,161,-22.37032063120217,-22.37032063120216,-128.68262,-22.309787500552833
162,4112000,0.07612039852288072,0.07612039852288072,-22.14549168811531,7.5369153,0.0,10,nan,-21.911997345537443,-22.14549168811531,0.0,13.698668,0.0,10,6.5137033,-22.00016608797028,0.0,-22.000166087970275,162,-22.000166087970275,-22.00016608797028,-128.72017,-21.911997345537443
163,4136000,0.0799943738144141,0.0799943738144141,-22.262058673489076,7.531493,0.0,10,nan,-22.050249411148965,-22.262058673489076,0.0,13.639432,0.0,10,6.515129,-22.146710170902118,0.0,-22.146710170902118,163,-22.146710170902118,-22.146710170902118,-128.88387,-22.050249411148965
164,4160000,0.020902293517869028,0.020902293517869028,-21.18092648307105,7.5383573,0.0,10,nan,-21.106123485916644,-21.18092648307105,0.0,13.618661,0.0,10,6.5170393,-21.14256236190975,0.0,-21.142562361909754,164,-21.142562361909754,-21.14256236190975,-129.00905,-21.106123485916644
165,4184000,0.03992593794816772,0.03992593794816772,-22.737667593439507,7.5371366,0.0,10,nan,-22.61118937369004,-22.737667593439507,0.0,13.622937,0.0,10,6.514008,-22.68675133052637,0.0,-22.686751330526366,165,-22.686751330526366,-22.68675133052637,-129.11911,-22.61118937369004
166,4208000,0.05058402773686251,0.05058402773686251,-21.627769611012738,7.530048,0.0,10,nan,-21.46186605023345,-21.627769611012738,0.0,13.621203,0.0,10,6.5146403,-21.532858327924735,0.0,-21.532858327924735,166,-21.532858327924735,-21.532858327924735,-129.23027,-21.46186605023345
167,4232000,0.0643812451207723,0.0643812451207723,-22.225147803284543,7.5262804,0.0,10,nan,-22.029297220613937,-22.225147803284543,0.0,13.526929,0.0,10,6.5146894,-22.122397399501608,0.0,-22.122397399501608,167,-22.122397399501608,-22.122397399501608,-129.36246,-22.029297220613937
168,4256000,0.0380262650165654,0.0380262650165654,-22.727995124543394,7.5313272,0.0,10,nan,-22.59808469557164,-22.727995124543394,0.0,13.465383,0.0,10,6.5157666,-22.681334534701698,0.0,-22.681334534701694,168,-22.681334534701694,-22.681334534701698,-129.4903,-22.59808469557164
169,4280000,0.0679191086724913,0.0679191086724913,-21.306298562989877,7.5355697,0.0,10,nan,-21.105011478678247,-21.306298562989877,0.0,13.395783,0.0,10,6.5178914,-21.214473437868524,0.0,-21.214473437868527,169,-21.214473437868527,-21.214473437868524,-129.62718,-21.105011478678247
170,4304000,0.05808137777703083,0.05808137777703083,-22.028774062392525,7.5391984,0.0,10,nan,-21.825618054448288,-22.028774062392525,0.0,13.418566,0.0,10,6.517756,-21.91390460019847,0.0,-21.91390460019847,170,-21.91390460019847,-21.91390460019847,-129.69159,-21.825618054448288
171,4328000,0.06541621129052415,0.06541621129052415,-21.799148760727125,7.532915,0.0,10,nan,-21.55986351299044,-21.799148760727125,0.0,13.324712,0.0,10,6.518493,-21.681810068539228,0.0,-21.681810068539228,171,-21.681810068539228,-21.681810068539228,-129.78993,-21.55986351299044
172,4352000,0.06884053779384539,0.06884053779384539,-22.01460662652866,7.5290227,0.0,10,nan,-21.827651398192344,-22.01460662652866,0.0,13.298422,0.0,10,6.5181265,-21.924090413630402,0.0,-21.924090413630402,172,-21.924090413630402,-21.924090413630402,-129.96928,-21.827651398192344
173,4376000,0.09628752485206701,0.09628752485206701,-22.32944080668604,7.5394235,0.0,10,nan,-22.002701688194374,-22.32944080668604,0.0,13.2713785,0.0,10,6.519715,-22.136140816542486,0.0,-22.136140816542486,173,-22.136140816542486,-22.136140816542486,-130.10002,-22.002701688194374
174,4400000,0.0368250522122487,0.0368250522122487,-22.66246973360765,7.5420346,0.0,10,nan,-22.54401734484299,-22.66246973360765,0.0,13.304487,0.0,10,6.5186954,-22.59371700723316,0.0,-22.59371700723316,174,-22.59371700723316,-22.59371700723316,-130.18877,-22.54401734484299
175,4424000,0.043464912821053185,0.043464912821053185,-21.945993524559697,7.5464582,0.0,10,nan,-21.778711074494506,-21.945993524559697,0.0,13.200399,0.0,10,6.5195975,-21.897639236966405,0.0,-21.897639236966405,175,-21.897639236966405,-21.897639236966405,-130.31712,-21.778711074494506
176,4448000,0.06554705885950268,0.06554705885950268,-21.946990392535056,7.5403438,0.0,10,nan,-21.7442099230864,-21.946990392535056,0.0,13.141175,0.0,10,6.5191593,-21.830046087045908,0.0,-21.830046087045908,176,-21.830046087045908,-21.830046087045908,-130.42604,-21.7442099230864
177,4472000,0.07582972323007264,0.07582972323007264,-21.92040839800304,7.5373836,0.0,10,nan,-21.65674885606917,-21.92040839800304,0.0,13.099808,0.0,10,6.5183477,-21.819381542488593,0.0,-21.81938154248859,177,-21.81938154248859,-21.819381542488593,-130.52037,-21.65674885606917
178,4496000,0.04403727161050842,0.04403727161050842,-22.399061676769357,7.5292277,0.0,10,nan,-22.262936940338246,-22.399061676769357,0.0,13.094525,0.0,10,6.519027,-22.313172516880808,0.0,-22.313172516880808,178,-22.313172516880808,-22.313172516880808,-130.59578,-22.262936940338246
179,4520000,0.05639605233562023,0.05639605233562023,-23.066311162803196,7.5216866,0.0,10,nan,-22.89299232343944,-23.066311162803196,0.0,13.005149,0.0,10,6.519823,-22.98400700184084,0.0,-22.984007001840848,179,-22.984007001840848,-22.98400700184084,-130.7385,-22.89299232343944
180,4544000,0.12908906696764824,0.12908906696764824,-21.318205376161792,7.521565,0.0,10,nan,-20.8695887900337,-21.318205376161792,0.0,12.984417,0.0,10,6.520043,-21.104236040344325,0.0,-21.104236040344322,180,-21.104236040344322,-21.104236040344325,-130.80927,-20.8695887900337
181,4568000,0.06428623685380969,0.06428623685380969,-21.833155655966074,7.517406,0.0,10,nan,-21.600006257540112,-21.833155655966074,0.0,12.9692,0.0,10,6.5207314,-21.694496058826456,0.0,-21.694496058826452,181,-21.694496058826452,-21.694496058826456,-131.01122,-21.600006257540112
182,4592000,0.12425275530674214,0.12425275530674214,-21.990099631670862,7.5303493,0.0,10,nan,-21.51284376658749,-21.990099631670862,0.0,12.924098,0.0,10,6.520027,-21.787733619889163,0.0,-21.787733619889153,182,-21.787733619889153,-21.787733619889163,-131.0546,-21.51284376658749
183,4616000,0.10410036963144376,0.10410036963144376,-21.91388694516942,7.5221963,0.0,10,nan,-21.60827135187434,-21.91388694516942,0.0,12.893262,0.0,10,6.522412,-21.730393757244595,0.0,-21.73039375724459,183,-21.73039375724459,-21.730393757244595,-131.24225,-21.60827135187434
184,4640000,0.07861803613026173,0.07861803613026173,-22.112536448514646,7.529256,0.0,10,nan,-21.80416528736479,-22.112536448514646,0.0,12.804971,0.0,10,6.5215397,-21.97352560656006,0.0,-21.973525606560056,184,-21.973525606560056,-21.97352560656006,-131.30713,-21.80416528736479
