MetaTest/Average/AverageReturn,policy/Entropy,MetaTest/handle-pull-v1/StdReturn,MetaTest/Average/TerminationRate,MetaTest/Average/Iteration,handle-pull-v1/NumEpisodes,policy/dLoss,handle-pull-v1/TerminationRate,Average/SuccessRate,MetaTest/Average/SuccessRate,MetaTest/Average/NumEpisodes,MetaTest/handle-pull-v1/MaxReturn,handle-pull-v1/AverageReturn,MetaTest/handle-pull-v1/Iteration,Average/NumEpisodes,Average/TerminationRate,Average/Iteration,Average/MinReturn,Average/AverageDiscountedReturn,MetaTest/handle-pull-v1/AverageDiscountedReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/StdReturn,policy/KL,Average/StdReturn,LinearFeatureBaseline/ExplainedVariance,MetaTest/handle-pull-v1/TerminationRate,handle-pull-v1/MinReturn,MetaTest/handle-pull-v1/MinReturn,policy/KLBefore,handle-pull-v1/MaxReturn,MetaTest/handle-pull-v1/SuccessRate,handle-pull-v1/Iteration,handle-pull-v1/AverageDiscountedReturn,MetaTest/handle-pull-v1/NumEpisodes,MetaTest/Average/MinReturn,policy/LossBefore,MetaTest/handle-pull-v1/AverageReturn,Average/MaxReturn,MetaTest/Average/MaxReturn,handle-pull-v1/SuccessRate,policy/LossAfter,handle-pull-v1/StdReturn,Average/AverageReturn,TotalEnvSteps
209757.7138673259,4.224949,66417.09616769904,0.0,7,100,66.109024,0.0,0.87,0.9,10,257978.2183094556,186876.6444933207,7,100,0.0,70,227.03890643310623,50357.89912647946,209757.71386732586,209757.71386732586,66417.09616769904,0.005027549,77847.87772577102,0.5293056530052236,0.0,227.03890643310623,27471.818925087813,0.0,295605.5851016433,0.9,70,50357.89912647946,10,27471.818925087813,-29.69715,209757.7138673259,295605.5851016433,257978.2183094556,0.87,-95.806175,77847.87772577102,186876.6444933207,1420000
,4.2128797,,,,100,69.025085,0.0,0.81,,,,172610.01676756612,,100,0.0,71,1462.7865754742731,46349.73333487629,,,,0.0042210985,80460.367841826,0.529573385048789,,1462.7865754742731,,0.0,278177.5914572457,,71,46349.73333487629,,,33.6524,,278177.5914572457,,0.81,-35.37269,80460.367841826,172610.01676756612,1440000
,4.2052875,,,,100,46.613487,0.0,0.92,,,,205022.00883093744,,100,0.0,72,-13.46703987986326,53979.60898193048,,,,0.0044197715,62695.3396950776,0.47390083038266284,,-13.46703987986326,,0.0,289031.8469665763,,72,53979.60898193048,,,-20.605562,,289031.8469665763,,0.92,-67.21905,62695.3396950776,205022.00883093744,1460000
,4.205795,,,,100,50.79605,0.0,0.88,,,,195198.69442085378,,100,0.0,73,-17.85247939485221,52265.78884270358,,,,0.0029225275,73955.07641398045,0.4610973713797476,,-17.85247939485221,,0.0,285225.0413353877,,73,52265.78884270358,,,42.90425,,285225.0413353877,,0.88,-7.8918,73955.07641398045,195198.69442085378,1480000
,4.1889,,,,100,46.17363,0.0,0.99,,,,206204.10268722178,,100,0.0,74,17666.122498657274,55030.90232450043,,,,0.005541579,48521.014722536805,0.43109759449352636,,17666.122498657274,,0.0,261300.3900446374,,74,55030.90232450043,,,61.98651,,261300.3900446374,,0.99,15.812881,48521.014722536805,206204.10268722178,1500000
,4.149726,,,,100,70.777115,0.0,0.92,,,,195670.3174238598,,100,0.0,75,-15.612925602053881,53083.51350566521,,,,0.0069503533,72434.92508759757,0.5102516768668621,,-15.612925602053881,,0.0,268196.7863817211,,75,53083.51350566521,,,-13.34175,,268196.7863817211,,0.92,-84.118866,72434.92508759757,195670.3174238598,1520000
,4.119706,,,,100,76.30357,0.0,0.9,,,,192831.98935088693,,100,0.0,76,-14.446312902176873,53417.99149600803,,,,0.005491633,77805.91925980341,0.4634232945059039,,-14.446312902176873,,0.0,269775.9723480097,,76,53417.99149600803,,,-25.6895,,269775.9723480097,,0.9,-101.99307,77805.91925980341,192831.98935088693,1540000
,4.0828404,,,,100,68.829254,0.0,0.84,,,,174744.02174687808,,100,0.0,77,-20.65827879241309,47413.533657059306,,,,0.006805265,85926.43408826526,0.5219419058675017,,-20.65827879241309,,0.0,288603.0427610509,,77,47413.533657059306,,,-12.479175,,288603.0427610509,,0.84,-81.308426,85926.43408826526,174744.02174687808,1560000
,4.05531,,,,100,64.59927,0.0,0.91,,,,201427.11897643295,,100,0.0,78,-20.260616865180655,55219.1449428286,,,,0.0052860994,72183.37726081094,0.5084012304062487,,-20.260616865180655,,0.0,284751.84107861295,,78,55219.1449428286,,,47.9859,,284751.84107861295,,0.91,-16.613375,72183.37726081094,201427.11897643295,1580000
,4.045905,,,,100,58.182877,0.0,0.89,,,,191447.22847573145,,100,0.0,79,-22.42794297812824,53115.92995661331,,,,0.0054050214,79403.36288114131,0.5268017115503605,,-22.42794297812824,,0.0,287642.4266729315,,79,53115.92995661331,,,50.5345,,287642.4266729315,,0.89,-7.648375,79403.36288114131,191447.22847573145,1600000
207350.33451420098,4.0539823,49329.79125637638,0.0,8,100,84.61461,0.0,0.87,1.0,10,263755.3260247711,166372.15918739038,8,100,0.0,80,1734.7353336782753,48312.67285274535,207350.33451420104,207350.33451420104,49329.79125637638,0.0049049417,84651.77136015942,0.4276328895795135,0.0,1734.7353336782753,96104.90807137989,0.0,283317.9278408979,1.0,80,48312.67285274535,10,96104.90807137989,20.78592,207350.33451420098,283317.9278408979,263755.3260247711,0.87,-63.828693,84651.77136015942,166372.15918739038,1620000
,4.051087,,,,100,54.170074,0.0,0.88,,,,192833.94079447418,,100,0.0,81,-35.21126895152856,54228.69225677596,,,,0.009068753,82013.68754658826,0.42559849593265986,,-35.21126895152856,,0.0,293743.27991499024,,81,54228.69225677596,,,33.38705,,293743.27991499024,,0.88,-20.783026,82013.68754658826,192833.94079447418,1640000
,4.0384793,,,,100,54.744137,0.0,0.8,,,,174542.2587729743,,100,0.0,82,-27.200746099588535,49592.69554423553,,,,0.005044818,85993.4122649665,0.5187279187723446,,-27.200746099588535,,0.0,278505.8138742998,,82,49592.69554423553,,,2.6046374,,278505.8138742998,,0.8,-52.1395,85993.4122649665,174542.2587729743,1660000
,4.0264583,,,,100,62.218773,0.0,0.92,,,,192532.05478521128,,100,0.0,83,-13.2439050711643,52870.47040617671,,,,0.0041643064,82652.47941482898,0.4874949513603416,,-13.2439050711643,,0.0,293696.35275689827,,83,52870.47040617671,,,122.284424,,293696.35275689827,,0.92,60.06565,82652.47941482898,192532.05478521128,1680000
,4.023238,,,,100,57.50444,0.0,0.89,,,,194958.75090583574,,100,0.0,84,-18.617697019201113,53226.44966199479,,,,0.005340205,78173.61094753252,0.4762445984997462,,-18.617697019201113,,0.0,284358.77745993034,,84,53226.44966199479,,,18.263575,,284358.77745993034,,0.89,-39.240864,78173.61094753252,194958.75090583574,1700000
,4.015145,,,,100,75.59986,0.0,0.86,,,,188639.4319384055,,100,0.0,85,-26.050431994084416,53254.560541468396,,,,0.0068378877,88429.92290657597,0.5687961229236151,,-26.050431994084416,,0.0,299533.8106255759,,85,53254.560541468396,,,12.985212,,299533.8106255759,,0.86,-62.61465,88429.92290657597,188639.4319384055,1720000
,3.9979317,,,,100,84.17364,0.0,0.81,,,,172279.34413200076,,100,0.0,86,-14.670102496544047,49249.87472686374,,,,0.007073694,96437.49148271345,0.4960120695714104,,-14.670102496544047,,0.0,301046.5641748753,,86,49249.87472686374,,,-100.296,,301046.5641748753,,0.81,-184.46964,96437.49148271345,172279.34413200076,1740000
,3.9795423,,,,100,77.98747,0.0,0.88,,,,194162.4249215351,,100,0.0,87,-18.91923174276483,56245.24488691519,,,,0.0069941534,84912.08989198116,0.5093612348329832,,-18.91923174276483,,0.0,281485.5720068546,,87,56245.24488691519,,,12.752387,,281485.5720068546,,0.88,-65.235085,84912.08989198116,194162.4249215351,1760000
,3.9685476,,,,100,74.2445,0.0,0.93,,,,200219.26017182763,,100,0.0,88,1195.2967407477358,56583.52172734383,,,,0.0057871947,82200.72934875076,0.4984428973459527,,1195.2967407477358,,0.0,286798.40502132184,,88,56583.52172734383,,,46.815125,,286798.40502132184,,0.93,-27.429375,82200.72934875076,200219.26017182763,1780000
,3.9567423,,,,100,57.034107,0.0,0.92,,,,183708.3166987458,,100,0.0,89,570.2897375864804,54411.915791888896,,,,0.005680747,89601.04415989919,0.5557707344899975,,570.2897375864804,,0.0,297456.404058156,,89,54411.915791888896,,,9.014956,,297456.404058156,,0.92,-48.01915,89601.04415989919,183708.3166987458,1800000
180777.46827750542,3.9531593,91043.65976807353,0.0,9,100,64.25416,0.0,0.89,0.8,10,270405.3360317853,187851.26582765928,9,100,0.0,90,228.62844560872446,54377.49644510258,180777.46827750542,180777.46827750542,91043.65976807353,0.005772,87944.37814147021,0.52407213171507,0.0,228.62844560872446,30384.90025194076,0.0,284211.77930169314,0.8,90,54377.49644510258,10,30384.90025194076,80.612335,180777.46827750542,284211.77930169314,270405.3360317853,0.89,16.358175,87944.37814147021,187851.26582765928,1820000
,3.9520657,,,,100,87.92094,0.0,0.93,,,,190537.57503759276,,100,0.0,91,-26.927407406265157,54452.121612767594,,,,0.0059450325,82266.69773189772,0.42361559784699576,,-26.927407406265157,,0.0,295800.58526568604,,91,54452.121612767594,,,84.474236,,295800.58526568604,,0.93,-3.4467,82266.69773189772,190537.57503759276,1840000
,3.9451985,,,,100,62.96276,0.0,0.89,,,,185059.30539332624,,100,0.0,92,-15.607401444383578,53616.40336072501,,,,0.0048440057,83040.21086936578,0.46077095391518497,,-15.607401444383578,,0.0,279159.6021641475,,92,53616.40336072501,,,47.5044,,279159.6021641475,,0.89,-15.458363,83040.21086936578,185059.30539332624,1860000
,3.9262507,,,,100,68.60399,0.0,0.9,,,,215531.73367170163,,100,0.0,93,11795.10864115544,60328.33826757923,,,,0.0045051943,73938.31333889069,0.45113644874724035,,11795.10864115544,,0.0,302395.1929966346,,93,60328.33826757923,,,37.6017,,302395.1929966346,,0.9,-31.002287,73938.31333889069,215531.73367170163,1880000
,3.928764,,,,100,70.60628,0.0,0.89,,,,197611.29655414246,,100,0.0,94,-15.910935098627142,56917.69685079077,,,,0.0048917755,84695.4892778886,0.5176457646383861,,-15.910935098627142,,0.0,300243.8536249088,,94,56917.69685079077,,,102.80469,,300243.8536249088,,0.89,32.198414,84695.4892778886,197611.29655414246,1900000
,3.9335327,,,,100,72.96495,0.0,0.93,,,,214845.00189377845,,100,0.0,95,9624.293629187732,61111.466519030706,,,,0.005034261,74007.5984329118,0.4156310958477648,,9624.293629187732,,0.0,291738.4558928632,,95,61111.466519030706,,,46.073975,,291738.4558928632,,0.93,-26.890976,74007.5984329118,214845.00189377845,1920000
,3.938625,,,,100,62.40049,0.0,0.89,,,,193562.62213238486,,100,0.0,96,717.6405689615948,56806.58736773621,,,,0.0055895997,87389.16238589687,0.46603756408928565,,717.6405689615948,,0.0,298988.34681348375,,96,56806.58736773621,,,15.794638,,298988.34681348375,,0.89,-46.60585,87389.16238589687,193562.62213238486,1940000
,3.9398582,,,,100,47.314224,0.0,0.93,,,,220392.68622532324,,100,0.0,97,12814.511103564666,63628.85131331554,,,,0.0066193175,71684.61515553006,0.462448480737239,,12814.511103564666,,0.0,302890.0201917398,,97,63628.85131331554,,,20.77675,,302890.0201917398,,0.93,-26.537476,71684.61515553006,220392.68622532324,1960000
,3.938339,,,,100,62.92866,0.0,0.89,,,,194833.45375977288,,100,0.0,98,1682.379099108377,58277.14176384496,,,,0.0038583558,86093.58901877634,0.4760826292913073,,1682.379099108377,,0.0,291528.32631457516,,98,58277.14176384496,,,56.2865,,291528.32631457516,,0.89,-6.6421623,86093.58901877634,194833.45375977288,1980000
,3.9257953,,,,100,75.96822,0.0,0.94,,,,207864.83179607778,,100,0.0,99,-18.8401416692376,60127.6443132626,,,,0.005662921,77427.00320399362,0.40292970316647647,,-18.8401416692376,,0.0,290126.76614795433,,99,60127.6443132626,,,63.982124,,290126.76614795433,,0.94,-11.9861,77427.00320399362,207864.83179607778,2000000
