MetaTest/Average/SuccessRate,MetaTrain/Average/PolicyLoss,TotalEnvSteps,MetaTest/drawer-open-v1/AverageReturn,MetaTest/Average/TerminationRate,MetaTest/Average/MaxReturn,MetaTest/drawer-open-v1/MinReturn,MetaTest/Average/StdReturn,MetaTrain/Average/Alpha,MetaTest/Average/Iteration,MetaTest/Average/AverageDiscountedReturn,MetaTest/drawer-open-v1/TerminationRate,MetaTest/drawer-open-v1/MaxReturn,MetaTrain/Average/ContrastiveLoss,MetaTrain/Average/AlphaLoss,MetaTest/Average/MinReturn,MetaTest/drawer-open-v1/AverageDiscountedReturn,MetaTest/Average/AverageReturn,MetaTest/drawer-open-v1/SuccessRate,MetaTrain/Average/QfLoss,MetaTest/drawer-open-v1/Iteration,MetaTest/drawer-open-v1/StdReturn,MetaTest/Average/NumTrajs,MetaTest/drawer-open-v1/NumTrajs
0.0,1656.0024,1400000,3298.4009875264965,0.0,5723.192278802197,-15.10931325860471,1383.5897948211457,nan,49,3298.4009875264965,0.0,5723.192278802197,95.0306,-8.358998,-15.10931325860471,3298.4009875264965,3298.4009875264965,0.0,544771.2,49,1383.5897948211457,10,10
0.0,-341.13724,1424000,2702.14965734859,0.0,4358.370429866269,654.1737525328588,1147.8000243447943,nan,50,2702.14965734859,0.0,4358.370429866269,124.49489,-8.540037,654.1737525328588,2702.14965734859,2702.14965734859,0.0,317411.9,50,1147.8000243447943,10,10
0.0,580.7767,1448000,3197.9059716759607,0.0,3406.999318131064,2594.900251672961,291.01627630119555,nan,51,3197.905971675961,0.0,3406.999318131064,176.4622,-5.9950733,2594.900251672961,3197.905971675961,3197.9059716759607,0.0,326811.88,51,291.01627630119555,10,10
0.0,-200.12665,1472000,1430.8591330486374,0.0,3334.9857156429725,-24.700574387567272,1529.5127208675237,nan,52,1430.8591330486374,0.0,3334.9857156429725,283.13327,-7.8765254,-24.700574387567272,1430.8591330486374,1430.8591330486374,0.0,475192.97,52,1529.5127208675237,10,10
0.0,-1120.1244,1496000,2401.8352302174962,0.0,3418.0385339695645,-18.166124981448363,1315.2130098179582,nan,53,2401.8352302174962,0.0,3418.0385339695645,364.3932,-7.5614414,-18.166124981448363,2401.8352302174962,2401.8352302174962,0.0,1080701.6,53,1315.2130098179582,10,10
0.0,-1515.87,1520000,3074.255895205447,0.0,7211.726601184557,78.90711273381052,1824.41487940407,nan,54,3074.255895205447,0.0,7211.726601184557,1125.1721,-11.2996025,78.90711273381052,3074.255895205447,3074.255895205447,0.0,1541568.8,54,1824.41487940407,10,10
0.0,-953.8196,1544000,2426.2073173004082,0.0,3425.4594871329405,-22.066326552312844,1342.7531792601935,nan,55,2426.2073173004087,0.0,3425.4594871329405,717.8093,-8.381186,-22.066326552312844,2426.2073173004087,2426.2073173004082,0.0,585559.4,55,1342.7531792601935,10,10
0.0,-3717.436,1568000,2522.3045931535867,0.0,3370.0247747936405,-14.836970134874834,1303.3533462788585,nan,56,2522.304593153587,0.0,3370.0247747936405,859.2585,-8.722883,-14.836970134874834,2522.304593153587,2522.3045931535867,0.0,1182261.8,56,1303.3533462788585,10,10
0.1,-6708.481,1592000,379.87413731630767,0.0,2295.0452918559986,-69.14906939042694,727.575523847161,nan,57,379.87413731630784,0.0,2295.0452918559986,548.7527,-11.451008,-69.14906939042694,379.87413731630784,379.87413731630767,0.1,2306206.2,57,727.575523847161,10,10
0.0,-9499.866,1616000,596.2894716218022,0.0,3358.8039957527417,-75.66363142020533,1245.7183031315565,nan,58,596.2894716218024,0.0,3358.8039957527417,493.41617,-12.447298,-75.66363142020533,596.2894716218024,596.2894716218022,0.0,2995886.0,58,1245.7183031315565,10,10
0.2,-12650.684,1640000,7832.027164583332,0.0,52510.19137509629,-94.70515621270347,16704.416019917757,nan,59,7832.02716458333,0.0,52510.19137509629,2978.7554,-17.321657,-94.70515621270347,7832.02716458333,7832.027164583332,0.2,6104006.5,59,16704.416019917757,10,10
0.0,-13802.034,1664000,226.40506267621078,0.0,2994.805003471251,-104.04333195870963,923.0215778034834,nan,60,226.40506267621063,0.0,2994.805003471251,4545.544,-14.78478,-104.04333195870963,226.40506267621063,226.40506267621078,0.0,5876506.5,60,923.0215778034834,10,10
0.0,-4504.129,1688000,586.4876102155391,0.0,3151.465587749548,-77.33418068080867,1280.0968772249503,nan,61,586.4876102155393,0.0,3151.465587749548,25289.695,-16.25336,-77.33418068080867,586.4876102155393,586.4876102155391,0.0,2126729300.0,61,1280.0968772249503,10,10
0.1,-35173.254,1712000,1361.6653164803433,0.0,6541.645099628695,-32.620325501580695,2269.4344750144887,nan,62,1361.6653164803433,0.0,6541.645099628695,9296.453,-21.906124,-32.620325501580695,1361.6653164803433,1361.6653164803433,0.1,9057939.0,62,2269.4344750144887,10,10
0.6,-40983.07,1736000,19460.021304841004,0.0,153406.44592328015,-48.12134843996774,45743.39245277759,nan,63,19460.02130484102,0.0,153406.44592328015,445.3395,-18.044437,-48.12134843996774,19460.02130484102,19460.021304841004,0.6,10243330.0,63,45743.39245277759,10,10
0.0,706.2755,1760000,316.9588548848161,0.0,3324.200407805828,-58.80462119208047,1002.958981787677,nan,64,316.9588548848159,0.0,3324.200407805828,22571.703,-17.611399,-58.80462119208047,316.9588548848159,316.9588548848161,0.0,26286286.0,64,1002.958981787677,10,10
0.1,14930.359,1784000,657.7819901947395,0.0,3378.1516214393437,-71.92585684686846,1358.5093740949135,nan,65,657.7819901947398,0.0,3378.1516214393437,6783.072,-13.871925,-71.92585684686846,657.7819901947398,657.7819901947395,0.1,6669361.5,65,1358.5093740949135,10,10
0.0,-6023.962,1808000,1604.5755214197677,0.0,3338.2673895255675,-46.3556390021556,1634.3794819499344,nan,66,1604.5755214197686,0.0,3338.2673895255675,3163.769,-13.669664,-46.3556390021556,1604.5755214197686,1604.5755214197677,0.0,3381952.2,66,1634.3794819499344,10,10
0.0,-11128.476,1832000,640.1421194572735,0.0,3684.305701103016,-121.16083778739214,1233.8554651128281,nan,67,640.1421194572738,0.0,3684.305701103016,2390.9182,-15.262307,-121.16083778739214,640.1421194572738,640.1421194572735,0.0,6852022.0,67,1233.8554651128281,10,10
0.0,-14964.87,1856000,1010.8904233982681,0.0,5214.538270377372,-57.26862559386387,2074.366129630561,nan,68,1010.8904233982678,0.0,5214.538270377372,24623.98,-14.569595,-57.26862559386387,1010.8904233982678,1010.8904233982681,0.0,11795839.0,68,2074.366129630561,10,10
0.0,-15445.137,1880000,-67.70439010764171,0.0,-13.556830952702333,-109.47814856315036,37.485259864195974,nan,69,-67.70439010764169,0.0,-13.556830952702333,4195.496,-14.213762,-109.47814856315036,-67.70439010764169,-67.70439010764171,0.0,6975193.0,69,37.485259864195974,10,10
0.0,-22620.328,1904000,-40.78549372910227,0.0,-7.901225838883355,-49.48216116708037,11.626791031277078,nan,70,-40.78549372910226,0.0,-7.901225838883355,3492.7466,-16.395502,-49.48216116708037,-40.78549372910226,-40.78549372910227,0.0,9307939.0,70,11.626791031277078,10,10
0.0,-28834.623,1928000,-33.0956039603593,0.0,-22.946560040776014,-72.45759954759521,13.89811919793505,nan,71,-33.0956039603593,0.0,-22.946560040776014,1371.2297,-18.11651,-72.45759954759521,-33.0956039603593,-33.0956039603593,0.0,11158688.0,71,13.89811919793505,10,10
0.0,-32956.17,1952000,-41.74827299678069,0.0,-27.34279396454943,-67.1929366722448,10.838518935469494,nan,72,-41.74827299678068,0.0,-27.34279396454943,817.69244,-18.53377,-67.1929366722448,-41.74827299678068,-41.74827299678069,0.0,13433355.0,72,10.838518935469494,10,10
0.0,-28545.803,1976000,-58.71056593418494,0.0,-23.030408434918577,-107.17415630259241,22.61669073651912,nan,73,-58.71056593418492,0.0,-23.030408434918577,860.3903,-17.941067,-107.17415630259241,-58.71056593418492,-58.71056593418494,0.0,12580704.0,73,22.61669073651912,10,10
0.0,-31039.59,2000000,-35.63745926733121,0.0,-28.845926036927484,-41.39296370542367,4.399056869325025,nan,74,-35.637459267331195,0.0,-28.845926036927484,1043.7216,-17.731308,-41.39296370542367,-35.637459267331195,-35.63745926733121,0.0,12599752.0,74,4.399056869325025,10,10
0.0,-42830.24,2024000,-39.45317033141052,0.0,-26.241812501848802,-54.965252487332116,11.484056364035318,nan,75,-39.45317033141052,0.0,-26.241812501848802,1348.9196,-19.34881,-54.965252487332116,-39.45317033141052,-39.45317033141052,0.0,15188128.0,75,11.484056364035318,10,10
0.0,3984.6245,2048000,270.39581182400076,0.0,3288.6612540014403,-101.09736278117876,1006.8258214066713,nan,76,270.39581182400104,0.0,3288.6612540014403,45461.5,-23.700691,-101.09736278117876,270.39581182400104,270.39581182400076,0.0,350271650.0,76,1006.8258214066713,10,10
0.0,2380.622,2072000,595.3203564594844,0.0,3348.008739713294,-131.40474187354573,1258.1467427502914,nan,77,595.3203564594846,0.0,3348.008739713294,31767.57,-13.829295,-131.40474187354573,595.3203564594846,595.3203564594844,0.0,5231791.0,77,1258.1467427502914,10,10
0.0,-19876.627,2096000,96.31025239034474,0.0,1261.4004968697482,-73.61171346716382,388.7732279160439,nan,78,96.31025239034473,0.0,1261.4004968697482,18728.41,-17.083612,-73.61171346716382,96.31025239034473,96.31025239034474,0.0,9519100.0,78,388.7732279160439,10,10
0.0,7255.464,2120000,999.6188595760689,0.0,3380.226301637603,-55.41402109813637,1516.0445563931694,nan,79,999.6188595760696,0.0,3380.226301637603,18785.775,-16.23691,-55.41402109813637,999.6188595760696,999.6188595760689,0.0,9732289.0,79,1516.0445563931694,10,10
0.0,-9690.668,2144000,535.8566939811536,0.0,4065.6511887493402,-67.05744464058074,1257.2954166414438,nan,80,535.8566939811537,0.0,4065.6511887493402,4832.1304,-13.669108,-67.05744464058074,535.8566939811537,535.8566939811536,0.0,7656964.0,80,1257.2954166414438,10,10
0.2,-26224.46,2168000,4788.02609705992,0.0,42499.36599165997,-52.37246439902382,12684.538475798738,nan,81,4788.026097059921,0.0,42499.36599165997,2485.8838,-17.44002,-52.37246439902382,4788.026097059921,4788.02609705992,0.2,12351605.0,81,12684.538475798738,10,10
0.0,-35450.03,2192000,206.01189099711124,0.0,2333.0924816165443,-45.71160750052476,709.0517542166241,nan,82,206.01189099711092,0.0,2333.0924816165443,921.08563,-18.791918,-45.71160750052476,206.01189099711092,206.01189099711124,0.0,14492289.0,82,709.0517542166241,10,10
0.0,-40571.664,2216000,-22.412013268832833,0.0,115.39975707181823,-47.56979697082658,46.76500245899399,nan,83,-22.412013268832833,0.0,115.39975707181823,1227.196,-19.222298,-47.56979697082658,-22.412013268832833,-22.412013268832833,0.0,16022513.0,83,46.76500245899399,10,10
0.1,-44512.0,2240000,179.71678898241387,0.0,2091.602605264071,-42.928439997642016,637.3328535634927,nan,84,179.71678898241362,0.0,2091.602605264071,1881.7972,-19.053997,-42.928439997642016,179.71678898241362,179.71678898241387,0.1,17603428.0,84,637.3328535634927,10,10
0.2,-45648.938,2264000,-31.744367752563836,0.0,-20.35835717184579,-63.05486447902525,12.882520802856781,nan,85,-31.744367752563846,0.0,-20.35835717184579,9255.206,-18.112602,-63.05486447902525,-31.744367752563846,-31.744367752563836,0.2,18811292.0,85,12.882520802856781,10,10
0.4,-48231.457,2288000,-38.8552884676031,0.0,-16.07034695585801,-67.21653829809965,17.671295460832187,nan,86,-38.855288467603096,0.0,-16.07034695585801,937.7549,-17.583414,-67.21653829809965,-38.855288467603096,-38.8552884676031,0.4,19224518.0,86,17.671295460832187,10,10
0.2,-46566.703,2312000,2220.061315348067,0.0,22516.323190695803,-41.18846546556218,6765.423067894745,nan,87,2220.061315348067,0.0,22516.323190695803,713.6099,-16.560156,-41.18846546556218,2220.061315348067,2220.061315348067,0.2,19032596.0,87,6765.423067894745,10,10
0.0,-46493.31,2336000,-51.10485970590649,0.0,-27.6629114392643,-67.73309909208099,15.949819111713984,nan,88,-51.10485970590646,0.0,-27.6629114392643,347.9762,-16.002325,-67.73309909208099,-51.10485970590646,-51.10485970590649,0.0,17800930.0,88,15.949819111713984,10,10
0.2,-46808.24,2360000,-48.157288824102665,0.0,-21.98993364609235,-68.93971199068282,18.952283488655134,nan,89,-48.157288824102665,0.0,-21.98993364609235,350.45795,-15.066777,-68.93971199068282,-48.157288824102665,-48.157288824102665,0.2,17821344.0,89,18.952283488655134,10,10
0.1,-45070.074,2384000,1951.7212778746166,0.0,19838.85281415997,-89.4632467894546,5962.454111800521,nan,90,1951.7212778746175,0.0,19838.85281415997,342.5859,-14.713284,-89.4632467894546,1951.7212778746175,1951.7212778746166,0.1,16691396.0,90,5962.454111800521,10,10
0.3,-43884.84,2408000,10274.801266796334,0.0,103032.16823547549,-82.27758844770122,30919.13064811528,nan,91,10274.801266796332,0.0,103032.16823547549,359.8772,-15.472436,-82.27758844770122,10274.801266796332,10274.801266796334,0.3,18198410.0,91,30919.13064811528,10,10
0.0,-43234.492,2432000,-48.71146042107713,0.0,-25.629608654799647,-66.83866366267743,16.854111402016077,nan,92,-48.71146042107715,0.0,-25.629608654799647,380.53824,-14.870375,-66.83866366267743,-48.71146042107715,-48.71146042107713,0.0,17652858.0,92,16.854111402016077,10,10
0.2,-41572.797,2456000,-33.373418230815375,0.0,-14.515361663924741,-55.7407563169769,13.791546721555711,nan,93,-33.373418230815375,0.0,-14.515361663924741,1275.8827,-14.779908,-55.7407563169769,-33.373418230815375,-33.373418230815375,0.2,18626474.0,93,13.791546721555711,10,10
