TotalEnvSteps,MetaTest/button-press-topdown-wall-v1/AverageDiscountedReturn,MetaTest/button-press-topdown-wall-v1/Iteration,MetaTest/Average/Iteration,MetaTest/Average/StdReturn,MetaTest/Average/SuccessRate,MetaTest/button-press-topdown-wall-v1/NumTrajs,MetaTest/button-press-topdown-wall-v1/StdReturn,MetaTest/Average/NumTrajs,MetaTest/Average/MinReturn,MetaTest/button-press-topdown-wall-v1/TerminationRate,MetaTest/button-press-topdown-wall-v1/SuccessRate,MetaTest/Average/MaxReturn,MetaTest/button-press-topdown-wall-v1/MinReturn,MetaTest/Average/TerminationRate,MetaTest/Average/AverageReturn,MetaTest/button-press-topdown-wall-v1/MaxReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/button-press-topdown-wall-v1/AverageReturn
6080000,258507.52890480077,244,244,81439.1884921913,1.0,10,81439.1884921913,10,31960.04081343337,0.0,1.0,324663.27362475503,31960.04081343337,0.0,258507.52890480077,324663.27362475503,258507.52890480077,258507.52890480077
6104000,116880.19820306201,245,245,122687.7122562149,0.3,10,122687.7122562149,10,-88.67221597667087,0.0,0.3,305747.91900144867,-88.67221597667087,0.0,116880.19820306198,305747.91900144867,116880.19820306201,116880.19820306198
6128000,154828.4379329607,246,246,143887.981573057,0.5,10,143887.981573057,10,-23.769811053953344,0.0,0.5,320428.2777904571,-23.769811053953344,0.0,154828.43793296072,320428.2777904571,154828.4379329607,154828.43793296072
6152000,311399.5489777139,247,247,16798.67331221101,1.0,10,16798.67331221101,10,273260.1996774794,0.0,1.0,336116.14859378454,273260.1996774794,0.0,311399.5489777139,336116.14859378454,311399.5489777139,311399.5489777139
6176000,297628.86822425446,248,248,54711.095084283035,1.0,10,54711.095084283035,10,140305.44475950045,0.0,1.0,339966.0417592674,140305.44475950045,0.0,297628.86822425434,339966.0417592674,297628.86822425446,297628.86822425434
6200000,321558.6990993691,249,249,12300.494940362032,1.0,10,12300.494940362032,10,300304.1522582072,0.0,1.0,339764.3347376172,300304.1522582072,0.0,321558.6990993692,339764.3347376172,321558.6990993691,321558.6990993692
6224000,314741.02618256107,250,250,14579.076240404716,1.0,10,14579.076240404716,10,281408.1361633988,0.0,1.0,337102.5038345,281408.1361633988,0.0,314741.02618256107,337102.5038345,314741.02618256107,314741.02618256107
6248000,62464.245633632876,251,251,117839.34890360468,0.2,10,117839.34890360468,10,-85.80101713624818,0.0,0.2,313770.52834072337,-85.80101713624818,0.0,62464.24563363291,313770.52834072337,62464.245633632876,62464.24563363291
6272000,150688.21223218407,252,252,150901.3487864784,0.5,10,150901.3487864784,10,-66.54747570173099,0.0,0.5,315154.778790159,-66.54747570173099,0.0,150688.21223218399,315154.778790159,150688.21223218407,150688.21223218399
6296000,102859.73778340992,253,253,110014.61127278213,0.1,10,110014.61127278213,10,-87.4214689317878,0.0,0.1,315014.30215198523,-87.4214689317878,0.0,102859.73778340987,315014.30215198523,102859.73778340992,102859.73778340987
6320000,129920.78330686242,254,254,136592.7669277775,0.3,10,136592.7669277775,10,-71.94484892943272,0.0,0.3,318628.85208285664,-71.94484892943272,0.0,129920.78330686242,318628.85208285664,129920.78330686242,129920.78330686242
6344000,298640.99884354655,255,255,18957.394707551604,1.0,10,18957.394707551604,10,265274.0734289877,0.0,1.0,335292.81117155746,265274.0734289877,0.0,298640.9988435466,335292.81117155746,298640.99884354655,298640.9988435466
6368000,312905.5884842696,256,256,16164.693552388027,1.0,10,16164.693552388027,10,283876.465519136,0.0,1.0,337796.56304877246,283876.465519136,0.0,312905.5884842697,337796.56304877246,312905.5884842696,312905.5884842697
6392000,310246.9891423611,257,257,22664.633159476005,1.0,10,22664.633159476005,10,261611.34949809295,0.0,1.0,339719.6736796994,261611.34949809295,0.0,310246.989142361,339719.6736796994,310246.9891423611,310246.989142361
6416000,320391.84104316944,258,258,9625.035415642242,1.0,10,9625.035415642242,10,307551.19736082334,0.0,1.0,337926.0085766631,307551.19736082334,0.0,320391.8410431694,337926.0085766631,320391.84104316944,320391.8410431694
6440000,309643.46224854275,259,259,18996.55985206138,1.0,10,18996.55985206138,10,278444.86708541174,0.0,1.0,339034.4848201484,278444.86708541174,0.0,309643.4622485428,339034.4848201484,309643.46224854275,309643.4622485428
6464000,312604.9426439073,260,260,15830.029150449156,1.0,10,15830.029150449156,10,289017.0058274132,0.0,1.0,338737.38880945736,289017.0058274132,0.0,312604.9426439074,338737.38880945736,312604.9426439073,312604.9426439074
6488000,312604.5352474031,261,261,17910.124259836037,1.0,10,17910.124259836037,10,273156.1139221173,0.0,1.0,335258.1593407523,273156.1139221173,0.0,312604.535247403,335258.1593407523,312604.5352474031,312604.535247403
6512000,308345.05914452404,262,262,15029.998711115022,1.0,10,15029.998711115022,10,284981.17589384783,0.0,1.0,327986.2582403958,284981.17589384783,0.0,308345.0591445239,327986.2582403958,308345.05914452404,308345.0591445239
6536000,292282.2660515278,263,263,38284.51765793182,1.0,10,38284.51765793182,10,217365.23025988546,0.0,1.0,337230.85099763505,217365.23025988546,0.0,292282.2660515279,337230.85099763505,292282.2660515278,292282.2660515279
6560000,306471.0873838875,264,264,22352.489728779663,1.0,10,22352.489728779663,10,279992.4837283816,0.0,1.0,337813.3640731029,279992.4837283816,0.0,306471.0873838875,337813.3640731029,306471.0873838875,306471.0873838875
6584000,309218.07931635564,265,265,23945.924480779613,1.0,10,23945.924480779613,10,260725.6510950069,0.0,1.0,339863.91457365797,260725.6510950069,0.0,309218.07931635575,339863.91457365797,309218.07931635564,309218.07931635575
6608000,37349.90775973999,266,266,75776.23686574947,0.2,10,75776.23686574947,10,-141.69568089242085,0.0,0.2,213029.69594861334,-141.69568089242085,0.0,37349.907759739996,213029.69594861334,37349.90775973999,37349.907759739996
6632000,-71.65497834429262,267,267,15.430705164675388,0.0,10,15.430705164675388,10,-101.00313669814072,0.0,0.0,-52.34969545891604,-101.00313669814072,0.0,-71.65497834429262,-52.34969545891604,-71.65497834429262,-71.65497834429262
6656000,-61.24876179969094,268,268,7.449928789866081,0.0,10,7.449928789866081,10,-71.30694544827568,0.0,0.0,-45.763928348387026,-71.30694544827568,0.0,-61.24876179969094,-45.763928348387026,-61.24876179969094,-61.24876179969094
6680000,-44.36914221177128,269,269,6.961634671349146,0.0,10,6.961634671349146,10,-61.60740430883925,0.0,0.0,-36.810990700761224,-61.60740430883925,0.0,-44.36914221177129,-36.810990700761224,-44.36914221177128,-44.36914221177129
6704000,63389.0801134717,270,270,97223.87295115109,0.2,10,97223.87295115109,10,-36.46559784244729,0.0,0.2,231930.79397789194,-36.46559784244729,0.0,63389.080113471675,231930.79397789194,63389.0801134717,63389.080113471675
6728000,172897.89954469955,271,271,72006.08480956618,0.7,10,72006.08480956618,10,63797.75415436927,0.0,0.7,272740.5677640748,63797.75415436927,0.0,172897.89954469958,272740.5677640748,172897.89954469955,172897.89954469958
6752000,212077.17696027196,272,272,83977.83541790416,0.9,10,83977.83541790416,10,93248.92851274651,0.0,0.9,337699.91380031436,93248.92851274651,0.0,212077.17696027202,337699.91380031436,212077.17696027196,212077.17696027202
6776000,281538.4763576318,273,273,51269.92262114484,1.0,10,51269.92262114484,10,162159.35196052378,0.0,1.0,324943.59107836604,162159.35196052378,0.0,281538.47635763173,324943.59107836604,281538.4763576318,281538.47635763173
6800000,57655.90433988301,274,274,115719.31095001257,0.2,10,115719.31095001257,10,-95.78399714219157,0.0,0.2,305033.6222531168,-95.78399714219157,0.0,57655.904339882996,305033.6222531168,57655.90433988301,57655.904339882996
6824000,149613.4408117996,275,275,151963.74646387182,0.5,10,151963.74646387182,10,-93.40740985904719,0.0,0.5,341100.98714315577,-93.40740985904719,0.0,149613.44081179955,341100.98714315577,149613.4408117996,149613.44081179955
6848000,135172.1929569658,276,276,139740.73626642194,0.5,10,139740.73626642194,10,-100.65836897244142,0.0,0.5,335903.6818927487,-100.65836897244142,0.0,135172.19295696582,335903.6818927487,135172.1929569658,135172.19295696582
6872000,313907.8568385135,277,277,32889.28580859973,1.0,10,32889.28580859973,10,234763.50566980313,0.0,1.0,346105.34212133166,234763.50566980313,0.0,313907.8568385135,346105.34212133166,313907.8568385135,313907.8568385135
6896000,276071.24693014566,278,278,70571.63468004075,0.9,10,70571.63468004075,10,87486.48179323199,0.0,0.9,329399.9216690752,87486.48179323199,0.0,276071.2469301456,329399.9216690752,276071.24693014566,276071.2469301456
6920000,258764.48936289642,279,279,74959.6609371002,0.9,10,74959.6609371002,10,49902.90212330546,0.0,0.9,332023.9227328061,49902.90212330546,0.0,258764.48936289642,332023.9227328061,258764.48936289642,258764.48936289642
