MetaTest/Average/AverageReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/MinReturn,MetaTest/box-close-v1/StdReturn,MetaTest/Average/Iteration,MetaTrain/Average/PolicyLoss,TotalEnvSteps,MetaTest/box-close-v1/Iteration,MetaTest/Average/MaxReturn,MetaTest/Average/NumTrajs,MetaTest/Average/StdReturn,MetaTrain/Average/AlphaLoss,MetaTest/box-close-v1/NumTrajs,MetaTrain/Average/QfLoss,MetaTest/Average/TerminationRate,MetaTest/Average/SuccessRate,MetaTrain/Average/Alpha,MetaTest/box-close-v1/MinReturn,MetaTest/box-close-v1/SuccessRate,MetaTest/box-close-v1/TerminationRate,MetaTest/box-close-v1/AverageReturn,MetaTest/box-close-v1/AverageDiscountedReturn,MetaTrain/Average/ContrastiveLoss,MetaTest/box-close-v1/MaxReturn
-2.672273355458395,-2.672273355458395,-3.560904332277312,0.680339784792955,90,-180.05194,2384000,90,-1.3716119234279758,10,0.680339784792955,6.4200535,10,35.061554,0.0,0.0,nan,-3.560904332277312,0.0,0.0,-2.672273355458395,-2.672273355458395,7.624632,-1.3716119234279758
-2.7290407266760575,-2.7290407266760583,-4.047231051726721,0.6256307181920822,91,-180.1335,2408000,91,-2.138871546092444,10,0.6256307181920822,6.421776,10,35.6468,0.0,0.0,nan,-4.047231051726721,0.0,0.0,-2.7290407266760575,-2.7290407266760583,7.624632,-2.138871546092444
-2.893267521912099,-2.8932675219120996,-6.7336483688573825,1.3392917972460217,92,-180.13083,2432000,92,-1.7912765912514843,10,1.3392917972460217,6.4211893,10,35.824245,0.0,0.0,nan,-6.7336483688573825,0.0,0.0,-2.893267521912099,-2.8932675219120996,7.624632,-1.7912765912514843
-2.394955538373852,-2.394955538373852,-2.9010706408581823,0.32152907320847907,93,-180.13396,2456000,93,-1.9393040140524438,10,0.32152907320847907,6.4224987,10,35.88757,0.0,0.0,nan,-2.9010706408581823,0.0,0.0,-2.394955538373852,-2.394955538373852,7.624632,-1.9393040140524438
-2.9155241475601166,-2.9155241475601166,-5.559550280196766,1.2948896669498478,94,-180.04944,2480000,94,-1.5251753396241645,10,1.2948896669498478,6.4245253,10,35.821022,0.0,0.0,nan,-5.559550280196766,0.0,0.0,-2.9155241475601166,-2.9155241475601166,7.624632,-1.5251753396241645
-2.476152048494918,-2.476152048494919,-3.032683349206988,0.4255502144732873,95,-179.76578,2504000,95,-1.7202916187326298,10,0.4255502144732873,6.426032,10,35.7918,0.0,0.0,nan,-3.032683349206988,0.0,0.0,-2.476152048494918,-2.476152048494919,7.624632,-1.7202916187326298
-3.082414165498621,-3.082414165498622,-3.890929265680641,0.42702545642807127,96,-179.52303,2528000,96,-2.2732240295328996,10,0.42702545642807127,6.42587,10,35.873417,0.0,0.0,nan,-3.890929265680641,0.0,0.0,-3.082414165498621,-3.082414165498622,7.624632,-2.2732240295328996
-2.924937178898377,-2.9249371788983765,-4.618818726527644,0.6815876991501425,97,-179.20418,2552000,97,-2.197458520691916,10,0.6815876991501425,6.42344,10,35.891838,0.0,0.0,nan,-4.618818726527644,0.0,0.0,-2.924937178898377,-2.9249371788983765,7.624632,-2.197458520691916
-2.904613568431067,-2.904613568431067,-4.649108555409308,0.8358455403811129,98,-178.82945,2576000,98,-1.6072672639365058,10,0.8358455403811129,6.4239836,10,36.678528,0.0,0.0,nan,-4.649108555409308,0.0,0.0,-2.904613568431067,-2.904613568431067,7.624632,-1.6072672639365058
-3.5134810260901936,-3.5134810260901936,-7.4408132740511,1.6637238342871774,99,-178.52115,2600000,99,-2.1657256403681155,10,1.6637238342871774,6.424242,10,36.434868,0.0,0.0,nan,-7.4408132740511,0.0,0.0,-3.5134810260901936,-3.5134810260901936,7.624632,-2.1657256403681155
