MetaTest/Average/SuccessRate,drawer-close-v1/StdReturn,GaussianMLPPolicy/dLoss,Average/SuccessRate,GaussianMLPPolicy/LossAfter,Average/MinReturn,MetaTest/drawer-close-v1/Iteration,MetaTest/Average/TerminationRate,MetaTest/drawer-close-v1/MinReturn,GaussianMLPPolicy/KLAfter,MetaTest/drawer-close-v1/MaxReturn,drawer-close-v1/NumEpisodes,Average/MaxReturn,Average/StdReturn,MetaTest/drawer-close-v1/AverageReturn,MetaTest/Average/NumEpisodes,Average/Iteration,drawer-close-v1/MinReturn,MetaTest/Average/MaxReturn,drawer-close-v1/Iteration,TotalEnvSteps,drawer-close-v1/AverageReturn,Average/NumEpisodes,MetaTest/Average/StdReturn,drawer-close-v1/AverageDiscountedReturn,drawer-close-v1/MaxReturn,MetaTest/drawer-close-v1/TerminationRate,MetaTest/Average/AverageDiscountedReturn,MetaTest/drawer-close-v1/AverageDiscountedReturn,Average/AverageReturn,drawer-close-v1/SuccessRate,MetaTest/drawer-close-v1/SuccessRate,GaussianMLPPolicy/Entropy,MetaTest/Average/AverageReturn,MetaTest/drawer-close-v1/NumEpisodes,drawer-close-v1/TerminationRate,Average/TerminationRate,GaussianMLPPolicy/LossBefore,Average/AverageDiscountedReturn,MetaTest/drawer-close-v1/StdReturn,MetaTest/Average/Iteration,Iteration,MetaTest/Average/MinReturn,GaussianMLPPolicy/KLBefore
0.0,28293.840292136785,3.276687721154303e-08,0.4,4.0417921809421387e-07,-20.74271264406571,46,0.0,17429.20458852198,2.3095042706700042e-05,17429.20458852198,200,207736.1751973725,28293.840292136785,17429.20458852198,1,46,-20.74271264406571,17429.20458852198,46,3760000,11541.981954425788,200,0.0,2753.3746739944986,207736.1751973725,0.0,17429.204588521974,17429.204588521974,11541.981954425788,0.4,0.0,5.75836181640625,17429.20458852198,1,0.0,0.0,4.369460953057569e-07,2753.3746739944986,0.0,46,46,17429.20458852198,0.0
1.0,23018.343732879206,3.353625288582407e-08,0.47,-2.8515912617876893e-06,-23.776758254108305,47,0.0,2154.8587533722334,2.3624117602594197e-05,2154.8587533722334,200,132056.3574577008,23018.343732879206,2154.8587533722334,1,47,-23.776758254108305,2154.8587533722334,47,3840000,10101.861311519302,200,0.0,2527.3415087502544,132056.3574577008,0.0,2154.858753372233,2154.858753372233,10101.861311519302,0.47,1.0,5.7548370361328125,2154.8587533722334,1,0.0,0.0,-2.8180550089018652e-06,2527.3415087502544,0.0,47,47,2154.8587533722334,0.0
0.0,34862.260371813056,8.038159649004228e-08,0.4,-5.017511739424663e-06,-23.57032334764246,48,0.0,-14.05017513743534,5.6618831877131015e-05,-14.05017513743534,200,215979.9386973544,34862.260371813056,-14.05017513743534,1,48,-23.57032334764246,-14.05017513743534,48,3920000,15880.248158293018,200,0.0,3930.0289422431674,215979.9386973544,0.0,-14.050175137435343,-14.050175137435343,15880.248158293018,0.4,0.0,5.748708724975586,-14.05017513743534,1,0.0,0.0,-4.93713014293462e-06,3930.0289422431674,0.0,48,48,-14.05017513743534,0.0
0.0,28583.742701787283,3.716513674589805e-08,0.42,4.028304374514846e-06,-21.089958709291484,49,0.0,5817.119240035628,2.6221832740702666e-05,5817.119240035628,200,162181.1445245489,28583.742701787283,5817.119240035628,1,49,-21.089958709291484,5817.119240035628,49,4000000,12813.56902385799,200,0.0,2983.7378727941914,162181.1445245489,0.0,5817.119240035627,5817.119240035627,12813.56902385799,0.42,0.0,5.752680778503418,5817.119240035628,1,0.0,0.0,4.065469511260744e-06,2983.7378727941914,0.0,49,49,5817.119240035628,0.0
0.0,33026.6424130337,1.418175088474527e-07,0.4,5.74710020373459e-06,-23.929493599739335,50,0.0,2246.720834118565,0.00010006308002630249,2246.720834118565,200,222372.11322738987,33026.6424130337,2246.720834118565,1,50,-23.929493599739335,2246.720834118565,50,4080000,12639.263270352882,200,0.0,3208.3710935690056,222372.11322738987,0.0,2246.7208341185656,2246.7208341185656,12639.263270352882,0.4,0.0,5.763338088989258,2246.720834118565,1,0.0,0.0,5.8889177125820424e-06,3208.3710935690056,0.0,50,50,2246.720834118565,0.0
0.0,35459.52561742134,8.77475656579918e-08,0.365,-3.32132714220279e-07,-20.01236807257851,51,0.0,-13.03680316146633,6.177331670187414e-05,-13.03680316146633,200,224224.31841787012,35459.52561742134,-13.03680316146633,1,51,-20.01236807257851,-13.03680316146633,51,4160000,13446.906360865385,200,0.0,3324.5376117705637,224224.31841787012,0.0,-13.036803161466315,-13.036803161466315,13446.906360865385,0.365,0.0,5.763084888458252,-13.03680316146633,1,0.0,0.0,-2.443851485622872e-07,3324.5376117705637,0.0,51,51,-13.03680316146633,0.0
0.0,26162.41510537143,1.6020566704355588e-06,0.38,-1.2010123100480996e-06,-21.86691146522469,52,0.0,-13.875459448969117,0.0011906378204002976,-13.875459448969117,200,169805.72436816612,26162.41510537143,-13.875459448969117,1,52,-21.86691146522469,-13.875459448969117,52,4240000,8840.483152723078,200,0.0,2192.952552859672,169805.72436816612,0.0,-13.875459448969117,-13.875459448969117,8840.483152723078,0.38,0.0,5.763521671295166,-13.875459448969117,1,0.0,0.0,4.0104436038745916e-07,2192.952552859672,0.0,52,52,-13.875459448969117,0.0
0.0,29871.96577908814,1.998723853091633e-08,0.435,-4.061130454147133e-08,-23.671708926468895,53,0.0,404.82743908175456,1.4077438208914828e-05,404.82743908175456,200,205710.59429474967,29871.96577908814,404.82743908175456,1,53,-23.671708926468895,404.82743908175456,53,4320000,11645.087716881424,200,0.0,2912.469209679523,205710.59429474967,0.0,404.8274390817545,404.8274390817545,11645.087716881424,0.435,0.0,5.763513088226318,404.82743908175456,1,0.0,0.0,-2.0624066010554998e-08,2912.469209679523,0.0,53,53,404.82743908175456,0.0
0.0,30993.270796269706,4.735375114250928e-08,0.39,-3.1903352919471217e-06,-22.259498042944703,54,0.0,1956.9017300448065,3.3421449188608676e-05,1956.9017300448065,200,211678.83396454915,30993.270796269706,1956.9017300448065,1,54,-22.259498042944703,1956.9017300448065,54,4400000,12222.699332717491,200,0.0,2931.6280949836028,211678.83396454915,0.0,1956.9017300448065,1956.9017300448065,12222.699332717491,0.39,0.0,5.7588067054748535,1956.9017300448065,1,0.0,0.0,-3.1429815408046125e-06,2931.6280949836028,0.0,54,54,1956.9017300448065,0.0
0.0,26308.00800102598,1.1775227903854102e-08,0.365,-3.964118150179274e-06,-22.684626284091056,55,0.0,-11.711333844421588,8.309408258355688e-06,-11.711333844421588,200,187628.66796890448,26308.00800102598,-11.711333844421588,1,55,-22.684626284091056,-11.711333844421588,55,4480000,10031.458390757774,200,0.0,2425.356207531896,187628.66796890448,0.0,-11.711333844421585,-11.711333844421585,10031.458390757774,0.365,0.0,5.75612735748291,-11.711333844421588,1,0.0,0.0,-3.95234292227542e-06,2425.356207531896,0.0,55,55,-11.711333844421588,0.0
1.0,30256.663421525467,1.445687303203158e-08,0.375,-4.039058239868609e-06,-22.131127226309403,56,0.0,290.9642081694342,1.0208598723693285e-05,290.9642081694342,200,188076.64213929698,30256.663421525467,290.9642081694342,1,56,-22.131127226309403,290.9642081694342,56,4560000,13531.502429413573,200,0.0,3394.818610655954,188076.64213929698,0.0,290.9642081694341,290.9642081694341,13531.502429413573,0.375,1.0,5.755831241607666,290.9642081694342,1,0.0,0.0,-4.024601366836578e-06,3394.818610655954,0.0,56,56,290.9642081694342,0.0
0.0,28245.314484077888,3.3585820347070694e-08,0.375,1.3278495316626504e-06,-24.20637553528848,57,0.0,36753.84758684687,2.3739001335343346e-05,36753.84758684687,200,187598.07319969143,28245.314484077888,36753.84758684687,1,57,-24.20637553528848,36753.84758684687,57,4640000,12319.113652343052,200,0.0,3031.828630880999,187598.07319969143,0.0,36753.84758684686,36753.84758684686,12319.113652343052,0.375,0.0,5.75808048248291,36753.84758684687,1,0.0,0.0,1.361435352009721e-06,3031.828630880999,0.0,57,57,36753.84758684687,0.0
0.0,29300.707566726956,8.837787390802987e-09,0.365,2.754901743173832e-06,-27.099627503226,58,0.0,1593.7649963346992,6.249196303542703e-06,1593.7649963346992,200,251435.95622428638,29300.707566726956,1593.7649963346992,1,58,-27.099627503226,1593.7649963346992,58,4720000,12310.18479193321,200,0.0,3040.177695365677,251435.95622428638,0.0,1593.7649963346985,1593.7649963346985,12310.18479193321,0.365,0.0,5.7593255043029785,1593.7649963346992,1,0.0,0.0,2.763739530564635e-06,3040.177695365677,0.0,58,58,1593.7649963346992,0.0
0.0,28593.930487249567,2.454271452734247e-09,0.35,-1.6796541331132175e-06,-24.767388780276328,59,0.0,-15.621072153286333,1.744649466672854e-06,-15.621072153286333,200,163310.71032117945,28593.930487249567,-15.621072153286333,1,59,-24.767388780276328,-15.621072153286333,59,4800000,11852.891382333706,200,0.0,2926.2209587924344,163310.71032117945,0.0,-15.621072153286342,-15.621072153286342,11852.891382333706,0.35,0.0,5.759186744689941,-15.621072153286333,1,0.0,0.0,-1.6771998616604833e-06,2926.2209587924344,0.0,59,59,-15.621072153286333,0.0
1.0,25056.32816590152,4.569847078528255e-08,0.395,-4.43289673057734e-06,-22.418000179883148,60,0.0,132360.8081522057,3.226404805900529e-05,132360.8081522057,200,162328.1784971775,25056.32816590152,132360.8081522057,1,60,-22.418000179883148,132360.8081522057,60,4880000,10553.07094452011,200,0.0,2669.9044839092985,162328.1784971775,0.0,132360.80815220563,132360.80815220563,10553.07094452011,0.395,1.0,5.752403736114502,132360.8081522057,1,0.0,0.0,-4.387198259792058e-06,2669.9044839092985,0.0,60,60,132360.8081522057,0.0
0.0,31802.254292669342,1.4199713405105285e-08,0.425,2.197522007918451e-06,-19.567591681251763,61,0.0,40293.12488921798,1.0005091098719276e-05,40293.12488921798,200,208587.4872315946,31802.254292669342,40293.12488921798,1,61,-19.567591681251763,40293.12488921798,61,4960000,13790.781294855838,200,0.0,3373.554306269041,208587.4872315946,0.0,40293.12488921798,40293.12488921798,13790.781294855838,0.425,0.0,5.753219127655029,40293.12488921798,1,0.0,0.0,2.2117217213235563e-06,3373.554306269041,0.0,61,61,40293.12488921798,0.0
0.0,23679.908052551105,2.934569920398644e-07,0.41,1.1611717809500988e-06,-21.697491859686103,62,0.0,17747.02654075703,0.00022986068506725132,17747.02654075703,200,187842.20222807332,23679.908052551105,17747.02654075703,1,62,-21.697491859686103,17747.02654075703,62,5040000,9729.931312156747,200,0.0,2394.0126135175815,187842.20222807332,0.0,17747.026540757015,17747.026540757015,9729.931312156747,0.41,0.0,5.750833988189697,17747.02654075703,1,0.0,0.0,1.4546287729899632e-06,2394.0126135175815,0.0,62,62,17747.02654075703,0.0
0.0,28061.684515287263,4.1400198824703693e-08,0.42,-2.5886233743221965e-06,-24.623147420882034,63,0.0,-12.808039372732509,2.9186965548433363e-05,-12.808039372732509,200,200050.02624614877,28061.684515287263,-12.808039372732509,1,63,-24.623147420882034,-12.808039372732509,63,5120000,11752.820590627673,200,0.0,2996.097199348422,200050.02624614877,0.0,-12.80803937273251,-12.80803937273251,11752.820590627673,0.42,0.0,5.7499189376831055,-12.808039372732509,1,0.0,0.0,-2.5472231754974928e-06,2996.097199348422,0.0,63,63,-12.808039372732509,0.0
0.0,29680.139365576706,3.3871629057102837e-08,0.34,1.5953835372783942e-06,-17.09973328939351,64,0.0,16605.49889398394,2.390080589975696e-05,16605.49889398394,200,218564.24990603555,29680.139365576706,16605.49889398394,1,64,-17.09973328939351,16605.49889398394,64,5200000,12069.088619769864,200,0.0,3033.6958180900383,218564.24990603555,0.0,16605.498893983935,16605.498893983935,12069.088619769864,0.34,0.0,5.750483512878418,16605.49889398394,1,0.0,0.0,1.629255166335497e-06,3033.6958180900383,0.0,64,64,16605.49889398394,0.0
0.0,28648.438887429846,1.1680413081194274e-08,0.355,-3.1600750389770838e-06,-20.38339606706102,65,0.0,-12.235307110635,8.258683010353707e-06,-12.235307110635,200,156978.95698292434,28648.438887429846,-12.235307110635,1,65,-20.38339606706102,-12.235307110635,65,5280000,12530.283070603613,200,0.0,3153.27641038109,156978.95698292434,0.0,-12.235307110635002,-12.235307110635002,12530.283070603613,0.355,0.0,5.748328685760498,-12.235307110635,1,0.0,0.0,-3.1483946258958895e-06,3153.27641038109,0.0,65,65,-12.235307110635,0.0
1.0,30925.904915183928,9.475797924096696e-10,0.405,1.290483623961336e-06,-19.40964901825654,66,0.0,3096.060045890043,6.648713792856142e-07,3096.060045890043,200,192890.29479668188,30925.904915183928,3096.060045890043,1,66,-19.40964901825654,3096.060045890043,66,5360000,14492.312362091556,200,0.0,3640.0179866693597,192890.29479668188,0.0,3096.0600458900376,3096.0600458900376,14492.312362091556,0.405,1.0,5.748693466186523,3096.060045890043,1,0.0,0.0,1.2914312037537456e-06,3640.0179866693597,0.0,66,66,3096.060045890043,0.0
1.0,23512.210665383256,1.1698944035742898e-08,0.39,-1.5375705970654963e-06,-20.312903463273738,67,0.0,3034.2025494514905,8.262395567726344e-06,3034.2025494514905,200,149529.87776249222,23512.210665383256,3034.2025494514905,1,67,-20.312903463273738,3034.2025494514905,67,5440000,10986.972881157943,200,0.0,2848.0403877642307,149529.87776249222,0.0,3034.202549451491,3034.202549451491,10986.972881157943,0.39,1.0,5.748044013977051,3034.2025494514905,1,0.0,0.0,-1.5258716530297534e-06,2848.0403877642307,0.0,67,67,3034.2025494514905,0.0
1.0,28740.552598114926,5.659932611479235e-08,0.395,9.854611704440686e-08,-18.418460022687146,68,0.0,30446.760794210262,3.9865677535999566e-05,30446.760794210262,200,213617.16785553313,28740.552598114926,30446.760794210262,1,68,-18.418460022687146,30446.760794210262,68,5520000,11962.195458174157,200,0.0,2934.847158708541,213617.16785553313,0.0,30446.760794210248,30446.760794210248,11962.195458174157,0.395,1.0,5.748106956481934,30446.760794210262,1,0.0,0.0,1.551454431591992e-07,2934.847158708541,0.0,68,68,30446.760794210262,0.0
1.0,29488.088786482873,4.837110623157059e-08,0.35,-3.0811742135483655e-07,-20.177042290249272,69,0.0,1119.9259272117993,3.409325290704146e-05,1119.9259272117993,200,247977.76238844718,29488.088786482873,1119.9259272117993,1,69,-20.177042290249272,1119.9259272117993,69,5600000,11993.794597586491,200,0.0,3112.8574124777324,247977.76238844718,0.0,1119.9259272117997,1119.9259272117997,11993.794597586491,0.35,1.0,5.747672080993652,1119.9259272117993,1,0.0,0.0,-2.5974631512326596e-07,3112.8574124777324,0.0,69,69,1119.9259272117993,0.0
0.0,24412.3216212226,1.0652911441866308e-08,0.38,3.7566455830528866e-06,-21.232495649160466,70,0.0,15213.771217856025,7.518427537434036e-06,15213.771217856025,200,159602.31219726198,24412.3216212226,15213.771217856025,1,70,-21.232495649160466,15213.771217856025,70,5680000,9807.166761492646,200,0.0,2388.007534591785,159602.31219726198,0.0,15213.771217856023,15213.771217856023,9807.166761492646,0.38,0.0,5.7494120597839355,15213.771217856025,1,0.0,0.0,3.767298494494753e-06,2388.007534591785,0.0,70,70,15213.771217856025,0.0
1.0,35695.891979093314,3.1782064979779534e-08,0.33,-3.6813012229686137e-06,-21.986834695535574,71,0.0,1240.591132867625,2.245143332402222e-05,1240.591132867625,200,215223.44291009862,35695.891979093314,1240.591132867625,1,71,-21.986834695535574,1240.591132867625,71,5760000,14346.158983030524,200,0.0,3642.255628497235,215223.44291009862,0.0,1240.5911328676245,1240.5911328676245,14346.158983030524,0.33,1.0,5.745047569274902,1240.591132867625,1,0.0,0.0,-3.649519157988834e-06,3642.255628497235,0.0,71,71,1240.591132867625,0.0
1.0,24939.28432909563,2.6289762899978086e-07,0.33,-3.81586187359062e-06,-17.79920101232261,72,0.0,223.85862081667912,0.0001845035149017349,223.85862081667912,200,169171.10224049474,24939.28432909563,223.85862081667912,1,72,-17.79920101232261,223.85862081667912,72,5840000,10909.052359009325,200,0.0,2598.7123629999683,169171.10224049474,0.0,223.858620816679,223.858620816679,10909.052359009325,0.33,1.0,5.7381591796875,223.85862081667912,1,0.0,0.0,-3.5529642445908394e-06,2598.7123629999683,0.0,72,72,223.85862081667912,0.0
1.0,23956.526581724538,5.322863216861151e-08,0.395,-4.334909590397729e-06,-19.50062409879447,73,0.0,41620.93025867146,3.7569749110843986e-05,41620.93025867146,200,150504.1283960083,23956.526581724538,41620.93025867146,1,73,-19.50062409879447,41620.93025867146,73,5920000,11196.010367377077,200,0.0,2797.9778021031875,150504.1283960083,0.0,41620.93025867147,41620.93025867147,11196.010367377077,0.395,1.0,5.730733394622803,41620.93025867146,1,0.0,0.0,-4.281680958229117e-06,2797.9778021031875,0.0,73,73,41620.93025867146,0.0
0.0,29494.572265702667,7.011419711488998e-08,0.41,1.7830049046096974e-06,-21.031147548495273,74,0.0,-13.642215885505593,4.956810880685225e-05,-13.642215885505593,200,215299.74437036875,29494.572265702667,-13.642215885505593,1,74,-21.031147548495273,-13.642215885505593,74,6000000,12993.450298449292,200,0.0,3096.212228210753,215299.74437036875,0.0,-13.6422158855056,-13.6422158855056,12993.450298449292,0.41,0.0,5.735763072967529,-13.642215885505593,1,0.0,0.0,1.8531191017245874e-06,3096.212228210753,0.0,74,74,-13.642215885505593,0.0
0.0,31407.391056607372,2.4210521587519906e-08,0.425,1.4596571418223903e-06,-25.93856401042428,75,0.0,-13.47779120895906,1.709429307084065e-05,-13.47779120895906,200,188985.63744062683,31407.391056607372,-13.47779120895906,1,75,-25.93856401042428,-13.47779120895906,75,6080000,14875.760064250073,200,0.0,3742.836226502926,188985.63744062683,0.0,-13.477791208959056,-13.477791208959056,14875.760064250073,0.425,0.0,5.7363972663879395,-13.47779120895906,1,0.0,0.0,1.4838676634099102e-06,3742.836226502926,0.0,75,75,-13.47779120895906,0.0
1.0,25656.143128454423,6.102004590502474e-08,0.405,-3.7629065445798915e-06,-20.311509521766034,76,0.0,2569.359596358894,4.3029471271438524e-05,2569.359596358894,200,134472.72078096602,25656.143128454423,2569.359596358894,1,76,-20.311509521766034,2569.359596358894,76,6160000,13204.735711448482,200,0.0,2978.118344836584,134472.72078096602,0.0,2569.3595963588964,2569.3595963588964,13204.735711448482,0.405,1.0,5.72735595703125,2569.359596358894,1,0.0,0.0,-3.7018864986748667e-06,2978.118344836584,0.0,76,76,2569.359596358894,0.0
1.0,30498.63400517612,1.239914126927033e-08,0.415,6.601833888453257e-07,-22.880573159530666,77,0.0,125932.63922294068,8.749788321438245e-06,125932.63922294068,200,233891.32204276058,30498.63400517612,125932.63922294068,1,77,-22.880573159530666,125932.63922294068,77,6240000,13758.152449420659,200,0.0,3407.413512705431,233891.32204276058,0.0,125932.63922294075,125932.63922294075,13758.152449420659,0.415,1.0,5.727782249450684,125932.63922294068,1,0.0,0.0,6.72582530114596e-07,3407.413512705431,0.0,77,77,125932.63922294068,0.0
0.0,27940.945785982007,4.3320142140146345e-08,0.38,2.3953298295964487e-06,-20.06854154896555,78,0.0,-13.308951803590341,3.058793299715035e-05,-13.308951803590341,200,189000.85481493454,27940.945785982007,-13.308951803590341,1,78,-20.06854154896555,-13.308951803590341,78,6320000,12845.628302490039,200,0.0,3010.0234947729937,189000.85481493454,0.0,-13.30895180359034,-13.30895180359034,12845.628302490039,0.38,0.0,5.730819225311279,-13.308951803590341,1,0.0,0.0,2.438649971736595e-06,3010.0234947729937,0.0,78,78,-13.308951803590341,0.0
0.0,26939.859758940544,2.9263503620313713e-08,0.385,-6.740468734278693e-07,-22.38278999061904,79,0.0,9670.611646236284,2.0641242372221313e-05,9670.611646236284,200,221015.82596110846,26939.859758940544,9670.611646236284,1,79,-22.38278999061904,9670.611646236284,79,6400000,11821.585324549535,200,0.0,3035.5208823992934,221015.82596110846,0.0,9670.611646236282,9670.611646236282,11821.585324549535,0.385,0.0,5.730149269104004,9670.611646236284,1,0.0,0.0,-6.447833698075556e-07,3035.5208823992934,0.0,79,79,9670.611646236284,0.0
0.0,35108.133410857794,0.00045146414777264,0.405,-0.0012470708461478353,-22.37245552894134,80,0.0,-14.137372191254899,0.009526019915938377,-14.137372191254899,200,197102.68456801365,35108.133410857794,-14.137372191254899,1,80,-22.37245552894134,-14.137372191254899,80,6480000,15257.575563160517,200,0.0,3720.2227637769656,197102.68456801365,0.0,-14.137372191254899,-14.137372191254899,15257.575563160517,0.405,0.0,5.694674491882324,-14.137372191254899,1,0.0,0.0,-0.0007956066983751953,3720.2227637769656,0.0,80,80,-14.137372191254899,0.0
0.0,29388.296866193985,6.549828412971692e-08,0.405,1.5492893226110027e-06,-23.617675794034486,81,0.0,-11.996927818862913,4.630373587133363e-05,-11.996927818862913,200,188607.07782271664,29388.296866193985,-11.996927818862913,1,81,-23.617675794034486,-11.996927818862913,81,6560000,14306.289441312323,200,0.0,3480.60157621453,188607.07782271664,0.0,-11.996927818862906,-11.996927818862906,14306.289441312323,0.405,0.0,5.697333812713623,-11.996927818862913,1,0.0,0.0,1.6147876067407196e-06,3480.60157621453,0.0,81,81,-11.996927818862913,0.0
0.0,28134.41720924444,2.3988832253962755e-08,0.32,-1.0667230299077346e-06,-24.63330436030766,82,0.0,-13.119637482487187,1.695716127869673e-05,-13.119637482487187,200,182301.14200027555,28134.41720924444,-13.119637482487187,1,82,-24.63330436030766,-13.119637482487187,82,6640000,12306.905787101334,200,0.0,2975.0605225380987,182301.14200027555,0.0,-13.119637482487171,-13.119637482487171,12306.905787101334,0.32,0.0,5.6962056159973145,-13.119637482487187,1,0.0,0.0,-1.0427341976537718e-06,2975.0605225380987,0.0,82,82,-13.119637482487187,0.0
0.0,22630.60638906225,2.899309947679285e-08,0.34,2.3576988041895675e-06,-16.475543695768977,83,0.0,12219.908142804248,2.0472740288823843e-05,12219.908142804248,200,141520.6407683182,22630.60638906225,12219.908142804248,1,83,-16.475543695768977,12219.908142804248,83,6720000,10757.360779874209,200,0.0,2563.174908061596,141520.6407683182,0.0,12219.908142804228,12219.908142804228,10757.360779874209,0.34,0.0,5.698537349700928,12219.908142804248,1,0.0,0.0,2.3866919036663603e-06,2563.174908061596,0.0,83,83,12219.908142804248,0.0
0.0,34120.96356428066,4.187313606962562e-09,0.37,-3.523951818351634e-06,-20.657997746068407,84,0.0,-14.31057709197644,2.9303480459930142e-06,-14.31057709197644,200,201938.28238180117,34120.96356428066,-14.31057709197644,1,84,-20.657997746068407,-14.31057709197644,84,6800000,15072.772876537689,200,0.0,3753.158141485186,201938.28238180117,0.0,-14.31057709197644,-14.31057709197644,15072.772876537689,0.37,0.0,5.698200702667236,-14.31057709197644,1,0.0,0.0,-3.5197645047446713e-06,3753.158141485186,0.0,84,84,-14.31057709197644,0.0
0.0,28634.836169414244,2.1657569959643297e-08,0.36,2.010382104344899e-06,-21.9381142778259,85,0.0,-13.097521818245209,1.528705979580991e-05,-13.097521818245209,200,254373.31626760567,28634.836169414244,-13.097521818245209,1,85,-21.9381142778259,-13.097521818245209,85,6880000,10444.186299926507,200,0.0,2515.887733785348,254373.31626760567,0.0,-13.097521818245196,-13.097521818245196,10444.186299926507,0.36,0.0,5.70076847076416,-13.097521818245209,1,0.0,0.0,2.032039674304542e-06,2515.887733785348,0.0,85,85,-13.097521818245209,0.0
1.0,29405.831425648077,1.9632580006145872e-09,0.345,-1.4703342685606913e-06,-18.363476827156695,86,0.0,7294.480032483539,1.3998788972457987e-06,7294.480032483539,200,152138.21352784638,29405.831425648077,7294.480032483539,1,86,-18.363476827156695,7294.480032483539,86,6960000,13753.435566379167,200,0.0,3382.0068282468724,152138.21352784638,0.0,7294.48003248353,7294.48003248353,13753.435566379167,0.345,1.0,5.700650215148926,7294.480032483539,1,0.0,0.0,-1.4683710105600767e-06,3382.0068282468724,0.0,86,86,7294.480032483539,0.0
0.0,35673.46921797575,7.263224688358605e-09,0.385,1.6610871398370364e-06,-15.438160530512018,87,0.0,-15.283001330895853,5.133560080139432e-06,-15.283001330895853,200,273361.3797225349,35673.46921797575,-15.283001330895853,1,87,-15.438160530512018,-15.283001330895853,87,7040000,16123.332559030805,200,0.0,3769.0736694820584,273361.3797225349,0.0,-15.283001330895852,-15.283001330895852,16123.332559030805,0.385,0.0,5.701303482055664,-15.283001330895853,1,0.0,0.0,1.668350364525395e-06,3769.0736694820584,0.0,87,87,-15.283001330895853,0.0
1.0,35580.517567201714,2.3911979951662943e-08,0.355,3.0738597160961945e-06,-18.16926853147411,88,0.0,19774.789273142196,1.6888068785192445e-05,19774.789273142196,200,207884.3400156691,35580.517567201714,19774.789273142196,1,88,-18.16926853147411,19774.789273142196,88,7120000,15665.80033563876,200,0.0,3846.2828523390144,207884.3400156691,0.0,19774.789273142196,19774.789273142196,15665.80033563876,0.355,1.0,5.705803394317627,19774.789273142196,1,0.0,0.0,3.0977716960478574e-06,3846.2828523390144,0.0,88,88,19774.789273142196,0.0
0.0,25346.48521916326,1.6701392269169446e-08,0.405,-7.303944471459545e-07,-21.083832185982263,89,0.0,-15.113955338115844,1.1792748409789056e-05,-15.113955338115844,200,160528.06252158066,25346.48521916326,-15.113955338115844,1,89,-21.083832185982263,-15.113955338115844,89,7200000,12302.47510941748,200,0.0,3131.5534754825762,160528.06252158066,0.0,-15.113955338115852,-15.113955338115852,12302.47510941748,0.405,0.0,5.704812049865723,-15.113955338115844,1,0.0,0.0,-7.13693054876785e-07,3131.5534754825762,0.0,89,89,-15.113955338115844,0.0
1.0,23879.985597884952,1.9482968127704225e-08,0.375,-2.627687763379072e-06,-23.00071583846726,90,0.0,70375.5437892787,1.3738320376432966e-05,70375.5437892787,200,130876.84727281488,23879.985597884952,70375.5437892787,1,90,-23.00071583846726,70375.5437892787,90,7280000,12815.796448841807,200,0.0,3212.343587091993,130876.84727281488,0.0,70375.54378927861,70375.54378927861,12815.796448841807,0.375,1.0,5.704615116119385,70375.5437892787,1,0.0,0.0,-2.6082047952513676e-06,3212.343587091993,0.0,90,90,70375.5437892787,0.0
0.0,27936.681587777235,7.499693310819566e-09,0.4,-2.1403589016699698e-06,-20.57316991350228,91,0.0,-14.254939010747908,5.311886525305454e-06,-14.254939010747908,200,207541.12970164363,27936.681587777235,-14.254939010747908,1,91,-20.57316991350228,-14.254939010747908,91,7360000,13012.425504238412,200,0.0,3122.3403612813295,207541.12970164363,0.0,-14.254939010747906,-14.254939010747906,13012.425504238412,0.4,0.0,5.7044525146484375,-14.254939010747908,1,0.0,0.0,-2.1328592083591502e-06,3122.3403612813295,0.0,91,91,-14.254939010747908,0.0
0.0,35080.567903892195,1.129251359088812e-09,0.405,-1.6683774219927727e-06,-17.502411102395335,92,0.0,-12.442826066811232,7.558256811535102e-07,-12.442826066811232,200,221045.1360812124,35080.567903892195,-12.442826066811232,1,92,-17.502411102395335,-12.442826066811232,92,7440000,15160.315337793354,200,0.0,3879.267860700215,221045.1360812124,0.0,-12.442826066811232,-12.442826066811232,15160.315337793354,0.405,0.0,5.704231262207031,-12.442826066811232,1,0.0,0.0,-1.667248170633684e-06,3879.267860700215,0.0,92,92,-12.442826066811232,0.0
0.0,33433.23941482966,9.74205249804072e-09,0.365,6.925710067662294e-07,-18.982333972732707,93,0.0,-11.987839206637567,6.874879090901231e-06,-11.987839206637567,200,196864.17904139814,33433.23941482966,-11.987839206637567,1,93,-18.982333972732707,-11.987839206637567,93,7520000,13013.297920589,200,0.0,3271.2066056106137,196864.17904139814,0.0,-11.987839206637565,-11.987839206637565,13013.297920589,0.365,0.0,5.704287052154541,-11.987839206637567,1,0.0,0.0,7.023130592642701e-07,3271.2066056106137,0.0,93,93,-11.987839206637567,0.0
