Average/SuccessRate,Average/TerminationRate,policy/Entropy,MetaTest/Average/MinReturn,Average/Iteration,Average/MaxReturn,MetaTest/Average/MaxReturn,MetaTest/coffee-button-v1/AverageDiscountedReturn,policy/KL,coffee-button-v1/Iteration,Average/StdReturn,MetaTest/coffee-button-v1/StdReturn,Average/NumEpisodes,coffee-button-v1/StdReturn,MetaTest/Average/StdReturn,coffee-button-v1/SuccessRate,MetaTest/coffee-button-v1/MaxReturn,Average/AverageDiscountedReturn,MetaTest/Average/NumEpisodes,MetaTest/coffee-button-v1/SuccessRate,MetaTest/coffee-button-v1/AverageReturn,coffee-button-v1/AverageReturn,policy/LossBefore,coffee-button-v1/NumEpisodes,LinearFeatureBaseline/ExplainedVariance,coffee-button-v1/TerminationRate,TotalEnvSteps,policy/KLBefore,Average/AverageReturn,MetaTest/Average/AverageReturn,MetaTest/coffee-button-v1/TerminationRate,coffee-button-v1/MaxReturn,MetaTest/Average/AverageDiscountedReturn,policy/dLoss,policy/LossAfter,MetaTest/Average/Iteration,MetaTest/coffee-button-v1/MinReturn,MetaTest/coffee-button-v1/NumEpisodes,coffee-button-v1/MinReturn,MetaTest/Average/SuccessRate,Average/MinReturn,MetaTest/Average/TerminationRate,MetaTest/coffee-button-v1/Iteration,coffee-button-v1/AverageDiscountedReturn
0.74,0.0,4.460174,2666.7108572093593,70,348768.9591265787,279340.26788568037,194739.12959773847,0.0044621583,70,105971.60748544955,72249.90274232105,100,105971.60748544955,72249.90274232105,0.74,279340.26788568037,60702.41291911149,10,0.9,194739.12959773856,173970.6259673589,69.47855,100,0.3420170719075478,0.0,1420000,0.0,173970.6259673589,194739.12959773856,0.0,348768.9591265787,194739.12959773847,88.09105,-18.6125,7,2666.7108572093593,10,-44.72098904799072,0.9,-44.72098904799072,0.0,7,60702.41291911149
0.67,0.0,4.4376287,,71,338879.77112011187,,,0.0063086315,71,102703.59515748089,,100,102703.59515748089,,0.67,,58033.68385789138,,,,158583.26543111348,-75.143524,100,0.4667424904708055,0.0,1440000,0.0,158583.26543111348,,,338879.77112011187,,63.3412,-138.48473,,,,-41.4667382269175,,-41.4667382269175,,,58033.68385789138
0.65,0.0,4.426949,,72,351380.8380227567,,,0.0040512728,72,110728.32314529191,,100,110728.32314529191,,0.65,,57405.73036890965,,,,156094.1479512412,-92.1524,100,0.3922788805704225,0.0,1460000,0.0,156094.1479512412,,,351380.8380227567,,62.37658,-154.52898,,,,-42.770824478728976,,-42.770824478728976,,,57405.73036890965
0.7,0.0,4.40667,,73,342323.61265514966,,,0.005841891,73,112992.3660545989,,100,112992.3660545989,,0.7,,60527.556595848335,,,,168419.02133908923,-10.86755,100,0.3742804327479895,0.0,1480000,0.0,168419.02133908923,,,342323.61265514966,,71.031525,-81.89908,,,,-46.1308574250924,,-46.1308574250924,,,60527.556595848335
0.58,0.0,4.3952937,,74,349726.5592391032,,,0.0051911348,74,112406.24443698279,,100,112406.24443698279,,0.58,,48490.092128571094,,,,131573.5103108596,176.85518,100,0.3339016454563901,0.0,1500000,0.0,131573.5103108596,,,349726.5592391032,,71.00333,105.85185,,,,-43.7189923154804,,-43.7189923154804,,,48490.092128571094
0.65,0.0,4.3888025,,75,355627.83780831634,,,0.0059197466,75,123087.3553955692,,100,123087.3553955692,,0.65,,55612.98520410131,,,,149246.46717472238,-4.0743,100,0.3604435122656362,0.0,1520000,0.0,149246.46717472238,,,355627.83780831634,,68.794846,-72.86915,,,,-42.91064612156221,,-42.91064612156221,,,55612.98520410131
0.62,0.0,4.385238,,76,356477.89585314604,,,0.003889444,76,122781.39897963782,,100,122781.39897963782,,0.62,,58867.661918285725,,,,153254.86458248657,-20.486826,100,0.39146916175583224,0.0,1540000,0.0,153254.86458248657,,,356477.89585314604,,69.3234,-89.81023,,,,-42.06759621611109,,-42.06759621611109,,,58867.661918285725
0.78,0.0,4.3958654,,77,353717.94162331003,,,0.004359177,77,112484.55195371086,,100,112484.55195371086,,0.78,,61987.33451274531,,,,169766.1725585042,-71.77144,100,0.4171126630129822,0.0,1560000,0.0,169766.1725585042,,,353717.94162331003,,60.192017,-131.96346,,,,-31.827794003630856,,-31.827794003630856,,,61987.33451274531
0.76,0.0,4.398765,,78,349353.8825474774,,,0.0033136148,78,112346.3745911234,,100,112346.3745911234,,0.76,,70449.3916284347,,,,192693.83962423177,154.2318,100,0.3308923984858859,0.0,1580000,0.0,192693.83962423177,,,349353.8825474774,,62.949898,91.2819,,,,-32.232624737409296,,-32.232624737409296,,,70449.3916284347
0.79,0.0,4.38984,,79,356587.3622536298,,,0.004086718,79,113778.13463805507,,100,113778.13463805507,,0.79,,74374.41899006296,,,,193087.0103701276,34.8368,100,0.38392755296417114,0.0,1600000,0.0,193087.0103701276,,,356587.3622536298,,63.137974,-28.301174,,,,-37.56905721395,,-37.56905721395,,,74374.41899006296
0.71,0.0,4.3928366,-35.5359582521237,80,360039.8619385601,292480.31358837493,125355.72571272026,0.0112631535,80,123219.40765496487,120923.60413976677,100,123219.40765496487,120923.60413976677,0.71,292480.31358837493,66527.73277815287,10,0.6,125355.7257127203,182592.4028191266,-8.3515,100,0.373135513668826,0.0,1620000,0.0,182592.4028191266,125355.7257127203,0.0,360039.8619385601,125355.72571272026,-3.0070996,-5.3444,8,-35.5359582521237,10,-37.23487896214643,0.6,-37.23487896214643,0.0,8,66527.73277815287
0.7,0.0,4.3848453,,81,351318.05871535937,,,0.006870298,81,115928.0450694015,,100,115928.0450694015,,0.7,,63659.9989119624,,,,176018.5923331497,-123.1671,100,0.3896394662503747,0.0,1640000,0.0,176018.5923331497,,,351318.05871535937,,73.67552,-196.84262,,,,-44.256680287864526,,-44.256680287864526,,,63659.9989119624
0.74,0.0,4.3520613,,82,361613.4062297336,,,0.022581402,82,123262.01684078012,,100,123262.01684078012,,0.74,,69213.74420166753,,,,193023.41434150763,10.1199,100,0.39210460872910624,0.0,1660000,0.0,193023.41434150763,,,361613.4062297336,,-158.9885,169.1084,,,,-43.862232640091264,,-43.862232640091264,,,69213.74420166753
0.84,0.0,4.3445363,,83,347439.9126592844,,,0.016668731,83,93432.38528499276,,100,93432.38528499276,,0.84,,73895.01282935358,,,,204884.01147101016,-37.125412,100,0.33239314346665594,0.0,1680000,0.0,204884.01147101016,,,347439.9126592844,,-116.332565,79.20715,,,,-25.935462418129,,-25.935462418129,,,73895.01282935358
0.76,0.0,4.3456426,,84,347065.46439790085,,,0.011361925,84,95011.27717249673,,100,95011.27717249673,,0.76,,62623.961799603785,,,,176124.6176263159,-2.0850124,100,0.24981935041523362,0.0,1700000,0.0,176124.6176263159,,,347065.46439790085,,-8.2123375,6.127325,,,,-37.48737643141771,,-37.48737643141771,,,62623.961799603785
0.71,0.0,4.3325086,,85,350048.526746587,,,0.0044281003,85,106670.60660941718,,100,106670.60660941718,,0.71,,65204.50592667738,,,,176537.68626138318,12.235044,100,0.4371383967539253,0.0,1720000,0.0,176537.68626138318,,,350048.526746587,,65.95667,-53.72163,,,,-44.00457070668225,,-44.00457070668225,,,65204.50592667738
0.71,0.0,4.323196,,86,346548.0874880953,,,0.0053101974,86,106172.0695707188,,100,106172.0695707188,,0.71,,67793.96715925688,,,,180539.66340596185,64.08545,100,0.3476205473383922,0.0,1740000,0.0,180539.66340596185,,,346548.0874880953,,67.5553,-3.46985,,,,-44.34873560789527,,-44.34873560789527,,,67793.96715925688
0.74,0.0,4.315045,,87,350536.02160714165,,,0.005494579,87,116006.05576022441,,100,116006.05576022441,,0.74,,68209.17579239592,,,,180344.7703318788,-41.3386,100,0.4324552277714262,0.0,1760000,0.0,180344.7703318788,,,350536.02160714165,,83.5622,-124.9008,,,,-47.15351801941857,,-47.15351801941857,,,68209.17579239592
0.67,0.0,4.325097,,88,360680.4452370292,,,0.0037048676,88,126929.65350417698,,100,126929.65350417698,,0.67,,70649.55229622932,,,,184574.67400529678,1.0303719,100,0.438202354437898,0.0,1780000,0.0,184574.67400529678,,,360680.4452370292,,59.064617,-58.034245,,,,-49.3587260073651,,-49.3587260073651,,,70649.55229622932
0.68,0.0,4.3257284,,89,355452.6264707097,,,0.006036766,89,111854.81361619291,,100,111854.81361619291,,0.68,,66886.43945878651,,,,180895.13355978753,36.8108,100,0.4058790852600156,0.0,1800000,0.0,180895.13355978753,,,355452.6264707097,,67.38406,-30.573263,,,,-44.95866901566623,,-44.95866901566623,,,66886.43945878651
0.7,0.0,4.3055296,-39.44467311148338,90,357761.5717040564,281362.24350445345,94574.21866260961,0.005485274,90,122222.29963663715,118514.3162614832,100,122222.29963663715,118514.3162614832,0.7,281362.24350445345,69683.4257058248,10,0.3,94574.2186626095,190802.69015954013,-58.617825,100,0.42402748289589576,0.0,1820000,0.0,190802.69015954013,94574.2186626095,0.0,357761.5717040564,94574.21866260961,68.545715,-127.163536,9,-39.44467311148338,10,-46.323576920876526,0.3,-46.323576920876526,0.0,9,69683.4257058248
0.72,0.0,4.27644,,91,358638.0504982742,,,0.006809897,91,123505.44495417355,,100,123505.44495417355,,0.72,,76002.64482331045,,,,198272.76254149218,89.1019,100,0.4621473751397409,0.0,1840000,0.0,198272.76254149218,,,358638.0504982742,,70.313644,18.78825,,,,-46.66973596820989,,-46.66973596820989,,,76002.64482331045
0.67,0.0,4.2503514,,92,355275.96297474287,,,0.004729276,92,127616.61520827566,,100,127616.61520827566,,0.67,,67054.24458671805,,,,179734.77159964922,-30.30285,100,0.45903195992072365,0.0,1860000,0.0,179734.77159964922,,,355275.96297474287,,61.11799,-91.42084,,,,-47.486565525824375,,-47.486565525824375,,,67054.24458671805
0.79,0.0,4.2262115,,93,355658.3714350138,,,0.0033680743,93,108633.91625372293,,100,108633.91625372293,,0.79,,79495.36357767413,,,,212398.46075360477,88.86392,100,0.37874616675554584,0.0,1880000,0.0,212398.46075360477,,,355658.3714350138,,67.69743,21.166487,,,,-40.66217919757669,,-40.66217919757669,,,79495.36357767413
0.83,0.0,4.217392,,94,356723.79285930394,,,0.004839818,94,94007.0854864428,,100,94007.0854864428,,0.83,,84451.87991247364,,,,230646.21084072292,5.2417,100,0.4341860256005685,0.0,1900000,0.0,230646.21084072292,,,356723.79285930394,,61.39135,-56.14965,,,,-41.219629782864814,,-41.219629782864814,,,84451.87991247364
0.7,0.0,4.1953278,,95,358043.48312909115,,,0.003602938,95,127025.59313641994,,100,127025.59313641994,,0.7,,74133.03389819113,,,,197861.84265572057,78.41495,100,0.38974054567173044,0.0,1920000,0.0,197861.84265572057,,,358043.48312909115,,67.060394,11.35455,,,,-33.115281020501264,,-33.115281020501264,,,74133.03389819113
0.64,0.0,4.1638074,,96,357756.4996829323,,,0.0049493867,96,124151.58089066081,,100,124151.58089066081,,0.64,,70115.05813904626,,,,187501.82714931548,42.914906,100,0.42098786021470336,0.0,1940000,0.0,187501.82714931548,,,357756.4996829323,,78.03113,-35.116226,,,,-38.06829862092135,,-38.06829862092135,,,70115.05813904626
0.84,0.0,4.14919,,97,358390.21122395905,,,0.005629447,97,101706.18002547856,,100,101706.18002547856,,0.84,,89906.23473569324,,,,239182.6556150887,181.7838,100,0.35880748808741014,0.0,1960000,0.0,239182.6556150887,,,358390.21122395905,,65.92755,115.85625,,,,-16.42201527704685,,-16.42201527704685,,,89906.23473569324
0.79,0.0,4.145412,,98,362063.51797739905,,,0.005071291,98,125459.77060168699,,100,125459.77060168699,,0.79,,86994.62594972165,,,,231808.56100753573,61.01725,100,0.48638617099895853,0.0,1980000,0.0,231808.56100753573,,,362063.51797739905,,75.82225,-14.805,,,,-40.59694061307605,,-40.59694061307605,,,86994.62594972165
0.66,0.0,4.1439967,,99,353532.94771688076,,,0.003906705,99,130647.84470887195,,100,130647.84470887195,,0.66,,77094.872081183,,,,206586.90422213278,99.479675,100,0.4933192694120354,0.0,2000000,0.0,206586.90422213278,,,353532.94771688076,,77.105865,22.373812,,,,-27.435785237790792,,-27.435785237790792,,,77094.872081183
