MetaTest/door-close-v1/TerminationRate,Average/AverageDiscountedReturn,door-close-v1/SuccessRate,MetaTest/Average/StdReturn,door-close-v1/Iteration,Average/TerminationRate,Average/StdReturn,MetaTest/door-close-v1/NumEpisodes,MetaTest/door-close-v1/MinReturn,MetaTest/door-close-v1/StdReturn,MetaTest/Average/MaxReturn,MetaTest/door-close-v1/AverageReturn,door-close-v1/AverageDiscountedReturn,door-close-v1/AverageReturn,door-close-v1/MinReturn,policy/LossBefore,Average/NumEpisodes,MetaTest/Average/AverageReturn,MetaTest/door-close-v1/AverageDiscountedReturn,MetaTest/door-close-v1/MaxReturn,Average/MinReturn,policy/KLBefore,policy/Entropy,Average/AverageReturn,door-close-v1/NumEpisodes,door-close-v1/TerminationRate,MetaTest/door-close-v1/Iteration,policy/dLoss,MetaTest/Average/NumEpisodes,Average/MaxReturn,Average/SuccessRate,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/Iteration,LinearFeatureBaseline/ExplainedVariance,MetaTest/Average/TerminationRate,MetaTest/door-close-v1/SuccessRate,TotalEnvSteps,MetaTest/Average/SuccessRate,policy/KL,Average/Iteration,MetaTest/Average/MinReturn,door-close-v1/MaxReturn,policy/LossAfter,door-close-v1/StdReturn
0.0,5592.949154982614,0.72,31331.872735502082,70,0.0,42065.04581571815,10,-47.00105093630524,31331.872735502082,104933.84533885677,13205.087871631229,5592.949154982614,22937.473707845573,-49.82795056498995,1.13,100,13205.087871631229,13205.087871631235,104933.84533885677,-49.82795056498995,0.0,4.9454293,22937.473707845573,100,0.0,7,53.94864,10,276903.4479854701,0.72,13205.087871631235,7,0.25361111775587675,0.0,0.7,1420000,0.7,0.008239163,70,-47.00105093630524,276903.4479854701,-52.818638,42065.04581571815
,3294.502248356901,0.57,,71,0.0,27111.073881624336,,,,,,3294.502248356901,14395.185121945146,-50.20022140181114,19.563375,100,,,,-50.20022140181114,0.0,4.9335227,14395.185121945146,100,0.0,,32.450657,,132492.37503902483,0.57,,,0.31283427717283907,,,1440000,,0.007317045,71,,132492.37503902483,-12.887281,27111.073881624336
,5661.330671475744,0.63,,72,0.0,37937.74888469224,,,,,,5661.330671475744,26489.514557273214,-48.962539511852135,2.4539406,100,,,,-48.962539511852135,0.0,4.9148335,26489.514557273214,100,0.0,,37.83327,,213993.9407283477,0.63,,,0.23134068577818434,,,1460000,,0.006946141,72,,213993.9407283477,-35.37933,37937.74888469224
,4407.103745979435,0.68,,73,0.0,35190.51571546331,,,,,,4407.103745979435,20925.471942424938,-47.37480479284278,13.322125,100,,,,-47.37480479284278,0.0,4.8753233,20925.471942424938,100,0.0,,41.295887,,150043.51984450239,0.68,,,0.27272912948823824,,,1480000,,0.008072906,73,,150043.51984450239,-27.973763,35190.51571546331
,7022.004210268819,0.74,,74,0.0,40135.93834652482,,,,,,7022.004210268819,29964.200562823095,-44.84216117608014,-15.32145,100,,,,-44.84216117608014,0.0,4.856221,29964.200562823095,100,0.0,,50.53573,,179828.07322590819,0.74,,,0.2515663101458848,,,1500000,,0.0077826325,74,,179828.07322590819,-65.85718,40135.93834652482
,6479.7915934589,0.7,,75,0.0,38216.367697721806,,,,,,6479.7915934589,27189.493112624572,-46.07506912108145,-13.381931,100,,,,-46.07506912108145,0.0,4.815693,27189.493112624572,100,0.0,,55.88178,,212330.4872361956,0.7,,,0.202582102396764,,,1520000,,0.011983,75,,212330.4872361956,-69.26371,38216.367697721806
,8711.46334703695,0.78,,76,0.0,41021.71443379911,,,,,,8711.46334703695,39434.84125335258,-42.567166970678635,12.726369,100,,,,-42.567166970678635,0.0,4.7898707,39434.84125335258,100,0.0,,42.367043,,175326.2628508817,0.78,,,0.22087056629294044,,,1540000,,0.0074782195,76,,175326.2628508817,-29.640673,41021.71443379911
,10268.665594637385,0.73,,77,0.0,50773.9400914823,,,,,,10268.665594637385,41610.98447587701,-53.09610448340734,-26.213125,100,,,,-53.09610448340734,0.0,4.754016,41610.98447587701,100,0.0,,42.66471,,177707.120929251,0.73,,,0.31649697231428464,,,1560000,,0.012416012,77,,177707.120929251,-68.87784,50773.9400914823
,12669.87100147658,0.81,,78,0.0,54185.982786248875,,,,,,12669.87100147658,53690.23246906427,-43.02366026129769,16.722557,100,,,,-43.02366026129769,0.0,4.7045565,53690.23246906427,100,0.0,,62.662758,,181388.0230547151,0.81,,,0.3386408176153687,,,1580000,,0.009889794,78,,181388.0230547151,-45.9402,54185.982786248875
,12063.975436132769,0.85,,79,0.0,56589.69819185309,,,,,,12063.975436132769,52910.429802215025,-47.30125584307319,-8.482975,100,,,,-47.30125584307319,0.0,4.648033,52910.429802215025,100,0.0,,71.642334,,228939.84988842972,0.85,,,0.2535640702054791,,,1600000,,0.008700938,79,,228939.84988842972,-80.12531,56589.69819185309
0.0,10404.507109605216,0.8,46220.78494165692,80,0.0,52615.77751228049,10,-44.34073726152678,46220.78494165692,130445.18252666236,36473.524036820665,10404.507109605216,44177.1074467712,-51.509180281095404,-1.140525,100,36473.524036820665,36473.52403682065,130445.18252666236,-51.509180281095404,0.0,4.597396,44177.1074467712,100,0.0,8,54.06865,10,232245.30623025168,0.8,36473.52403682065,8,0.27473799995536885,0.0,0.7,1620000,0.7,0.0064858696,80,-44.34073726152678,232245.30623025168,-55.209175,52615.77751228049
,12083.285178318845,0.78,,81,0.0,57752.10570099402,,,,,,12083.285178318845,50098.893524580264,-45.793933705727284,-30.29615,100,,,,-45.793933705727284,0.0,4.569009,50098.893524580264,100,0.0,,72.13685,,244622.70881831148,0.78,,,0.3147211871049751,,,1640000,,0.009098732,81,,244622.70881831148,-102.433,57752.10570099402
,14866.540774854799,0.82,,82,0.0,58458.374675032814,,,,,,14866.540774854799,61805.09232078638,-40.844177083061815,11.8936,100,,,,-40.844177083061815,0.0,4.53231,61805.09232078638,100,0.0,,77.87475,,276781.0358751125,0.82,,,0.26821837427529527,,,1660000,,0.009053505,82,,276781.0358751125,-65.98115,58458.374675032814
,14065.261017800125,0.75,,83,0.0,64702.60875363454,,,,,,14065.261017800125,59094.67350368267,-48.866966180716695,-15.194747,100,,,,-48.866966180716695,0.0,4.5091705,59094.67350368267,100,0.0,,66.66844,,259629.70018555663,0.75,,,0.24707735280988752,,,1680000,,0.008184213,83,,259629.70018555663,-81.86319,64702.60875363454
,12470.918288725097,0.72,,84,0.0,60150.18532588195,,,,,,12470.918288725097,52740.66458736684,-42.61574163460563,-2.24895,100,,,,-42.61574163460563,0.0,4.49446,52740.66458736684,100,0.0,,62.680202,,231299.46144946368,0.72,,,0.2649120881141338,,,1700000,,0.008204892,84,,231299.46144946368,-64.92915,60150.18532588195
,10749.616506705359,0.72,,85,0.0,57887.38143497144,,,,,,10749.616506705359,45168.3846240539,-38.580807892886305,58.1338,100,,,,-38.580807892886305,0.0,4.446084,45168.3846240539,100,0.0,,67.06428,,217315.6056800779,0.72,,,0.31622660640764066,,,1720000,,0.007818127,85,,217315.6056800779,-8.930475,57887.38143497144
,15956.008645270222,0.86,,86,0.0,63671.83796295464,,,,,,15956.008645270222,65794.10276454681,-42.273816120084064,4.1930623,100,,,,-42.273816120084064,0.0,4.3986173,65794.10276454681,100,0.0,,81.4444,,233924.38208444387,0.86,,,0.2954472561052426,,,1740000,,0.008053002,86,,233924.38208444387,-77.251335,63671.83796295464
,18091.990233091972,0.9,,87,0.0,59328.19875737564,,,,,,18091.990233091972,73109.54470102621,-44.80235844003586,42.52148,100,,,,-44.80235844003586,0.0,4.3783655,73109.54470102621,100,0.0,,62.969704,,228574.0400212451,0.9,,,0.28644320434370274,,,1760000,,0.007820077,87,,228574.0400212451,-20.448225,59328.19875737564
,15347.941104163408,0.91,,88,0.0,62717.492795464,,,,,,15347.941104163408,61995.44252192215,-48.08946082592955,34.930077,100,,,,-48.08946082592955,0.0,4.3591037,61995.44252192215,100,0.0,,77.83153,,243060.86642650372,0.91,,,0.23945128016299289,,,1780000,,0.0066456436,88,,243060.86642650372,-42.90145,62717.492795464
,22941.265717774113,0.9,,89,0.0,73846.99015137988,,,,,,22941.265717774113,94058.06154763717,-44.75282794926844,-7.746475,100,,,,-44.75282794926844,0.0,4.3324976,94058.06154763717,100,0.0,,86.118164,,266075.5005466709,0.9,,,0.29503696578983085,,,1800000,,0.0067039602,89,,266075.5005466709,-93.86464,73846.99015137988
0.0,27345.8092233147,0.95,77510.11238122541,90,0.0,75737.49053284944,10,-20.680891332127153,77510.11238122541,195075.30073165134,89093.67522014533,27345.8092233147,107053.43188387317,-47.98224949647839,-19.428862,100,89093.67522014533,89093.67522014538,195075.30073165134,-47.98224949647839,0.0,4.3017807,107053.43188387317,100,0.0,9,79.38316,10,259070.96803702784,0.95,89093.67522014538,9,0.39442057297732236,0.0,1.0,1820000,1.0,0.0065252157,90,-20.680891332127153,259070.96803702784,-98.81203,75737.49053284944
,19585.44128640594,0.87,,91,0.0,68642.01677718935,,,,,,19585.44128640594,85508.99993337593,-31.364410671298234,6.67635,100,,,,-31.364410671298234,0.0,4.2439957,85508.99993337593,100,0.0,,81.36826,,264543.16262747004,0.87,,,0.2510793964742837,,,1840000,,0.008490953,91,,264543.16262747004,-74.69191,68642.01677718935
,17866.437892721,0.85,,92,0.0,72085.64910162363,,,,,,17866.437892721,74369.49786378948,-42.04683318477775,-22.715012,100,,,,-42.04683318477775,0.0,4.1911616,74369.49786378948,100,0.0,,67.82989,,266948.3608847678,0.85,,,0.2376559518657687,,,1860000,,0.009671947,92,,266948.3608847678,-90.5449,72085.64910162363
,21530.341163646568,0.92,,93,0.0,78661.67654567808,,,,,,21530.341163646568,86418.26656043614,-51.307452701681264,8.855325,100,,,,-51.307452701681264,0.0,4.152233,86418.26656043614,100,0.0,,78.59348,,277590.54861881176,0.92,,,0.30708923752720285,,,1880000,,0.008142883,93,,277590.54861881176,-69.73816,78661.67654567808
,22322.833929029322,0.91,,94,0.0,75004.06381239713,,,,,,22322.833929029322,91261.264464946,-52.38406462751796,-37.038074,100,,,,-52.38406462751796,0.0,4.1028633,91261.264464946,100,0.0,,94.388535,,295002.72921585146,0.91,,,0.2730260645063053,,,1900000,,0.009968483,94,,295002.72921585146,-131.4266,75004.06381239713
,19279.42625102333,0.84,,95,0.0,72578.59730266016,,,,,,19279.42625102333,79114.24899035288,-50.34298079034758,-41.0894,100,,,,-50.34298079034758,0.0,4.0612955,79114.24899035288,100,0.0,,76.96756,,291339.92540342617,0.84,,,0.2801205894054297,,,1920000,,0.008219012,95,,291339.92540342617,-118.05696,72578.59730266016
,19911.39843948506,0.9,,96,0.0,74745.0221408688,,,,,,19911.39843948506,78842.53977171937,-44.78532686380862,-76.56085,100,,,,-44.78532686380862,0.0,4.041001,78842.53977171937,100,0.0,,62.91487,,287125.9785267802,0.9,,,0.2607633793675811,,,1940000,,0.009309894,96,,287125.9785267802,-139.47572,74745.0221408688
,21648.896285947194,0.9,,97,0.0,72596.70230094921,,,,,,21648.896285947194,87340.22111009674,-45.83227327865532,76.62422,100,,,,-45.83227327865532,0.0,4.0177307,87340.22111009674,100,0.0,,74.81647,,266973.20577607467,0.9,,,0.27734171929665896,,,1960000,,0.0063568396,97,,266973.20577607467,1.8077563,72596.70230094921
,21005.542955314802,0.87,,98,0.0,83822.05149749662,,,,,,21005.542955314802,79827.42486280904,-50.88418772884035,-33.976063,100,,,,-50.88418772884035,0.0,4.0165167,79827.42486280904,100,0.0,,70.856155,,313005.9992678079,0.87,,,0.28827465198209135,,,1980000,,0.0077014463,98,,313005.9992678079,-104.83222,83822.05149749662
,24252.834346039286,0.85,,99,0.0,88136.91202871954,,,,,,24252.834346039286,94319.86472568983,-53.15976830020672,-17.853363,100,,,,-53.15976830020672,0.0,4.010139,94319.86472568983,100,0.0,,100.43762,,294904.47989857144,0.85,,,0.32792648397831226,,,2000000,,0.007866136,99,,294904.47989857144,-118.290985,88136.91202871954
