MetaTest/Average/AverageReturn,shelf-place-v1/NumEpisodes,MetaTest/Average/MaxReturn,TotalEnvSteps,MetaTest/shelf-place-v1/SuccessRate,Average/TerminationRate,shelf-place-v1/AverageDiscountedReturn,GaussianMLPPolicy/LossBefore,GaussianMLPPolicy/KLBefore,MetaTest/Average/Iteration,MetaTest/shelf-place-v1/MinReturn,MetaTest/Average/MinReturn,MetaTest/shelf-place-v1/AverageReturn,MetaTest/Average/AverageDiscountedReturn,Average/MinReturn,shelf-place-v1/TerminationRate,MetaTest/Average/StdReturn,Average/MaxReturn,MetaTest/shelf-place-v1/MaxReturn,MetaTest/shelf-place-v1/Iteration,Average/Iteration,shelf-place-v1/MinReturn,Average/AverageDiscountedReturn,shelf-place-v1/AverageReturn,GaussianMLPPolicy/LossAfter,shelf-place-v1/Iteration,Average/StdReturn,shelf-place-v1/StdReturn,shelf-place-v1/SuccessRate,GaussianMLPPolicy/Entropy,MetaTest/shelf-place-v1/TerminationRate,Average/SuccessRate,GaussianMLPPolicy/dLoss,Average/AverageReturn,Iteration,MetaTest/shelf-place-v1/StdReturn,MetaTest/shelf-place-v1/NumEpisodes,shelf-place-v1/MaxReturn,Average/NumEpisodes,MetaTest/Average/SuccessRate,MetaTest/shelf-place-v1/AverageDiscountedReturn,MetaTest/Average/NumEpisodes,MetaTest/Average/TerminationRate,GaussianMLPPolicy/KLAfter
-21.50823967911122,200,-21.50823967911122,7520000,0.0,0.0,-8.479294935917105,-0.0017203639727085829,0.0,93,-21.50823967911122,-21.50823967911122,-21.50823967911122,-21.508239679111195,-23.99945697571641,0.0,0.0,-15.510292234698987,-21.50823967911122,93,93,-23.99945697571641,-8.479294935917105,-19.03783822080638,-0.0033718992490321398,93,1.7524095462667386,1.7524095462667386,0.0,5.014468193054199,0.0,0.0,0.001651535276323557,-19.03783822080638,93,0.0,1,-15.510292234698987,200,0.0,-21.508239679111195,1,0.0,0.007129155099391937
-18.23521228158238,200,-18.23521228158238,7600000,0.0,0.0,-8.955583820016308,-0.00483988830819726,0.0,94,-18.23521228158238,-18.23521228158238,-18.23521228158238,-18.235212281582374,-48.8863670302945,0.0,0.0,-12.378938447504412,-18.23521228158238,94,94,-48.8863670302945,-8.955583820016308,-20.453610595823374,-0.00656086066737771,94,5.320500974039283,5.320500974039283,0.0,4.981277942657471,0.0,0.0,0.0017209723591804504,-20.453610595823374,94,0.0,1,-12.378938447504412,200,0.0,-18.235212281582374,1,0.0,0.006440442055463791
-18.627684582809287,200,-18.627684582809287,7680000,0.0,0.0,-8.860290343698022,-0.005808793008327484,0.0,95,-18.627684582809287,-18.627684582809287,-18.627684582809287,-18.62768458280929,-47.851162041512595,0.0,0.0,-15.703877929732297,-18.627684582809287,95,95,-47.851162041512595,-8.860290343698022,-20.109814977916923,-0.0086439847946167,95,4.485705808357348,4.485705808357348,0.0,4.921878337860107,0.0,0.0,0.002835191786289215,-20.109814977916923,95,0.0,1,-15.703877929732297,200,0.0,-18.62768458280929,1,0.0,0.00970629695802927
-21.58840665481001,200,-21.58840665481001,7760000,0.0,0.0,-8.662071662697315,0.001648936653509736,0.0,96,-21.58840665481001,-21.58840665481001,-21.58840665481001,-21.588406654810026,-34.97223460055855,0.0,0.0,-15.38325470147515,-21.58840665481001,96,96,-34.97223460055855,-8.662071662697315,-19.495244924668793,-0.0007759844302199781,96,2.3205845983226605,2.3205845983226605,0.0,4.931699275970459,0.0,0.0,0.002424921083729714,-19.495244924668793,96,0.0,1,-15.38325470147515,200,0.0,-21.588406654810026,1,0.0,0.009180078282952309
-18.255127287354366,200,-18.255127287354366,7840000,0.0,0.0,-8.77395327195753,-0.0013332540402188897,0.0,97,-18.255127287354366,-18.255127287354366,-18.255127287354366,-18.255127287354373,-37.559322260410454,0.0,0.0,-16.437374626472675,-18.255127287354366,97,97,-37.559322260410454,-8.77395327195753,-19.70155753249739,-0.0028118828777223825,97,2.9086722626014034,2.9086722626014034,0.0,4.931949138641357,0.0,0.0,0.0014786288375034928,-19.70155753249739,97,0.0,1,-16.437374626472675,200,0.0,-18.255127287354373,1,0.0,0.009967168793082237
-19.618016593852516,200,-19.618016593852516,7920000,0.0,0.0,-8.614918473619927,-0.0021024306770414114,0.0,98,-19.618016593852516,-19.618016593852516,-19.618016593852516,-19.6180165938525,-25.292720124822775,0.0,0.0,-16.201454635475283,-19.618016593852516,98,98,-25.292720124822775,-8.614918473619927,-19.46297666378074,-0.0037610321305692196,98,1.6156157012640797,1.6156157012640797,0.0,4.9159159660339355,0.0,0.0,0.0016586014535278082,-19.46297666378074,98,0.0,1,-16.201454635475283,200,0.0,-19.6180165938525,1,0.0,0.009606475941836834
-20.191502746799678,200,-20.191502746799678,8000000,0.0,0.0,-9.03469615993309,-0.0003796295204665512,0.0,99,-20.191502746799678,-20.191502746799678,-20.191502746799678,-20.19150274679966,-39.99174841632938,0.0,0.0,-14.97842886076148,-20.191502746799678,99,99,-39.99174841632938,-9.03469615993309,-20.425117666446962,-0.0017184291500598192,99,4.689270136491093,4.689270136491093,0.0,4.915562629699707,0.0,0.0,0.001338799629593268,-20.425117666446962,99,0.0,1,-14.97842886076148,200,0.0,-20.19150274679966,1,0.0,0.0069061750546097755
-16.94712299683251,200,-16.94712299683251,8080000,0.0,0.0,-8.832101234538042,-0.0025371124502271414,0.0,100,-16.94712299683251,-16.94712299683251,-16.94712299683251,-16.94712299683251,-42.798836737448084,0.0,0.0,-15.723304916348749,-16.94712299683251,100,100,-42.798836737448084,-8.832101234538042,-19.905036798658397,-0.004345084074884653,100,3.564818823464437,3.564818823464437,0.0,4.89923095703125,0.0,0.0,0.0018079716246575117,-19.905036798658397,100,0.0,1,-15.723304916348749,200,0.0,-16.94712299683251,1,0.0,0.0068489015102386475
-18.80309130046297,200,-18.80309130046297,8160000,0.0,0.0,-8.389793990860294,-0.00105368928052485,0.0,101,-18.80309130046297,-18.80309130046297,-18.80309130046297,-18.80309130046298,-37.439593850058955,0.0,0.0,-13.721293963702712,-18.80309130046297,101,101,-37.439593850058955,-8.389793990860294,-18.97453321215343,-0.0021997501607984304,101,2.2170758307187883,2.2170758307187883,0.0,4.902584552764893,0.0,0.0,0.0011460608802735806,-18.97453321215343,101,0.0,1,-13.721293963702712,200,0.0,-18.80309130046298,1,0.0,0.009909449145197868
-20.05367035353479,200,-20.05367035353479,8240000,0.0,0.0,-8.621020972306603,-0.0026402317453175783,0.0,102,-20.05367035353479,-20.05367035353479,-20.05367035353479,-20.053670353534798,-36.41912366552474,0.0,0.0,-15.94430718466264,-20.05367035353479,102,102,-36.41912366552474,-8.621020972306603,-19.537208024697197,-0.004716590046882629,102,3.3845505281743558,3.3845505281743558,0.0,4.890151500701904,0.0,0.0,0.002076358301565051,-19.537208024697197,102,0.0,1,-15.94430718466264,200,0.0,-20.053670353534798,1,0.0,0.00687868008390069
-18.88630825953517,200,-18.88630825953517,8320000,0.0,0.0,-8.623586689032724,-0.0027489468920975924,0.0,103,-18.88630825953517,-18.88630825953517,-18.88630825953517,-18.88630825953517,-41.75618042872651,0.0,0.0,-13.842148510731553,-18.88630825953517,103,103,-41.75618042872651,-8.623586689032724,-19.535590324923053,-0.004674385767430067,103,3.5058197509547178,3.5058197509547178,0.0,4.881174564361572,0.0,0.0,0.0019254388753324747,-19.535590324923053,103,0.0,1,-13.842148510731553,200,0.0,-18.88630825953517,1,0.0,0.0066047487780451775
-17.984244271619023,200,-17.984244271619023,8400000,0.0,0.0,-8.934342494406483,0.004277749918401241,0.0,104,-17.984244271619023,-17.984244271619023,-17.984244271619023,-17.984244271619023,-38.80018037508039,0.0,0.0,-16.170221127563273,-17.984244271619023,104,104,-38.80018037508039,-8.934342494406483,-20.013459972149967,0.0028523223008960485,104,3.920778059112156,3.920778059112156,0.0,4.942109107971191,0.0,0.0,0.0014254276175051928,-20.013459972149967,104,0.0,1,-16.170221127563273,200,0.0,-17.984244271619023,1,0.0,0.006404045969247818
-19.571285907767823,200,-19.571285907767823,8480000,0.0,0.0,-8.473908110414074,-0.004929238464683294,0.0,105,-19.571285907767823,-19.571285907767823,-19.571285907767823,-19.571285907767823,-38.81505833218722,0.0,0.0,-16.388346274140737,-19.571285907767823,105,105,-38.81505833218722,-8.473908110414074,-19.11586028738553,-0.006688109133392572,105,2.7479694969345325,2.7479694969345325,0.0,4.8844475746154785,0.0,0.0,0.001758870668709278,-19.11586028738553,105,0.0,1,-16.388346274140737,200,0.0,-19.571285907767823,1,0.0,0.00994669459760189
-20.15372211655399,200,-20.15372211655399,8560000,0.0,0.0,-8.900827310974591,-0.002535400213673711,0.0,106,-20.15372211655399,-20.15372211655399,-20.15372211655399,-20.15372211655399,-44.76413623015396,0.0,0.0,-14.430744684258526,-20.15372211655399,106,106,-44.76413623015396,-8.900827310974591,-20.249532706771838,-0.004403879400342703,106,4.612812378732319,4.612812378732319,0.0,4.844677448272705,0.0,0.0,0.001868479186668992,-20.249532706771838,106,0.0,1,-14.430744684258526,200,0.0,-20.15372211655399,1,0.0,0.0098031684756279
-18.46851052826369,200,-18.46851052826369,8640000,0.0,0.0,-8.376505366443116,0.000315782061079517,0.0,107,-18.46851052826369,-18.46851052826369,-18.46851052826369,-18.468510528263703,-41.61202694736758,0.0,0.0,-16.081167515045923,-18.46851052826369,107,107,-41.61202694736758,-8.376505366443116,-18.813457516616822,-0.0011721077607944608,107,2.716494831286703,2.716494831286703,0.0,4.867508888244629,0.0,0.0,0.0014878898218739778,-18.813457516616822,107,0.0,1,-16.081167515045923,200,0.0,-18.468510528263703,1,0.0,0.006738955620676279
-27.501937917945103,200,-27.501937917945103,8720000,0.0,0.0,-8.90570174925066,0.0008704341016709805,0.0,108,-27.501937917945103,-27.501937917945103,-27.501937917945103,-27.50193791794511,-41.350606235823655,0.0,0.0,-14.103140230012443,-27.501937917945103,108,108,-41.350606235823655,-8.90570174925066,-20.074358819640064,-0.0013450613478198647,108,4.355564472486779,4.355564472486779,0.0,4.882056713104248,0.0,0.0,0.002215495449490845,-20.074358819640064,108,0.0,1,-14.103140230012443,200,0.0,-27.50193791794511,1,0.0,0.00890357792377472
-18.40036298800878,200,-18.40036298800878,8800000,0.0,0.0,-8.275946591250078,-0.007389521691948175,0.0,109,-18.40036298800878,-18.40036298800878,-18.40036298800878,-18.400362988008798,-29.181294168560964,0.0,0.0,-15.962891243994967,-18.40036298800878,109,109,-29.181294168560964,-8.275946591250078,-18.582908806968568,-0.00899871438741684,109,1.423759190360351,1.423759190360351,0.0,4.819869041442871,0.0,0.0,0.0016091926954686642,-18.582908806968568,109,0.0,1,-15.962891243994967,200,0.0,-18.400362988008798,1,0.0,0.006715558469295502
-18.23058774401746,200,-18.23058774401746,8880000,0.0,0.0,-8.836864993422125,-0.0006430238718166947,0.0,110,-18.23058774401746,-18.23058774401746,-18.23058774401746,-18.23058774401747,-41.441414147659856,0.0,0.0,-12.49752535601663,-18.23058774401746,110,110,-41.441414147659856,-8.836864993422125,-20.072211378992524,-0.0022779093123972416,110,5.1157127559473095,5.1157127559473095,0.0,4.8271379470825195,0.0,0.0,0.0016348854405805469,-20.072211378992524,110,0.0,1,-12.49752535601663,200,0.0,-18.23058774401747,1,0.0,0.009394560940563679
-16.247412520598886,200,-16.247412520598886,8960000,0.0,0.0,-8.311616945256324,-0.001086461590602994,0.0,111,-16.247412520598886,-16.247412520598886,-16.247412520598886,-16.24741252059887,-36.79995992518569,0.0,0.0,-15.79057175880691,-16.247412520598886,111,111,-36.79995992518569,-8.311616945256324,-18.784874617862144,-0.004273376427590847,111,2.7107888473873176,2.7107888473873176,0.0,4.813766956329346,0.0,0.0,0.003186914836987853,-18.784874617862144,111,0.0,1,-15.79057175880691,200,0.0,-16.24741252059887,1,0.0,0.009283216670155525
-21.45966786583085,200,-21.45966786583085,9040000,0.0,0.0,-8.241095821981261,-0.008259532041847706,0.0,112,-21.45966786583085,-21.45966786583085,-21.45966786583085,-21.45966786583085,-21.78751134426624,0.0,0.0,-16.28328988991286,-21.45966786583085,112,112,-21.78751134426624,-8.241095821981261,-18.576743931237118,-0.010180727578699589,112,1.057704452302411,1.057704452302411,0.0,4.742485046386719,0.0,0.0,0.001921195536851883,-18.576743931237118,112,0.0,1,-16.28328988991286,200,0.0,-21.45966786583085,1,0.0,0.007670166902244091
-18.56230071909922,200,-18.56230071909922,9120000,0.0,0.0,-8.42098135090615,-0.00823832955211401,0.0,113,-18.56230071909922,-18.56230071909922,-18.56230071909922,-18.56230071909922,-36.765874003219544,0.0,0.0,-14.08181127535368,-18.56230071909922,113,113,-36.765874003219544,-8.42098135090615,-18.94474859996852,-0.010444783605635166,113,3.10077209602585,3.10077209602585,0.0,4.661774635314941,0.0,0.0,0.0022064540535211563,-18.94474859996852,113,0.0,1,-14.08181127535368,200,0.0,-18.56230071909922,1,0.0,0.007096345070749521
-23.093729820626535,200,-23.093729820626535,9200000,0.0,0.0,-8.424795538126109,-0.0010404633358120918,0.0,114,-23.093729820626535,-23.093729820626535,-23.093729820626535,-23.09372982062652,-36.687880095144024,0.0,0.0,-15.761367840570266,-23.093729820626535,114,114,-36.687880095144024,-8.424795538126109,-18.860830214227395,-0.002781262155622244,114,3.232167943456891,3.232167943456891,0.0,4.669600486755371,0.0,0.0,0.001740798819810152,-18.860830214227395,114,0.0,1,-15.761367840570266,200,0.0,-23.09372982062652,1,0.0,0.006691285874694586
-18.241924521566983,200,-18.241924521566983,9280000,0.0,0.0,-8.389526667322489,-0.0018019689014181495,0.0,115,-18.241924521566983,-18.241924521566983,-18.241924521566983,-18.241924521566965,-34.589792567115644,0.0,0.0,-15.41685551027387,-18.241924521566983,115,115,-34.589792567115644,-8.389526667322489,-18.723624994285927,-0.004620411898940802,115,2.3645295684717134,2.3645295684717134,0.0,4.653015613555908,0.0,0.0,0.002818442997522652,-18.723624994285927,115,0.0,1,-15.41685551027387,200,0.0,-18.241924521566965,1,0.0,0.009353244677186012
-19.647029500692707,200,-19.647029500692707,9360000,0.0,0.0,-8.408913087618712,-0.0010984480613842607,0.0,116,-19.647029500692707,-19.647029500692707,-19.647029500692707,-19.647029500692707,-50.84932713912059,0.0,0.0,-13.75581630847466,-19.647029500692707,116,116,-50.84932713912059,-8.408913087618712,-19.12269670512795,-0.003630546387284994,116,4.7104374274498095,4.7104374274498095,0.0,4.6240410804748535,0.0,0.0,0.0025320983259007335,-19.12269670512795,116,0.0,1,-13.75581630847466,200,0.0,-19.647029500692707,1,0.0,0.009539992548525333
-17.7932761536021,200,-17.7932761536021,9440000,0.0,0.0,-8.223578428261582,-0.004629774484783411,0.0,117,-17.7932761536021,-17.7932761536021,-17.7932761536021,-17.7932761536021,-31.332103473607177,0.0,0.0,-16.284568922347933,-17.7932761536021,117,117,-31.332103473607177,-8.223578428261582,-18.506629453243107,-0.00700537720695138,117,1.5760541809804312,1.5760541809804312,0.0,4.5774312019348145,0.0,0.0,0.0023756027221679688,-18.506629453243107,117,0.0,1,-16.284568922347933,200,0.0,-17.7932761536021,1,0.0,0.009646985679864883
-19.95040339255665,200,-19.95040339255665,9520000,0.0,0.0,-8.251998774420862,-0.002833092585206032,0.0,118,-19.95040339255665,-19.95040339255665,-19.95040339255665,-19.950403392556645,-33.885254548991476,0.0,0.0,-14.490830841181227,-19.95040339255665,118,118,-33.885254548991476,-8.251998774420862,-18.511901293674267,-0.005079628899693489,118,1.9737344290453698,1.9737344290453698,0.0,4.556705951690674,0.0,0.0,0.0022465363144874573,-18.511901293674267,118,0.0,1,-14.490830841181227,200,0.0,-19.950403392556645,1,0.0,0.006812314502894878
-20.09460074054975,200,-20.09460074054975,9600000,0.0,0.0,-8.629619826136992,-0.0016497073229402304,0.0,119,-20.09460074054975,-20.09460074054975,-20.09460074054975,-20.094600740549758,-37.2572042831095,0.0,0.0,-13.030479207677459,-20.09460074054975,119,119,-37.2572042831095,-8.629619826136992,-19.322454027124262,-0.0031840719748288393,119,2.7440514196266323,2.7440514196266323,0.0,4.508271217346191,0.0,0.0,0.001534364651888609,-19.322454027124262,119,0.0,1,-13.030479207677459,200,0.0,-20.094600740549758,1,0.0,0.00996231846511364
-19.500903499697333,200,-19.500903499697333,9680000,0.0,0.0,-8.13268299406066,-0.005415382329374552,0.0,120,-19.500903499697333,-19.500903499697333,-19.500903499697333,-19.500903499697337,-22.931150286564858,0.0,0.0,-16.000753833972624,-19.500903499697333,120,120,-22.931150286564858,-8.13268299406066,-18.281957431698498,-0.007306572049856186,120,1.0194013889643763,1.0194013889643763,0.0,4.447120189666748,0.0,0.0,0.0018911897204816341,-18.281957431698498,120,0.0,1,-16.000753833972624,200,0.0,-19.500903499697337,1,0.0,0.009911784902215004
-15.119180793450603,200,-15.119180793450603,9760000,0.0,0.0,-8.571462710578178,-0.0017048862064257264,0.0,121,-15.119180793450603,-15.119180793450603,-15.119180793450603,-15.119180793450598,-37.00620460389303,0.0,0.0,-13.813379025220984,-15.119180793450603,121,121,-37.00620460389303,-8.571462710578178,-19.32986350944242,-0.004167546983808279,121,3.846895778786174,3.846895778786174,0.0,4.443691253662109,0.0,0.0,0.0024626607773825526,-19.32986350944242,121,0.0,1,-13.813379025220984,200,0.0,-15.119180793450598,1,0.0,0.009784774854779243
-17.35002469051324,200,-17.35002469051324,9840000,0.0,0.0,-8.407717170274646,0.0021678213961422443,0.0,122,-17.35002469051324,-17.35002469051324,-17.35002469051324,-17.350024690513244,-36.746039496777684,0.0,0.0,-14.543508604807423,-17.35002469051324,122,122,-36.746039496777684,-8.407717170274646,-18.983511833968898,0.00037250405875965953,122,3.4338025040371116,3.4338025040371116,0.0,4.48262357711792,0.0,0.0,0.0017953173373825848,-18.983511833968898,122,0.0,1,-14.543508604807423,200,0.0,-17.350024690513244,1,0.0,0.009518482722342014
-20.033571557516105,200,-20.033571557516105,9920000,0.0,0.0,-8.444395846199274,0.0015107514336705208,0.0,123,-20.033571557516105,-20.033571557516105,-20.033571557516105,-20.03357155751611,-36.7691338583543,0.0,0.0,-13.030020387728316,-20.033571557516105,123,123,-36.7691338583543,-8.444395846199274,-19.00899833150392,0.0003676816413644701,123,3.20571007117323,3.20571007117323,0.0,4.5439982414245605,0.0,0.0,0.0011430697923060507,-19.00899833150392,123,0.0,1,-13.030020387728316,200,0.0,-20.03357155751611,1,0.0,0.009940840303897858
-18.43665278204973,200,-18.43665278204973,10000000,0.0,0.0,-8.696373294043983,-0.004177701659500599,0.0,124,-18.43665278204973,-18.43665278204973,-18.43665278204973,-18.436652782049734,-36.176099580106055,0.0,0.0,-15.694714890949658,-18.43665278204973,124,124,-36.176099580106055,-8.696373294043983,-19.671868766481154,-0.0061893402598798275,124,3.8527504220994553,3.8527504220994553,0.0,4.51027250289917,0.0,0.0,0.0020116386003792286,-19.671868766481154,124,0.0,1,-15.694714890949658,200,0.0,-18.436652782049734,1,0.0,0.006862284149974585
-17.995295469977147,200,-17.995295469977147,10080000,0.0,0.0,-8.005044558259591,-0.0020210822112858295,0.0,125,-17.995295469977147,-17.995295469977147,-17.995295469977147,-17.995295469977172,-31.686151623446253,0.0,0.0,-14.71870232458771,-17.995295469977147,125,125,-31.686151623446253,-8.005044558259591,-18.014354243056843,-0.0038829855620861053,125,1.4175081650752375,1.4175081650752375,0.0,4.487666606903076,0.0,0.0,0.0018619033508002758,-18.014354243056843,125,0.0,1,-14.71870232458771,200,0.0,-17.995295469977172,1,0.0,0.006767247803509235
-19.04041847954856,200,-19.04041847954856,10160000,0.0,0.0,-8.533981948966153,-0.0017906015273183584,0.0,126,-19.04041847954856,-19.04041847954856,-19.04041847954856,-19.040418479548556,-36.64605502867661,0.0,0.0,-15.456101399089532,-19.04041847954856,126,126,-36.64605502867661,-8.533981948966153,-19.207938124037188,-0.004440290853381157,126,3.7548441684948206,3.7548441684948206,0.0,4.457447052001953,0.0,0.0,0.0026496893260627985,-19.207938124037188,126,0.0,1,-15.456101399089532,200,0.0,-19.040418479548556,1,0.0,0.009712682105600834
-22.363581978330387,200,-22.363581978330387,10240000,0.0,0.0,-8.494435226535126,-0.0003350172773934901,0.0,127,-22.363581978330387,-22.363581978330387,-22.363581978330387,-22.363581978330384,-36.985381811845016,0.0,0.0,-13.101045172810851,-22.363581978330387,127,127,-36.985381811845016,-8.494435226535126,-19.203752952411154,-0.002496258821338415,127,3.656970335509982,3.656970335509982,0.0,4.447921276092529,0.0,0.0,0.002161241543944925,-19.203752952411154,127,0.0,1,-13.101045172810851,200,0.0,-22.363581978330384,1,0.0,0.008052493445575237
-20.680486770605533,200,-20.680486770605533,10320000,0.0,0.0,-8.56569616450218,0.0019766567274928093,0.0,128,-20.680486770605533,-20.680486770605533,-20.680486770605533,-20.68048677060554,-38.6782033739271,0.0,0.0,-15.130317774942657,-20.680486770605533,128,128,-38.6782033739271,-8.56569616450218,-19.32620282142857,0.0006317783263511956,128,3.604183603567813,3.604183603567813,0.0,4.518256664276123,0.0,0.0,0.0013448784011416137,-19.32620282142857,128,0.0,1,-15.130317774942657,200,0.0,-20.68048677060554,1,0.0,0.009170524775981903
-17.451884653161986,200,-17.451884653161986,10400000,0.0,0.0,-8.325262016338044,-0.0033280339557677507,0.0,129,-17.451884653161986,-17.451884653161986,-17.451884653161986,-17.451884653161986,-33.74708425145849,0.0,0.0,-13.570017691187303,-17.451884653161986,129,129,-33.74708425145849,-8.325262016338044,-18.74384043225086,-0.005082042887806892,129,1.7130123305215603,1.7130123305215603,0.0,4.50547456741333,0.0,0.0,0.0017540089320391417,-18.74384043225086,129,0.0,1,-13.570017691187303,200,0.0,-17.451884653161986,1,0.0,0.007164409849792719
-19.60876113355202,200,-19.60876113355202,10480000,0.0,0.0,-8.659921871140968,0.002527537290006876,0.0,130,-19.60876113355202,-19.60876113355202,-19.60876113355202,-19.60876113355204,-36.489925594688835,0.0,0.0,-15.058503587326435,-19.60876113355202,130,130,-36.489925594688835,-8.659921871140968,-19.602835847450255,0.0011446492280811071,130,3.628441383335137,3.628441383335137,0.0,4.559353351593018,0.0,0.0,0.0013828880619257689,-19.602835847450255,130,0.0,1,-15.058503587326435,200,0.0,-19.60876113355204,1,0.0,0.0067313178442418575
-18.70539025324689,200,-18.70539025324689,10560000,0.0,0.0,-8.604387454944874,-0.004849529825150967,0.0,131,-18.70539025324689,-18.70539025324689,-18.70539025324689,-18.705390253246883,-35.81541511752634,0.0,0.0,-16.40236795810067,-18.70539025324689,131,131,-35.81541511752634,-8.604387454944874,-19.37973770602086,-0.006810564547777176,131,3.86886334216059,3.86886334216059,0.0,4.520847320556641,0.0,0.0,0.0019610347226262093,-19.37973770602086,131,0.0,1,-16.40236795810067,200,0.0,-18.705390253246883,1,0.0,0.006389764603227377
-20.181663280081185,200,-20.181663280081185,10640000,0.0,0.0,-8.391606209208284,0.0008433873881585896,0.0,132,-20.181663280081185,-20.181663280081185,-20.181663280081185,-20.18166328008117,-36.562713708041684,0.0,0.0,-15.692220531602418,-20.181663280081185,132,132,-36.562713708041684,-8.391606209208284,-18.90741808142683,-0.0005741649074479938,132,3.533118199540283,3.533118199540283,0.0,4.532524585723877,0.0,0.0,0.0014175522956065834,-18.90741808142683,132,0.0,1,-15.692220531602418,200,0.0,-20.18166328008117,1,0.0,0.006444863975048065
-18.054001837246023,200,-18.054001837246023,10720000,0.0,0.0,-8.189811063939612,-0.0035944352857768536,0.0,133,-18.054001837246023,-18.054001837246023,-18.054001837246023,-18.054001837246012,-28.67561281962666,0.0,0.0,-13.628161090288492,-18.054001837246023,133,133,-28.67561281962666,-8.189811063939612,-18.470891546697914,-0.005209085997194052,133,1.7174019463816366,1.7174019463816366,0.0,4.4966888427734375,0.0,0.0,0.0016146507114171982,-18.470891546697914,133,0.0,1,-13.628161090288492,200,0.0,-18.054001837246012,1,0.0,0.006574313156306744
-13.200805852180176,200,-13.200805852180176,10800000,0.0,0.0,-8.847791387519942,0.0007531720912083983,0.0,134,-13.200805852180176,-13.200805852180176,-13.200805852180176,-13.200805852180178,-35.919139302677266,0.0,0.0,-16.32948594569653,-13.200805852180176,134,134,-35.919139302677266,-8.847791387519942,-19.93470505237672,-0.0016802337486296892,134,4.665159417054241,4.665159417054241,0.0,4.509959697723389,0.0,0.0,0.0024334058398380876,-19.93470505237672,134,0.0,1,-16.32948594569653,200,0.0,-13.200805852180178,1,0.0,0.009934674948453903
-17.99734399695204,200,-17.99734399695204,10880000,0.0,0.0,-8.598769710611013,-0.008665516041219234,0.0,135,-17.99734399695204,-17.99734399695204,-17.99734399695204,-17.997343996952008,-37.24802888304995,0.0,0.0,-15.826682630822772,-17.99734399695204,135,135,-37.24802888304995,-8.598769710611013,-19.20063900642676,-0.01038264762610197,135,3.652206830107908,3.652206830107908,0.0,4.444540977478027,0.0,0.0,0.0017171315848827362,-19.20063900642676,135,0.0,1,-15.826682630822772,200,0.0,-17.997343996952008,1,0.0,0.006510482635349035
-17.209444862102032,200,-17.209444862102032,10960000,0.0,0.0,-8.316816874115744,-0.007574970368295908,0.0,136,-17.209444862102032,-17.209444862102032,-17.209444862102032,-17.209444862102025,-36.81912329592579,0.0,0.0,-15.82148929031592,-17.209444862102032,136,136,-36.81912329592579,-8.316816874115744,-18.66331057042112,-0.00936269760131836,136,3.297487887898149,3.297487887898149,0.0,4.386756896972656,0.0,0.0,0.0017877272330224514,-18.66331057042112,136,0.0,1,-15.82148929031592,200,0.0,-17.209444862102025,1,0.0,0.0065912953577935696
-20.863491621119188,200,-20.863491621119188,11040000,0.0,0.0,-8.122115358659148,-0.0023378203622996807,0.0,137,-20.863491621119188,-20.863491621119188,-20.863491621119188,-20.8634916211192,-33.23399953437563,0.0,0.0,-13.771325191833698,-20.863491621119188,137,137,-33.23399953437563,-8.122115358659148,-18.310761445386873,-0.004163910169154406,137,2.247273041458204,2.247273041458204,0.0,4.35368013381958,0.0,0.0,0.0018260898068547249,-18.310761445386873,137,0.0,1,-13.771325191833698,200,0.0,-20.8634916211192,1,0.0,0.008182020857930183
-17.47220497233554,200,-17.47220497233554,11120000,0.0,0.0,-8.176541224438811,0.0007435240549966693,0.0,138,-17.47220497233554,-17.47220497233554,-17.47220497233554,-17.472204972335525,-23.746183264221358,0.0,0.0,-15.432002440265043,-17.47220497233554,138,138,-23.746183264221358,-8.176541224438811,-18.333721099486187,-0.001007265062071383,138,1.5755007647961186,1.5755007647961186,0.0,4.371722221374512,0.0,0.0,0.0017507891170680523,-18.333721099486187,138,0.0,1,-15.432002440265043,200,0.0,-17.472204972335525,1,0.0,0.0067860521376132965
-16.367496484682704,200,-16.367496484682704,11200000,0.0,0.0,-8.390700684018224,-0.0033282809890806675,0.0,139,-16.367496484682704,-16.367496484682704,-16.367496484682704,-16.367496484682707,-36.591886295253005,0.0,0.0,-15.298031725413326,-16.367496484682704,139,139,-36.591886295253005,-8.390700684018224,-18.84648364891784,-0.004943191073834896,139,3.545981607735249,3.545981607735249,0.0,4.3555827140808105,0.0,0.0,0.0016149100847542286,-18.84648364891784,139,0.0,1,-15.298031725413326,200,0.0,-16.367496484682707,1,0.0,0.009558940306305885
-19.99554910378722,200,-19.99554910378722,11280000,0.0,0.0,-8.752129609314034,0.0012501977616921067,0.0,140,-19.99554910378722,-19.99554910378722,-19.99554910378722,-19.99554910378723,-38.21240211067617,0.0,0.0,-15.781618960617442,-19.99554910378722,140,140,-38.21240211067617,-8.752129609314034,-19.737570251480914,-0.00046256528003141284,140,4.944614039604734,4.944614039604734,0.0,4.3552775382995605,0.0,0.0,0.0017127630417235196,-19.737570251480914,140,0.0,1,-15.781618960617442,200,0.0,-19.99554910378723,1,0.0,0.009295133873820305
