pick-place-v1/NumEpisodes,pick-place-v1/StdReturn,pick-place-v1/AverageReturn,MetaTest/Average/NumEpisodes,policy/LossBefore,MetaTest/pick-place-v1/SuccessRate,MetaTest/pick-place-v1/AverageDiscountedReturn,pick-place-v1/AverageDiscountedReturn,policy/KL,Average/Iteration,Average/SuccessRate,MetaTest/pick-place-v1/TerminationRate,pick-place-v1/Iteration,policy/LossAfter,Average/TerminationRate,Average/MinReturn,policy/Entropy,TotalEnvSteps,MetaTest/Average/TerminationRate,MetaTest/Average/AverageReturn,Average/NumEpisodes,Average/MaxReturn,MetaTest/pick-place-v1/MinReturn,Average/AverageReturn,MetaTest/Average/Iteration,MetaTest/Average/AverageDiscountedReturn,MetaTest/pick-place-v1/Iteration,LinearFeatureBaseline/ExplainedVariance,MetaTest/Average/SuccessRate,pick-place-v1/TerminationRate,MetaTest/Average/MaxReturn,pick-place-v1/MaxReturn,MetaTest/pick-place-v1/AverageReturn,Average/StdReturn,pick-place-v1/SuccessRate,MetaTest/Average/MinReturn,MetaTest/pick-place-v1/MaxReturn,Average/AverageDiscountedReturn,pick-place-v1/MinReturn,MetaTest/pick-place-v1/NumEpisodes,policy/dLoss,MetaTest/pick-place-v1/StdReturn,MetaTest/Average/StdReturn,policy/KLBefore
100,1.6387322113937928,-19.167684773660756,,-0.0009502613,,,-8.989310304416236,0.024988377,66,0.0,,66,0.010214015,0.0,-24.32917606287831,4.6862264,1340000,,,100,-16.111463018855392,,-19.167684773660756,,,,0.4453245479641116,,0.0,,-16.111463018855392,,1.6387322113937928,0.0,,,-8.989310304416236,-24.32917606287831,,-0.011164276,,,0.0
100,1.9350334819256099,-20.672335689796096,,-0.0015298236,,,-9.679552171095128,0.02143191,67,0.0,,67,0.0016472221,0.0,-26.826964677899376,4.675217,1360000,,,100,-17.217405889484844,,-20.672335689796096,,,,0.37836671159377944,,0.0,,-17.217405889484844,,1.9350334819256099,0.0,,,-9.679552171095128,-26.826964677899376,,-0.0031770458,,,0.0
100,2.1478678714648254,-20.98779423325215,,-0.0018280132,,,-9.718188992131452,0.007507973,68,0.0,,68,-0.0010577675,0.0,-27.221984282993503,4.664124,1380000,,,100,-16.878864892563353,,-20.98779423325215,,,,0.4521177349343515,,0.0,,-16.878864892563353,,2.1478678714648254,0.0,,,-9.718188992131452,-27.221984282993503,,-0.0007702457,,,0.0
100,2.070056321337623,-20.1276723710787,,0.0007601105,,,-9.322197901581147,0.010125512,69,0.0,,69,0.004421895,0.0,-28.99253560100107,4.6459646,1400000,,,100,-16.285402973258893,,-20.1276723710787,,,,0.4359665449756488,,0.0,,-16.285402973258893,,2.070056321337623,0.0,,,-9.322197901581147,-28.99253560100107,,-0.0036617843,,,0.0
100,2.166922231442372,-20.02295852201279,10,0.00045156022,0.0,-19.43551413989797,-9.433578724320988,0.004808406,70,0.0,0.0,70,0.0049696676,0.0,-29.512913919616334,4.626221,1420000,0.0,-19.43551413989798,100,-16.94352480233518,-22.380311351035843,-20.02295852201279,7,-19.43551413989797,7,0.3664173365592218,0.0,0.0,-17.443914288912755,-16.94352480233518,-19.43551413989798,2.166922231442372,0.0,-22.380311351035843,-17.443914288912755,-9.433578724320988,-29.512913919616334,10,-0.0045181075,1.41644877452723,1.41644877452723,0.0
100,1.5066633731853352,-19.450640076376825,,-0.0015193718,,,-9.212465341773731,0.0061057145,71,0.0,,71,0.0019264816,0.0,-23.494446511617337,4.6098094,1440000,,,100,-15.90852056369963,,-19.450640076376825,,,,0.24877508749897415,,0.0,,-15.90852056369963,,1.5066633731853352,0.0,,,-9.212465341773731,-23.494446511617337,,-0.0034458535,,,0.0
100,1.508260712248678,-19.123509226787267,,0.0003890915,,,-9.095752197647831,0.007004811,72,0.0,,72,0.0027345542,0.0,-23.938955691681183,4.595752,1460000,,,100,-16.151650581096604,,-19.123509226787267,,,,0.3821012413689481,,0.0,,-16.151650581096604,,1.508260712248678,0.0,,,-9.095752197647831,-23.938955691681183,,-0.0023454628,,,0.0
100,1.2133005795464311,-18.309507097749307,,0.0011453596,,,-8.559359491546232,0.0082509555,73,0.0,,73,0.0053372285,0.0,-24.067808059971163,4.581815,1480000,,,100,-15.866268310340633,,-18.309507097749307,,,,0.21781558622781017,,0.0,,-15.866268310340633,,1.2133005795464311,0.0,,,-8.559359491546232,-24.067808059971163,,-0.004191869,,,0.0
100,1.3388275930588245,-18.77947167550608,,0.0007250989,,,-8.803116636550136,0.00434343,74,0.0,,74,0.003591462,0.0,-23.236093175955347,4.568573,1500000,,,100,-16.22774277395734,,-18.77947167550608,,,,0.3449255234467046,,0.0,,-16.22774277395734,,1.3388275930588245,0.0,,,-8.803116636550136,-23.236093175955347,,-0.0028663632,,,0.0
100,1.4650416009164438,-18.736373285132398,,-0.001082639,,,-8.863296235411976,0.0077046813,75,0.0,,75,0.0029260016,0.0,-23.37486976992975,4.553651,1520000,,,100,-15.216245698816811,,-18.736373285132398,,,,0.27562831939821664,,0.0,,-15.216245698816811,,1.4650416009164438,0.0,,,-8.863296235411976,-23.37486976992975,,-0.0040086405,,,0.0
100,1.1935361467135797,-18.30829888627846,,0.0008473767,,,-8.600575213467359,0.009263579,76,0.0,,76,0.004950146,0.0,-21.366331332182305,4.538044,1540000,,,100,-16.084687136304098,,-18.30829888627846,,,,0.14894016430495782,,0.0,,-16.084687136304098,,1.1935361467135797,0.0,,,-8.600575213467359,-21.366331332182305,,-0.0041027693,,,0.0
100,1.5006540099593306,-18.8723419222816,,0.0015603027,,,-8.942829159869822,0.007532689,77,0.0,,77,0.0037160362,0.0,-23.326991641345334,4.5257106,1560000,,,100,-16.115244256928563,,-18.8723419222816,,,,0.3096172315377482,,0.0,,-16.115244256928563,,1.5006540099593306,0.0,,,-8.942829159869822,-23.326991641345334,,-0.0021557335,,,0.0
100,1.1581198025402484,-17.89589870809213,,0.00010899372,,,-8.462580318981209,0.017741978,78,0.0,,78,0.004346511,0.0,-22.872604654992326,4.5135837,1580000,,,100,-15.02534855334919,,-17.89589870809213,,,,0.15581421750118984,,0.0,,-15.02534855334919,,1.1581198025402484,0.0,,,-8.462580318981209,-22.872604654992326,,-0.0042375172,,,0.0
100,1.5959755466469625,-18.626280020730718,,-0.0007107956,,,-8.854017795819,0.006339286,79,0.0,,79,0.005052226,0.0,-22.806433552522357,4.494611,1600000,,,100,-15.71601042534488,,-18.626280020730718,,,,0.3368156744067986,,0.0,,-15.71601042534488,,1.5959755466469625,0.0,,,-8.854017795819,-22.806433552522357,,-0.0057630218,,,0.0
100,1.3682930320266098,-18.35080287181115,10,-6.533699e-05,0.0,-19.036924950514585,-8.741711945333266,0.00511576,80,0.0,0.0,80,0.0039948896,0.0,-21.930620538482145,4.4777136,1620000,0.0,-19.03692495051459,100,-15.859886528182185,-20.324521872002705,-18.35080287181115,8,-19.036924950514585,8,0.4412493426903178,0.0,0.0,-17.103005402681493,-15.859886528182185,-19.03692495051459,1.3682930320266098,0.0,-20.324521872002705,-17.103005402681493,-8.741711945333266,-21.930620538482145,10,-0.0040602265,1.2024850239341598,1.2024850239341598,0.0
100,0.9245862086861735,-17.935787845151427,,7.142353e-05,,,-8.476632549857335,0.0034885264,81,0.0,,81,0.003027896,0.0,-20.93880959148899,4.465163,1640000,,,100,-15.795122045708977,,-17.935787845151427,,,,0.1490646466233979,,0.0,,-15.795122045708977,,0.9245862086861735,0.0,,,-8.476632549857335,-20.93880959148899,,-0.0029564723,,,0.0
100,1.5013965777091565,-18.228936438020757,,0.00084023934,,,-8.659905702446412,0.008431134,82,0.0,,82,0.0024256331,0.0,-23.35414738298995,4.456302,1660000,,,100,-15.706352157809196,,-18.228936438020757,,,,0.2832422988448865,,0.0,,-15.706352157809196,,1.5013965777091565,0.0,,,-8.659905702446412,-23.35414738298995,,-0.0015853938,,,0.0
100,1.116855696927496,-17.464818476309883,,-0.0001796627,,,-8.229094424237747,0.0073790182,83,0.0,,83,0.005412935,0.0,-20.981818380535785,4.436733,1680000,,,100,-15.541879955704296,,-17.464818476309883,,,,0.23066265884565185,,0.0,,-15.541879955704296,,1.116855696927496,0.0,,,-8.229094424237747,-20.981818380535785,,-0.0055925976,,,0.0
100,1.66685087760753,-18.189315322527673,,-0.0015060543,,,-8.671397624605888,0.047133345,84,0.0,,84,0.01439932,0.0,-22.672759635833348,4.418564,1700000,,,100,-14.5655708014236,,-18.189315322527673,,,,0.38610061450235345,,0.0,,-14.5655708014236,,1.66685087760753,0.0,,,-8.671397624605888,-22.672759635833348,,-0.015905375,,,0.0
100,2.093958026858193,-19.69834134262421,,-0.0001961628,,,-9.052254032985168,0.01727752,85,0.0,,85,0.005558319,0.0,-25.077540928344227,4.3991785,1720000,,,100,-16.133118612164235,,-19.69834134262421,,,,0.36700850906829385,,0.0,,-16.133118612164235,,2.093958026858193,0.0,,,-9.052254032985168,-25.077540928344227,,-0.0057544815,,,0.0
100,1.6636088853432207,-19.16263510294912,,-0.00064999465,,,-9.094615889082695,0.007361479,86,0.0,,86,0.0033912212,0.0,-24.680799794605573,4.382782,1740000,,,100,-16.204280207507733,,-19.16263510294912,,,,0.2871206179813578,,0.0,,-16.204280207507733,,1.6636088853432207,0.0,,,-9.094615889082695,-24.680799794605573,,-0.004041216,,,0.0
100,1.6006044025417565,-18.935116641099142,,-0.0012057342,,,-8.8535574379333,0.00680506,87,0.0,,87,0.0022542924,0.0,-23.88001619576911,4.3633995,1760000,,,100,-16.14441435481039,,-18.935116641099142,,,,0.21350264049757262,,0.0,,-16.14441435481039,,1.6006044025417565,0.0,,,-8.8535574379333,-23.88001619576911,,-0.0034600266,,,0.0
100,1.2620847723849449,-17.888475236265606,,-0.00010279884,,,-8.43378715118742,0.0071876775,88,0.0,,88,0.004551368,0.0,-22.508000316463036,4.342163,1780000,,,100,-15.562390954452818,,-17.888475236265606,,,,0.2072237904432227,,0.0,,-15.562390954452818,,1.2620847723849449,0.0,,,-8.43378715118742,-22.508000316463036,,-0.0046541668,,,0.0
100,1.2826415612780155,-18.185097312896534,,0.0004382636,,,-8.631526274311282,0.021482505,89,0.0,,89,0.009793731,0.0,-22.941308314897114,4.3213925,1800000,,,100,-15.271536533036526,,-18.185097312896534,,,,0.3505044685008899,,0.0,,-15.271536533036526,,1.2826415612780155,0.0,,,-8.631526274311282,-22.941308314897114,,-0.009355468,,,0.0
100,1.800330181814714,-17.994386709834615,10,-0.0027644935,0.0,-18.730862376607707,-8.448466282710719,0.0052616494,90,0.0,0.0,90,0.0020744733,0.0,-24.46692283348292,4.3007817,1820000,0.0,-18.730862376607707,100,-15.220685630898036,-20.98913414810228,-17.994386709834615,9,-18.730862376607707,9,0.429383101887545,0.0,0.0,-17.135903260713167,-15.220685630898036,-18.730862376607707,1.800330181814714,0.0,-20.98913414810228,-17.135903260713167,-8.448466282710719,-24.46692283348292,10,-0.0048389668,1.3120794488520167,1.3120794488520167,0.0
100,1.6332613279713895,-18.26965032810836,,-0.0010134866,,,-8.719362486871681,0.0053602704,91,0.0,,91,0.0054049045,0.0,-22.685690818354157,4.277394,1840000,,,100,-15.216468746299528,,-18.26965032810836,,,,0.5138221845478739,,0.0,,-15.216468746299528,,1.6332613279713895,0.0,,,-8.719362486871681,-22.685690818354157,,-0.006418391,,,0.0
100,1.368786985582159,-17.718425183089998,,0.0009034313,,,-8.313147999433118,0.0077672987,92,0.0,,92,0.0055986326,0.0,-22.386398052691106,4.255406,1860000,,,100,-15.002251813824836,,-17.718425183089998,,,,0.356372796593757,,0.0,,-15.002251813824836,,1.368786985582159,0.0,,,-8.313147999433118,-22.386398052691106,,-0.0046952013,,,0.0
100,1.064977612220739,-17.436511398159208,,-0.0015675215,,,-8.29430571581486,0.006363956,93,0.0,,93,0.003478621,0.0,-20.311512008876484,4.2338076,1880000,,,100,-14.99914646526656,,-17.436511398159208,,,,0.19777433761908325,,0.0,,-14.99914646526656,,1.064977612220739,0.0,,,-8.29430571581486,-20.311512008876484,,-0.0050461423,,,0.0
100,1.0956187943945241,-17.206648204965795,,0.001357124,,,-8.199448003603669,0.0049123317,94,0.0,,94,0.007840166,0.0,-19.969159485977155,4.2105284,1900000,,,100,-15.337864189055173,,-17.206648204965795,,,,0.37014951364984117,,0.0,,-15.337864189055173,,1.0956187943945241,0.0,,,-8.199448003603669,-19.969159485977155,,-0.0064830417,,,0.0
100,0.8317884305242468,-16.656142003018243,,-0.0003215645,,,-7.863134829832441,0.028055627,95,0.0,,95,0.0067469766,0.0,-18.785737805422354,4.19466,1920000,,,100,-14.805987814462666,,-16.656142003018243,,,,0.1609089667758452,,0.0,,-14.805987814462666,,0.8317884305242468,0.0,,,-7.863134829832441,-18.785737805422354,,-0.007068541,,,0.0
100,1.3929040379867625,-17.30635150083313,,0.00027230836,,,-8.348403810323331,0.012520511,96,0.0,,96,0.0055391127,0.0,-20.707472572724054,4.179219,1940000,,,100,-14.73718981776524,,-17.30635150083313,,,,0.33989053986945983,,0.0,,-14.73718981776524,,1.3929040379867625,0.0,,,-8.348403810323331,-20.707472572724054,,-0.0052668042,,,0.0
100,1.5100139882184425,-17.723993402096063,,-0.0008215317,,,-8.537631408037635,0.011434031,97,0.0,,97,0.0053462633,0.0,-22.53077051604159,4.164165,1960000,,,100,-15.101791535493101,,-17.723993402096063,,,,0.3792326179524349,,0.0,,-15.101791535493101,,1.5100139882184425,0.0,,,-8.537631408037635,-22.53077051604159,,-0.006167795,,,0.0
100,1.1229172618298284,-16.960616923498332,,-0.00030775147,,,-7.941060045454349,0.016662337,98,0.0,,98,0.0031383678,0.0,-19.956719813195324,4.151328,1980000,,,100,-14.821147050771062,,-16.960616923498332,,,,0.1725857199499008,,0.0,,-14.821147050771062,,1.1229172618298284,0.0,,,-7.941060045454349,-19.956719813195324,,-0.0034461194,,,0.0
100,1.3294359847273958,-17.38220281931432,,-0.0010050933,,,-8.269245775586802,0.014457426,99,0.0,,99,0.0011840351,0.0,-20.863884806445427,4.140393,2000000,,,100,-15.104721200504963,,-17.38220281931432,,,,0.3158478813141876,,0.0,,-15.104721200504963,,1.3294359847273958,0.0,,,-8.269245775586802,-20.863884806445427,,-0.0021891284,,,0.0
