Average/Iteration,MetaTest/Average/MinReturn,MetaTest/Average/SuccessRate,GaussianMLPPolicy/LossBefore,Average/SuccessRate,GaussianMLPPolicy/KLAfter,Average/MaxReturn,pick-out-of-hole-v1/Iteration,MetaTest/pick-out-of-hole-v1/Iteration,pick-out-of-hole-v1/AverageReturn,MetaTest/pick-out-of-hole-v1/NumEpisodes,MetaTest/pick-out-of-hole-v1/SuccessRate,MetaTest/pick-out-of-hole-v1/StdReturn,MetaTest/Average/StdReturn,pick-out-of-hole-v1/SuccessRate,pick-out-of-hole-v1/NumEpisodes,GaussianMLPPolicy/LossAfter,GaussianMLPPolicy/dLoss,MetaTest/pick-out-of-hole-v1/TerminationRate,MetaTest/Average/NumEpisodes,MetaTest/Average/TerminationRate,TotalEnvSteps,MetaTest/pick-out-of-hole-v1/MinReturn,MetaTest/Average/MaxReturn,MetaTest/Average/Iteration,pick-out-of-hole-v1/MaxReturn,Average/StdReturn,pick-out-of-hole-v1/StdReturn,pick-out-of-hole-v1/AverageDiscountedReturn,pick-out-of-hole-v1/TerminationRate,Average/NumEpisodes,Average/AverageReturn,Average/AverageDiscountedReturn,MetaTest/pick-out-of-hole-v1/AverageDiscountedReturn,GaussianMLPPolicy/KLBefore,MetaTest/pick-out-of-hole-v1/AverageReturn,GaussianMLPPolicy/Entropy,Iteration,Average/MinReturn,MetaTest/Average/AverageReturn,pick-out-of-hole-v1/MinReturn,MetaTest/Average/AverageDiscountedReturn,Average/TerminationRate,MetaTest/pick-out-of-hole-v1/MaxReturn
131,-24.66305092463628,0.0,0.001719757216051221,0.0,0.00674287136644125,-23.39972900466816,131,131,-25.554670636619722,1,0.0,0.0,0.0,0.0,200,-0.0006784979486837983,0.002398255164735019,0.0,1,0.0,10560000,-24.66305092463628,-24.66305092463628,131,-23.39972900466816,1.067029190056382,1.067029190056382,-12.07116723681304,0.0,200,-25.554670636619722,-12.07116723681304,-24.6630509246363,0.0,-24.66305092463628,5.0899658203125,131,-28.025901359366433,-24.66305092463628,-28.025901359366433,-24.6630509246363,0.0,-24.66305092463628
132,-29.343720934679236,0.0,0.0042727189138531685,0.0,0.006702990736812353,-22.58200531696827,132,132,-26.28071433343316,1,0.0,0.0,0.0,0.0,200,0.002411067020148039,0.0018616518937051296,0.0,1,0.0,10640000,-29.343720934679236,-29.343720934679236,132,-22.58200531696827,1.4913113001943707,1.4913113001943707,-12.343847074457877,0.0,200,-26.28071433343316,-12.343847074457877,-29.343720934679254,0.0,-29.343720934679236,5.157258033752441,132,-31.089553604672602,-29.343720934679236,-31.089553604672602,-29.343720934679254,0.0,-29.343720934679236
133,-24.90677350129268,0.0,-0.001236294279806316,0.0,0.006364103406667709,-23.488034568524363,133,133,-26.054315261670563,1,0.0,0.0,0.0,0.0,200,-0.0035095263738185167,0.002273232094012201,0.0,1,0.0,10720000,-24.90677350129268,-24.90677350129268,133,-23.488034568524363,1.3079324462712918,1.3079324462712918,-12.270657486699752,0.0,200,-26.054315261670563,-12.270657486699752,-24.906773501292683,0.0,-24.90677350129268,5.155128002166748,133,-29.73193068416796,-24.90677350129268,-29.73193068416796,-24.906773501292683,0.0,-24.90677350129268
134,-22.6744005560432,0.0,-0.004203132353723049,0.0,0.00981118343770504,-21.722068906560583,134,134,-24.613978209972373,1,0.0,0.0,0.0,0.0,200,-0.005895364098250866,0.0016922317445278168,0.0,1,0.0,10800000,-22.6744005560432,-22.6744005560432,134,-21.722068906560583,1.3301138342945669,1.3301138342945669,-11.697175077190408,0.0,200,-24.613978209972373,-11.697175077190408,-22.674400556043206,0.0,-22.6744005560432,5.082406044006348,134,-27.718492111519712,-22.6744005560432,-27.718492111519712,-22.674400556043206,0.0,-22.6744005560432
135,-24.0697624811151,0.0,-0.003897257149219513,0.0,0.0067419023253023624,-20.94294139871875,135,135,-24.187883273387264,1,0.0,0.0,0.0,0.0,200,-0.005208869464695454,0.0013116123154759407,0.0,1,0.0,10880000,-24.0697624811151,-24.0697624811151,135,-20.94294139871875,1.1195529092285623,1.1195529092285623,-11.539903086235848,0.0,200,-24.187883273387264,-11.539903086235848,-24.06976248111508,0.0,-24.0697624811151,5.029665470123291,135,-26.259744797380364,-24.0697624811151,-26.259744797380364,-24.06976248111508,0.0,-24.0697624811151
136,-26.33665804982999,0.0,0.0005817534402012825,0.0,0.00628968421369791,-20.8481728006766,136,136,-23.760377165846986,1,0.0,0.0,0.0,0.0,200,-0.001712625497020781,0.0022943789372220635,0.0,1,0.0,10960000,-26.33665804982999,-26.33665804982999,136,-20.8481728006766,1.2329485383178618,1.2329485383178618,-11.362443189722434,0.0,200,-23.760377165846986,-11.362443189722434,-26.336658049829985,0.0,-26.33665804982999,5.0330281257629395,136,-26.505115757819215,-26.33665804982999,-26.505115757819215,-26.336658049829985,0.0,-26.33665804982999
137,-27.98258355055658,0.0,0.0004642006824724376,0.0,0.007007462438195944,-23.257300016809744,137,137,-25.358859366055125,1,0.0,0.0,0.0,0.0,200,-0.0010382648324593902,0.0015024655149318278,0.0,1,0.0,11040000,-27.98258355055658,-27.98258355055658,137,-23.257300016809744,0.8064472478455886,0.8064472478455886,-12.00029529819593,0.0,200,-25.358859366055125,-12.00029529819593,-27.98258355055659,0.0,-27.98258355055658,5.037203311920166,137,-27.501568353054946,-27.98258355055658,-27.501568353054946,-27.98258355055659,0.0,-27.98258355055658
138,-24.46145942977695,0.0,-0.003414707724004984,0.0,0.006991339381784201,-22.752096768303918,138,138,-24.99666920270556,1,0.0,0.0,0.0,0.0,200,-0.006357099860906601,0.002942392136901617,0.0,1,0.0,11120000,-24.46145942977695,-24.46145942977695,138,-22.752096768303918,1.007712549841783,1.007712549841783,-11.847582893116858,0.0,200,-24.99666920270556,-11.847582893116858,-24.46145942977696,0.0,-24.46145942977695,4.99603796005249,138,-27.748464087789564,-24.46145942977695,-27.748464087789564,-24.46145942977696,0.0,-24.46145942977695
139,-23.139882134057814,0.0,0.0020526940934360027,0.0,0.0067469337955117226,-23.388784280546105,139,139,-25.43130172977356,1,0.0,0.0,0.0,0.0,200,6.427369226003066e-05,0.001988420401175972,0.0,1,0.0,11200000,-23.139882134057814,-23.139882134057814,139,-23.388784280546105,1.0725446028536416,1.0725446028536416,-11.983630328529966,0.0,200,-25.43130172977356,-11.983630328529966,-23.139882134057814,0.0,-23.139882134057814,5.0241193771362305,139,-28.50879068466457,-23.139882134057814,-28.50879068466457,-23.139882134057814,0.0,-23.139882134057814
140,-24.102476674055836,0.0,0.0025196566712111235,0.0,0.0077607957646250725,-22.396576705762598,140,140,-24.527332163392003,1,0.0,0.0,0.0,0.0,200,0.0009921460878103971,0.0015275105834007263,0.0,1,0.0,11280000,-24.102476674055836,-24.102476674055836,140,-22.396576705762598,0.9208160811098519,0.9208160811098519,-11.647839467686067,0.0,200,-24.527332163392003,-11.647839467686067,-24.102476674055843,0.0,-24.102476674055836,5.089999675750732,140,-26.88595018935831,-24.102476674055836,-26.88595018935831,-24.102476674055843,0.0,-24.102476674055836
141,-25.37792667553689,0.0,0.00421775272116065,0.0,0.008052308112382889,-20.119183608469914,141,141,-23.062273257298866,1,0.0,0.0,0.0,0.0,200,0.0010285194730386138,0.0031892332481220365,0.0,1,0.0,11360000,-25.37792667553689,-25.37792667553689,141,-20.119183608469914,0.9620230605951688,0.9620230605951688,-11.07596054613412,0.0,200,-23.062273257298866,-11.07596054613412,-25.37792667553689,0.0,-25.37792667553689,5.144207954406738,141,-24.9446422936755,-25.37792667553689,-24.9446422936755,-25.37792667553689,0.0,-25.37792667553689
142,-24.468686172944413,0.0,-0.002707912353798747,0.0,0.006566037889569998,-21.835829430554096,142,142,-24.995797819946198,1,0.0,0.0,0.0,0.0,200,-0.004557237960398197,0.0018493256065994501,0.0,1,0.0,11440000,-24.468686172944413,-24.468686172944413,142,-21.835829430554096,1.6950434736969249,1.6950434736969249,-11.836751661083404,0.0,200,-24.995797819946198,-11.836751661083404,-24.468686172944402,0.0,-24.468686172944413,5.115118980407715,142,-30.584172031080826,-24.468686172944413,-30.584172031080826,-24.468686172944402,0.0,-24.468686172944413
143,-25.26365360131492,0.0,-0.0030275776516646147,0.0,0.006995850242674351,-22.54446471726328,143,143,-24.46991367046345,1,0.0,0.0,0.0,0.0,200,-0.005584285594522953,0.0025567079428583384,0.0,1,0.0,11520000,-25.26365360131492,-25.26365360131492,143,-22.54446471726328,0.8626587169172976,0.8626587169172976,-11.586624146633213,0.0,200,-24.46991367046345,-11.586624146633213,-25.263653601314907,0.0,-25.26365360131492,5.07174015045166,143,-27.482839262295077,-25.26365360131492,-27.482839262295077,-25.263653601314907,0.0,-25.26365360131492
144,-24.308074562632985,0.0,-0.0001405641669407487,0.0,0.008777232840657234,-22.379690977443385,144,144,-24.90942187447261,1,0.0,0.0,0.0,0.0,200,-0.0029470373410731554,0.0028064731741324067,0.0,1,0.0,11600000,-24.308074562632985,-24.308074562632985,144,-22.379690977443385,1.0542661315951747,1.0542661315951747,-11.764521318516072,0.0,200,-24.90942187447261,-11.764521318516072,-24.308074562632992,0.0,-24.308074562632985,5.059103965759277,144,-27.324753661387394,-24.308074562632985,-27.324753661387394,-24.308074562632992,0.0,-24.308074562632985
145,-24.556554093900495,0.0,0.0011417630594223738,0.0,0.00884912721812725,-21.657420573639914,145,145,-24.37944087035442,1,0.0,0.0,0.0,0.0,200,-0.001139704487286508,0.002281467546708882,0.0,1,0.0,11680000,-24.556554093900495,-24.556554093900495,145,-21.657420573639914,1.0251425951835957,1.0251425951835957,-11.589362995761736,0.0,200,-24.37944087035442,-11.589362995761736,-24.556554093900477,0.0,-24.556554093900495,5.099819660186768,145,-26.547347372409487,-24.556554093900495,-26.547347372409487,-24.556554093900477,0.0,-24.556554093900495
146,-23.84100285151927,0.0,-0.0011736012529581785,0.0,0.00939213577657938,-22.953723099002822,146,146,-24.964658977010544,1,0.0,0.0,0.0,0.0,200,-0.0030616566073149443,0.0018880553543567657,0.0,1,0.0,11760000,-23.84100285151927,-23.84100285151927,146,-22.953723099002822,0.9431658522490164,0.9431658522490164,-11.819822215959597,0.0,200,-24.964658977010544,-11.819822215959597,-23.84100285151928,0.0,-23.84100285151927,5.088058948516846,146,-27.36255176647264,-23.84100285151927,-27.36255176647264,-23.84100285151928,0.0,-23.84100285151927
147,-23.09964469488038,0.0,-0.0016582927200943232,0.0,0.007792661897838116,-21.73221877759132,147,147,-24.17786722567181,1,0.0,0.0,0.0,0.0,200,-0.00396095821633935,0.0023026654962450266,0.0,1,0.0,11840000,-23.09964469488038,-23.09964469488038,147,-21.73221877759132,1.1553905695304205,1.1553905695304205,-11.505384302413272,0.0,200,-24.17786722567181,-11.505384302413272,-23.099644694880375,0.0,-23.09964469488038,5.054084777832031,147,-26.76289446173892,-23.09964469488038,-26.76289446173892,-23.099644694880375,0.0,-23.09964469488038
148,-25.558085005378747,0.0,-0.0003793738433159888,0.0,0.006894543766975403,-22.217482781967465,148,148,-24.776441445057234,1,0.0,0.0,0.0,0.0,200,-0.0033720762003213167,0.002992702357005328,0.0,1,0.0,11920000,-25.558085005378747,-25.558085005378747,148,-22.217482781967465,1.0748961115319575,1.0748961115319575,-11.764382480511477,0.0,200,-24.776441445057234,-11.764382480511477,-25.55808500537875,0.0,-25.558085005378747,5.040599346160889,148,-26.801436009012306,-25.558085005378747,-26.801436009012306,-25.55808500537875,0.0,-25.558085005378747
149,-23.761719333470033,0.0,0.0008812456508167088,0.0,0.006427316460758448,-22.844354846426224,149,149,-25.319689944202583,1,0.0,0.0,0.0,0.0,200,-0.00129812047816813,0.0021793661289848387,0.0,1,0.0,12000000,-23.761719333470033,-23.761719333470033,149,-22.844354846426224,0.9512623841555895,0.9512623841555895,-11.969418848918295,0.0,200,-25.319689944202583,-11.969418848918295,-23.761719333470047,0.0,-23.761719333470033,5.046668529510498,149,-27.711630289052163,-23.761719333470033,-27.711630289052163,-23.761719333470047,0.0,-23.761719333470033
150,-25.217285802653254,0.0,0.0021142715122550726,0.0,0.00680255051702261,-22.52306193057635,150,150,-24.930984251404816,1,0.0,0.0,0.0,0.0,200,-0.000863269146066159,0.0029775406583212316,0.0,1,0.0,12080000,-25.217285802653254,-25.217285802653254,150,-22.52306193057635,1.3850112879517071,1.3850112879517071,-11.82009056376397,0.0,200,-24.930984251404816,-11.82009056376397,-25.21728580265325,0.0,-25.217285802653254,5.082992076873779,150,-29.268030392450264,-25.217285802653254,-29.268030392450264,-25.21728580265325,0.0,-25.217285802653254
151,-27.386356329734966,0.0,0.001556970295496285,0.0,0.009211850352585316,-23.179456664357136,151,151,-26.28345480464169,1,0.0,0.0,0.0,0.0,200,-0.0028103580698370934,0.004367328365333378,0.0,1,0.0,12160000,-27.386356329734966,-27.386356329734966,151,-23.179456664357136,1.4616829145020298,1.4616829145020298,-12.336337407539826,0.0,200,-26.28345480464169,-12.336337407539826,-27.38635632973495,0.0,-27.386356329734966,5.110458850860596,151,-30.0796199884596,-27.386356329734966,-30.0796199884596,-27.38635632973495,0.0,-27.386356329734966
152,-25.692021164435644,0.0,0.005867281928658485,0.0,0.006409353110939264,-23.86584439910586,152,152,-27.186819076844976,1,0.0,0.0,0.0,0.0,200,0.004322994966059923,0.0015442869625985622,0.0,1,0.0,12240000,-25.692021164435644,-25.692021164435644,152,-23.86584439910586,1.2392923467702224,1.2392923467702224,-12.695724634555491,0.0,200,-27.186819076844976,-12.695724634555491,-25.692021164435655,0.0,-25.692021164435644,5.209155559539795,152,-30.69205556724664,-25.692021164435644,-30.69205556724664,-25.692021164435655,0.0,-25.692021164435644
153,-26.753485614273973,0.0,-0.004181937780231237,0.0,0.007466982118785381,-24.771778122796977,153,153,-26.45264757995812,1,0.0,0.0,0.0,0.0,200,-0.007159029133617878,0.0029770913533866405,0.0,1,0.0,12320000,-26.753485614273973,-26.753485614273973,153,-24.771778122796977,0.7699820516557775,0.7699820516557775,-12.408440441437824,0.0,200,-26.45264757995812,-12.408440441437824,-26.753485614273966,0.0,-26.753485614273973,5.155791282653809,153,-28.564223233107953,-26.753485614273973,-28.564223233107953,-26.753485614273966,0.0,-26.753485614273973
154,-26.708938055275844,0.0,-0.0024900869466364384,0.0,0.00982777588069439,-25.09627212123808,154,154,-27.315643885361823,1,0.0,0.0,0.0,0.0,200,-0.004920536186546087,0.002430449239909649,0.0,1,0.0,12400000,-26.708938055275844,-26.708938055275844,154,-25.09627212123808,1.160967495646028,1.160967495646028,-12.751216412064105,0.0,200,-27.315643885361823,-12.751216412064105,-26.70893805527586,0.0,-26.708938055275844,5.1027069091796875,154,-30.365995980281948,-26.708938055275844,-30.365995980281948,-26.70893805527586,0.0,-26.708938055275844
155,-24.09739637564256,0.0,-0.0030580838210880756,0.0,0.009719540365040302,-23.72461595508087,155,155,-26.808040171758286,1,0.0,0.0,0.0,0.0,200,-0.0069191171787679195,0.003861033357679844,0.0,1,0.0,12480000,-24.09739637564256,-24.09739637564256,155,-23.72461595508087,1.1334422096437464,1.1334422096437464,-12.54805104184865,0.0,200,-26.808040171758286,-12.54805104184865,-24.09739637564257,0.0,-24.09739637564256,5.047496318817139,155,-29.432130667235395,-24.09739637564256,-29.432130667235395,-24.09739637564257,0.0,-24.09739637564256
156,-26.40056621707186,0.0,-0.0017191112274304032,0.0,0.008336285129189491,-24.917819321743647,156,156,-26.993994851170847,1,0.0,0.0,0.0,0.0,200,-0.0035387701354920864,0.0018196589080616832,0.0,1,0.0,12560000,-26.40056621707186,-26.40056621707186,156,-24.917819321743647,1.3443252545184863,1.3443252545184863,-12.62326850959135,0.0,200,-26.993994851170847,-12.62326850959135,-26.400566217071862,0.0,-26.40056621707186,5.0386962890625,156,-31.15263474856467,-26.40056621707186,-31.15263474856467,-26.400566217071862,0.0,-26.40056621707186
157,-22.902511189922937,0.0,-0.00020742528431583196,0.0,0.007128332741558552,-22.560816771399175,157,157,-25.130741785885885,1,0.0,0.0,0.0,0.0,200,-0.003260282101109624,0.003052856816793792,0.0,1,0.0,12640000,-22.902511189922937,-22.902511189922937,157,-22.560816771399175,0.9504553749986105,0.9504553749986105,-11.88320224082468,0.0,200,-25.130741785885885,-11.88320224082468,-22.90251118992294,0.0,-22.902511189922937,5.045499324798584,157,-27.231585872696076,-22.902511189922937,-27.231585872696076,-22.90251118992294,0.0,-22.902511189922937
158,-25.89343911698631,0.0,6.61923986626789e-05,0.0,0.006772604770958424,-21.833671345217187,158,158,-24.909769768894776,1,0.0,0.0,0.0,0.0,200,-0.0028374292887747288,0.0029036216874374077,0.0,1,0.0,12720000,-25.89343911698631,-25.89343911698631,158,-21.833671345217187,1.2416816347588777,1.2416816347588777,-11.790018315212892,0.0,200,-24.909769768894776,-11.790018315212892,-25.8934391169863,0.0,-25.89343911698631,5.060555458068848,158,-28.050486853848415,-25.89343911698631,-28.050486853848415,-25.8934391169863,0.0,-25.89343911698631
159,-21.25599843029887,0.0,-0.001167744630947709,0.0,0.006391326431185007,-20.97927051671495,159,159,-23.59996147017162,1,0.0,0.0,0.0,0.0,200,-0.0027052739169448614,0.0015375292859971523,0.0,1,0.0,12800000,-21.25599843029887,-21.25599843029887,159,-20.97927051671495,1.2253003219601528,1.2253003219601528,-11.302510887760013,0.0,200,-23.59996147017162,-11.302510887760013,-21.255998430298863,0.0,-21.25599843029887,5.034180641174316,159,-26.847220274371825,-21.25599843029887,-26.847220274371825,-21.255998430298863,0.0,-21.25599843029887
160,-24.83667481509672,0.0,-0.0023313346318900585,0.0,0.006614526268094778,-19.611399082102675,160,160,-22.623389425082948,1,0.0,0.0,0.0,0.0,200,-0.00482561532407999,0.002494280692189932,0.0,1,0.0,12880000,-24.83667481509672,-24.83667481509672,160,-19.611399082102675,1.4551691667091229,1.4551691667091229,-10.923097595235058,0.0,200,-22.623389425082948,-10.923097595235058,-24.83667481509672,0.0,-24.83667481509672,5.028846263885498,160,-26.38675979716555,-24.83667481509672,-26.38675979716555,-24.83667481509672,0.0,-24.83667481509672
161,-19.917859687813777,0.0,-0.0006219695787876844,0.0,0.007188511546701193,-20.50862083798045,161,161,-22.93582826305788,1,0.0,0.0,0.0,0.0,200,-0.004151274915784597,0.003529305336996913,0.0,1,0.0,12960000,-19.917859687813777,-19.917859687813777,161,-20.50862083798045,1.0959737095572433,1.0959737095572433,-11.028014798381797,0.0,200,-22.93582826305788,-11.028014798381797,-19.91785968781377,0.0,-19.917859687813777,5.0202765464782715,161,-25.3877788043536,-19.917859687813777,-25.3877788043536,-19.91785968781377,0.0,-19.917859687813777
162,-24.17474446782672,0.0,-0.002715292852371931,0.0,0.009847893379628658,-19.733460240678774,162,162,-22.412247394979094,1,0.0,0.0,0.0,0.0,200,-0.00814376026391983,0.005428467411547899,0.0,1,0.0,13040000,-24.17474446782672,-24.17474446782672,162,-19.733460240678774,1.160359637112745,1.160359637112745,-10.82747263728467,0.0,200,-22.412247394979094,-10.82747263728467,-24.17474446782674,0.0,-24.17474446782672,4.976925373077393,162,-25.38324813938059,-24.17474446782672,-25.38324813938059,-24.17474446782674,0.0,-24.17474446782672
163,-22.175610333492006,0.0,-0.003906714264303446,0.0,0.0063939630053937435,-19.3279522017438,163,163,-21.512509183216224,1,0.0,0.0,0.0,0.0,200,-0.005993553437292576,0.00208683917298913,0.0,1,0.0,13120000,-22.175610333492006,-22.175610333492006,163,-19.3279522017438,0.9628073040802926,0.9628073040802926,-10.471308296300348,0.0,200,-21.512509183216224,-10.471308296300348,-22.17561033349201,0.0,-22.175610333492006,4.959052562713623,163,-23.788361641864917,-22.175610333492006,-23.788361641864917,-22.17561033349201,0.0,-22.175610333492006
164,-21.688420469374144,0.0,-0.008510513231158257,0.0,0.009136848151683807,-19.241614157513947,164,164,-22.120038287224876,1,0.0,0.0,0.0,0.0,200,-0.011069764383137226,0.0025592511519789696,0.0,1,0.0,13200000,-21.688420469374144,-21.688420469374144,164,-19.241614157513947,1.332470394184148,1.332470394184148,-10.703059872525037,0.0,200,-22.120038287224876,-10.703059872525037,-21.688420469374158,0.0,-21.688420469374144,4.8452372550964355,164,-24.913829214905896,-21.688420469374144,-24.913829214905896,-21.688420469374158,0.0,-21.688420469374144
165,-24.31578666035693,0.0,-0.0009153775172308087,0.0,0.008566170930862427,-20.778835149156574,165,165,-23.011105429334272,1,0.0,0.0,0.0,0.0,200,-0.00385131873190403,0.002935941214673221,0.0,1,0.0,13280000,-24.31578666035693,-24.31578666035693,165,-20.778835149156574,1.249084215213996,1.249084215213996,-11.060095661495852,0.0,200,-23.011105429334272,-11.060095661495852,-24.315786660356935,0.0,-24.31578666035693,4.8310465812683105,165,-27.265908265302215,-24.31578666035693,-27.265908265302215,-24.315786660356935,0.0,-24.31578666035693
166,-29.73216675678776,0.0,-0.0007005672086961567,0.0,0.008333554491400719,-21.750748454210708,166,166,-24.20773499474644,1,0.0,0.0,0.0,0.0,200,-0.0028570701833814383,0.0021565029746852815,0.0,1,0.0,13360000,-29.73216675678776,-29.73216675678776,166,-21.750748454210708,1.226165974352822,1.226165974352822,-11.52145894246812,0.0,200,-24.20773499474644,-11.52145894246812,-29.73216675678776,0.0,-29.73216675678776,4.821512699127197,166,-27.094742411331065,-29.73216675678776,-27.094742411331065,-29.73216675678776,0.0,-29.73216675678776
167,-30.344897362570414,0.0,0.0003121364279650152,0.0,0.0061769201420247555,-27.469842080266034,167,167,-29.328263868828536,1,0.0,0.0,0.0,0.0,200,-0.0014055374776944518,0.001717673905659467,0.0,1,0.0,13440000,-30.344897362570414,-30.344897362570414,167,-27.469842080266034,0.8509732636032592,0.8509732636032592,-13.538222128209,0.0,200,-29.328263868828536,-13.538222128209,-30.344897362570446,0.0,-30.344897362570414,4.833281517028809,167,-31.317673739455426,-30.344897362570414,-31.317673739455426,-30.344897362570446,0.0,-30.344897362570414
168,-30.703295168984052,0.0,-0.0016595509368926287,0.0,0.006979416124522686,-29.086239134289954,168,168,-31.14688800027271,1,0.0,0.0,0.0,0.0,200,-0.004032169468700886,0.002372618531808257,0.0,1,0.0,13520000,-30.703295168984052,-30.703295168984052,168,-29.086239134289954,0.779375241822177,0.779375241822177,-14.262479485790973,0.0,200,-31.14688800027271,-14.262479485790973,-30.703295168984035,0.0,-30.703295168984052,4.797333717346191,168,-32.82460704773525,-30.703295168984052,-32.82460704773525,-30.703295168984035,0.0,-30.703295168984052
169,-31.170652892896587,0.0,-0.0033316905610263348,0.0,0.006489946041256189,-28.7094418212886,169,169,-31.16611863733171,1,0.0,0.0,0.0,0.0,200,-0.004496139008551836,0.0011644484475255013,0.0,1,0.0,13600000,-31.170652892896587,-31.170652892896587,169,-28.7094418212886,0.7802745984610717,0.7802745984610717,-14.266547476527533,0.0,200,-31.16611863733171,-14.266547476527533,-31.17065289289657,0.0,-31.170652892896587,4.733027458190918,169,-32.868171605933526,-31.170652892896587,-32.868171605933526,-31.17065289289657,0.0,-31.170652892896587
170,-29.93291676348801,0.0,0.002111875917762518,0.0,0.009766804054379463,-28.81244237061196,170,170,-31.05987385835925,1,0.0,0.0,0.0,0.0,200,0.0010913467267528176,0.0010205291910097003,0.0,1,0.0,13680000,-29.93291676348801,-29.93291676348801,170,-28.81244237061196,0.8297414752488399,0.8297414752488399,-14.226760025813356,0.0,200,-31.05987385835925,-14.226760025813356,-29.93291676348803,0.0,-29.93291676348801,4.7716474533081055,170,-32.8620141589381,-29.93291676348801,-32.8620141589381,-29.93291676348803,0.0,-29.93291676348801
171,-31.011300862800876,0.0,0.002749465173110366,0.0,0.009754324331879616,-27.210763901271253,171,171,-29.552219390465144,1,0.0,0.0,0.0,0.0,200,-0.0005136204417794943,0.00326308561488986,0.0,1,0.0,13760000,-31.011300862800876,-31.011300862800876,171,-27.210763901271253,0.7796055303229068,0.7796055303229068,-13.636007009134344,0.0,200,-29.552219390465144,-13.636007009134344,-31.011300862800883,0.0,-31.011300862800876,4.837122440338135,171,-31.381551061117452,-31.011300862800876,-31.381551061117452,-31.011300862800883,0.0,-31.011300862800876
172,-28.72935099580064,0.0,-0.004631282761693001,0.0,0.007030515931546688,-27.66550723264333,172,172,-29.398079039139667,1,0.0,0.0,0.0,0.0,200,-0.005771558731794357,0.0011402759701013565,0.0,1,0.0,13840000,-28.72935099580064,-28.72935099580064,172,-27.66550723264333,0.8264480662512812,0.8264480662512812,-13.576729178621669,0.0,200,-29.398079039139667,-13.576729178621669,-28.729350995800647,0.0,-28.72935099580064,4.757802486419678,172,-31.880683479282403,-28.72935099580064,-31.880683479282403,-28.729350995800647,0.0,-28.72935099580064
173,-28.999151457077666,0.0,-0.00012364992289803922,0.0,0.00888349674642086,-26.623143190156696,173,173,-29.2470899597498,1,0.0,0.0,0.0,0.0,200,-0.003758674953132868,0.0036350250302348286,0.0,1,0.0,13920000,-28.999151457077666,-28.999151457077666,173,-26.623143190156696,1.0872013749414193,1.0872013749414193,-13.512497409643537,0.0,200,-29.2470899597498,-13.512497409643537,-28.999151457077687,0.0,-28.999151457077666,4.749046802520752,173,-31.486285441052814,-28.999151457077666,-31.486285441052814,-28.999151457077687,0.0,-28.999151457077666
174,-30.655200337177174,0.0,0.00267580384388566,0.0,0.006598749663680792,-26.550480945771646,174,174,-28.98748929602766,1,0.0,0.0,0.0,0.0,200,0.0011081707198172808,0.0015676331240683794,0.0,1,0.0,14000000,-30.655200337177174,-30.655200337177174,174,-26.550480945771646,0.9917150690227047,0.9917150690227047,-13.40392288596336,0.0,200,-28.98748929602766,-13.40392288596336,-30.65520033717717,0.0,-30.655200337177174,4.796473503112793,174,-30.79840618957124,-30.655200337177174,-30.79840618957124,-30.65520033717717,0.0,-30.655200337177174
175,-28.19734398262737,0.0,-0.0007485548849217594,0.0,0.009938443079590797,-27.838879050752578,175,175,-29.77100406180184,1,0.0,0.0,0.0,0.0,200,-0.003454358782619238,0.0027058038976974785,0.0,1,0.0,14080000,-28.19734398262737,-28.19734398262737,175,-27.838879050752578,1.0203994745471492,1.0203994745471492,-13.719499667786922,0.0,200,-29.77100406180184,-13.719499667786922,-28.19734398262738,0.0,-28.19734398262737,4.800747394561768,175,-32.326388335581626,-28.19734398262737,-32.326388335581626,-28.19734398262738,0.0,-28.19734398262737
176,-29.178437410829154,0.0,0.0023611425422132015,0.0,0.009635335765779018,-27.044441196572258,176,176,-29.271953954497157,1,0.0,0.0,0.0,0.0,200,0.0006340938853099942,0.0017270486569032073,0.0,1,0.0,14160000,-29.178437410829154,-29.178437410829154,176,-27.044441196572258,0.8326185680624851,0.8326185680624851,-13.509437286104589,0.0,200,-29.271953954497157,-13.509437286104589,-29.17843741082917,0.0,-29.178437410829154,4.826144218444824,176,-31.261840813472308,-29.178437410829154,-31.261840813472308,-29.17843741082917,0.0,-29.178437410829154
177,-27.998848169809545,0.0,-0.0033455409575253725,0.0,0.006676574237644672,-26.289917168291353,177,177,-28.13799910546861,1,0.0,0.0,0.0,0.0,200,-0.005027691833674908,0.0016821508761495352,0.0,1,0.0,14240000,-27.998848169809545,-27.998848169809545,177,-26.289917168291353,0.8618500567260997,0.8618500567260997,-13.069388234486535,0.0,200,-28.13799910546861,-13.069388234486535,-27.998848169809545,0.0,-27.998848169809545,4.763402462005615,177,-30.72553808681481,-27.998848169809545,-30.72553808681481,-27.998848169809545,0.0,-27.998848169809545
178,-27.62422427007131,0.0,0.0033843163400888443,0.0,0.00683737825602293,-25.880180199002268,178,178,-27.706581341728878,1,0.0,0.0,0.0,0.0,200,0.0018418465042486787,0.0015424698358401656,0.0,1,0.0,14320000,-27.62422427007131,-27.62422427007131,178,-25.880180199002268,0.8742487011918529,0.8742487011918529,-12.883932450605336,0.0,200,-27.706581341728878,-12.883932450605336,-27.624224270071302,0.0,-27.62422427007131,4.828643321990967,178,-29.853728448358197,-27.62422427007131,-29.853728448358197,-27.624224270071302,0.0,-27.62422427007131
