peg-unplug-side-v1/TerminationRate,peg-unplug-side-v1/AverageDiscountedReturn,TotalEnvSteps,Average/MaxReturn,Average/NumEpisodes,peg-unplug-side-v1/NumEpisodes,MetaTest/Average/TerminationRate,policy/KLBefore,policy/dLoss,policy/Entropy,peg-unplug-side-v1/AverageReturn,peg-unplug-side-v1/SuccessRate,LinearFeatureBaseline/ExplainedVariance,MetaTest/Average/Iteration,Average/SuccessRate,policy/LossBefore,MetaTest/peg-unplug-side-v1/TerminationRate,MetaTest/Average/AverageDiscountedReturn,Average/AverageReturn,MetaTest/peg-unplug-side-v1/NumEpisodes,MetaTest/Average/MaxReturn,MetaTest/Average/MinReturn,MetaTest/peg-unplug-side-v1/AverageDiscountedReturn,Average/AverageDiscountedReturn,Average/Iteration,MetaTest/peg-unplug-side-v1/StdReturn,policy/KL,MetaTest/Average/SuccessRate,MetaTest/Average/StdReturn,policy/LossAfter,MetaTest/peg-unplug-side-v1/MaxReturn,Average/StdReturn,MetaTest/peg-unplug-side-v1/AverageReturn,MetaTest/Average/AverageReturn,MetaTest/peg-unplug-side-v1/SuccessRate,MetaTest/Average/NumEpisodes,MetaTest/peg-unplug-side-v1/MinReturn,MetaTest/peg-unplug-side-v1/Iteration,peg-unplug-side-v1/MaxReturn,peg-unplug-side-v1/MinReturn,peg-unplug-side-v1/Iteration,peg-unplug-side-v1/StdReturn,Average/TerminationRate,Average/MinReturn
0.0,17229.53753585131,1420000,168173.11379561413,100,100,0.0,0.0,30.79966,4.303924,54894.53030564307,0.84,0.22929119200767922,7,0.84,-1.7567968,0.0,48045.086060656366,54894.53030564307,10,102303.82429029673,1318.5836229722977,48045.086060656366,17229.53753585131,70,31792.28506469704,0.005298411,0.8,31792.28506469704,-32.556458,102303.82429029673,33697.666880731376,48045.0860606564,48045.0860606564,0.8,10,1318.5836229722977,7,168173.11379561413,691.3777762433822,70,33697.666880731376,0.0,691.3777762433822
0.0,16470.51829726188,1440000,148514.53345531432,100,100,,0.0,35.659847,4.2889943,54988.951628582814,0.81,0.24791315364649014,,0.81,-1.18505,,,54988.951628582814,,,,,16470.51829726188,71,,0.007527208,,,-36.8449,,31367.66287514917,,,,,,,148514.53345531432,-79.53764198692915,71,31367.66287514917,0.0,-79.53764198692915
0.0,17693.004041936405,1460000,186056.40839082483,100,100,,0.0,36.805325,4.286159,58310.31263412136,0.85,0.22133348287067645,,0.85,31.059725,,,58310.31263412136,,,,,17693.004041936405,72,,0.0054295035,,,-5.7456,,34009.62003271516,,,,,,,186056.40839082483,858.4124952432227,72,34009.62003271516,0.0,858.4124952432227
0.0,18717.439862053394,1480000,175697.30019137345,100,100,,0.0,38.500603,4.2755923,60059.02220136273,0.82,0.24551387013148118,,0.82,-2.0540907,,,60059.02220136273,,,,,18717.439862053394,73,,0.0057422766,,,-40.554695,,34158.65812537557,,,,,,,175697.30019137345,-82.925944316032,73,34158.65812537557,0.0,-82.925944316032
0.0,18012.06924857141,1500000,180323.94030823943,100,100,,0.0,24.208647,4.2533655,61609.792801955526,0.86,0.16500005394303752,,0.86,2.6416562,,,61609.792801955526,,,,,18012.06924857141,74,,0.006900631,,,-21.56699,,34671.17103039202,,,,,,,180323.94030823943,966.3284976607121,74,34671.17103039202,0.0,966.3284976607121
0.0,14223.846875865072,1520000,180662.26441480982,100,100,,0.0,32.48117,4.2345924,44497.47035560787,0.6,0.2000120239259121,,0.6,16.101057,,,44497.47035560787,,,,,14223.846875865072,75,,0.0057253293,,,-16.380112,,33453.760500253964,,,,,,,180662.26441480982,-100.05014688749493,75,33453.760500253964,0.0,-100.05014688749493
0.0,20366.671319284855,1540000,176953.35984992178,100,100,,0.0,34.96055,4.2122874,65568.94841810876,0.9,0.26931428665533985,,0.9,27.631353,,,65568.94841810876,,,,,20366.671319284855,76,,0.0066811065,,,-7.3291936,,31612.310978437694,,,,,,,176953.35984992178,691.9591458257596,76,31612.310978437694,0.0,691.9591458257596
0.0,18172.25242290019,1560000,169544.08903172528,100,100,,0.0,37.385513,4.1957235,59013.353030596605,0.74,0.28103027377447065,,0.74,-25.0557,,,59013.353030596605,,,,,18172.25242290019,77,,0.0061418614,,,-62.44121,,34551.591567478696,,,,,,,169544.08903172528,-56.49709273621298,77,34551.591567478696,0.0,-56.49709273621298
0.0,20106.917615069397,1580000,144545.11763836688,100,100,,0.0,48.967087,4.177651,65849.76067925752,0.84,0.31000146281858676,,0.84,-5.6686373,,,65849.76067925752,,,,,20106.917615069397,78,,0.009064369,,,-54.635723,,34472.06681316591,,,,,,,144545.11763836688,-89.55225941258952,78,34472.06681316591,0.0,-89.55225941258952
0.0,18503.272994050683,1600000,153364.79177609197,100,100,,0.0,36.7597,4.158593,60029.411307168026,0.8,0.2580845011640336,,0.8,-7.619825,,,60029.411307168026,,,,,18503.272994050683,79,,0.0052205566,,,-44.379524,,36951.0815947263,,,,,,,153364.79177609197,-103.52940165710366,79,36951.0815947263,0.0,-103.52940165710366
0.0,20373.149230598294,1620000,157743.96161537874,100,100,0.0,0.0,36.06218,4.1361957,67635.12442964902,0.88,0.28061420662157566,8,0.88,28.638147,0.0,56587.539816854776,67635.12442964902,10,123555.37038958944,17436.257648547886,56587.539816854776,20373.149230598294,80,32174.354895590892,0.005743741,0.6,32174.354895590892,-7.4240313,123555.37038958944,33334.382686840865,56587.53981685477,56587.53981685477,0.6,10,17436.257648547886,8,157743.96161537874,3897.8477636894754,80,33334.382686840865,0.0,3897.8477636894754
0.0,21907.58265684253,1640000,169474.85409511303,100,100,,0.0,39.11257,4.125892,73979.39179982916,0.9,0.2219773851604836,,0.9,-10.653807,,,73979.39179982916,,,,,21907.58265684253,81,,0.006599512,,,-49.76638,,34996.70572426829,,,,,,,169474.85409511303,1476.9637156849456,81,34996.70572426829,0.0,1476.9637156849456
0.0,19370.332222909943,1660000,184835.26726623677,100,100,,0.0,43.53962,4.1009593,64826.14127080372,0.79,0.3161536113641855,,0.79,5.3116627,,,64826.14127080372,,,,,19370.332222909943,82,,0.005715077,,,-38.227955,,38498.5509865383,,,,,,,184835.26726623677,-88.4946576168506,82,38498.5509865383,0.0,-88.4946576168506
0.0,18910.233892146167,1680000,249996.1339248481,100,100,,0.0,34.43798,4.0898433,60047.630548149624,0.78,0.2384404150292,,0.78,51.30545,,,60047.630548149624,,,,,18910.233892146167,83,,0.0063474365,,,16.867468,,39917.82657720692,,,,,,,249996.1339248481,-93.3635228926893,83,39917.82657720692,0.0,-93.3635228926893
0.0,20574.69828539361,1700000,131581.95238335564,100,100,,0.0,38.006374,4.0675163,66071.72127638156,0.77,0.2735487549432244,,0.77,56.66041,,,66071.72127638156,,,,,20574.69828539361,84,,0.005143696,,,18.654037,,34263.685101145835,,,,,,,131581.95238335564,2044.6686850984438,84,34263.685101145835,0.0,2044.6686850984438
0.0,19575.651023043738,1720000,177866.08789301856,100,100,,0.0,30.21371,4.0570674,63427.7552064739,0.79,0.2716251195886302,,0.79,12.107398,,,63427.7552064739,,,,,19575.651023043738,85,,0.0075953337,,,-18.106312,,36886.030908074616,,,,,,,177866.08789301856,-88.42489664084572,85,36886.030908074616,0.0,-88.42489664084572
0.0,21267.23752801651,1740000,210605.53591408816,100,100,,0.0,52.72579,4.04013,71127.0472988222,0.83,0.22046932039235811,,0.83,33.945164,,,71127.0472988222,,,,,21267.23752801651,86,,0.009122767,,,-18.780624,,42166.18412085418,,,,,,,210605.53591408816,-89.21585619174186,86,42166.18412085418,0.0,-89.21585619174186
0.0,20459.94333976732,1760000,153490.46271658246,100,100,,0.0,47.794125,4.02531,68113.49416630277,0.85,0.22266157331103942,,0.85,-1.2734625,,,68113.49416630277,,,,,20459.94333976732,87,,0.007106708,,,-49.06759,,37584.56799353057,,,,,,,153490.46271658246,-34.742624304947626,87,37584.56799353057,0.0,-34.742624304947626
0.0,21083.214445147958,1780000,240639.2009126778,100,100,,0.0,31.561125,4.024612,70463.68352042287,0.86,0.21248001278458495,,0.86,0.3674875,,,70463.68352042287,,,,,21083.214445147958,88,,0.007787961,,,-31.193638,,37972.25317700611,,,,,,,240639.2009126778,-93.61057269994404,88,37972.25317700611,0.0,-93.61057269994404
0.0,22544.140380374494,1800000,193978.7240570428,100,100,,0.0,32.905853,4.028146,74634.19450366548,0.94,0.2623300593221096,,0.94,77.09753,,,74634.19450366548,,,,,22544.140380374494,89,,0.0052009737,,,44.191673,,36715.18932116478,,,,,,,193978.7240570428,1246.2015981381628,89,36715.18932116478,0.0,1246.2015981381628
0.0,20113.75367919352,1820000,207369.43777458827,100,100,0.0,0.0,36.69614,4.0151596,65460.91034554727,0.79,0.2106126141135487,9,0.79,26.895771,0.0,74201.62308026863,65460.91034554727,10,114553.19652776919,56479.92125506046,74201.62308026863,20113.75367919352,90,18448.112731963374,0.005023658,1.0,18448.112731963374,-9.80037,114553.19652776919,37454.46685596214,74201.62308026865,74201.62308026865,1.0,10,56479.92125506046,9,207369.43777458827,-93.33943278223927,90,37454.46685596214,0.0,-93.33943278223927
0.0,19132.117781839002,1840000,152268.88007209648,100,100,,0.0,31.321419,4.0077715,62114.09811542926,0.8,0.3179205529785777,,0.8,39.727295,,,62114.09811542926,,,,,19132.117781839002,91,,0.0060714837,,,8.405875,,31805.29402435131,,,,,,,152268.88007209648,-111.65898697611406,91,31805.29402435131,0.0,-111.65898697611406
0.0,21021.523079677507,1860000,164006.4594562359,100,100,,0.0,40.96747,3.9996219,67423.45878529541,0.81,0.3998561327158201,,0.81,3.8675938,,,67423.45878529541,,,,,21021.523079677507,92,,0.008897339,,,-37.099876,,37398.13004164847,,,,,,,164006.4594562359,-94.77737517067978,92,37398.13004164847,0.0,-94.77737517067978
0.0,17832.53299295192,1880000,144774.2635155434,100,100,,0.0,42.69407,3.9843981,57613.01272459888,0.79,0.24362175768421235,,0.79,2.4739563,,,57613.01272459888,,,,,17832.53299295192,93,,0.007458583,,,-40.22011,,34592.246052886,,,,,,,144774.2635155434,736.9070026472311,93,34592.246052886,0.0,736.9070026472311
0.0,17895.93898823912,1900000,140483.98117123655,100,100,,0.0,35.168552,3.968334,59516.568744843295,0.76,0.2791248418087645,,0.76,17.184397,,,59516.568744843295,,,,,17895.93898823912,94,,0.005340422,,,-17.984156,,38739.50128581496,,,,,,,140483.98117123655,-96.13429088048515,94,38739.50128581496,0.0,-96.13429088048515
0.0,20968.14415912611,1920000,141210.7779004569,100,100,,0.0,41.592564,3.9404032,67592.58722161403,0.71,0.4390589996587829,,0.71,12.992225,,,67592.58722161403,,,,,20968.14415912611,95,,0.006038151,,,-28.600338,,42491.70029845698,,,,,,,141210.7779004569,-108.64422342356454,95,42491.70029845698,0.0,-108.64422342356454
0.0,22270.376747195114,1940000,161137.21558529118,100,100,,0.0,42.770332,3.938328,74052.68500287386,0.83,0.3491685752266769,,0.83,15.680194,,,74052.68500287386,,,,,22270.376747195114,96,,0.007992738,,,-27.090137,,38937.81724184236,,,,,,,161137.21558529118,-108.87677873603161,96,38937.81724184236,0.0,-108.87677873603161
0.0,20329.799805079187,1960000,141843.61128436856,100,100,,0.0,47.31142,3.9372516,66146.84692401561,0.87,0.18396477802266098,,0.87,17.68372,,,66146.84692401561,,,,,20329.799805079187,97,,0.007683928,,,-29.6277,,37729.94449632644,,,,,,,141843.61128436856,5763.058591603674,97,37729.94449632644,0.0,5763.058591603674
0.0,22983.467960739054,1980000,161723.2134868959,100,100,,0.0,40.458645,3.91172,71077.97221051673,0.83,0.3690963750358346,,0.83,40.99234,,,71077.97221051673,,,,,22983.467960739054,98,,0.005525856,,,0.53369373,,43208.12884947682,,,,,,,161723.2134868959,-88.6052198075863,98,43208.12884947682,0.0,-88.6052198075863
0.0,24143.259746733427,2000000,237274.91821401438,100,100,,0.0,46.206482,3.9112308,76666.61696307242,0.84,0.2388605214455325,,0.84,6.3848658,,,76666.61696307242,,,,,24143.259746733427,99,,0.008177992,,,-39.821617,,42453.54954615537,,,,,,,237274.91821401438,2639.2405066833967,99,42453.54954615537,0.0,2639.2405066833967
