MetaTest/window-open-v1/AverageDiscountedReturn,MetaTest/Average/Iteration,MetaTest/Average/MinReturn,Average/SuccessRate,policy/LossAfter,policy/dLoss,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/MaxReturn,Average/StdReturn,MetaTest/Average/SuccessRate,MetaTest/window-open-v1/Iteration,MetaTest/Average/AverageReturn,MetaTest/window-open-v1/TerminationRate,Average/MaxReturn,Average/TerminationRate,MetaTest/window-open-v1/MinReturn,MetaTest/Average/NumEpisodes,Average/NumEpisodes,window-open-v1/StdReturn,policy/KLBefore,policy/Entropy,window-open-v1/SuccessRate,Average/Iteration,MetaTest/window-open-v1/AverageReturn,MetaTest/window-open-v1/SuccessRate,window-open-v1/NumEpisodes,MetaTest/Average/TerminationRate,window-open-v1/MaxReturn,policy/KL,policy/LossBefore,MetaTest/Average/StdReturn,Average/AverageReturn,MetaTest/window-open-v1/NumEpisodes,window-open-v1/AverageReturn,TotalEnvSteps,window-open-v1/Iteration,MetaTest/window-open-v1/MaxReturn,MetaTest/window-open-v1/StdReturn,window-open-v1/TerminationRate,Average/AverageDiscountedReturn,Average/MinReturn,LinearFeatureBaseline/ExplainedVariance,window-open-v1/AverageDiscountedReturn,window-open-v1/MinReturn
5595.881560397492,7,-65.01874651495983,0.05,-35.075943,17.586256,5595.881560397492,53475.07696629396,24280.322082189625,0.0,7,5595.881560397496,0.0,178820.01930443847,0.0,-65.01874651495983,10,100,24280.322082189625,0.0,5.600037,0.05,70,5595.881560397496,0.0,100,0.0,178820.01930443847,0.0050334022,-17.489687,15983.388198763003,7129.671917739853,10,7129.671917739853,1420000,70,53475.07696629396,15983.388198763003,0.0,1764.5291972029663,-86.3705904996309,0.6174231707739076,1764.5291972029663,-86.3705904996309
,,,0.09,-33.076977,22.541187,,,27151.82132066413,,,,,155194.81954766574,0.0,,,100,27151.82132066413,0.0,5.5869136,0.09,71,,,100,,155194.81954766574,0.004511489,-10.53579,,8591.141165861229,,8591.141165861229,1440000,71,,,0.0,1941.3053717146668,-77.72089077533079,0.5716069849665567,1941.3053717146668,-77.72089077533079
,,,0.01,-19.227358,7.0876846,,,10865.503397139337,,,,,67676.92045949215,0.0,,,100,10865.503397139337,0.0,5.5774994,0.01,72,,,100,,67676.92045949215,0.0038077957,-12.139673,,2364.0695860676915,,2364.0695860676915,1460000,72,,,0.0,573.0664543075453,-88.70590533124117,0.5600857372464452,573.0664543075453,-88.70590533124117
,,,0.11,-62.367474,33.926147,,,36288.60449447904,,,,,167202.9777162088,0.0,,,100,36288.60449447904,0.0,5.5786433,0.11,73,,,100,,167202.9777162088,0.005386908,-28.441324,,12970.63155926068,,12970.63155926068,1480000,73,,,0.0,3112.2125508458016,-86.27693837931258,0.7075069027974148,3112.2125508458016,-86.27693837931258
,,,0.1,-31.887825,21.73317,,,23257.927726188926,,,,,133375.05533787797,0.0,,,100,23257.927726188926,0.0,5.581741,0.1,74,,,100,,133375.05533787797,0.007216008,-10.154656,,8074.442400755523,,8074.442400755523,1500000,74,,,0.0,1947.601052899319,-72.1825110240633,0.5488618466885848,1947.601052899319,-72.1825110240633
,,,0.02,-17.7886,12.262064,,,15824.482568217607,,,,,88022.5251172827,0.0,,,100,15824.482568217607,0.0,5.590348,0.02,75,,,100,,88022.5251172827,0.0072099883,-5.5265374,,4109.120049167838,,4109.120049167838,1520000,75,,,0.0,1097.3206264527305,-85.48858600205399,0.5544283283261757,1097.3206264527305,-85.48858600205399
,,,0.02,-18.237703,6.9423065,,,10740.689137196572,,,,,73804.6400683583,0.0,,,100,10740.689137196572,0.0,5.601098,0.02,76,,,100,,73804.6400683583,0.004989844,-11.295397,,1838.6275969846852,,1838.6275969846852,1540000,76,,,0.0,396.4093048988483,-95.52155351147545,0.5309462580510637,396.4093048988483,-95.52155351147545
,,,0.04,-17.024946,7.731228,,,14375.853517267306,,,,,83050.18256389654,0.0,,,100,14375.853517267306,0.0,5.604316,0.04,77,,,100,,83050.18256389654,0.003730709,-9.293718,,3948.573211731084,,3948.573211731084,1560000,77,,,0.0,1029.00443208486,-85.53606176060924,0.6140395121847051,1029.00443208486,-85.53606176060924
,,,0.08,-39.130867,22.131355,,,29080.76843787273,,,,,168093.98146095,0.0,,,100,29080.76843787273,0.0,5.593714,0.08,78,,,100,,168093.98146095,0.0059092753,-16.999512,,8719.951637746773,,8719.951637746773,1580000,78,,,0.0,2086.0268932121376,-81.4755344381485,0.6989206609441372,2086.0268932121376,-81.4755344381485
,,,0.02,-20.676529,18.041994,,,17771.193955336264,,,,,158465.48072719513,0.0,,,100,17771.193955336264,0.0,5.589828,0.02,79,,,100,,158465.48072719513,0.0061030863,-2.6345344,,2672.781811538048,,2672.781811538048,1600000,79,,,0.0,620.0269517286602,-80.05244781210673,0.39587604718792846,620.0269517286602,-80.05244781210673
2585.5500454624885,8,-78.72792908655508,0.15,-46.068474,36.557262,2585.5500454624885,24362.862818248097,37356.214921358885,0.0,8,2585.550045462488,0.0,168863.78382872685,0.0,-78.72792908655508,10,100,37356.214921358885,0.0,5.5875783,0.15,80,2585.550045462488,0.0,100,0.0,168863.78382872685,0.005537535,-9.511212,7284.289604239703,16040.038374182499,10,16040.038374182499,1620000,80,24362.862818248097,7284.289604239703,0.0,3682.7448737154905,-72.40755780100193,0.6923556902953034,3682.7448737154905,-72.40755780100193
,,,0.07,-26.472456,16.929508,,,21377.012882716637,,,,,112595.11608910252,0.0,,,100,21377.012882716637,0.0,5.578232,0.07,81,,,100,,112595.11608910252,0.005528701,-9.542949,,7064.53088297522,,7064.53088297522,1640000,81,,,0.0,1613.123184203032,-87.88102293603859,0.6140558229357922,1613.123184203032,-87.88102293603859
,,,0.09,-39.505337,29.80511,,,34635.932311459226,,,,,171715.91825002406,0.0,,,100,34635.932311459226,0.0,5.564353,0.09,82,,,100,,171715.91825002406,0.008291464,-9.700225,,14127.67578733464,,14127.67578733464,1660000,82,,,0.0,3509.3942916431447,-92.43400170294301,0.6366658759382439,3509.3942916431447,-92.43400170294301
,,,0.07,-34.913654,16.690205,,,20851.678150375606,,,,,111891.97244791634,0.0,,,100,20851.678150375606,0.0,5.5515213,0.07,83,,,100,,111891.97244791634,0.0067371107,-18.22345,,5800.949676673452,,5800.949676673452,1680000,83,,,0.0,1343.5754640594962,-85.86162821346387,0.687508188525461,1343.5754640594962,-85.86162821346387
,,,0.11,-44.046425,35.34275,,,28770.563269068796,,,,,153965.40808832826,0.0,,,100,28770.563269068796,0.0,5.5595975,0.11,84,,,100,,153965.40808832826,0.0070145326,-8.703675,,11386.515542453753,,11386.515542453753,1700000,84,,,0.0,2574.411255672334,-89.22785073486571,0.5228601237918559,2574.411255672334,-89.22785073486571
,,,0.12,-35.516426,32.76679,,,46262.85779650201,,,,,187514.576663991,0.0,,,100,46262.85779650201,0.0,5.5529127,0.12,85,,,100,,187514.576663991,0.0071089105,-2.7496376,,16785.7844678617,,16785.7844678617,1720000,85,,,0.0,3960.2326835177932,-92.3415306704311,0.7952450685717171,3960.2326835177932,-92.3415306704311
,,,0.07,-29.714628,18.360416,,,20546.247715634738,,,,,83146.99977137193,0.0,,,100,20546.247715634738,0.0,5.544774,0.07,86,,,100,,83146.99977137193,0.008894357,-11.354213,,7588.00463645916,,7588.00463645916,1740000,86,,,0.0,1739.090934016038,-85.97021971262713,0.6193022258226708,1739.090934016038,-85.97021971262713
,,,0.14,-34.08959,25.461401,,,43880.703433255156,,,,,175084.00556688206,0.0,,,100,43880.703433255156,0.0,5.552457,0.14,87,,,100,,175084.00556688206,0.007520604,-8.628187,,16658.27666266907,,16658.27666266907,1760000,87,,,0.0,3976.350274252213,-86.18593032019612,0.850055958461911,3976.350274252213,-86.18593032019612
,,,0.03,-10.996736,13.150401,,,18408.93466673985,,,,,89114.46223250474,0.0,,,100,18408.93466673985,0.0,5.557994,0.03,88,,,100,,89114.46223250474,0.009430678,2.1536655,,6720.802889241539,,6720.802889241539,1780000,88,,,0.0,1672.6549228753474,-75.83878781137896,0.6667345737761631,1672.6549228753474,-75.83878781137896
,,,0.01,-20.907335,9.822663,,,11225.772200872703,,,,,78083.27052839733,0.0,,,100,11225.772200872703,0.0,5.555654,0.01,89,,,100,,78083.27052839733,0.007582457,-11.084672,,2596.076834084874,,2596.076834084874,1800000,89,,,0.0,672.9049529658929,-88.01010539481618,0.3871414696735458,672.9049529658929,-88.01010539481618
-60.43673630041506,9,-79.72524545717481,0.08,-28.007019,20.309013,-60.43673630041506,-42.487526781363165,20820.31514093453,0.0,9,-60.43673630041508,0.0,78219.77400325975,0.0,-79.72524545717481,10,100,20820.31514093453,0.0,5.559275,0.08,90,-60.43673630041508,0.0,100,0.0,78219.77400325975,0.007753253,-7.698006,10.106781829474764,10350.567809031565,10,10350.567809031565,1820000,90,-42.487526781363165,10.106781829474764,0.0,2532.4560707322926,-80.67673843881533,0.603203986246478,2532.4560707322926,-80.67673843881533
,,,0.02,-9.730325,7.971084,,,13520.407173578362,,,,,64821.062597508404,0.0,,,100,13520.407173578362,0.0,5.5563593,0.02,91,,,100,,64821.062597508404,0.007437803,-1.7592406,,3464.338516080572,,3464.338516080572,1840000,91,,,0.0,786.5731943132836,-89.25353540450746,0.6589851681920461,786.5731943132836,-89.25353540450746
,,,0.03,-14.878558,12.24091,,,14518.395644428025,,,,,80029.32789425731,0.0,,,100,14518.395644428025,0.0,5.553596,0.03,92,,,100,,80029.32789425731,0.0052805664,-2.6376483,,4167.30735189676,,4167.30735189676,1860000,92,,,0.0,1063.585501469838,-82.82709152648918,0.5459304773585585,1063.585501469838,-82.82709152648918
,,,0.1,-21.005026,23.761276,,,35121.60977557738,,,,,173477.43271394726,0.0,,,100,35121.60977557738,0.0,5.5427375,0.1,93,,,100,,173477.43271394726,0.004954311,2.75625,,12545.82848246122,,12545.82848246122,1880000,93,,,0.0,3010.9063065546015,-84.7494914642312,0.6978600416640515,3010.9063065546015,-84.7494914642312
,,,0.04,-1.507775,10.379838,,,17491.269999895845,,,,,72355.20506653235,0.0,,,100,17491.269999895845,0.0,5.5359983,0.04,94,,,100,,72355.20506653235,0.0052355425,8.872063,,6159.651679624232,,6159.651679624232,1900000,94,,,0.0,1568.3012373918186,-87.0860554795664,0.645466177724245,1568.3012373918186,-87.0860554795664
,,,0.08,-28.185762,22.65507,,,19089.35894445643,,,,,78396.4653050851,0.0,,,100,19089.35894445643,0.0,5.528602,0.08,95,,,100,,78396.4653050851,0.0079861265,-5.5306935,,6700.96327979028,,6700.96327979028,1920000,95,,,0.0,1489.0015765093783,-78.01612342326627,0.5903416429424913,1489.0015765093783,-78.01612342326627
,,,0.14,-27.339113,25.641808,,,34833.636414892906,,,,,170905.1195999992,0.0,,,100,34833.636414892906,0.0,5.5143027,0.14,96,,,100,,170905.1195999992,0.0065587265,-1.6973063,,14028.58154990424,,14028.58154990424,1940000,96,,,0.0,3315.8484763775296,-82.81820334447332,0.7097458656441193,3315.8484763775296,-82.81820334447332
,,,0.09,-42.153774,23.774872,,,33131.23637512198,,,,,172038.61600776785,0.0,,,100,33131.23637512198,0.0,5.494393,0.09,97,,,100,,172038.61600776785,0.008198674,-18.378902,,11266.242756275911,,11266.242756275911,1960000,97,,,0.0,2583.7175887345575,-76.83619484238791,0.7846931448812956,2583.7175887345575,-76.83619484238791
,,,0.12,-39.691563,34.69905,,,50562.04018375314,,,,,192270.28430399322,0.0,,,100,50562.04018375314,0.0,5.466113,0.12,98,,,100,,192270.28430399322,0.008548147,-4.9925127,,20086.28201518461,,20086.28201518461,1980000,98,,,0.0,4871.45543223422,-76.85992165959217,0.8219977832555994,4871.45543223422,-76.85992165959217
,,,0.09,-29.95522,26.723656,,,32817.49540785019,,,,,172486.64033730616,0.0,,,100,32817.49540785019,0.0,5.452522,0.09,99,,,100,,172486.64033730616,0.009556726,-3.2315626,,12948.125912691075,,12948.125912691075,2000000,99,,,0.0,3093.0456443645776,-75.58888482177682,0.6329445552571986,3093.0456443645776,-75.58888482177682
