MetaTest/button-press-wall-v1/Iteration,MetaTest/button-press-wall-v1/AverageDiscountedReturn,Average/Iteration,policy/LossAfter,button-press-wall-v1/MaxReturn,MetaTest/button-press-wall-v1/AverageReturn,MetaTest/button-press-wall-v1/StdReturn,TotalEnvSteps,policy/LossBefore,MetaTest/button-press-wall-v1/TerminationRate,MetaTest/Average/MinReturn,Average/StdReturn,button-press-wall-v1/TerminationRate,button-press-wall-v1/AverageDiscountedReturn,MetaTest/Average/NumEpisodes,policy/KLBefore,MetaTest/Average/Iteration,Average/AverageReturn,Average/MaxReturn,LinearFeatureBaseline/ExplainedVariance,MetaTest/Average/StdReturn,MetaTest/button-press-wall-v1/MinReturn,policy/Entropy,MetaTest/button-press-wall-v1/SuccessRate,Average/SuccessRate,Average/TerminationRate,MetaTest/Average/MaxReturn,button-press-wall-v1/SuccessRate,button-press-wall-v1/Iteration,MetaTest/button-press-wall-v1/NumEpisodes,MetaTest/Average/SuccessRate,button-press-wall-v1/StdReturn,button-press-wall-v1/AverageReturn,button-press-wall-v1/MinReturn,MetaTest/button-press-wall-v1/MaxReturn,Average/AverageDiscountedReturn,Average/MinReturn,policy/dLoss,MetaTest/Average/TerminationRate,policy/KL,button-press-wall-v1/NumEpisodes,MetaTest/Average/AverageDiscountedReturn,Average/NumEpisodes,MetaTest/Average/AverageReturn
7,162578.35229594863,70,-61.399525,339675.82897780044,162578.35229594863,116312.16445031471,1420000,-4.102225,0.0,4268.066552962209,94499.4488711721,0.0,54834.287122436865,10,0.0,7,155499.64419911476,339675.82897780044,0.4183728751159934,116312.16445031471,4268.066552962209,4.649064,0.4,0.24,0.0,330209.6685877897,0.24,70,10,0.4,94499.4488711721,155499.64419911476,-35.091117359782125,330209.6685877897,54834.287122436865,-35.091117359782125,57.2973,0.0,0.0049502347,100,162578.35229594863,100,162578.35229594863
,,71,-18.920275,344357.7022091963,,,1440000,29.221113,,,91810.25448598458,0.0,64194.946327546524,,0.0,,187615.49614130205,344357.7022091963,0.45315530475166643,,,4.625676,,0.38,0.0,,0.38,71,,,91810.25448598458,187615.49614130205,-34.631746288159675,,64194.946327546524,-34.631746288159675,48.141388,,0.00512365,100,,100,
,,72,-81.18206,345647.5358301606,,,1460000,-16.76257,,,105646.49533276002,0.0,55234.25435166007,,0.0,,158875.53651992668,345647.5358301606,0.5669209300167426,,,4.6058893,,0.3,0.0,,0.3,72,,,105646.49533276002,158875.53651992668,-21.234609726136263,,55234.25435166007,-21.234609726136263,64.419495,,0.005482021,100,,100,
,,73,-142.42422,341734.33403109765,,,1480000,-87.3819,,,97642.9194642207,0.0,52288.77217130179,,0.0,,148520.08587026235,341734.33403109765,0.5768553842511293,,,4.611053,,0.22,0.0,,0.22,73,,,97642.9194642207,148520.08587026235,-24.127697291520427,,52288.77217130179,-24.127697291520427,55.042328,,0.0056363856,100,,100,
,,74,-135.3113,350774.9436478047,,,1500000,-88.8681,,,93594.8156212859,0.0,54119.257979161084,,0.0,,154601.4788748082,350774.9436478047,0.5561420894118891,,,4.6172447,,0.2,0.0,,0.2,74,,,93594.8156212859,154601.4788748082,-24.365240488676708,,54119.257979161084,-24.365240488676708,46.44319,,0.004524213,100,,100,
,,75,-59.77795,338779.700206216,,,1520000,30.707275,,,113399.53477535836,0.0,54380.749884871126,,0.0,,153878.49155705032,338779.700206216,0.5253334453741265,,,4.598687,,0.35,0.0,,0.35,75,,,113399.53477535836,153878.49155705032,-34.82616282273435,,54380.749884871126,-34.82616282273435,90.48523,,0.0057156715,100,,100,
,,76,-111.40353,346244.7301830547,,,1540000,-68.285576,,,99221.00731680839,0.0,57132.8768632638,,0.0,,156884.32497184328,346244.7301830547,0.3935860319440936,,,4.5878534,,0.26,0.0,,0.26,76,,,99221.00731680839,156884.32497184328,-37.252733330547784,,57132.8768632638,-37.252733330547784,43.11795,,0.006201167,100,,100,
,,77,-43.218586,320648.6202705301,,,1560000,16.756462,,,82030.97252223232,0.0,59726.58646748856,,0.0,,169226.33767936096,320648.6202705301,0.4317640130559258,,,4.5661006,,0.26,0.0,,0.26,77,,,82030.97252223232,169226.33767936096,-22.887322974947097,,59726.58646748856,-22.887322974947097,59.975048,,0.0036862164,100,,100,
,,78,22.884438,338053.68083272356,,,1580000,75.83649,,,89152.57861206368,0.0,59305.91615118669,,0.0,,171527.48068855054,338053.68083272356,0.4712667002297115,,,4.5261354,,0.27,0.0,,0.27,78,,,89152.57861206368,171527.48068855054,-23.856377782330917,,59305.91615118669,-23.856377782330917,52.95205,,0.0050521926,100,,100,
,,79,-80.69295,347289.6193238011,,,1600000,-26.2248,,,104109.85109624255,0.0,50408.80288862566,,0.0,,139681.34791193123,347289.6193238011,0.4593128304711872,,,4.5037956,,0.23,0.0,,0.23,79,,,104109.85109624255,139681.34791193123,-31.29315851478825,,50408.80288862566,-31.29315851478825,54.468147,,0.004794719,100,,100,
8,99087.8480023251,80,-42.04251,347127.32294053555,99087.8480023251,111981.44087543534,1620000,16.131813,0.0,-18.643795110468314,93320.94352400482,0.0,52327.50495747246,10,0.0,8,146441.01244719262,347127.32294053555,0.5398427821356508,111981.44087543534,-18.643795110468314,4.4816275,0.1,0.17,0.0,341361.8550794416,0.17,80,10,0.1,93320.94352400482,146441.01244719262,-22.97640530568269,341361.8550794416,52327.50495747246,-22.97640530568269,58.174324,0.0,0.00498968,100,99087.8480023251,100,99087.8480023251
,,81,-86.01351,350921.0396615567,,,1640000,-25.74035,,,101922.05876295122,0.0,59546.607833955946,,0.0,,172612.78534232973,350921.0396615567,0.4105790099784229,,,4.482345,,0.29,0.0,,0.29,81,,,101922.05876295122,172612.78534232973,-31.934719910023816,,59546.607833955946,-31.934719910023816,60.273163,,0.0052015395,100,,100,
,,82,-54.8501,348936.1203157954,,,1660000,-4.4674,,,89278.54399198106,0.0,55726.19366468383,,0.0,,157616.96532426015,348936.1203157954,0.3746206538553676,,,4.4857717,,0.24,0.0,,0.24,82,,,89278.54399198106,157616.96532426015,-27.82881026277602,,55726.19366468383,-27.82881026277602,50.3827,,0.0036364498,100,,100,
,,83,-85.03189,309349.4891500894,,,1680000,-30.843637,,,87806.70477297447,0.0,54695.951435247836,,0.0,,157301.6954722192,309349.4891500894,0.5545144181135113,,,4.4764256,,0.21,0.0,,0.21,83,,,87806.70477297447,157301.6954722192,-33.21620325894245,,54695.951435247836,-33.21620325894245,54.188255,,0.0054217735,100,,100,
,,84,-80.202774,349905.66147288727,,,1700000,-23.609125,,,97898.98451690248,0.0,59302.75449305288,,0.0,,168055.95465268783,349905.66147288727,0.3962432258621975,,,4.449403,,0.33,0.0,,0.33,84,,,97898.98451690248,168055.95465268783,-25.19802134178145,,59302.75449305288,-25.19802134178145,56.59365,,0.0059907646,100,,100,
,,85,-37.595474,342299.2482230703,,,1720000,2.38105,,,76744.15665952035,0.0,58800.52679821073,,0.0,,168989.51249373317,342299.2482230703,0.4537909091132001,,,4.438545,,0.14,0.0,,0.14,85,,,76744.15665952035,168989.51249373317,-30.934001273095646,,58800.52679821073,-30.934001273095646,39.976524,,0.0028632842,100,,100,
,,86,-134.88129,344890.8464256449,,,1740000,-72.25539,,,85563.7315243871,0.0,52974.67657160635,,0.0,,151092.36721902087,344890.8464256449,0.49442698314291067,,,4.4280553,,0.21,0.0,,0.21,86,,,85563.7315243871,151092.36721902087,-31.917248791497247,,52974.67657160635,-31.917248791497247,62.6259,,0.0057949573,100,,100,
,,87,-152.7069,350976.29281603,,,1760000,-102.62765,,,89598.6302022061,0.0,58968.21108289438,,0.0,,168622.34563195112,350976.29281603,0.4330360267134902,,,4.4053087,,0.25,0.0,,0.25,87,,,89598.6302022061,168622.34563195112,-20.06432334641284,,58968.21108289438,-20.06432334641284,50.079247,,0.0044707675,100,,100,
,,88,-72.97063,347052.3746956168,,,1780000,-12.383887,,,102150.69192094015,0.0,58712.530338515724,,0.0,,167986.90543792647,347052.3746956168,0.5298036847237092,,,4.3834944,,0.39,0.0,,0.39,88,,,102150.69192094015,167986.90543792647,-27.01635127014946,,58712.530338515724,-27.01635127014946,60.58674,,0.004728843,100,,100,
,,89,-77.7598,344229.05389471276,,,1800000,-51.65855,,,57886.31641740771,0.0,57592.1446761478,,0.0,,171053.28786082243,344229.05389471276,0.4339522866653974,,,4.365556,,0.09,0.0,,0.09,89,,,57886.31641740771,171053.28786082243,-19.358729502617567,,57592.1446761478,-19.358729502617567,26.101254,,0.0033167657,100,,100,
9,136215.43993932934,90,-152.4421,348672.75555052503,136215.4399393293,78033.32525942026,1820000,-82.2815,0.0,-34.12619334787727,103987.6034183643,0.0,56705.49876739326,10,0.0,9,159655.36945630136,348672.75555052503,0.44058666400697966,78033.32525942026,-34.12619334787727,4.348752,0.1,0.28,0.0,249090.93724874812,0.28,90,10,0.1,103987.6034183643,159655.36945630136,-31.170008939006742,249090.93724874812,56705.49876739326,-31.170008939006742,70.16059,0.0,0.004418281,100,136215.43993932934,100,136215.4399393293
,,91,-149.45418,348282.6703607936,,,1840000,-80.880936,,,89374.87051367233,0.0,56013.85274959184,,0.0,,158322.741428113,348282.6703607936,0.4855118000498262,,,4.3243136,,0.22,0.0,,0.22,91,,,89374.87051367233,158322.741428113,-35.0540788707305,,56013.85274959184,-35.0540788707305,68.57324,,0.0044662454,100,,100,
,,92,-100.778915,349023.7251285243,,,1860000,-48.354626,,,89052.85826700904,0.0,64957.7233859072,,0.0,,185841.20269923893,349023.7251285243,0.3544921778603759,,,4.312478,,0.39,0.0,,0.39,92,,,89052.85826700904,185841.20269923893,-35.5754166272373,,64957.7233859072,-35.5754166272373,52.42429,,0.004583432,100,,100,
,,93,-60.12625,346410.3460422381,,,1880000,9.129332,,,103191.05367542525,0.0,60897.15979431223,,0.0,,167078.65563209724,346410.3460422381,0.4146474114266878,,,4.2874837,,0.28,0.0,,0.28,93,,,103191.05367542525,167078.65563209724,-22.640868566982245,,60897.15979431223,-22.640868566982245,69.255585,,0.004748502,100,,100,
,,94,-113.496925,346630.5292404572,,,1900000,-76.968,,,69620.71949515643,0.0,60612.596397579524,,0.0,,168644.27394377338,346630.5292404572,0.42623629633617277,,,4.2717247,,0.16,0.0,,0.16,94,,,69620.71949515643,168644.27394377338,-22.324679712369843,,60612.596397579524,-22.324679712369843,36.528923,,0.0044064294,100,,100,
,,95,-78.061264,350909.42175490886,,,1920000,-30.240475,,,76035.49943723863,0.0,65618.39910594713,,0.0,,186502.90861295664,350909.42175490886,0.39174943801547746,,,4.2635126,,0.22,0.0,,0.22,95,,,76035.49943723863,186502.90861295664,-18.764138209471025,,65618.39910594713,-18.764138209471025,47.82079,,0.0050089285,100,,100,
,,96,-110.65551,338924.7887799827,,,1940000,-62.2038,,,92754.50122776644,0.0,69944.87573008127,,0.0,,193747.8119923524,338924.7887799827,0.467363163458975,,,4.2526813,,0.46,0.0,,0.46,96,,,92754.50122776644,193747.8119923524,-20.199010361621077,,69944.87573008127,-20.199010361621077,48.45171,,0.005214019,100,,100,
,,97,4.63655,348355.7550084851,,,1960000,64.0631,,,99351.90261124585,0.0,67303.1912536248,,0.0,,190039.21314632,348355.7550084851,0.52247252914098,,,4.2286825,,0.35,0.0,,0.35,97,,,99351.90261124585,190039.21314632,-26.550925341868354,,67303.1912536248,-26.550925341868354,59.42655,,0.0057330015,100,,100,
,,98,-29.09885,344506.1179377769,,,1980000,8.809225,,,72549.50183939534,0.0,70352.32375652643,,0.0,,196754.4325293401,344506.1179377769,0.4420018666672292,,,4.2075686,,0.36,0.0,,0.36,98,,,72549.50183939534,196754.4325293401,-26.833995215704288,,70352.32375652643,-26.833995215704288,37.908073,,0.00504923,100,,100,
,,99,-72.04098,347183.88223693083,,,2000000,-44.9225,,,68139.87606769569,0.0,64037.343194920824,,0.0,,179869.594676212,347183.88223693083,0.4240626363467921,,,4.1957164,,0.15,0.0,,0.15,99,,,68139.87606769569,179869.594676212,-21.593001034051618,,64037.343194920824,-21.593001034051618,27.118477,,0.0035259395,100,,100,
