MetaTest/Average/SuccessRate,MetaTest/Average/NumEpisodes,MetaTest/handle-press-side-v1/AverageReturn,TotalEnvSteps,MetaTest/handle-press-side-v1/TerminationRate,MetaTrain/Average/AlphaLoss,MetaTrain/Average/QfLoss,MetaTest/handle-press-side-v1/NumEpisodes,MetaTrain/Average/Alpha,MetaTest/Average/AverageDiscountedReturn,MetaTest/handle-press-side-v1/SuccessRate,MetaTest/Average/StdReturn,MetaTrain/Average/ContrastiveLoss,MetaTest/handle-press-side-v1/Iteration,MetaTest/Average/MinReturn,MetaTest/handle-press-side-v1/MaxReturn,MetaTest/Average/AverageReturn,MetaTest/handle-press-side-v1/StdReturn,MetaTest/handle-press-side-v1/MinReturn,MetaTest/Average/MaxReturn,MetaTest/handle-press-side-v1/AverageDiscountedReturn,MetaTest/Average/Iteration,MetaTrain/Average/PolicyLoss,MetaTest/Average/TerminationRate
0.0,10,12993.903199884962,536000,0.0,-6.452403,945334.3,10,5.5536537,12993.903199884964,0.0,19637.611015080838,325.1058,13,-62.0823496192348,45454.5485767016,12993.903199884962,19637.611015080838,-62.0823496192348,45454.5485767016,12993.903199884964,13,-15990.174,0.0
0.0,10,12578.570236559934,560000,0.0,-5.219873,1255138.2,10,8.876031,12578.570236559928,0.0,25533.626044885168,603.8929,14,-78.85302326686235,77890.67736674931,12578.570236559934,25533.626044885168,-78.85302326686235,77890.67736674931,12578.570236559928,14,-20932.0,0.0
0.0,10,18846.21970107451,584000,0.0,21.113813,709807.3,10,8.320042,18846.219701074522,0.0,22351.145254409945,8068.937,15,-94.17145964923313,55769.02434081222,18846.21970107451,22351.145254409945,-94.17145964923313,55769.02434081222,18846.219701074522,15,-7226.881,0.0
0.0,10,19195.671101289216,608000,0.0,-16.356922,1875911.1,10,7.3658123,19195.671101289216,0.0,23864.582909168705,3212.2908,16,-69.8357315368473,58285.708761315094,19195.671101289216,23864.582909168705,-69.8357315368473,58285.708761315094,19195.671101289216,16,-23850.447,0.0
0.0,10,22366.361952940882,632000,0.0,-31.871292,3330996.5,10,13.607586,22366.361952940882,0.0,13174.72698023671,1185.7573,17,-20.680447603166048,39323.400433433206,22366.361952940882,13174.72698023671,-20.680447603166048,39323.400433433206,22366.361952940882,17,-45323.152,0.0
0.0,10,9085.176021630308,656000,0.0,-12.172021,4158146.2,10,22.543077,9085.176021630312,0.0,17906.322516243024,4759.506,18,-84.39457231322919,46506.445885592206,9085.176021630308,17906.322516243024,-84.39457231322919,46506.445885592206,9085.176021630312,18,-49191.87,0.0
0.0,10,-42.96710599993408,680000,0.0,61.92047,1435884.4,10,16.961887,-42.96710599993408,0.0,3.8719802467593105,10291.454,19,-49.68664615039412,-33.6181273893758,-42.96710599993408,3.8719802467593105,-49.68664615039412,-33.6181273893758,-42.96710599993408,19,-2650.594,0.0
0.0,10,12204.94745845754,704000,0.0,3.0182276,2585478.8,10,13.743783,12204.94745845754,0.0,18068.34851101225,13330.157,20,-96.17311202432899,46550.35828593033,12204.94745845754,18068.34851101225,-96.17311202432899,46550.35828593033,12204.94745845754,20,-25491.006,0.0
0.0,10,32303.99307670996,728000,0.0,-9.915205,3555815.0,10,15.154357,32303.993076709965,0.0,25452.18803394543,12280.787,21,-17.091435872241544,69703.76366583676,32303.99307670996,25452.18803394543,-17.091435872241544,69703.76366583676,32303.993076709965,21,-34754.105,0.0
0.0,10,48204.19099977638,752000,0.0,-12.923205,5164561.5,10,22.476385,48204.19099977637,0.0,5084.232390602487,7855.21,22,41279.28175490895,54513.99486341827,48204.19099977638,5084.232390602487,41279.28175490895,54513.99486341827,48204.19099977637,22,-52085.145,0.0
0.0,10,53900.571909355116,776000,0.0,-7.5566936,7357840.5,10,33.627796,53900.57190935513,0.0,12547.809322448837,6362.5625,23,41722.23290151969,77436.39025691398,53900.571909355116,12547.809322448837,41722.23290151969,77436.39025691398,53900.57190935513,23,-73634.81,0.0
0.0,10,48693.90386360946,800000,0.0,7.4292717,7515909.0,10,34.71283,48693.903863609456,0.0,6174.441112173796,11845.184,24,41451.73869855276,60930.891839883174,48693.90386360946,6174.441112173796,41451.73869855276,60930.891839883174,48693.903863609456,24,-71562.42,0.0
0.0,10,51143.58033280682,824000,0.0,-12.610469,9081103.0,10,39.756454,51143.580332806836,0.0,9907.068304328637,9537.03,25,38737.754163176534,68817.39929117974,51143.58033280682,9907.068304328637,38737.754163176534,68817.39929117974,51143.580332806836,25,-85621.266,0.0
0.0,10,47084.15796677022,848000,0.0,0.027308227,10176700.0,10,46.62089,47084.15796677023,0.0,9807.749485958924,9137.205,26,36977.5610476832,68107.01303948305,47084.15796677022,9807.749485958924,36977.5610476832,68107.01303948305,47084.15796677023,26,-97404.85,0.0
0.0,10,47465.833927022686,872000,0.0,-0.030233216,10832855.0,10,45.679665,47465.833927022686,0.0,6250.26632878747,5365.942,27,40440.88312653203,63251.459656009014,47465.833927022686,6250.26632878747,40440.88312653203,63251.459656009014,47465.833927022686,27,-107490.914,0.0
0.0,10,49454.76908790483,896000,0.0,0.52200305,10908582.0,10,44.087452,49454.76908790483,0.0,11396.909256360192,3931.056,28,35229.49283306245,74721.18250106601,49454.76908790483,11396.909256360192,35229.49283306245,74721.18250106601,49454.76908790483,28,-110678.27,0.0
0.0,10,39353.555024648944,920000,0.0,0.03666098,11104699.0,10,43.743267,39353.55502464895,0.0,3587.5155869924583,3057.557,29,33364.03574155475,44447.49271720138,39353.555024648944,3587.5155869924583,33364.03574155475,44447.49271720138,39353.55502464895,29,-114272.42,0.0
0.0,10,41184.86301006903,944000,0.0,0.10044908,11181851.0,10,43.615696,41184.86301006902,0.0,9952.019199555334,2946.6172,30,32270.088702573597,69173.60211895841,41184.86301006903,9952.019199555334,32270.088702573597,69173.60211895841,41184.86301006902,30,-114548.38,0.0
0.0,10,50590.19775821445,968000,0.0,-0.082177244,11246434.0,10,43.492157,50590.197758214454,0.0,11345.07709531915,3353.069,31,40666.44651380296,78750.75394007003,50590.19775821445,11345.07709531915,40666.44651380296,78750.75394007003,50590.197758214454,31,-115293.82,0.0
0.0,10,42095.41460879798,992000,0.0,-0.06934764,11826703.0,10,44.550674,42095.414608798,0.0,2931.848240142795,2665.1904,32,37618.50870004059,46731.934776671194,42095.41460879798,2931.848240142795,37618.50870004059,46731.934776671194,42095.414608798,32,-119898.414,0.0
0.0,10,39535.96770578755,1016000,0.0,-0.25149867,12415402.0,10,45.10875,39535.96770578755,0.0,6240.132645931914,2314.8125,33,23640.077420559064,46302.36698581663,39535.96770578755,6240.132645931914,23640.077420559064,46302.36698581663,39535.96770578755,33,-122305.125,0.0
0.0,10,49160.759623778904,1040000,0.0,-0.30135113,12530596.0,10,45.86395,49160.75962377891,0.0,10324.138056653197,2515.0747,34,37144.63381454732,69219.28570845218,49160.759623778904,10324.138056653197,37144.63381454732,69219.28570845218,49160.75962377891,34,-123801.77,0.0
0.0,10,48067.27624090032,1064000,0.0,0.102935486,12792730.0,10,45.317837,48067.27624090032,0.0,7855.130419441147,2344.9944,35,37308.10183827074,62295.25025814186,48067.27624090032,7855.130419441147,37308.10183827074,62295.25025814186,48067.27624090032,35,-124962.414,0.0
0.0,10,44835.33061358645,1088000,0.0,-0.2652558,12736084.0,10,45.741566,44835.330613586455,0.0,7453.568881018077,2045.3113,36,38963.73062055926,65236.44343020433,44835.33061358645,7453.568881018077,38963.73062055926,65236.44343020433,44835.330613586455,36,-125240.4,0.0
0.0,10,44744.87832628827,1112000,0.0,-0.20101804,13172721.0,10,45.958836,44744.87832628827,0.0,4923.922807491776,2861.2795,37,39229.45195018956,56076.299266818954,44744.87832628827,4923.922807491776,39229.45195018956,56076.299266818954,44744.87832628827,37,-124846.734,0.0
0.0,10,44847.82806804966,1136000,0.0,1.2548637,12762085.0,10,45.04292,44847.82806804966,0.0,7549.357202537527,1953.817,38,35805.09850880673,59662.180027475806,44847.82806804966,7549.357202537527,35805.09850880673,59662.180027475806,44847.82806804966,38,-125967.81,0.0
0.0,10,48478.61149155015,1160000,0.0,-0.0036056824,12779982.0,10,43.458267,48478.61149155014,0.0,6935.510944261264,2011.5597,39,39943.34676673802,60146.23329299061,48478.61149155015,6935.510944261264,39943.34676673802,60146.23329299061,48478.61149155014,39,-125823.35,0.0
0.0,10,48440.23024864477,1184000,0.0,0.25769982,13361560.0,10,43.134266,48440.23024864478,0.0,8632.925000027923,1588.0894,40,33458.679441508735,62779.73307464405,48440.23024864477,8632.925000027923,33458.679441508735,62779.73307464405,48440.23024864478,40,-128023.39,0.0
0.0,10,50345.04510415229,1208000,0.0,-0.3286378,14143543.0,10,43.86779,50345.0451041523,0.0,11901.894988614411,2159.2822,41,21425.576203882014,69767.35460319703,50345.04510415229,11901.894988614411,21425.576203882014,69767.35460319703,50345.0451041523,41,-130371.46,0.0
0.0,10,49082.50841103097,1232000,0.0,-0.009649872,14449123.0,10,44.229664,49082.50841103095,0.0,12756.043926838887,1950.459,42,18742.29051875093,69364.99059481588,49082.50841103097,12756.043926838887,18742.29051875093,69364.99059481588,49082.50841103095,42,-132526.22,0.0
0.0,10,46789.7758631616,1256000,0.0,-0.32081908,14923139.0,10,44.898132,46789.775863161594,0.0,6215.941034368575,1880.4985,43,40221.82492919661,63223.48159325891,46789.7758631616,6215.941034368575,40221.82492919661,63223.48159325891,46789.775863161594,43,-135415.3,0.0
0.0,10,47294.745590234845,1280000,0.0,0.25355524,15562453.0,10,45.134777,47294.74559023483,0.0,9834.553795293627,2022.5994,44,24832.658361451773,60881.166073103304,47294.745590234845,9834.553795293627,24832.658361451773,60881.166073103304,47294.74559023483,44,-136680.19,0.0
0.0,10,48258.83839487834,1304000,0.0,-0.6702189,15853332.0,10,45.654,48258.83839487832,0.0,8918.848968823819,1926.6245,45,29837.72801333198,61225.14400445474,48258.83839487834,8918.848968823819,29837.72801333198,61225.14400445474,48258.83839487832,45,-139286.23,0.0
0.0,10,53121.94249436884,1328000,0.0,0.11256314,16093097.0,10,46.07968,53121.94249436886,0.0,8852.106368849176,1991.9587,46,38883.16027510636,69023.65581579691,53121.94249436884,8852.106368849176,38883.16027510636,69023.65581579691,53121.94249436886,46,-140654.97,0.0
0.0,10,47898.666925901794,1352000,0.0,0.2594977,16427198.0,10,45.497208,47898.666925901794,0.0,8388.622488373174,2057.5393,47,33256.95745574496,64320.94267047178,47898.666925901794,8388.622488373174,33256.95745574496,64320.94267047178,47898.666925901794,47,-140962.25,0.0
0.0,10,49451.915636825106,1376000,0.0,0.0072518005,16888622.0,10,45.77331,49451.91563682512,0.0,7392.495545624042,1859.6229,48,40660.652728368084,66781.33904970296,49451.915636825106,7392.495545624042,40660.652728368084,66781.33904970296,49451.91563682512,48,-142200.89,0.0
0.0,10,48167.73032870734,1400000,0.0,0.23367465,16876186.0,10,45.723587,48167.73032870733,0.0,9436.526269358632,2350.8574,49,33140.450615691574,64055.81967131378,48167.73032870734,9436.526269358632,33140.450615691574,64055.81967131378,48167.73032870733,49,-146901.92,0.0
