MetaTest/Average/SuccessRate,MetaTest/Average/MaxReturn,MetaTest/pick-out-of-hole-v1/AverageReturn,MetaTrain/Average/ContrastiveLoss,TotalEnvSteps,MetaTest/Average/NumTrajs,MetaTest/pick-out-of-hole-v1/MinReturn,MetaTest/pick-out-of-hole-v1/MaxReturn,MetaTest/pick-out-of-hole-v1/TerminationRate,MetaTrain/Average/QfLoss,MetaTest/Average/Iteration,MetaTest/Average/AverageReturn,MetaTest/pick-out-of-hole-v1/NumTrajs,MetaTest/Average/MinReturn,MetaTrain/Average/PolicyLoss,MetaTest/pick-out-of-hole-v1/AverageDiscountedReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/TerminationRate,MetaTrain/Average/AlphaLoss,MetaTrain/Average/Alpha,MetaTest/pick-out-of-hole-v1/StdReturn,MetaTest/pick-out-of-hole-v1/SuccessRate,MetaTest/pick-out-of-hole-v1/Iteration,MetaTest/Average/StdReturn
0.0,-22.239889402940808,-22.303718556499444,7.6246285,4664000,10,-22.355294590226027,-22.239889402940808,0.0,12.829826,185,-22.303718556499444,10,-22.355294590226027,-131.21329,-22.303718556499444,-22.303718556499444,0.0,6.5266976,nan,0.039746278627507944,0.0,185,0.039746278627507944
0.0,-22.197297384446028,-22.342993638915125,7.62463,4688000,10,-22.49939507721777,-22.197297384446028,0.0,12.779148,186,-22.342993638915125,10,-22.49939507721777,-131.31561,-22.34299363891513,-22.34299363891513,0.0,6.527794,nan,0.08691147507504929,0.0,186,0.08691147507504929
0.0,-21.295935712680976,-21.34637512061486,7.624629,4712000,10,-21.45244326171331,-21.295935712680976,0.0,12.618718,187,-21.34637512061486,10,-21.45244326171331,-131.43169,-21.34637512061486,-21.34637512061486,0.0,6.5280957,nan,0.05294321476415125,0.0,187,0.05294321476415125
0.0,-22.78677856814135,-22.861303908361947,7.62463,4736000,10,-22.965517588142358,-22.78677856814135,0.0,12.7434,188,-22.861303908361947,10,-22.965517588142358,-131.54163,-22.861303908361954,-22.861303908361954,0.0,6.5278177,nan,0.05349309014830409,0.0,188,0.05349309014830409
0.0,-22.562141252541586,-22.612008578218152,7.624629,4760000,10,-22.68396233406175,-22.562141252541586,0.0,12.683219,189,-22.612008578218152,10,-22.68396233406175,-131.63881,-22.61200857821815,-22.61200857821815,0.0,6.5315595,nan,0.03814746252833967,0.0,189,0.03814746252833967
0.0,-21.758059276386057,-21.85012114598317,7.6246295,4784000,10,-21.922400004992443,-21.758059276386057,0.0,12.652795,190,-21.85012114598317,10,-21.922400004992443,-131.80455,-21.850121145983174,-21.850121145983174,0.0,6.5287385,nan,0.05244479354980762,0.0,190,0.05244479354980762
0.0,-21.890936183142944,-22.016065141568777,7.6246295,4808000,10,-22.07619285053175,-21.890936183142944,0.0,12.505191,191,-22.016065141568777,10,-22.07619285053175,-131.92912,-22.016065141568774,-22.016065141568774,0.0,6.531933,nan,0.0565541984255841,0.0,191,0.0565541984255841
0.0,-22.160161706879187,-22.26232096958045,7.624629,4832000,10,-22.357471516921365,-22.160161706879187,0.0,12.578647,192,-22.26232096958045,10,-22.357471516921365,-132.00023,-22.26232096958045,-22.26232096958045,0.0,6.530413,nan,0.05135010016468117,0.0,192,0.05135010016468117
0.0,-21.431374758838665,-21.474699244279797,7.624629,4856000,10,-21.527508241707718,-21.431374758838665,0.0,12.538818,193,-21.474699244279797,10,-21.527508241707718,-132.14935,-21.474699244279797,-21.474699244279797,0.0,6.5317707,nan,0.028123893204543657,0.0,193,0.028123893204543657
0.0,-22.12413934671977,-22.17307367964124,7.62463,4880000,10,-22.25063090077678,-22.12413934671977,0.0,12.482142,194,-22.17307367964124,10,-22.25063090077678,-132.21982,-22.17307367964124,-22.17307367964124,0.0,6.531756,nan,0.03288215671891201,0.0,194,0.03288215671891201
0.0,-21.653172812257377,-21.70107767311935,7.6246285,4904000,10,-21.75428901251524,-21.653172812257377,0.0,12.42408,195,-21.70107767311935,10,-21.75428901251524,-132.32774,-21.701077673119357,-21.701077673119357,0.0,6.5326896,nan,0.034783130407224715,0.0,195,0.034783130407224715
0.0,-21.114443480619464,-21.31810522668642,7.624629,4928000,10,-21.56144930929335,-21.114443480619464,0.0,12.342467,196,-21.31810522668642,10,-21.56144930929335,-132.45978,-21.31810522668642,-21.31810522668642,0.0,6.5313034,nan,0.14559044330404475,0.0,196,0.14559044330404475
0.0,-21.675955184000223,-21.88502589559126,7.6246295,4952000,10,-22.016735415199065,-21.675955184000223,0.0,12.345623,197,-21.88502589559126,10,-22.016735415199065,-132.52284,-21.885025895591255,-21.885025895591255,0.0,6.532334,nan,0.1110037184160931,0.0,197,0.1110037184160931
0.0,-22.6490581128334,-22.712015740762432,7.6246285,4976000,10,-22.867756342773625,-22.6490581128334,0.0,12.299363,198,-22.712015740762432,10,-22.867756342773625,-132.63728,-22.712015740762435,-22.712015740762435,0.0,6.5315194,nan,0.05942253674430628,0.0,198,0.05942253674430628
0.0,-22.11276416546985,-22.181915736928513,7.624629,5000000,10,-22.27445632918253,-22.11276416546985,0.0,12.281156,199,-22.181915736928513,10,-22.27445632918253,-132.67389,-22.181915736928513,-22.181915736928513,0.0,6.531173,nan,0.04827202083642767,0.0,199,0.04827202083642767
