MetaTest/button-press-v1/SuccessRate,MetaTest/button-press-v1/AverageDiscountedReturn,MetaTest/button-press-v1/MinReturn,MetaTest/button-press-v1/TerminationRate,MetaTest/Average/NumTrajs,MetaTest/Average/AverageReturn,MetaTest/button-press-v1/Iteration,MetaTest/Average/StdReturn,MetaTest/Average/MinReturn,MetaTest/button-press-v1/MaxReturn,MetaTest/Average/MaxReturn,MetaTest/Average/SuccessRate,TotalEnvSteps,MetaTest/button-press-v1/NumTrajs,MetaTest/Average/Iteration,MetaTest/Average/TerminationRate,MetaTest/button-press-v1/StdReturn,MetaTest/button-press-v1/AverageReturn,MetaTest/Average/AverageDiscountedReturn
0.9,322210.44130531664,209491.0894797029,0.0,10,322210.44130531675,244,46786.28113109141,209491.0894797029,359351.20830405236,359351.20830405236,0.9,6080000,10,244,0.0,46786.28113109141,322210.44130531675,322210.44130531664
0.8,295021.5341992846,71295.23719520189,0.0,10,295021.53419928456,245,108773.12063820186,71295.23719520189,361636.4260438424,361636.4260438424,0.8,6104000,10,245,0.0,108773.12063820186,295021.53419928456,295021.5341992846
1.0,318870.6590707624,174660.91901095823,0.0,10,318870.6590707624,246,60159.19643694332,174660.91901095823,365563.8000137659,365563.8000137659,1.0,6128000,10,246,0.0,60159.19643694332,318870.6590707624,318870.6590707624
1.0,344836.58041063667,276971.9361021234,0.0,10,344836.5804106367,247,27384.209900912945,276971.9361021234,366750.0014559837,366750.0014559837,1.0,6152000,10,247,0.0,27384.209900912945,344836.5804106367,344836.58041063667
1.0,342777.49433535413,309005.3285411693,0.0,10,342777.4943353542,248,17933.409767996876,309005.3285411693,360465.69665794494,360465.69665794494,1.0,6176000,10,248,0.0,17933.409767996876,342777.4943353542,342777.49433535413
0.9,310878.6855951636,113993.00995209199,0.0,10,310878.6855951636,249,74801.35900488145,113993.00995209199,365672.228472237,365672.228472237,0.9,6200000,10,249,0.0,74801.35900488145,310878.6855951636,310878.6855951636
0.9,323435.77918302047,188670.82773187495,0.0,10,323435.77918302047,250,51798.42391974613,188670.82773187495,365701.7182344897,365701.7182344897,0.9,6224000,10,250,0.0,51798.42391974613,323435.77918302047,323435.77918302047
0.3,88322.76813357306,-105.95647251796616,0.0,10,88322.7681335731,251,136124.40999020453,-105.95647251796616,347219.9703294991,347219.9703294991,0.3,6248000,10,251,0.0,136124.40999020453,88322.7681335731,88322.76813357306
0.4,153606.46948188735,-76.90395517019572,0.0,10,153606.46948188735,252,158746.96397443206,-76.90395517019572,353576.0630419234,353576.0630419234,0.4,6272000,10,252,0.0,158746.96397443206,153606.46948188735,153606.46948188735
0.5,176721.21238999994,-91.73446824515403,0.0,10,176721.21239000003,253,176827.49307594757,-91.73446824515403,358094.0878804426,358094.0878804426,0.5,6296000,10,253,0.0,176827.49307594757,176721.21239000003,176721.21238999994
0.4,142579.32157537332,-73.47272967932153,0.0,10,142579.32157537332,254,174714.1006974894,-73.47272967932153,363097.1238357389,363097.1238357389,0.4,6320000,10,254,0.0,174714.1006974894,142579.32157537332,142579.32157537332
0.3,132988.5783951516,-13.038925661765202,0.0,10,132988.5783951516,255,140110.2322423237,-13.038925661765202,338586.7827234806,338586.7827234806,0.3,6344000,10,255,0.0,140110.2322423237,132988.5783951516,132988.5783951516
0.2,66469.59280727926,-113.3306476297924,0.0,10,66469.59280727929,256,131315.28650299736,-113.3306476297924,354633.24326430523,354633.24326430523,0.2,6368000,10,256,0.0,131315.28650299736,66469.59280727929,66469.59280727926
0.3,131644.3452282178,-83.45071386248902,0.0,10,131644.3452282178,257,161570.98660511596,-83.45071386248902,352677.62440103927,352677.62440103927,0.3,6392000,10,257,0.0,161570.98660511596,131644.3452282178,131644.3452282178
0.4,154993.53504726492,-21.967622462016728,0.0,10,154993.53504726494,258,159358.99094396137,-21.967622462016728,364120.878408782,364120.878408782,0.4,6416000,10,258,0.0,159358.99094396137,154993.53504726494,154993.53504726492
1.0,312412.96409899613,227217.73569337395,0.0,10,312412.964098996,259,40690.13005745622,227217.73569337395,354781.3848983398,354781.3848983398,1.0,6440000,10,259,0.0,40690.13005745622,312412.964098996,312412.96409899613
1.0,347199.4289468837,312260.108869852,0.0,10,347199.42894688377,260,14361.954270258899,312260.108869852,359156.4737462463,359156.4737462463,1.0,6464000,10,260,0.0,14361.954270258899,347199.42894688377,347199.4289468837
1.0,347309.45152830094,307145.2170904663,0.0,10,347309.4515283009,261,14770.854604024758,307145.2170904663,361415.5129276807,361415.5129276807,1.0,6488000,10,261,0.0,14770.854604024758,347309.4515283009,347309.45152830094
1.0,348270.59687373665,324324.8703369901,0.0,10,348270.5968737366,262,13457.669871882892,324324.8703369901,364080.3074194649,364080.3074194649,1.0,6512000,10,262,0.0,13457.669871882892,348270.5968737366,348270.59687373665
0.9,321837.8454315146,199166.72681021286,0.0,10,321837.84543151455,263,52627.12710176937,199166.72681021286,364455.1887138366,364455.1887138366,0.9,6536000,10,263,0.0,52627.12710176937,321837.84543151455,321837.8454315146
0.8,309269.5278144787,167007.29813298507,0.0,10,309269.52781447873,264,67881.32858641238,167007.29813298507,365169.90688888327,365169.90688888327,0.8,6560000,10,264,0.0,67881.32858641238,309269.52781447873,309269.5278144787
1.0,341747.5496184643,315863.43207799376,0.0,10,341747.5496184643,265,18170.694808893448,315863.43207799376,366829.2002855589,366829.2002855589,1.0,6584000,10,265,0.0,18170.694808893448,341747.5496184643,341747.5496184643
1.0,351455.80816439487,308733.60074513644,0.0,10,351455.8081643948,266,16497.62265579813,308733.60074513644,364702.70211989473,364702.70211989473,1.0,6608000,10,266,0.0,16497.62265579813,351455.8081643948,351455.80816439487
1.0,354852.52764766116,341667.4039478221,0.0,10,354852.5276476613,267,7558.56349462812,341667.4039478221,364924.59751288325,364924.59751288325,1.0,6632000,10,267,0.0,7558.56349462812,354852.5276476613,354852.52764766116
1.0,355327.75785401405,343248.1783184771,0.0,10,355327.75785401405,268,6781.439509248086,343248.1783184771,368510.6453130401,368510.6453130401,1.0,6656000,10,268,0.0,6781.439509248086,355327.75785401405,355327.75785401405
1.0,336181.5829614279,206786.71747665352,0.0,10,336181.5829614278,269,44500.58727094925,206786.71747665352,362238.8606479154,362238.8606479154,1.0,6680000,10,269,0.0,44500.58727094925,336181.5829614278,336181.5829614279
0.5,169307.33945631905,-19.589417014786886,0.0,10,169307.33945631905,270,168610.32973977856,-19.589417014786886,372432.14678972063,372432.14678972063,0.5,6704000,10,270,0.0,168610.32973977856,169307.33945631905,169307.33945631905
0.8,305406.12308484386,112927.19339015505,0.0,10,305406.1230848439,271,93677.37556156814,112927.19339015505,361318.2402157253,361318.2402157253,0.8,6728000,10,271,0.0,93677.37556156814,305406.1230848439,305406.12308484386
0.3,77059.90255366171,-80.31767187876365,0.0,10,77059.90255366173,272,129664.77000268479,-80.31767187876365,360829.12179567205,360829.12179567205,0.3,6752000,10,272,0.0,129664.77000268479,77059.90255366173,77059.90255366171
0.7,187257.93454598036,1695.1769375049182,0.0,10,187257.93454598036,273,139478.05967536476,1695.1769375049182,356795.6668040468,356795.6668040468,0.7,6776000,10,273,0.0,139478.05967536476,187257.93454598036,187257.93454598036
1.0,337550.50123489794,296159.10195724585,0.0,10,337550.50123489794,274,22275.862185812264,296159.10195724585,368849.618508593,368849.618508593,1.0,6800000,10,274,0.0,22275.862185812264,337550.50123489794,337550.50123489794
0.9,329525.9889410394,87433.18554906861,0.0,10,329525.98894103954,275,81641.23903952538,87433.18554906861,369714.21046142094,369714.21046142094,0.9,6824000,10,275,0.0,81641.23903952538,329525.98894103954,329525.9889410394
0.8,289964.1157778108,121199.15694489119,0.0,10,289964.11577781086,276,92458.23499115341,121199.15694489119,362573.60733482963,362573.60733482963,0.8,6848000,10,276,0.0,92458.23499115341,289964.11577781086,289964.1157778108
1.0,349353.91941359604,313998.8541118646,0.0,10,349353.91941359604,277,17625.93604980557,313998.8541118646,375282.2932160366,375282.2932160366,1.0,6872000,10,277,0.0,17625.93604980557,349353.91941359604,349353.91941359604
0.9,312666.63401892397,191199.46248028983,0.0,10,312666.63401892397,278,50260.57860750262,191199.46248028983,357474.67331853,357474.67331853,0.9,6896000,10,278,0.0,50260.57860750262,312666.63401892397,312666.63401892397
0.8,301911.7387575729,120960.05927321933,0.0,10,301911.7387575729,279,75072.47271712575,120960.05927321933,355389.85133715667,355389.85133715667,0.8,6920000,10,279,0.0,75072.47271712575,301911.7387575729,301911.7387575729
0.9,334849.40579700336,273496.66194418794,0.0,10,334849.40579700336,280,28738.342123942213,273496.66194418794,374129.80803222023,374129.80803222023,0.9,6944000,10,280,0.0,28738.342123942213,334849.40579700336,334849.40579700336
1.0,332675.90249138314,234081.32350380268,0.0,10,332675.90249138314,281,35911.01528690489,234081.32350380268,363913.3872673614,363913.3872673614,1.0,6968000,10,281,0.0,35911.01528690489,332675.90249138314,332675.90249138314
1.0,344329.9013627811,322113.20470316126,0.0,10,344329.90136278106,282,12987.051298407396,322113.20470316126,364729.977528457,364729.977528457,1.0,6992000,10,282,0.0,12987.051298407396,344329.90136278106,344329.9013627811
0.9,307774.2725946486,137565.6813866305,0.0,10,307774.27259464853,283,61442.6243113825,137565.6813866305,360209.57863061415,360209.57863061415,0.9,7016000,10,283,0.0,61442.6243113825,307774.27259464853,307774.2725946486
0.9,321228.91187097307,169297.95790409512,0.0,10,321228.91187097307,284,55915.06332507747,169297.95790409512,359818.33837854373,359818.33837854373,0.9,7040000,10,284,0.0,55915.06332507747,321228.91187097307,321228.91187097307
1.0,346237.20778378355,330558.05958071153,0.0,10,346237.20778378344,285,12254.34624427006,330558.05958071153,365562.3276429628,365562.3276429628,1.0,7064000,10,285,0.0,12254.34624427006,346237.20778378344,346237.20778378355
1.0,340874.1132027563,250190.7081341867,0.0,10,340874.11320275645,286,32552.30435056771,250190.7081341867,365066.81829574256,365066.81829574256,1.0,7088000,10,286,0.0,32552.30435056771,340874.11320275645,340874.1132027563
1.0,353662.37037970044,334982.1212100603,0.0,10,353662.3703797004,287,15015.848720753504,334982.1212100603,372719.952549744,372719.952549744,1.0,7112000,10,287,0.0,15015.848720753504,353662.3703797004,353662.37037970044
1.0,328871.2308188566,269915.0103889512,0.0,10,328871.2308188566,288,30305.504726137588,269915.0103889512,365001.3959025298,365001.3959025298,1.0,7136000,10,288,0.0,30305.504726137588,328871.2308188566,328871.2308188566
1.0,345781.2996480822,314078.96506992826,0.0,10,345781.2996480822,289,16156.004811823099,314078.96506992826,365912.1252727912,365912.1252727912,1.0,7160000,10,289,0.0,16156.004811823099,345781.2996480822,345781.2996480822
0.9,326563.2417834463,230969.92727653243,0.0,10,326563.24178344634,290,35598.88394444894,230969.92727653243,363250.766720344,363250.766720344,0.9,7184000,10,290,0.0,35598.88394444894,326563.24178344634,326563.2417834463
1.0,325331.35446891293,247464.81553886482,0.0,10,325331.354468913,291,36517.86964485472,247464.81553886482,361203.5730840093,361203.5730840093,1.0,7208000,10,291,0.0,36517.86964485472,325331.354468913,325331.35446891293
0.5,171367.2200493624,-85.19152473497378,0.0,10,171367.22004936228,292,171766.25346411666,-85.19152473497378,357160.6064170438,357160.6064170438,0.5,7232000,10,292,0.0,171766.25346411666,171367.22004936228,171367.2200493624
1.0,310787.078230437,12588.20757882033,0.0,10,310787.07823043695,293,106028.44231449859,12588.20757882033,372087.88444939384,372087.88444939384,1.0,7256000,10,293,0.0,106028.44231449859,310787.07823043695,310787.078230437
1.0,285763.29649252014,99863.63704675976,0.0,10,285763.29649252014,294,89852.95903434734,99863.63704675976,363065.7245626152,363065.7245626152,1.0,7280000,10,294,0.0,89852.95903434734,285763.29649252014,285763.29649252014
0.9,323690.79236265115,232038.8744830354,0.0,10,323690.7923626512,295,42529.09537984994,232038.8744830354,359001.1310689706,359001.1310689706,0.9,7304000,10,295,0.0,42529.09537984994,323690.7923626512,323690.79236265115
1.0,338804.44196458376,295207.53761410795,0.0,10,338804.4419645838,296,18343.385432603456,295207.53761410795,362236.8754948281,362236.8754948281,1.0,7328000,10,296,0.0,18343.385432603456,338804.4419645838,338804.44196458376
1.0,352624.2186611007,339270.55794472113,0.0,10,352624.21866110084,297,7512.368294164095,339270.55794472113,360987.7385018953,360987.7385018953,1.0,7352000,10,297,0.0,7512.368294164095,352624.21866110084,352624.2186611007
1.0,330362.57907855214,296275.8713213151,0.0,10,330362.5790785522,298,19451.066567995,296275.8713213151,356525.60993665946,356525.60993665946,1.0,7376000,10,298,0.0,19451.066567995,330362.5790785522,330362.57907855214
0.6,189615.8137760777,-15.51811490485731,0.0,10,189615.81377607764,299,156284.08752022017,-15.51811490485731,360891.6509513201,360891.6509513201,0.6,7400000,10,299,0.0,156284.08752022017,189615.81377607764,189615.8137760777
0.8,315921.756304938,213407.04035488633,0.0,10,315921.756304938,300,54990.57592231319,213407.04035488633,370693.91331398085,370693.91331398085,0.8,7424000,10,300,0.0,54990.57592231319,315921.756304938,315921.756304938
0.9,344429.6483218127,264660.4051306983,0.0,10,344429.64832181274,301,28326.614993140614,264660.4051306983,364946.5647965218,364946.5647965218,0.9,7448000,10,301,0.0,28326.614993140614,344429.64832181274,344429.6483218127
1.0,345099.3082590316,322554.3011531025,0.0,10,345099.3082590315,302,11678.891882451173,322554.3011531025,359569.16356599395,359569.16356599395,1.0,7472000,10,302,0.0,11678.891882451173,345099.3082590315,345099.3082590316
1.0,346732.5638042573,289470.5066123088,0.0,10,346732.5638042572,303,24899.587519398396,289470.5066123088,368321.7530784963,368321.7530784963,1.0,7496000,10,303,0.0,24899.587519398396,346732.5638042572,346732.5638042573
0.8,310819.3648933803,232427.46195523383,0.0,10,310819.36489338044,304,44630.74133181661,232427.46195523383,361234.2063221622,361234.2063221622,0.8,7520000,10,304,0.0,44630.74133181661,310819.36489338044,310819.3648933803
0.8,316256.191280335,212067.8093803388,0.0,10,316256.1912803351,305,50873.21705096772,212067.8093803388,362152.6637847457,362152.6637847457,0.8,7544000,10,305,0.0,50873.21705096772,316256.1912803351,316256.191280335
0.9,310969.59412904544,196731.0292941798,0.0,10,310969.59412904544,306,48566.210027297326,196731.0292941798,368839.4302753247,368839.4302753247,0.9,7568000,10,306,0.0,48566.210027297326,310969.59412904544,310969.59412904544
0.3,56179.07367857177,-117.88656737399957,0.0,10,56179.073678571775,307,107851.15900004332,-117.88656737399957,357847.10001622926,357847.10001622926,0.3,7592000,10,307,0.0,107851.15900004332,56179.073678571775,56179.07367857177
0.9,288318.42323603644,68524.72481804124,0.0,10,288318.4232360365,308,106422.48142455837,68524.72481804124,360669.5513460104,360669.5513460104,0.9,7616000,10,308,0.0,106422.48142455837,288318.4232360365,288318.42323603644
0.9,310666.7567084646,210100.03340777082,0.0,10,310666.7567084647,309,56429.80462292086,210100.03340777082,360133.22476593865,360133.22476593865,0.9,7640000,10,309,0.0,56429.80462292086,310666.7567084647,310666.7567084646
1.0,330094.96434524626,248961.49863424627,0.0,10,330094.9643452462,310,31198.238237961225,248961.49863424627,358742.43407153006,358742.43407153006,1.0,7664000,10,310,0.0,31198.238237961225,330094.9643452462,330094.96434524626
0.9,316433.3499939532,237672.14781163563,0.0,10,316433.3499939532,311,42121.43881464046,237672.14781163563,362480.78685531963,362480.78685531963,0.9,7688000,10,311,0.0,42121.43881464046,316433.3499939532,316433.3499939532
1.0,347749.9036328812,314576.052607909,0.0,10,347749.90363288124,312,15583.172581714429,314576.052607909,363618.3575276774,363618.3575276774,1.0,7712000,10,312,0.0,15583.172581714429,347749.90363288124,347749.9036328812
1.0,342704.7652016238,277509.26806454494,0.0,10,342704.7652016238,313,24498.50562891804,277509.26806454494,360241.41678952373,360241.41678952373,1.0,7736000,10,313,0.0,24498.50562891804,342704.7652016238,342704.7652016238
1.0,332754.4528685708,240157.5379307058,0.0,10,332754.4528685708,314,32771.248487232486,240157.5379307058,359396.25050141854,359396.25050141854,1.0,7760000,10,314,0.0,32771.248487232486,332754.4528685708,332754.4528685708
1.0,337720.6107352007,292382.33710160456,0.0,10,337720.6107352007,315,20787.808956182766,292382.33710160456,363578.6550455462,363578.6550455462,1.0,7784000,10,315,0.0,20787.808956182766,337720.6107352007,337720.6107352007
0.9,336712.1042548004,254225.75520791832,0.0,10,336712.1042548004,316,30055.007983300693,254225.75520791832,364669.7279212561,364669.7279212561,0.9,7808000,10,316,0.0,30055.007983300693,336712.1042548004,336712.1042548004
1.0,307424.955528385,210721.58346126604,0.0,10,307424.9555283851,317,51629.00577155301,210721.58346126604,361794.6573750373,361794.6573750373,1.0,7832000,10,317,0.0,51629.00577155301,307424.9555283851,307424.955528385
1.0,344518.90032366785,313165.6217697993,0.0,10,344518.9003236678,318,14000.9183313073,313165.6217697993,360516.9990900328,360516.9990900328,1.0,7856000,10,318,0.0,14000.9183313073,344518.9003236678,344518.90032366785
0.6,81784.5694310308,-12.1728810943654,0.0,10,81784.56943103077,319,141117.44874738625,-12.1728810943654,362763.31266666984,362763.31266666984,0.6,7880000,10,319,0.0,141117.44874738625,81784.56943103077,81784.5694310308
0.5,162432.25651819236,-17.153689157111664,0.0,10,162432.2565181924,320,165124.0860825289,-17.153689157111664,360980.7376793039,360980.7376793039,0.5,7904000,10,320,0.0,165124.0860825289,162432.2565181924,162432.25651819236
0.3,156925.8704761011,-61.97395709406326,0.0,10,156925.87047610106,321,161296.77171204137,-61.97395709406326,359050.2722368381,359050.2722368381,0.3,7928000,10,321,0.0,161296.77171204137,156925.87047610106,156925.8704761011
0.4,164476.06662115906,-20.744735726861318,0.0,10,164476.0666211591,322,168086.62922010187,-20.744735726861318,368189.5752097858,368189.5752097858,0.4,7952000,10,322,0.0,168086.62922010187,164476.0666211591,164476.06662115906
0.3,119958.38622412377,-19.78304726209044,0.0,10,119958.38622412374,323,144474.19519595918,-19.78304726209044,338702.3038346782,338702.3038346782,0.3,7976000,10,323,0.0,144474.19519595918,119958.38622412374,119958.38622412377
1.0,339856.38600830256,289473.1684710367,0.0,10,339856.3860083025,324,26009.26985410306,289473.1684710367,365655.0690622763,365655.0690622763,1.0,8000000,10,324,0.0,26009.26985410306,339856.3860083025,339856.38600830256
0.9,305035.0393897126,198862.4099968973,0.0,10,305035.0393897127,325,42126.34465238279,198862.4099968973,353534.09602180857,353534.09602180857,0.9,8024000,10,325,0.0,42126.34465238279,305035.0393897127,305035.0393897126
0.0,-66.31686177367781,-109.20305840920201,0.0,10,-66.31686177367783,326,35.43326283446879,-109.20305840920201,-16.149875605218558,-16.149875605218558,0.0,8048000,10,326,0.0,35.43326283446879,-66.31686177367783,-66.31686177367781
0.1,38105.64122877132,-105.96961971935445,0.0,10,38105.641228771325,327,108193.9385447561,-105.96961971935445,362620.9595700544,362620.9595700544,0.1,8072000,10,327,0.0,108193.9385447561,38105.641228771325,38105.64122877132
1.0,144025.64000145817,2623.511273276766,0.0,10,144025.64000145817,328,169943.2787522247,2623.511273276766,361670.23547940096,361670.23547940096,1.0,8096000,10,328,0.0,169943.2787522247,144025.64000145817,144025.64000145817
0.2,38264.30452722183,-99.98391714529217,0.0,10,38264.304527221844,329,106602.40300458594,-99.98391714529217,357938.2942760371,357938.2942760371,0.2,8120000,10,329,0.0,106602.40300458594,38264.304527221844,38264.30452722183
0.3,86874.77433607752,-64.57376583464158,0.0,10,86874.77433607749,330,144996.57590313334,-64.57376583464158,371697.4248857086,371697.4248857086,0.3,8144000,10,330,0.0,144996.57590313334,86874.77433607749,86874.77433607752
0.7,311471.21525567875,116779.38472948091,0.0,10,311471.21525567875,331,79303.62492685528,116779.38472948091,372259.4859954747,372259.4859954747,0.7,8168000,10,331,0.0,79303.62492685528,311471.21525567875,311471.21525567875
1.0,343799.92215550214,301484.6059838946,0.0,10,343799.92215550214,332,17048.549116128965,301484.6059838946,360580.12314187764,360580.12314187764,1.0,8192000,10,332,0.0,17048.549116128965,343799.92215550214,343799.92215550214
1.0,347058.39099926624,313301.74753989256,0.0,10,347058.39099926624,333,11797.501676139233,313301.74753989256,355320.4865520201,355320.4865520201,1.0,8216000,10,333,0.0,11797.501676139233,347058.39099926624,347058.39099926624
0.7,291843.6693718031,167868.53932496638,0.0,10,291843.66937180306,334,76970.24816568811,167868.53932496638,358091.40807916084,358091.40807916084,0.7,8240000,10,334,0.0,76970.24816568811,291843.66937180306,291843.6693718031
1.0,353526.9587000689,316940.8213638698,0.0,10,353526.9587000689,335,14446.844680638715,316940.8213638698,369985.5709358545,369985.5709358545,1.0,8264000,10,335,0.0,14446.844680638715,353526.9587000689,353526.9587000689
1.0,356330.48837165494,329754.2534392974,0.0,10,356330.488371655,336,11655.245972764778,329754.2534392974,368806.00167848566,368806.00167848566,1.0,8288000,10,336,0.0,11655.245972764778,356330.488371655,356330.48837165494
1.0,343014.3808820969,268558.3023423661,0.0,10,343014.38088209694,337,28303.011549041767,268558.3023423661,363196.6842924887,363196.6842924887,1.0,8312000,10,337,0.0,28303.011549041767,343014.38088209694,343014.3808820969
0.3,72557.7202851226,-106.06832909523416,0.0,10,72557.72028512257,338,138800.50356389402,-106.06832909523416,366834.1909491287,366834.1909491287,0.3,8336000,10,338,0.0,138800.50356389402,72557.72028512257,72557.7202851226
0.3,97266.84675682057,-43.88435664862452,0.0,10,97266.84675682057,339,147498.8797028749,-43.88435664862452,365573.4184127978,365573.4184127978,0.3,8360000,10,339,0.0,147498.8797028749,97266.84675682057,97266.84675682057
0.5,123061.31975564612,-101.32756088892205,0.0,10,123061.31975564608,340,141633.51207130484,-101.32756088892205,355984.51741736615,355984.51741736615,0.5,8384000,10,340,0.0,141633.51207130484,123061.31975564608,123061.31975564612
0.4,73244.16019146613,-86.17798890202057,0.0,10,73244.1601914661,341,143081.13899347515,-86.17798890202057,360139.7910514507,360139.7910514507,0.4,8408000,10,341,0.0,143081.13899347515,73244.1601914661,73244.16019146613
0.2,87427.80420621598,-134.9318624685419,0.0,10,87427.80420621598,342,138645.95923147487,-134.9318624685419,369670.07542812836,369670.07542812836,0.2,8432000,10,342,0.0,138645.95923147487,87427.80420621598,87427.80420621598
0.7,305159.37991156825,249092.5006897978,0.0,10,305159.3799115683,343,25826.086044433214,249092.5006897978,336878.1806118551,336878.1806118551,0.7,8456000,10,343,0.0,25826.086044433214,305159.3799115683,305159.37991156825
1.0,281984.423178441,10761.575768376937,0.0,10,281984.423178441,344,135535.27694415508,10761.575768376937,360851.04568732396,360851.04568732396,1.0,8480000,10,344,0.0,135535.27694415508,281984.423178441,281984.423178441
1.0,355687.2756199644,332556.603917592,0.0,10,355687.27561996446,345,11922.051658902845,332556.603917592,367066.3149543807,367066.3149543807,1.0,8504000,10,345,0.0,11922.051658902845,355687.27561996446,355687.2756199644
