MetaTest/button-press-topdown-wall-v1/Iteration,MetaTest/Average/StdReturn,MetaTest/Average/NumTrajs,MetaTest/Average/AverageDiscountedReturn,MetaTest/button-press-topdown-wall-v1/SuccessRate,MetaTest/button-press-topdown-wall-v1/MinReturn,MetaTest/Average/TerminationRate,MetaTest/button-press-topdown-wall-v1/NumTrajs,MetaTest/Average/MaxReturn,MetaTest/button-press-topdown-wall-v1/TerminationRate,MetaTest/Average/AverageReturn,MetaTest/button-press-topdown-wall-v1/AverageDiscountedReturn,MetaTest/Average/Iteration,MetaTest/Average/MinReturn,MetaTest/Average/SuccessRate,TotalEnvSteps,MetaTest/button-press-topdown-wall-v1/MaxReturn,MetaTest/button-press-topdown-wall-v1/StdReturn,MetaTest/button-press-topdown-wall-v1/AverageReturn
119,74841.17767744117,10,270374.33477803634,0.9,78881.20950866694,0.0,10,332720.81288283394,0.0,270374.33477803634,270374.33477803634,119,78881.20950866694,0.9,3080000,332720.81288283394,74841.17767744117,270374.33477803634
120,93455.38076920531,10,271292.0780531621,0.9,60185.26954731695,0.0,10,333589.91306414246,0.0,271292.0780531621,271292.0780531621,120,60185.26954731695,0.9,3104000,333589.91306414246,93455.38076920531,271292.0780531621
121,110863.87658971017,10,224604.32960749092,1.0,24889.71651904096,0.0,10,331892.66274183063,0.0,224604.32960749092,224604.32960749092,121,24889.71651904096,1.0,3128000,331892.66274183063,110863.87658971017,224604.32960749092
122,112781.02023151719,10,178929.4165377,0.7,51739.35548620736,0.0,10,335069.5641693588,0.0,178929.41653769993,178929.4165377,122,51739.35548620736,0.7,3152000,335069.5641693588,112781.02023151719,178929.41653769993
123,101666.06139994916,10,216514.01469801398,0.9,44573.01882510882,0.0,10,330803.98848904914,0.0,216514.01469801404,216514.01469801398,123,44573.01882510882,0.9,3176000,330803.98848904914,101666.06139994916,216514.01469801404
124,77250.35690356781,10,289402.8233590955,0.9,63388.492640073826,0.0,10,332632.052434882,0.0,289402.82335909555,289402.8233590955,124,63388.492640073826,0.9,3200000,332632.052434882,77250.35690356781,289402.82335909555
125,88546.17852573593,10,265008.1846962339,0.9,69956.85419227407,0.0,10,334408.51915641205,0.0,265008.1846962338,265008.1846962339,125,69956.85419227407,0.9,3224000,334408.51915641205,88546.17852573593,265008.1846962338
126,129415.110574548,10,221740.117373703,0.8,4584.099561658674,0.0,10,330111.61316777737,0.0,221740.1173737031,221740.117373703,126,4584.099561658674,0.8,3248000,330111.61316777737,129415.110574548,221740.1173737031
127,24782.440852171414,10,301225.4265894565,1.0,257241.48728441485,0.0,10,331934.969875374,0.0,301225.4265894565,301225.4265894565,127,257241.48728441485,1.0,3272000,331934.969875374,24782.440852171414,301225.4265894565
128,83930.24808080711,10,37050.42973551068,0.2,-104.23082673849258,0.0,10,273102.8026848589,0.0,37050.429735510654,37050.42973551068,128,-104.23082673849258,0.2,3296000,273102.8026848589,83930.24808080711,37050.429735510654
129,70737.95672693157,10,264855.69070252473,1.0,131248.41990652806,0.0,10,330864.2375105783,0.0,264855.6907025247,264855.69070252473,129,131248.41990652806,1.0,3320000,330864.2375105783,70737.95672693157,264855.6907025247
130,107756.16478536143,10,250243.88215025538,0.9,1696.0268602375995,0.0,10,337711.4224761358,0.0,250243.88215025546,250243.88215025538,130,1696.0268602375995,0.9,3344000,337711.4224761358,107756.16478536143,250243.88215025546
131,89983.82493724683,10,255432.09766700128,0.9,3631.5219476871002,0.0,10,333045.79183093924,0.0,255432.09766700136,255432.09766700128,131,3631.5219476871002,0.9,3368000,333045.79183093924,89983.82493724683,255432.09766700136
132,82180.07905536056,10,295462.97757088667,0.9,54357.72142171679,0.0,10,339380.50296037906,0.0,295462.9775708867,295462.97757088667,132,54357.72142171679,0.9,3392000,339380.50296037906,82180.07905536056,295462.9775708867
133,47890.1471511917,10,263582.558063777,0.8,154040.86119163918,0.0,10,331481.38723409286,0.0,263582.55806377705,263582.558063777,133,154040.86119163918,0.8,3416000,331481.38723409286,47890.1471511917,263582.55806377705
134,119135.5800944149,10,223908.29586259177,0.7,4420.991010632001,0.0,10,307931.94023146114,0.0,223908.29586259174,223908.29586259177,134,4420.991010632001,0.7,3440000,307931.94023146114,119135.5800944149,223908.29586259174
135,67676.29480458704,10,265261.75081276783,0.9,122338.65815563484,0.0,10,340013.6591861232,0.0,265261.7508127679,265261.75081276783,135,122338.65815563484,0.9,3464000,340013.6591861232,67676.29480458704,265261.7508127679
136,116985.34107823955,10,185909.19093398118,0.5,5277.010459072365,0.0,10,338633.5200167695,0.0,185909.1909339812,185909.19093398118,136,5277.010459072365,0.5,3488000,338633.5200167695,116985.34107823955,185909.1909339812
137,65436.445532846024,10,244348.39304049392,0.5,100481.12586606144,0.0,10,337523.68754935067,0.0,244348.39304049392,244348.39304049392,137,100481.12586606144,0.5,3512000,337523.68754935067,65436.445532846024,244348.39304049392
138,95461.3303699438,10,273625.0882709643,0.7,4201.023781634272,0.0,10,343525.1321622825,0.0,273625.0882709644,273625.0882709643,138,4201.023781634272,0.7,3536000,343525.1321622825,95461.3303699438,273625.0882709644
139,92379.37437437293,10,272253.27291917993,0.9,-18.1197563088346,0.0,10,339335.35891452193,0.0,272253.27291918,272253.27291917993,139,-18.1197563088346,0.9,3560000,339335.35891452193,92379.37437437293,272253.27291918
140,97720.31620889249,10,234356.01463171584,0.7,14632.861692425842,0.0,10,336862.3144037962,0.0,234356.0146317157,234356.01463171584,140,14632.861692425842,0.7,3584000,336862.3144037962,97720.31620889249,234356.0146317157
141,49460.86638022442,10,265019.05271030037,0.7,188078.06549039288,0.0,10,331038.068284957,0.0,265019.05271030037,265019.05271030037,141,188078.06549039288,0.7,3608000,331038.068284957,49460.86638022442,265019.05271030037
142,87424.02018583265,10,238442.83621741398,0.6,91131.63067757858,0.0,10,337946.3618818411,0.0,238442.83621741406,238442.83621741398,142,91131.63067757858,0.6,3632000,337946.3618818411,87424.02018583265,238442.83621741406
143,75733.05261346488,10,247209.42526615103,0.8,81037.45047262551,0.0,10,339331.63220824656,0.0,247209.425266151,247209.42526615103,143,81037.45047262551,0.8,3656000,339331.63220824656,75733.05261346488,247209.425266151
144,108980.89309779467,10,211265.28118954948,0.5,3610.7246747181484,0.0,10,336496.9942874609,0.0,211265.28118954948,211265.28118954948,144,3610.7246747181484,0.5,3680000,336496.9942874609,108980.89309779467,211265.28118954948
145,93103.55535285005,10,207139.2688828337,0.5,14947.757629518457,0.0,10,316200.7036956937,0.0,207139.26888283368,207139.2688828337,145,14947.757629518457,0.5,3704000,316200.7036956937,93103.55535285005,207139.26888283368
146,115957.4095839604,10,233685.856537508,0.8,24864.88841961047,0.0,10,337983.5837681162,0.0,233685.856537508,233685.856537508,146,24864.88841961047,0.8,3728000,337983.5837681162,115957.4095839604,233685.856537508
147,93433.84254813769,10,267470.2416059731,0.9,9233.576237191784,0.0,10,341268.95127359283,0.0,267470.241605973,267470.2416059731,147,9233.576237191784,0.9,3752000,341268.95127359283,93433.84254813769,267470.241605973
148,96047.88264489408,10,254944.3689667355,0.7,11531.863298591203,0.0,10,335204.9701047466,0.0,254944.36896673543,254944.3689667355,148,11531.863298591203,0.7,3776000,335204.9701047466,96047.88264489408,254944.36896673543
149,80011.8938177829,10,246263.7892370706,0.9,72837.04896501257,0.0,10,340159.0464049209,0.0,246263.7892370706,246263.7892370706,149,72837.04896501257,0.9,3800000,340159.0464049209,80011.8938177829,246263.7892370706
150,94431.56785065102,10,265001.22189440404,0.9,15388.098826788637,0.0,10,339038.5376174565,0.0,265001.22189440404,265001.22189440404,150,15388.098826788637,0.9,3824000,339038.5376174565,94431.56785065102,265001.22189440404
151,95813.23395209269,10,243802.93547780655,1.0,4604.887347692772,0.0,10,341076.51421083626,0.0,243802.9354778065,243802.93547780655,151,4604.887347692772,1.0,3848000,341076.51421083626,95813.23395209269,243802.9354778065
152,34377.365427992045,10,222021.4153838295,1.0,150061.51428503764,0.0,10,276490.1060082235,0.0,222021.41538382956,222021.4153838295,152,150061.51428503764,1.0,3872000,276490.1060082235,34377.365427992045,222021.41538382956
153,133649.716339889,10,195190.2326887789,0.7,1771.523915198349,0.0,10,340032.27234957786,0.0,195190.23268877892,195190.2326887789,153,1771.523915198349,0.7,3896000,340032.27234957786,133649.716339889,195190.23268877892
154,96446.41695960828,10,60570.76397453899,0.1,-159.0612068494197,0.0,10,289484.99763667025,0.0,60570.76397453899,60570.76397453899,154,-159.0612068494197,0.1,3920000,289484.99763667025,96446.41695960828,60570.76397453899
155,151623.71722454176,10,145036.56123201037,0.4,-97.84730088949352,0.0,10,343254.3864789109,0.0,145036.56123201034,145036.56123201037,155,-97.84730088949352,0.4,3944000,343254.3864789109,151623.71722454176,145036.56123201034
156,86760.47190238963,10,236959.22091206867,0.9,52697.529610910344,0.0,10,341949.06838641746,0.0,236959.22091206867,236959.22091206867,156,52697.529610910344,0.9,3968000,341949.06838641746,86760.47190238963,236959.22091206867
157,91140.17232294384,10,252619.88427445228,1.0,77728.421269572,0.0,10,333261.9976873271,0.0,252619.88427445228,252619.88427445228,157,77728.421269572,1.0,3992000,333261.9976873271,91140.17232294384,252619.88427445228
158,57482.000588740164,10,255801.0146275355,0.6,105883.28553808275,0.0,10,322475.67713004234,0.0,255801.0146275355,255801.0146275355,158,105883.28553808275,0.6,4016000,322475.67713004234,57482.000588740164,255801.0146275355
159,52885.85854828434,10,234787.9978915873,0.9,150244.67928865584,0.0,10,297681.1327650624,0.0,234787.9978915873,234787.9978915873,159,150244.67928865584,0.9,4040000,297681.1327650624,52885.85854828434,234787.9978915873
160,71313.73960303384,10,215961.38091772026,0.5,81190.988985181,0.0,10,288130.7580301153,0.0,215961.38091772026,215961.38091772026,160,81190.988985181,0.5,4064000,288130.7580301153,71313.73960303384,215961.38091772026
161,105411.92867624936,10,216981.18623140935,1.0,17123.626288351275,0.0,10,318443.2483523423,0.0,216981.18623140937,216981.18623140935,161,17123.626288351275,1.0,4088000,318443.2483523423,105411.92867624936,216981.18623140937
162,41612.84111270973,10,270767.54321331956,0.9,198126.60118930685,0.0,10,334696.94078087155,0.0,270767.54321331956,270767.54321331956,162,198126.60118930685,0.9,4112000,334696.94078087155,41612.84111270973,270767.54321331956
163,94110.1963857193,10,233956.86585732255,0.9,79418.6182691689,0.0,10,337796.599727423,0.0,233956.8658573226,233956.86585732255,163,79418.6182691689,0.9,4136000,337796.599727423,94110.1963857193,233956.8658573226
164,98929.11870822322,10,198552.87676603452,1.0,23385.52881271487,0.0,10,336924.83433220204,0.0,198552.87676603455,198552.87676603452,164,23385.52881271487,1.0,4160000,336924.83433220204,98929.11870822322,198552.87676603455
165,74128.74399088636,10,236125.09608842683,0.9,100506.87736233478,0.0,10,335102.31954953255,0.0,236125.0960884268,236125.09608842683,165,100506.87736233478,0.9,4184000,335102.31954953255,74128.74399088636,236125.0960884268
166,76938.83320601385,10,285763.09704322903,1.0,83182.11248653155,0.0,10,344905.6608424049,0.0,285763.09704322903,285763.09704322903,166,83182.11248653155,1.0,4208000,344905.6608424049,76938.83320601385,285763.09704322903
167,77582.2593016646,10,202320.9275587271,0.9,65576.18225466361,0.0,10,318224.83418415644,0.0,202320.9275587271,202320.9275587271,167,65576.18225466361,0.9,4232000,318224.83418415644,77582.2593016646,202320.9275587271
168,111218.28876826425,10,226622.5230627743,0.9,32000.641593096636,0.0,10,342609.9142909343,0.0,226622.5230627742,226622.5230627743,168,32000.641593096636,0.9,4256000,342609.9142909343,111218.28876826425,226622.5230627742
169,87640.61979034283,10,232448.24431102155,1.0,77244.80843425973,0.0,10,344775.2131361318,0.0,232448.24431102147,232448.24431102155,169,77244.80843425973,1.0,4280000,344775.2131361318,87640.61979034283,232448.24431102147
170,102090.50518505921,10,152055.6816405389,0.8,23064.729075063242,0.0,10,284856.07504559006,0.0,152055.68164053885,152055.6816405389,170,23064.729075063242,0.8,4304000,284856.07504559006,102090.50518505921,152055.68164053885
171,100084.87016411014,10,58616.7551205343,0.3,-98.98145045207782,0.0,10,345154.037849225,0.0,58616.75512053424,58616.7551205343,171,-98.98145045207782,0.3,4328000,345154.037849225,100084.87016411014,58616.75512053424
172,142108.59520910835,10,139458.20531416743,0.4,-57.02804636043527,0.0,10,326962.4726296234,0.0,139458.20531416737,139458.20531416743,172,-57.02804636043527,0.4,4352000,326962.4726296234,142108.59520910835,139458.20531416737
173,34009.011247588416,10,289336.4495001084,1.0,234344.84863698983,0.0,10,337953.1418112033,0.0,289336.44950010837,289336.4495001084,173,234344.84863698983,1.0,4376000,337953.1418112033,34009.011247588416,289336.44950010837
174,65979.5591086807,10,264642.9954105014,0.9,116537.94015468644,0.0,10,337073.03561258875,0.0,264642.9954105014,264642.9954105014,174,116537.94015468644,0.9,4400000,337073.03561258875,65979.5591086807,264642.9954105014
175,82880.70159940243,10,253212.01922048177,0.9,15132.851699249792,0.0,10,315502.06183811167,0.0,253212.0192204817,253212.01922048177,175,15132.851699249792,0.9,4424000,315502.06183811167,82880.70159940243,253212.0192204817
176,76233.59281611333,10,189165.44953444457,1.0,26170.701555549647,0.0,10,344224.96657961904,0.0,189165.4495344446,189165.44953444457,176,26170.701555549647,1.0,4448000,344224.96657961904,76233.59281611333,189165.4495344446
177,54275.695361394966,10,260700.39118101672,1.0,146263.29686361356,0.0,10,341709.6413736861,0.0,260700.39118101672,260700.39118101672,177,146263.29686361356,1.0,4472000,341709.6413736861,54275.695361394966,260700.39118101672
178,75235.02284036532,10,251109.01991735268,0.9,109294.08207309447,0.0,10,324202.6218574472,0.0,251109.01991735268,251109.01991735268,178,109294.08207309447,0.9,4496000,324202.6218574472,75235.02284036532,251109.01991735268
179,50156.05717307925,10,284659.090106435,1.0,179923.99039624163,0.0,10,343558.7586595211,0.0,284659.090106435,284659.090106435,179,179923.99039624163,1.0,4520000,343558.7586595211,50156.05717307925,284659.090106435
180,72706.13083899817,10,248271.9943205611,0.8,120009.07148291702,0.0,10,321220.1929467321,0.0,248271.9943205611,248271.9943205611,180,120009.07148291702,0.8,4544000,321220.1929467321,72706.13083899817,248271.9943205611
181,82938.28038521759,10,223477.94130493258,0.9,90772.69056969923,0.0,10,322747.84119307523,0.0,223477.94130493264,223477.94130493258,181,90772.69056969923,0.9,4568000,322747.84119307523,82938.28038521759,223477.94130493264
182,72634.77431287973,10,266550.80652954086,0.9,119670.49193061191,0.0,10,339931.40875993215,0.0,266550.80652954086,266550.80652954086,182,119670.49193061191,0.9,4592000,339931.40875993215,72634.77431287973,266550.80652954086
183,77676.66232497038,10,287772.8458327513,1.0,133255.91337476484,0.0,10,343527.62109100743,0.0,287772.8458327514,287772.8458327513,183,133255.91337476484,1.0,4616000,343527.62109100743,77676.66232497038,287772.8458327514
184,103707.66996663634,10,223735.61526995845,0.9,49330.23992561749,0.0,10,323246.31444686296,0.0,223735.61526995845,223735.61526995845,184,49330.23992561749,0.9,4640000,323246.31444686296,103707.66996663634,223735.61526995845
185,71777.07773809605,10,292614.2490312295,0.9,86618.29818991663,0.0,10,343453.8292877314,0.0,292614.2490312295,292614.2490312295,185,86618.29818991663,0.9,4664000,343453.8292877314,71777.07773809605,292614.2490312295
186,83430.19199491892,10,273960.6794641624,1.0,56913.19723414254,0.0,10,343731.46719207556,0.0,273960.6794641625,273960.6794641624,186,56913.19723414254,1.0,4688000,343731.46719207556,83430.19199491892,273960.6794641625
187,49066.38263814772,10,282440.24078151095,1.0,169987.26400268488,0.0,10,343071.7929350365,0.0,282440.24078151083,282440.24078151095,187,169987.26400268488,1.0,4712000,343071.7929350365,49066.38263814772,282440.24078151083
188,88702.18535288952,10,268937.75084143726,0.9,73877.3337115824,0.0,10,344381.78672297363,0.0,268937.7508414372,268937.75084143726,188,73877.3337115824,0.9,4736000,344381.78672297363,88702.18535288952,268937.7508414372
189,76353.29479136938,10,203730.8265873171,0.8,119633.68858040369,0.0,10,321086.08294221805,0.0,203730.82658731702,203730.8265873171,189,119633.68858040369,0.8,4760000,321086.08294221805,76353.29479136938,203730.82658731702
190,73869.70546791311,10,265123.7588386853,0.9,152406.08067622964,0.0,10,343707.2364251237,0.0,265123.75883868523,265123.7588386853,190,152406.08067622964,0.9,4784000,343707.2364251237,73869.70546791311,265123.75883868523
191,62646.702228945236,10,290657.1378829797,0.9,124393.63441474852,0.0,10,345624.44565276033,0.0,290657.1378829797,290657.1378829797,191,124393.63441474852,0.9,4808000,345624.44565276033,62646.702228945236,290657.1378829797
192,87782.18899422415,10,266544.320405339,0.8,82527.5943225481,0.0,10,342714.0689362695,0.0,266544.320405339,266544.320405339,192,82527.5943225481,0.8,4832000,342714.0689362695,87782.18899422415,266544.320405339
193,75051.09211823522,10,258625.36641248496,1.0,149045.09906744925,0.0,10,344988.4671948939,0.0,258625.36641248502,258625.36641248496,193,149045.09906744925,1.0,4856000,344988.4671948939,75051.09211823522,258625.36641248502
194,82608.4539471596,10,260274.44780047395,1.0,96274.22719588652,0.0,10,341219.2610728688,0.0,260274.44780047395,260274.44780047395,194,96274.22719588652,1.0,4880000,341219.2610728688,82608.4539471596,260274.44780047395
195,121384.86386375903,10,207745.52022458863,0.7,43717.37998930737,0.0,10,342613.6245520899,0.0,207745.5202245886,207745.52022458863,195,43717.37998930737,0.7,4904000,342613.6245520899,121384.86386375903,207745.5202245886
196,72628.39709548818,10,273854.7095153093,1.0,135876.46299860498,0.0,10,338384.29007669,0.0,273854.7095153093,273854.7095153093,196,135876.46299860498,1.0,4928000,338384.29007669,72628.39709548818,273854.7095153093
197,80369.96851184595,10,278391.5700129204,1.0,121922.56128399578,0.0,10,340410.8713478167,0.0,278391.5700129205,278391.5700129204,197,121922.56128399578,1.0,4952000,340410.8713478167,80369.96851184595,278391.5700129205
198,11609.355213194509,10,330540.1479113989,1.0,302288.452292618,0.0,10,341584.86974512984,0.0,330540.14791139896,330540.1479113989,198,302288.452292618,1.0,4976000,341584.86974512984,11609.355213194509,330540.14791139896
199,66791.03316770573,10,274618.31928085315,1.0,161639.02103211166,0.0,10,341702.22178338194,0.0,274618.31928085315,274618.31928085315,199,161639.02103211166,1.0,5000000,341702.22178338194,66791.03316770573,274618.31928085315
