LinearFeatureBaseline/ExplainedVariance,MetaTest/Average/TerminationRate,Average/MinReturn,policy/LossAfter,policy/LossBefore,Average/AverageReturn,MetaTest/push-back-v1/AverageDiscountedReturn,push-back-v1/AverageReturn,MetaTest/Average/StdReturn,Average/Iteration,MetaTest/push-back-v1/MinReturn,policy/Entropy,MetaTest/push-back-v1/AverageReturn,push-back-v1/MaxReturn,push-back-v1/NumEpisodes,MetaTest/push-back-v1/Iteration,push-back-v1/TerminationRate,Average/SuccessRate,MetaTest/Average/AverageReturn,Average/NumEpisodes,Average/MaxReturn,policy/KL,push-back-v1/StdReturn,MetaTest/push-back-v1/TerminationRate,policy/KLBefore,MetaTest/push-back-v1/StdReturn,MetaTest/Average/Iteration,TotalEnvSteps,push-back-v1/SuccessRate,push-back-v1/Iteration,MetaTest/Average/NumEpisodes,MetaTest/Average/MinReturn,MetaTest/push-back-v1/MaxReturn,MetaTest/push-back-v1/NumEpisodes,Average/AverageDiscountedReturn,push-back-v1/MinReturn,MetaTest/Average/SuccessRate,push-back-v1/AverageDiscountedReturn,policy/dLoss,MetaTest/push-back-v1/SuccessRate,Average/StdReturn,Average/TerminationRate,MetaTest/Average/MaxReturn,MetaTest/Average/AverageDiscountedReturn
0.29647483097060234,0.0,-97.19487927030303,-7.2065845,24.460657,20841.403766232866,19056.796968394006,20841.403766232866,18188.314449537145,70,-39.53698031066417,3.9461133,19056.79696839401,133152.35975011744,100,7,0.0,0.14,19056.79696839401,100,133152.35975011744,0.0075323107,29277.971672446187,0.0,0.0,18188.314449537145,7,1420000,0.14,70,10,-39.53698031066417,56964.50976678577,10,5818.978103484718,-97.19487927030303,0.0,5818.978103484718,31.667242,0.0,29277.971672446187,0.0,56964.50976678577,19056.796968394006
0.2016714457667721,,-92.05139099691786,-11.924038,12.899588,19548.11582990168,,19548.11582990168,,71,,3.938411,,141592.36470268233,100,,0.0,0.19,,100,141592.36470268233,0.007997802,26492.786828348293,,0.0,,,1440000,0.19,71,,,,,6317.9169084823425,-92.05139099691786,,6317.9169084823425,24.823626,,26492.786828348293,0.0,,
0.24712443227463832,,-96.878160436554,-46.502254,-16.271618,23411.691223457536,,23411.691223457536,,72,,3.9260063,,173589.66217420952,100,,0.0,0.17,,100,173589.66217420952,0.008794724,31003.884402819967,,0.0,,,1460000,0.17,72,,,,,6369.574822877508,-96.878160436554,,6369.574822877508,30.230637,,31003.884402819967,0.0,,
0.22110402735656398,,-92.24586897081767,-7.983975,27.708513,28124.17635949159,,28124.17635949159,,73,,3.9138525,,134255.80129104282,100,,0.0,0.31,,100,134255.80129104282,0.008777908,28493.916707621578,,0.0,,,1480000,0.31,73,,,,,8208.354524302322,-92.24586897081767,,8208.354524302322,35.69249,,28493.916707621578,0.0,,
0.2647694693770588,,-85.6523262108102,-37.62905,-10.128825,33745.53586969697,,33745.53586969697,,74,,3.8837898,,138055.35305282046,100,,0.0,0.39,,100,138055.35305282046,0.007922103,34045.025769606014,,0.0,,,1500000,0.39,74,,,,,9804.232558477273,-85.6523262108102,,9804.232558477273,27.500225,,34045.025769606014,0.0,,
0.3177220084399416,,-92.91402769912075,-21.653625,2.1017375,28846.73951373851,,28846.73951373851,,75,,3.8732538,,103854.00337466653,100,,0.0,0.33,,100,103854.00337466653,0.008160261,29509.15616837921,,0.0,,,1520000,0.33,75,,,,,8193.20925139753,-92.91402769912075,,8193.20925139753,23.755363,,29509.15616837921,0.0,,
0.2677075427722596,,-90.51387128323782,-4.688025,25.467785,27042.48189184308,,27042.48189184308,,76,,3.8602183,,120577.49605148633,100,,0.0,0.31,,100,120577.49605148633,0.007404693,26478.82003391482,,0.0,,,1540000,0.31,76,,,,,8163.840976676164,-90.51387128323782,,8163.840976676164,30.15581,,26478.82003391482,0.0,,
0.34947943516095614,,-82.18105296932296,-0.575025,21.572874,24119.479134697885,,24119.479134697885,,77,,3.8402796,,154121.17257944535,100,,0.0,0.24,,100,154121.17257944535,0.007649994,26082.70515066604,,0.0,,,1560000,0.24,77,,,,,7375.544463340753,-82.18105296932296,,7375.544463340753,22.1479,,26082.70515066604,0.0,,
0.2941761019892878,,-92.07758503836685,-24.3273,13.76235,27079.27948803217,,27079.27948803217,,78,,3.8451586,,156538.32279366534,100,,0.0,0.27,,100,156538.32279366534,0.00974325,37453.594608395244,,0.0,,,1580000,0.27,78,,,,,8012.263017547395,-92.07758503836685,,8012.263017547395,38.08965,,37453.594608395244,0.0,,
0.3506626839558685,,-95.1403107783821,-12.45585,14.201494,23859.347681113846,,23859.347681113846,,79,,3.819057,,125286.3075575928,100,,0.0,0.23,,100,125286.3075575928,0.0082318615,26277.19383323043,,0.0,,,1600000,0.23,79,,,,,6716.000820064622,-95.1403107783821,,6716.000820064622,26.657345,,26277.19383323043,0.0,,
0.27668679523979944,0.0,-76.7024409473285,-5.590475,-7.0370064,33586.64169196584,30839.724912520753,33586.64169196584,19352.935756248822,80,3081.0669121754604,3.774066,30839.72491252075,162552.40339058242,100,8,0.0,0.34,30839.72491252075,100,162552.40339058242,0.015564185,35187.588819523204,0.0,0.0,19352.935756248822,8,1620000,0.34,80,10,3081.0669121754604,59411.59333920083,10,9691.619582598167,-76.7024409473285,0.3,9691.619582598167,-1.4465313,0.3,35187.588819523204,0.0,59411.59333920083,30839.724912520753
0.42048228083259764,,-91.10271878880692,-19.707813,8.187475,30857.165046961116,,30857.165046961116,,81,,3.7418547,,149752.9851770949,100,,0.0,0.33,,100,149752.9851770949,0.008597252,32674.20330905075,,0.0,,,1640000,0.33,81,,,,,9308.998955577415,-91.10271878880692,,9308.998955577415,27.895288,,32674.20330905075,0.0,,
0.27669276147691835,,-94.01277683646346,-34.9069,-4.026525,30844.40272937775,,30844.40272937775,,82,,3.7161524,,130468.61741007499,100,,0.0,0.3,,100,130468.61741007499,0.0077349856,31350.95921726466,,0.0,,,1660000,0.3,82,,,,,9438.906619977928,-94.01277683646346,,9438.906619977928,30.880373,,31350.95921726466,0.0,,
0.25604426494278265,,-90.98721485390112,-30.653688,-3.487475,29807.537862582936,,29807.537862582936,,83,,3.6881523,,113045.73181341577,100,,0.0,0.35,,100,113045.73181341577,0.008510532,24857.51998471836,,0.0,,,1680000,0.35,83,,,,,9253.067564633127,-90.98721485390112,,9253.067564633127,27.166214,,24857.51998471836,0.0,,
0.30433854839350793,,-59.76776328616028,-10.701125,16.825262,33550.20038615728,,33550.20038615728,,84,,3.661952,,121425.26932350094,100,,0.0,0.34,,100,121425.26932350094,0.008273445,28978.528030875317,,0.0,,,1700000,0.34,84,,,,,8992.172142239271,-59.76776328616028,,8992.172142239271,27.526386,,28978.528030875317,0.0,,
0.2868426150767547,,-77.08272472828881,-5.541775,11.69845,27756.81843964715,,27756.81843964715,,85,,3.6433828,,108620.88955120691,100,,0.0,0.27,,100,108620.88955120691,0.00695504,26088.43812510297,,0.0,,,1720000,0.27,85,,,,,7762.572208765861,-77.08272472828881,,7762.572208765861,17.240225,,26088.43812510297,0.0,,
0.2866834927595945,,-66.06141188187156,-29.059563,-7.175725,24541.496761970993,,24541.496761970993,,86,,3.635208,,117004.73940804644,100,,0.0,0.29,,100,117004.73940804644,0.0067517366,22889.850307048015,,0.0,,,1740000,0.29,86,,,,,7951.924787238595,-66.06141188187156,,7951.924787238595,21.883839,,22889.850307048015,0.0,,
0.22917447312629724,,-86.30364237307535,-27.693037,3.1222,36955.81413450174,,36955.81413450174,,87,,3.6140559,,134318.29119492052,100,,0.0,0.39,,100,134318.29119492052,0.0070796446,32067.130514140994,,0.0,,,1760000,0.39,87,,,,,11382.613706031018,-86.30364237307535,,11382.613706031018,30.815237,,32067.130514140994,0.0,,
0.308870203351041,,-71.85163966616355,-16.9934,13.712906,31616.355617413832,,31616.355617413832,,88,,3.5928204,,127574.72832373851,100,,0.0,0.34,,100,127574.72832373851,0.00976015,27386.68798771182,,0.0,,,1780000,0.34,88,,,,,8820.949759724186,-71.85163966616355,,8820.949759724186,30.706306,,27386.68798771182,0.0,,
0.28978702265325373,,-78.06731618881305,-41.38098,-13.953468,32926.91540284607,,32926.91540284607,,89,,3.5761461,,149859.95935499726,100,,0.0,0.24,,100,149859.95935499726,0.006090453,32027.67995945877,,0.0,,,1800000,0.24,89,,,,,8744.793996029666,-78.06731618881305,,8744.793996029666,27.427513,,32027.67995945877,0.0,,
0.22582970656238543,0.0,-85.90014748998973,-13.98605,20.675575,43749.690745264386,34052.27021150411,43749.690745264386,27435.81807836794,90,-59.23177785329026,3.55563,34052.27021150412,138782.6469016602,100,9,0.0,0.44,34052.27021150412,100,138782.6469016602,0.0064846496,32868.71983280657,0.0,0.0,27435.81807836794,9,1820000,0.44,90,10,-59.23177785329026,76293.03138080123,10,12855.647305318618,-85.90014748998973,0.3,12855.647305318618,34.661625,0.3,32868.71983280657,0.0,76293.03138080123,34052.27021150411
0.3450507898902766,,-64.98716058985218,-9.517563,19.648237,37946.87069897882,,37946.87069897882,,91,,3.5505102,,165783.714560729,100,,0.0,0.39,,100,165783.714560729,0.0059534544,33141.524791570235,,0.0,,,1840000,0.39,91,,,,,11299.244295856519,-64.98716058985218,,11299.244295856519,29.1658,,33141.524791570235,0.0,,
0.26337977915286104,,-87.54228629563643,-11.051569,19.58445,46016.81632626946,,46016.81632626946,,92,,3.5564878,,137894.59155387522,100,,0.0,0.52,,100,137894.59155387522,0.008396991,31415.74917563815,,0.0,,,1860000,0.52,92,,,,,13907.413236975173,-87.54228629563643,,13907.413236975173,30.636019,,31415.74917563815,0.0,,
0.2666899179982388,,26.86179769713404,-23.41875,8.9052,39889.01563456132,,39889.01563456132,,93,,3.5474782,,133007.04964556717,100,,0.0,0.38,,100,133007.04964556717,0.006767003,32708.10132172657,,0.0,,,1880000,0.38,93,,,,,12172.46628999291,26.86179769713404,,12172.46628999291,32.32395,,32708.10132172657,0.0,,
0.2629009517943166,,-53.751219362272465,2.5346875,28.831638,36036.231950919915,,36036.231950919915,,94,,3.5386925,,157480.91908194596,100,,0.0,0.3,,100,157480.91908194596,0.005738221,32812.22633499879,,0.0,,,1900000,0.3,94,,,,,10120.989097684514,-53.751219362272465,,10120.989097684514,26.296951,,32812.22633499879,0.0,,
0.26097228882462786,,-74.31652785998894,-11.3544,20.854837,46587.14342952906,,46587.14342952906,,95,,3.5280066,,149287.62108446978,100,,0.0,0.47,,100,149287.62108446978,0.0057357117,35047.00025278284,,0.0,,,1920000,0.47,95,,,,,14436.452988954436,-74.31652785998894,,14436.452988954436,32.209236,,35047.00025278284,0.0,,
0.24351894097217675,,-92.62447775756691,-28.38095,-0.96101874,35167.94868085581,,35167.94868085581,,96,,3.5062025,,125874.88586798086,100,,0.0,0.3,,100,125874.88586798086,0.009397863,29560.043096378093,,0.0,,,1940000,0.3,96,,,,,10775.63671375604,-92.62447775756691,,10775.63671375604,27.419931,,29560.043096378093,0.0,,
0.2889376241632865,,31.533888664713274,-6.51785,-7.9611626,38199.85646076107,,38199.85646076107,,97,,3.487908,,156561.59752291586,100,,0.0,0.3,,100,156561.59752291586,0.014356046,32198.175785104762,,0.0,,,1960000,0.3,97,,,,,11682.12070398818,31.533888664713274,,11682.12070398818,-1.4433126,,32198.175785104762,0.0,,
0.26047829392096056,,-95.55020714672914,-28.207369,-12.290237,37323.01288752526,,37323.01288752526,,98,,3.4833949,,169578.00102133502,100,,0.0,0.32,,100,169578.00102133502,0.007414113,34384.774352646775,,0.0,,,1980000,0.32,98,,,,,10832.818127843848,-95.55020714672914,,10832.818127843848,15.917131,,34384.774352646775,0.0,,
0.25812715362907923,,-67.07529888887233,-18.51,10.020575,31071.69816126418,,31071.69816126418,,99,,3.4759624,,108861.82541137464,100,,0.0,0.23,,100,108861.82541137464,0.007781673,25066.101937665448,,0.0,,,2000000,0.23,99,,,,,9129.408804794868,-67.07529888887233,,9129.408804794868,28.530575,,25066.101937665448,0.0,,
