MetaTest/button-press-v1/MinReturn,MetaTest/button-press-v1/StdReturn,MetaTest/button-press-v1/Iteration,MetaTest/button-press-v1/TerminationRate,MetaTest/Average/MaxReturn,MetaTest/Average/MinReturn,MetaTest/Average/StdReturn,MetaTest/button-press-v1/AverageReturn,MetaTest/Average/Iteration,MetaTest/Average/SuccessRate,MetaTest/button-press-v1/AverageDiscountedReturn,MetaTest/Average/NumTrajs,MetaTest/button-press-v1/NumTrajs,MetaTest/Average/AverageReturn,TotalEnvSteps,MetaTest/Average/TerminationRate,MetaTest/Average/AverageDiscountedReturn,MetaTest/button-press-v1/MaxReturn,MetaTest/button-press-v1/SuccessRate
-70.7428896767213,142633.59587239104,10,0.0,365092.2241541055,-70.7428896767213,142633.59587239104,76328.56445120866,10,0.2,76328.56445120867,10,10,76328.56445120866,464000,0.0,76328.56445120867,365092.2241541055,0.2
6060.3855479628755,143188.25021063228,11,0.0,364557.08342264587,6060.3855479628755,143188.25021063228,182240.2716804684,11,0.6,182240.2716804684,10,10,182240.2716804684,488000,0.0,182240.2716804684,364557.08342264587,0.6
6118.655450254483,123165.70294696321,12,0.0,361450.6209343801,6118.655450254483,123165.70294696321,177411.9601030194,12,0.5,177411.9601030194,10,10,177411.9601030194,512000,0.0,177411.9601030194,361450.6209343801,0.5
-13.091389441820583,154553.9046160559,13,0.0,364732.0080809938,-13.091389441820583,154553.9046160559,227780.61903440216,13,0.7,227780.61903440216,10,10,227780.61903440216,536000,0.0,227780.61903440216,364732.0080809938,0.7
-13.893006373986427,152489.50356238522,14,0.0,371204.52045558585,-13.893006373986427,152489.50356238522,209324.280546116,14,0.6,209324.28054611597,10,10,209324.280546116,560000,0.0,209324.28054611597,371204.52045558585,0.6
-24.300460962064484,150687.38538103792,15,0.0,366959.4384747485,-24.300460962064484,150687.38538103792,201736.88568149612,15,0.5,201736.8856814961,10,10,201736.88568149612,584000,0.0,201736.8856814961,366959.4384747485,0.5
3429.2605200276926,147795.439120956,16,0.0,364503.28335717216,3429.2605200276926,147795.439120956,161250.52313903632,16,0.5,161250.52313903635,10,10,161250.52313903632,608000,0.0,161250.52313903635,364503.28335717216,0.5
-12.932411492261673,135892.87924867374,17,0.0,368320.1575692003,-12.932411492261673,135892.87924867374,141929.27096870035,17,0.4,141929.27096870038,10,10,141929.27096870035,632000,0.0,141929.27096870038,368320.1575692003,0.4
-15.880874484553063,168591.917635048,18,0.0,371468.89362483803,-15.880874484553063,168591.917635048,221048.2493691856,18,0.7,221048.2493691857,10,10,221048.2493691856,656000,0.0,221048.2493691857,371468.89362483803,0.7
-11.364211428522625,141092.52336475495,19,0.0,371886.13094639604,-11.364211428522625,141092.52336475495,278400.5158369151,19,0.8,278400.5158369151,10,10,278400.5158369151,680000,0.0,278400.5158369151,371886.13094639604,0.8
1714.2004548881798,132310.17469832356,20,0.0,359723.2387271775,1714.2004548881798,132310.17469832356,259889.79129903586,20,0.7,259889.79129903583,10,10,259889.79129903586,704000,0.0,259889.79129903583,359723.2387271775,0.7
-16.658393709271657,155744.7143146862,21,0.0,369146.17876963987,-16.658393709271657,155744.7143146862,169487.8179255049,21,0.6,169487.81792550487,10,10,169487.8179255049,728000,0.0,169487.81792550487,369146.17876963987,0.6
167475.5331626048,62953.78329861851,22,0.0,373703.14216401166,167475.5331626048,62953.78329861851,302775.9996446784,22,1.0,302775.9996446783,10,10,302775.9996446784,752000,0.0,302775.9996446783,373703.14216401166,1.0
-20.338408030450335,127747.21795737608,23,0.0,374127.4262464001,-20.338408030450335,127747.21795737608,274488.4384366478,23,0.8,274488.4384366479,10,10,274488.4384366478,776000,0.0,274488.4384366479,374127.4262464001,0.8
-15.038631515168728,144510.39367980737,24,0.0,368970.27702200983,-15.038631515168728,144510.39367980737,119876.83976391547,24,0.3,119876.8397639154,10,10,119876.83976391547,800000,0.0,119876.8397639154,368970.27702200983,0.3
-18.688959697723707,170625.6082040924,25,0.0,360656.9345757515,-18.688959697723707,170625.6082040924,171670.88407270826,25,0.6,171670.88407270837,10,10,171670.88407270826,824000,0.0,171670.88407270837,360656.9345757515,0.6
4293.6411581270095,131623.1496752802,26,0.0,360186.765739277,4293.6411581270095,131623.1496752802,163149.66560535255,26,0.6,163149.66560535264,10,10,163149.66560535255,848000,0.0,163149.66560535264,360186.765739277,0.6
-62.69778003522091,154432.0147722817,27,0.0,369730.5322641306,-62.69778003522091,154432.0147722817,209587.66931946907,27,0.5,209587.66931946907,10,10,209587.66931946907,872000,0.0,209587.66931946907,369730.5322641306,0.5
-14.267942439105205,154877.15509336587,28,0.0,373439.434046011,-14.267942439105205,154877.15509336587,227749.36103300354,28,0.6,227749.3610330035,10,10,227749.36103300354,896000,0.0,227749.3610330035,373439.434046011,0.6
-59.31773772478421,160016.17527046351,29,0.0,353673.5874203835,-59.31773772478421,160016.17527046351,211818.02109247856,29,0.7,211818.02109247856,10,10,211818.02109247856,920000,0.0,211818.02109247856,353673.5874203835,0.7
-16.418966636746692,162787.3786516955,30,0.0,366439.39067732176,-16.418966636746692,162787.3786516955,132501.98515795378,30,0.3,132501.98515795378,10,10,132501.98515795378,944000,0.0,132501.98515795378,366439.39067732176,0.3
-62.00975491641777,120502.06222285048,31,0.0,319262.7059442025,-62.00975491641777,120502.06222285048,179331.03228713555,31,0.5,179331.03228713557,10,10,179331.03228713555,968000,0.0,179331.03228713557,319262.7059442025,0.5
-11.792627036522974,139729.255046747,32,0.0,364569.3133804926,-11.792627036522974,139729.255046747,208766.10705783515,32,0.5,208766.10705783512,10,10,208766.10705783515,992000,0.0,208766.10705783512,364569.3133804926,0.5
-73.7027705863744,136894.0789491299,33,0.0,337423.40058969206,-73.7027705863744,136894.0789491299,107020.71342396631,33,0.5,107020.71342396628,10,10,107020.71342396631,1016000,0.0,107020.71342396628,337423.40058969206,0.5
-97.31852312494527,164925.9082026673,34,0.0,364340.72625102685,-97.31852312494527,164925.9082026673,195187.3933192983,34,0.6,195187.39331929828,10,10,195187.3933192983,1040000,0.0,195187.39331929828,364340.72625102685,0.6
253871.64545422088,39078.357080928545,35,0.0,373689.8255523251,253871.64545422088,39078.357080928545,334899.78978156013,35,0.9,334899.7897815601,10,10,334899.78978156013,1064000,0.0,334899.7897815601,373689.8255523251,0.9
-18.974448570446118,159525.50610035696,36,0.0,374543.7279524025,-18.974448570446118,159525.50610035696,194380.80464245784,36,0.5,194380.8046424578,10,10,194380.80464245784,1088000,0.0,194380.8046424578,374543.7279524025,0.5
-54.38797506375168,160133.810801483,37,0.0,374614.7790174624,-54.38797506375168,160133.810801483,157798.92000743846,37,0.4,157798.9200074384,10,10,157798.92000743846,1112000,0.0,157798.9200074384,374614.7790174624,0.4
-121.87153620707676,2265.998567804627,38,0.0,7268.800296854215,-121.87153620707676,2265.998567804627,904.3295035934192,38,0.0,904.3295035934192,10,10,904.3295035934192,1136000,0.0,904.3295035934192,7268.800296854215,0.0
-97.28505267392397,1293.1637777614508,39,0.0,4227.470091523659,-97.28505267392397,1293.1637777614508,348.20162379298614,39,0.0,348.20162379298665,10,10,348.20162379298614,1160000,0.0,348.20162379298665,4227.470091523659,0.0
-97.23233154184767,54930.93882182666,40,0.0,174076.78980130743,-97.23233154184767,54930.93882182666,28052.95862829142,40,0.1,28052.958628291417,10,10,28052.95862829142,1184000,0.0,28052.958628291417,174076.78980130743,0.1
-101.3734629268138,110535.67837633571,41,0.0,369216.59325600206,-101.3734629268138,110535.67837633571,37643.507255554505,41,0.2,37643.50725555452,10,10,37643.507255554505,1208000,0.0,37643.50725555452,369216.59325600206,0.2
-105.76119452229399,2106.7819709219953,42,0.0,5296.588364168063,-105.76119452229399,2106.7819709219953,1417.2471925896348,42,0.1,1417.2471925896352,10,10,1417.2471925896348,1232000,0.0,1417.2471925896352,5296.588364168063,0.1
-92.39936625192435,122870.58706875557,43,0.0,333805.7923343722,-92.39936625192435,122870.58706875557,65665.19803253099,43,0.2,65665.19803253104,10,10,65665.19803253099,1256000,0.0,65665.19803253104,333805.7923343722,0.2
-103.51651745548781,126019.00781581544,44,0.0,327665.18587945745,-103.51651745548781,126019.00781581544,64086.18051908379,44,0.2,64086.18051908379,10,10,64086.18051908379,1280000,0.0,64086.18051908379,327665.18587945745,0.2
-102.14810758911297,140151.3235919581,45,0.0,365162.89847792155,-102.14810758911297,140151.3235919581,85041.58088853791,45,0.2,85041.58088853785,10,10,85041.58088853791,1304000,0.0,85041.58088853785,365162.89847792155,0.2
-19.8491239014537,148037.63748014555,46,0.0,370261.607979034,-19.8491239014537,148037.63748014555,137846.23943826932,46,0.4,137846.23943826923,10,10,137846.23943826932,1328000,0.0,137846.23943826923,370261.607979034,0.4
-19.687113566810936,164188.5202960222,47,0.0,363466.9345675858,-19.687113566810936,164188.5202960222,188728.2630643458,47,0.5,188728.2630643458,10,10,188728.2630643458,1352000,0.0,188728.2630643458,363466.9345675858,0.5
7021.239503978449,114463.31590409708,48,0.0,370150.1398413536,7021.239503978449,114463.31590409708,282755.52653247735,48,0.8,282755.5265324774,10,10,282755.52653247735,1376000,0.0,282755.5265324774,370150.1398413536,0.8
16157.90876910973,122843.95260162214,49,0.0,360440.6375270874,16157.90876910973,122843.95260162214,252394.74306001345,49,0.7,252394.74306001345,10,10,252394.74306001345,1400000,0.0,252394.74306001345,360440.6375270874,0.7
3433.414679151704,150030.3896515045,50,0.0,372125.5497005171,3433.414679151704,150030.3896515045,227537.52220491125,50,0.9,227537.5222049112,10,10,227537.52220491125,1424000,0.0,227537.5222049112,372125.5497005171,0.9
-19.491626057878612,102478.33711838469,51,0.0,342220.9748831814,-19.491626057878612,102478.33711838469,34811.52249263874,51,0.1,34811.522492638745,10,10,34811.52249263874,1448000,0.0,34811.522492638745,342220.9748831814,0.1
-12.167122744198807,151499.93087959266,52,0.0,347993.05408006173,-12.167122744198807,151499.93087959266,154266.42235440452,52,0.6,154266.42235440447,10,10,154266.42235440452,1472000,0.0,154266.42235440447,347993.05408006173,0.6
-118.8297385722453,65349.04092931848,53,0.0,217736.37894498612,-118.8297385722453,65349.04092931848,21689.259745449315,53,0.0,21689.259745449323,10,10,21689.259745449315,1496000,0.0,21689.259745449323,217736.37894498612,0.0
843.3738464350539,142596.37542682333,54,0.0,358271.3213224319,843.3738464350539,142596.37542682333,200176.4555579462,54,0.6,200176.45555794617,10,10,200176.4555579462,1520000,0.0,200176.45555794617,358271.3213224319,0.6
102710.83157424904,82440.27712888067,55,0.0,341384.25666130654,102710.83157424904,82440.27712888067,242377.79300100883,55,0.9,242377.79300100886,10,10,242377.79300100883,1544000,0.0,242377.79300100886,341384.25666130654,0.9
-44.46516349142097,105239.57556262599,56,0.0,359832.23507516476,-44.46516349142097,105239.57556262599,270232.1762082748,56,0.8,270232.1762082748,10,10,270232.1762082748,1568000,0.0,270232.1762082748,359832.23507516476,0.8
-47.18101244287549,111485.89032120607,57,0.0,354536.204931904,-47.18101244287549,111485.89032120607,155078.25984216068,57,0.7,155078.2598421607,10,10,155078.25984216068,1592000,0.0,155078.2598421607,354536.204931904,0.7
13015.648570270489,98143.36802903083,58,0.0,360374.4068406751,13015.648570270489,98143.36802903083,230459.77890916294,58,0.7,230459.77890916303,10,10,230459.77890916294,1616000,0.0,230459.77890916303,360374.4068406751,0.7
-68.39039968295849,55173.560951003135,59,0.0,183861.53234953881,-68.39039968295849,55173.560951003135,18340.85839716351,59,0.1,18340.858397163516,10,10,18340.85839716351,1640000,0.0,18340.858397163516,183861.53234953881,0.1
-17.816526577864,116671.02603857641,60,0.0,358560.7633499698,-17.816526577864,116671.02603857641,182155.6358138406,60,0.5,182155.6358138406,10,10,182155.6358138406,1664000,0.0,182155.6358138406,358560.7633499698,0.5
186547.35094782934,50938.12200360043,61,0.0,364458.2925895983,186547.35094782934,50938.12200360043,328220.4024109571,61,1.0,328220.402410957,10,10,328220.4024109571,1688000,0.0,328220.402410957,364458.2925895983,1.0
149999.27481476183,63290.83047474029,62,0.0,355279.811847932,149999.27481476183,63290.83047474029,306039.8673052299,62,0.9,306039.8673052298,10,10,306039.8673052299,1712000,0.0,306039.8673052298,355279.811847932,0.9
83768.45614035366,101098.30014059313,63,0.0,347336.58941417985,83768.45614035366,101098.30014059313,266084.5781856872,63,0.9,266084.5781856872,10,10,266084.5781856872,1736000,0.0,266084.5781856872,347336.58941417985,0.9
197575.62834159064,49763.328018898035,64,0.0,364807.09539532266,197575.62834159064,49763.328018898035,306262.6539611684,64,0.8,306262.65396116837,10,10,306262.6539611684,1760000,0.0,306262.65396116837,364807.09539532266,0.8
26813.790874139344,115445.82448550893,65,0.0,361677.5897242835,26813.790874139344,115445.82448550893,237220.31716654223,65,0.9,237220.31716654217,10,10,237220.31716654223,1784000,0.0,237220.31716654217,361677.5897242835,0.9
23649.570287259266,113372.43301441004,66,0.0,354617.8963014966,23649.570287259266,113372.43301441004,239873.5433277906,66,0.6,239873.54332779045,10,10,239873.5433277906,1808000,0.0,239873.54332779045,354617.8963014966,0.6
260969.27057908874,29337.330782739573,67,0.0,356214.55124447256,260969.27057908874,29337.330782739573,305671.41807697795,67,1.0,305671.418076978,10,10,305671.41807697795,1832000,0.0,305671.418076978,356214.55124447256,1.0
-15.439414906053807,125788.82108174551,68,0.0,331238.6191005677,-15.439414906053807,125788.82108174551,199314.16999702452,68,0.7,199314.16999702452,10,10,199314.16999702452,1856000,0.0,199314.16999702452,331238.6191005677,0.7
-10.615437385911713,115769.0813344076,69,0.0,350845.0086586483,-10.615437385911713,115769.0813344076,211895.63962236265,69,0.7,211895.63962236265,10,10,211895.63962236265,1880000,0.0,211895.63962236265,350845.0086586483,0.7
5277.467285477068,122369.1576682432,70,0.0,347088.95779524115,5277.467285477068,122369.1576682432,240142.66133693332,70,0.7,240142.66133693326,10,10,240142.66133693332,1904000,0.0,240142.66133693326,347088.95779524115,0.7
-48.57709145066484,156520.05437766077,71,0.0,367768.66083776904,-48.57709145066484,156520.05437766077,244523.403279873,71,0.8,244523.40327987302,10,10,244523.403279873,1928000,0.0,244523.40327987302,367768.66083776904,0.8
9823.665526450512,101633.37670999602,72,0.0,368124.14980675216,9823.665526450512,101633.37670999602,280848.2627535754,72,0.9,280848.2627535755,10,10,280848.2627535754,1952000,0.0,280848.2627535755,368124.14980675216,0.9
