handle-press-side-v1/Iteration,MetaTest/Average/SuccessRate,MetaTest/Average/TerminationRate,MetaTest/Average/StdReturn,handle-press-side-v1/AverageReturn,handle-press-side-v1/StdReturn,MetaTest/Average/MaxReturn,MetaTest/Average/Iteration,handle-press-side-v1/TerminationRate,MetaTest/handle-press-side-v1/TerminationRate,Average/AverageReturn,MetaTest/handle-press-side-v1/AverageDiscountedReturn,Average/AverageDiscountedReturn,handle-press-side-v1/MinReturn,MetaTest/handle-press-side-v1/SuccessRate,MetaTest/Average/MinReturn,policy/KLBefore,policy/LossAfter,MetaTest/Average/AverageDiscountedReturn,MetaTest/handle-press-side-v1/MaxReturn,MetaTest/handle-press-side-v1/StdReturn,Average/Iteration,MetaTest/handle-press-side-v1/Iteration,MetaTest/Average/AverageReturn,MetaTest/Average/NumEpisodes,Average/TerminationRate,handle-press-side-v1/MaxReturn,policy/Entropy,MetaTest/handle-press-side-v1/NumEpisodes,policy/KL,handle-press-side-v1/SuccessRate,MetaTest/handle-press-side-v1/AverageReturn,LinearFeatureBaseline/ExplainedVariance,policy/LossBefore,Average/StdReturn,handle-press-side-v1/NumEpisodes,handle-press-side-v1/AverageDiscountedReturn,Average/NumEpisodes,Average/SuccessRate,Average/MinReturn,policy/dLoss,Average/MaxReturn,TotalEnvSteps,MetaTest/handle-press-side-v1/MinReturn
70,0.1,0.0,54088.918963287746,90381.84764061023,58223.32119916365,136274.8399332392,7,0.0,0.0,90381.84764061023,55215.28625693729,29109.112857474396,-14.327467919889257,0.1,-12.971805555759897,0.0,-24.647512,55215.28625693729,136274.8399332392,54088.918963287746,70,7,55215.286256937274,10,0.0,219966.6211654118,4.0799475,10,0.004774246,0.19,55215.286256937274,0.5971504573262322,6.96685,58223.32119916365,100,29109.112857474396,100,0.19,-14.327467919889257,31.614363,219966.6211654118,1420000,-12.971805555759897
71,,,,99781.24960504238,58218.9732767848,,,0.0,,99781.24960504238,,31447.265488131958,-11.984668336907095,,,0.0,32.5111,,,,71,,,,0.0,209599.8135213642,4.0604014,,0.006397135,0.31,,0.5785204206539001,67.34171,58218.9732767848,100,31447.265488131958,100,0.31,-11.984668336907095,34.830612,209599.8135213642,1440000,
72,,,,106399.67466779414,48669.60713866676,,,0.0,,106399.67466779414,,33200.04424976077,4130.60947017199,,,0.0,0.419775,,,,72,,,,0.0,209144.45461855954,4.042508,,0.0044659395,0.25,,0.5499105415623682,24.019941,48669.60713866676,100,33200.04424976077,100,0.25,4130.60947017199,23.600166,209144.45461855954,1460000,
73,,,,104600.5489736469,47883.09502851826,,,0.0,,104600.5489736469,,33326.61005620135,713.8341794912558,,,0.0,11.240122,,,,73,,,,0.0,205527.3284286016,4.0135803,,0.005501042,0.25,,0.4471495275126508,46.954422,47883.09502851826,100,33326.61005620135,100,0.25,713.8341794912558,35.714302,205527.3284286016,1480000,
74,,,,99580.96959693336,65216.26378247072,,,0.0,,99580.96959693336,,31766.57650317373,951.4941653712078,,,0.0,-0.75735,,,,74,,,,0.0,235407.86991556233,4.003404,,0.006770781,0.28,,0.533092723616597,31.565825,65216.26378247072,100,31766.57650317373,100,0.28,951.4941653712078,32.323174,235407.86991556233,1500000,
75,,,,102256.10848077455,56590.65814811868,,,0.0,,102256.10848077455,,31892.034159175288,474.20983160269714,,,0.0,-3.3217,,,,75,,,,0.0,206271.05285507295,3.9815896,,0.008011046,0.32,,0.5613075771874896,11.88855,56590.65814811868,100,31892.034159175288,100,0.32,474.20983160269714,15.21025,206271.05285507295,1520000,
76,,,,97541.77574671574,57106.39773811171,,,0.0,,97541.77574671574,,31645.878057790604,-11.576386652131452,,,0.0,-1.9906875,,,,76,,,,0.0,236195.6968856158,3.9594905,,0.008020122,0.21,,0.5834275824445074,30.10945,57106.39773811171,100,31645.878057790604,100,0.21,-11.576386652131452,32.100136,236195.6968856158,1540000,
77,,,,106075.17611233876,60469.46576756672,,,0.0,,106075.17611233876,,33710.488295536816,1205.6241614688909,,,0.0,-2.5964687,,,,77,,,,0.0,241019.4221995505,3.952136,,0.0046377215,0.27,,0.5268263126011676,27.420813,60469.46576756672,100,33710.488295536816,100,0.27,1205.6241614688909,30.01728,241019.4221995505,1560000,
78,,,,91264.5799211003,57529.479075689094,,,0.0,,91264.5799211003,,29497.930058150632,1197.4234542963918,,,0.0,21.842213,,,,78,,,,0.0,214746.4006990393,3.9567835,,0.005574295,0.27,,0.5604405244239419,60.491356,57529.479075689094,100,29497.930058150632,100,0.27,1197.4234542963918,38.649143,214746.4006990393,1580000,
79,,,,85127.18360781705,60968.90115202,,,0.0,,85127.18360781705,,27714.100684357196,-12.741704415397322,,,0.0,-32.878742,,,,79,,,,0.0,203177.71130148825,3.9491847,,0.0037590233,0.21,,0.5979207630158743,-8.295162,60968.90115202,100,27714.100684357196,100,0.21,-12.741704415397322,24.58358,203177.71130148825,1600000,
80,0.3,0.0,60389.73656773773,111678.30087866966,40538.34871074087,205278.13415698727,8,0.0,0.0,111678.30087866966,108790.12920110258,35586.996349862675,1442.7882402822233,0.3,1688.657499077501,0.0,34.482113,108790.12920110258,205278.13415698727,60389.73656773773,80,8,108790.12920110262,10,0.0,187714.03440708423,3.9348176,10,0.0047793924,0.31,108790.12920110262,0.5505471842233735,51.345913,40538.34871074087,100,35586.996349862675,100,0.31,1442.7882402822233,16.8638,187714.03440708423,1620000,1688.657499077501
81,,,,93316.22112017909,58608.916366545775,,,0.0,,93316.22112017909,,29812.39607633842,-13.395084522524222,,,0.0,13.23235,,,,81,,,,0.0,222063.51606243855,3.9203796,,0.004067612,0.24,,0.5736984311418023,38.240692,58608.916366545775,100,29812.39607633842,100,0.24,-13.395084522524222,25.008343,222063.51606243855,1640000,
82,,,,96767.09256631527,62886.24479330571,,,0.0,,96767.09256631527,,31452.451063117667,-12.399032049965404,,,0.0,-45.916725,,,,82,,,,0.0,237872.44108520466,3.9028664,,0.0059675225,0.31,,0.6217433492863058,-23.3747,62886.24479330571,100,31452.451063117667,100,0.31,-12.399032049965404,22.542025,237872.44108520466,1660000,
83,,,,112616.89084627754,56625.7689241887,,,0.0,,112616.89084627754,,35707.70976218489,956.7403355055254,,,0.0,-1.0839281,,,,83,,,,0.0,234823.19750926786,3.9041219,,0.0047743265,0.34,,0.6001025661417567,25.147552,56625.7689241887,100,35707.70976218489,100,0.34,956.7403355055254,26.23148,234823.19750926786,1680000,
84,,,,113309.51553413697,48434.31142936298,,,0.0,,113309.51553413697,,36072.07027981699,-12.744551179767056,,,0.0,-12.787207,,,,84,,,,0.0,209887.6850264592,3.8962781,,0.005631613,0.37,,0.5039018822599206,16.073118,48434.31142936298,100,36072.07027981699,100,0.37,-12.744551179767056,28.860325,209887.6850264592,1700000,
85,,,,108391.31309413737,58272.1841927117,,,0.0,,108391.31309413737,,34945.09713256857,470.55379897268654,,,0.0,23.846813,,,,85,,,,0.0,228850.73526984514,3.8646202,,0.004870346,0.36,,0.6040212594346682,43.6658,58272.1841927117,100,34945.09713256857,100,0.36,470.55379897268654,19.818985,228850.73526984514,1720000,
86,,,,102222.45412022532,58557.93827468789,,,0.0,,102222.45412022532,,33531.09761682064,954.6412870059614,,,0.0,-11.740225,,,,86,,,,0.0,219657.76714311895,3.85825,,0.004391907,0.31,,0.6183707344829064,9.3331,58557.93827468789,100,33531.09761682064,100,0.31,954.6412870059614,21.073326,219657.76714311895,1740000,
87,,,,107518.7705402587,57797.41896747554,,,0.0,,107518.7705402587,,34758.062161879825,1685.93680027173,,,0.0,16.079876,,,,87,,,,0.0,215216.69650649422,3.8661509,,0.003128261,0.31,,0.6214994304123982,39.90626,57797.41896747554,100,34758.062161879825,100,0.31,1685.93680027173,23.826385,215216.69650649422,1760000,
88,,,,96815.20652909462,57776.60671295116,,,0.0,,96815.20652909462,,31035.55294450875,1202.5073621506365,,,0.0,26.6971,,,,88,,,,0.0,231789.63615006208,3.8607473,,0.0053237313,0.2,,0.5435383352739784,53.36955,57776.60671295116,100,31035.55294450875,100,0.2,1202.5073621506365,26.67245,231789.63615006208,1780000,
89,,,,102321.66688770973,59134.989445769366,,,0.0,,102321.66688770973,,33461.40487310724,474.9589087684193,,,0.0,4.699175,,,,89,,,,0.0,241347.49103570508,3.8626132,,0.0043674624,0.19,,0.5238979472879854,34.737976,59134.989445769366,100,33461.40487310724,100,0.19,474.9589087684193,30.038801,241347.49103570508,1800000,
90,0.1,0.0,55093.17929995392,113352.1035908376,48166.90067718092,145391.351062077,9,0.0,0.0,113352.1035908376,90162.52171477991,36191.705987229856,3405.9704834560052,0.1,6078.964384971762,0.0,-8.0081625,90162.52171477991,145391.351062077,55093.17929995392,90,9,90162.52171477993,10,0.0,204235.4659424197,3.8687887,10,0.005145495,0.31,90162.52171477993,0.47554833197939084,14.689581,48166.90067718092,100,36191.705987229856,100,0.31,3405.9704834560052,22.697742,204235.4659424197,1820000,6078.964384971762
91,,,,99360.44877435395,63813.05036211554,,,0.0,,99360.44877435395,,32704.22670177881,228.85819590516425,,,0.0,1.943875,,,,91,,,,0.0,228035.04173686603,3.8562276,,0.008698647,0.27,,0.5862522627527782,18.355776,63813.05036211554,100,32704.22670177881,100,0.27,228.85819590516425,16.411901,228035.04173686603,1840000,
92,,,,99475.77990287948,47287.52574750623,,,0.0,,99475.77990287948,,32026.201558077326,1202.3681525650622,,,0.0,-33.114487,,,,92,,,,0.0,203600.28435523124,3.8253515,,0.004449063,0.21,,0.5585252617810987,-7.386309,47287.52574750623,100,32026.201558077326,100,0.21,1202.3681525650622,25.728178,203600.28435523124,1860000,
93,,,,87620.27148227062,57218.96336159918,,,0.0,,87620.27148227062,,28866.456870024802,958.3116273118796,,,0.0,-4.096475,,,,93,,,,0.0,201277.10964690257,3.7971106,,0.004865683,0.15,,0.5510359875089827,22.266874,57218.96336159918,100,28866.456870024802,100,0.15,958.3116273118796,26.36335,201277.10964690257,1880000,
94,,,,108539.64401637136,47348.51707295298,,,0.0,,108539.64401637136,,35753.43157893537,963.2680299959259,,,0.0,62.3644,,,,94,,,,0.0,236409.78693060897,3.7808695,,0.01768798,0.16,,0.5517925659240703,31.76702,47348.51707295298,100,35753.43157893537,100,0.16,963.2680299959259,-30.59738,236409.78693060897,1900000,
95,,,,84629.6386593808,51818.632372117536,,,0.0,,84629.6386593808,,28137.76878131507,1697.2082353911178,,,0.0,-36.532166,,,,95,,,,0.0,181320.51695789676,3.754391,,0.004498511,0.16,,0.5762744168879741,-8.080763,51818.632372117536,100,28137.76878131507,100,0.16,1697.2082353911178,28.451403,181320.51695789676,1920000,
96,,,,106242.4844953082,55625.335624297615,,,0.0,,106242.4844953082,,34057.50776264348,957.5707476790353,,,0.0,8.733962,,,,96,,,,0.0,227352.01507666465,3.7210543,,0.005161219,0.29,,0.5290465614350669,43.559025,55625.335624297615,100,34057.50776264348,100,0.29,957.5707476790353,34.82506,227352.01507666465,1940000,
97,,,,98259.93330399034,65288.33473512062,,,0.0,,98259.93330399034,,32309.619802783807,1940.7670108242978,,,0.0,29.8687,,,,97,,,,0.0,240000.63141162076,3.6961641,,0.010238579,0.25,,0.6786289150220759,33.451736,65288.33473512062,100,32309.619802783807,100,0.25,1940.7670108242978,3.5830364,240000.63141162076,1960000,
98,,,,100714.85191382386,62459.674653555936,,,0.0,,100714.85191382386,,32711.097335855986,-12.15084136788064,,,0.0,51.133877,,,,98,,,,0.0,214533.6608077932,3.6698375,,0.0068974886,0.29,,0.5880533249851976,72.8049,62459.674653555936,100,32711.097335855986,100,0.29,-12.15084136788064,21.671024,214533.6608077932,1980000,
99,,,,109627.7751484947,49713.16760591837,,,0.0,,109627.7751484947,,35782.896731360204,958.0068015439234,,,0.0,-0.5864625,,,,99,,,,0.0,212559.57024938118,3.6516762,,0.002708865,0.24,,0.47875790959458975,17.985796,49713.16760591837,100,35782.896731360204,100,0.24,958.0068015439234,18.572258,212559.57024938118,2000000,
