MetaTest/plate-slide-back-side-v1/MinReturn,MetaTest/plate-slide-back-side-v1/SuccessRate,MetaTest/Average/StdReturn,TotalEnvSteps,plate-slide-back-side-v1/MaxReturn,Average/AverageReturn,Average/NumEpisodes,MetaTest/plate-slide-back-side-v1/Iteration,MetaTest/Average/MaxReturn,plate-slide-back-side-v1/Iteration,plate-slide-back-side-v1/AverageReturn,MetaTest/plate-slide-back-side-v1/NumEpisodes,Average/StdReturn,MetaTest/plate-slide-back-side-v1/MaxReturn,Average/TerminationRate,plate-slide-back-side-v1/MinReturn,Average/AverageDiscountedReturn,MetaTest/Average/MinReturn,plate-slide-back-side-v1/SuccessRate,plate-slide-back-side-v1/TerminationRate,Average/Iteration,plate-slide-back-side-v1/AverageDiscountedReturn,MetaTest/plate-slide-back-side-v1/AverageDiscountedReturn,plate-slide-back-side-v1/StdReturn,Average/SuccessRate,Average/MaxReturn,policy/LossBefore,policy/LossAfter,MetaTest/Average/SuccessRate,policy/Entropy,MetaTest/Average/NumEpisodes,MetaTest/plate-slide-back-side-v1/StdReturn,MetaTest/plate-slide-back-side-v1/TerminationRate,policy/KLBefore,MetaTest/plate-slide-back-side-v1/AverageReturn,MetaTest/Average/Iteration,Average/MinReturn,plate-slide-back-side-v1/NumEpisodes,policy/dLoss,LinearFeatureBaseline/ExplainedVariance,policy/KL,MetaTest/Average/TerminationRate,MetaTest/Average/AverageReturn,MetaTest/Average/AverageDiscountedReturn
,,,1400000,165766.7505928944,35945.372623636176,100,,,69,35945.372623636176,,40502.357679197834,,0.0,-19.21369853554157,15407.010592984088,,0.45,0.0,69,15407.010592984088,,40502.357679197834,0.45,165766.7505928944,30.944113,-8.39485,,4.1650705,,,,0.0,,,-19.21369853554157,100,39.338963,0.30568733116594426,0.0054761968,,,
-18.121388973314215,0.4,30182.7321081131,1420000,165310.91770209675,31292.538372541167,100,7,90087.90359169738,70,31292.538372541167,10,40702.744132256266,90087.90359169738,0.0,-16.05048624218326,13991.730833672262,-18.121388973314215,0.41,0.0,70,13991.730833672262,26110.08827630223,40702.744132256266,0.41,165310.91770209675,6.0660377,-37.26465,0.4,4.1511374,10,30182.7321081131,0.0,0.0,26110.088276302246,7,-16.05048624218326,100,43.330685,0.30123838300729333,0.0048191138,0.0,26110.088276302246,26110.08827630223
,,,1440000,161622.8595465021,28624.976125590765,100,,,71,28624.976125590765,,37320.491128892,,0.0,-18.960318319226232,12468.74427761796,,0.42,0.0,71,12468.74427761796,,37320.491128892,0.42,161622.8595465021,-5.366425,-40.075577,,4.132264,,,,0.0,,,-18.960318319226232,100,34.709152,0.28189667643481686,0.005689437,,,
,,,1460000,169157.87515698507,25329.71020763911,100,,,72,25329.71020763911,,37269.243337416636,,0.0,-16.97468871932391,10723.980564737507,,0.34,0.0,72,10723.980564737507,,37269.243337416636,0.34,169157.87515698507,-31.52241,-59.52239,,4.1121254,,,,0.0,,,-16.97468871932391,100,27.999979,0.3180709648291239,0.004638981,,,
,,,1480000,150454.03292737404,36335.11106279476,100,,,73,36335.11106279476,,45313.991348818694,,0.0,-18.943726789278827,15456.616387496553,,0.41,0.0,73,15456.616387496553,,45313.991348818694,0.41,150454.03292737404,2.4087124,-40.28642,,4.0909877,,,,0.0,,,-18.943726789278827,100,42.69513,0.3744559143238514,0.005323582,,,
,,,1500000,192323.6914998451,33290.34286581735,100,,,74,33290.34286581735,,44022.60101892626,,0.0,-13.784992650406329,14572.555175068059,,0.45,0.0,74,14572.555175068059,,44022.60101892626,0.45,192323.6914998451,-31.790026,-78.453575,,4.072491,,,,0.0,,,-13.784992650406329,100,46.66355,0.3172423369261068,0.005381558,,,
,,,1520000,204020.01486561546,32227.471108803646,100,,,75,32227.471108803646,,44223.04224150285,,0.0,-18.66432334798192,13859.677287192839,,0.41,0.0,75,13859.677287192839,,44223.04224150285,0.41,204020.01486561546,2.9232812,-32.891773,,4.0718884,,,,0.0,,,-18.66432334798192,100,35.815056,0.2958410026330558,0.0059037367,,,
,,,1540000,130513.6938060709,27977.336458470658,100,,,76,27977.336458470658,,36571.63700572509,,0.0,-16.9717634128894,12337.261604585237,,0.37,0.0,76,12337.261604585237,,36571.63700572509,0.37,130513.6938060709,-9.323707,-35.487663,,4.0743184,,,,0.0,,,-16.9717634128894,100,26.163956,0.37134797283123,0.0061661415,,,
,,,1560000,166370.95979306183,26528.23090244537,100,,,77,26528.23090244537,,38438.01793917144,,0.0,-17.81216710388432,11394.44120340965,,0.36,0.0,77,11394.44120340965,,38438.01793917144,0.36,166370.95979306183,21.313818,-7.5987,,4.0691676,,,,0.0,,,-17.81216710388432,100,28.912518,0.2937917472618552,0.0051855138,,,
,,,1580000,162271.74615821443,28740.41467170695,100,,,78,28740.41467170695,,38924.93234848826,,0.0,-17.52288856280167,12017.188924600057,,0.43,0.0,78,12017.188924600057,,38924.93234848826,0.43,162271.74615821443,39.701237,-0.1607,,4.050949,,,,0.0,,,-17.52288856280167,100,39.86194,0.33045035375360354,0.005444811,,,
,,,1600000,178001.4018706061,34078.8256555688,100,,,79,34078.8256555688,,40976.97704204281,,0.0,-18.446898605966652,14848.349746456071,,0.48,0.0,79,14848.349746456071,,40976.97704204281,0.48,178001.4018706061,66.7972,29.348225,,4.026364,,,,0.0,,,-18.446898605966652,100,37.44898,0.34666730419325487,0.0048231985,,,
3.5010877004454857,0.5,33094.0799859868,1620000,214633.51884140223,41816.462120702694,100,8,78500.43081379929,80,41816.462120702694,10,48735.68326224978,78500.43081379929,0.0,-17.978901443030125,17128.482708224692,3.5010877004454857,0.45,0.0,80,17128.482708224692,29014.75355802488,48735.68326224978,0.45,214633.51884140223,1.8270563,-50.989876,0.5,4.0261497,10,33094.0799859868,0.0,0.0,29014.753558024888,8,-17.978901443030125,100,52.816933,0.3411412218257147,0.0052062566,0.0,29014.753558024888,29014.75355802488
,,,1640000,166286.67169231028,28684.92374060646,100,,,81,28684.92374060646,,39748.253727444244,,0.0,-19.06283707794407,12065.519679974415,,0.36,0.0,81,12065.519679974415,,39748.253727444244,0.36,166286.67169231028,7.219125,-29.038012,,4.023818,,,,0.0,,,-19.06283707794407,100,36.257137,0.2693309040462116,0.0040062205,,,
,,,1660000,194332.81612293152,32726.297392629487,100,,,82,32726.297392629487,,41439.19667377754,,0.0,-17.057110201380382,14439.589291349504,,0.43,0.0,82,14439.589291349504,,41439.19667377754,0.43,194332.81612293152,0.4749125,-29.105688,,3.996445,,,,0.0,,,-17.057110201380382,100,29.5806,0.2956772161339408,0.0042815814,,,
,,,1680000,152239.27267299333,34714.1447467052,100,,,83,34714.1447467052,,41637.176073136696,,0.0,-18.15155450889864,14149.620910579519,,0.45,0.0,83,14149.620910579519,,41637.176073136696,0.45,152239.27267299333,27.5191,-6.52855,,3.972291,,,,0.0,,,-18.15155450889864,100,34.04765,0.3282368710208976,0.0050438195,,,
,,,1700000,136579.27800073574,28878.63575864086,100,,,84,28878.63575864086,,37231.21379558479,,0.0,-18.945794219688512,13102.620046555536,,0.33,0.0,84,13102.620046555536,,37231.21379558479,0.33,136579.27800073574,35.057987,8.610912,,3.9524276,,,,0.0,,,-18.945794219688512,100,26.447075,0.3564129977091276,0.0048508,,,
,,,1720000,187528.9612523673,35229.2788846726,100,,,85,35229.2788846726,,46247.546543863915,,0.0,-17.626982456393353,14437.362689153455,,0.51,0.0,85,14437.362689153455,,46247.546543863915,0.51,187528.9612523673,17.406513,-26.288363,,3.930257,,,,0.0,,,-17.626982456393353,100,43.694878,0.3913715269270238,0.0056999046,,,
,,,1740000,193969.21705890296,44232.464003468296,100,,,86,44232.464003468296,,49064.21080787532,,0.0,-18.458642250623758,17606.61625814425,,0.52,0.0,86,17606.61625814425,,49064.21080787532,0.52,193969.21705890296,11.033275,-33.724575,,3.9119718,,,,0.0,,,-18.458642250623758,100,44.75785,0.36372007862427,0.005344754,,,
,,,1760000,149594.5163946938,38654.34350332932,100,,,87,38654.34350332932,,43182.39392281291,,0.0,-17.429093247193133,16661.642033502783,,0.53,0.0,87,16661.642033502783,,43182.39392281291,0.53,149594.5163946938,22.925726,-10.767831,,3.8845785,,,,0.0,,,-17.429093247193133,100,33.693558,0.2915084420392803,0.008324009,,,
,,,1780000,136960.02153610263,37725.175396776365,100,,,88,37725.175396776365,,42452.39091249485,,0.0,-18.04905295730843,14753.476530249864,,0.48,0.0,88,14753.476530249864,,42452.39091249485,0.48,136960.02153610263,-34.757675,-70.5691,,3.8642929,,,,0.0,,,-18.04905295730843,100,35.811424,0.37800197439549355,0.0051638754,,,
,,,1800000,163938.64266553725,38687.74653332352,100,,,89,38687.74653332352,,45838.12530777806,,0.0,-17.675139860488894,16092.533702152805,,0.38,0.0,89,16092.533702152805,,45838.12530777806,0.38,163938.64266553725,6.23145,-29.58775,,3.8379126,,,,0.0,,,-17.675139860488894,100,35.8192,0.34123529500556293,0.004871218,,,
8.178226082531463,0.6,63223.47522937948,1820000,224955.73536447008,43079.83069642009,100,9,208858.04476770715,90,43079.83069642009,10,57877.94274217614,208858.04476770715,0.0,-18.493432932765938,17957.414389376077,8.178226082531463,0.46,0.0,90,17957.414389376077,61786.22872365697,57877.94274217614,0.46,224955.73536447008,-38.12827,-96.65942,0.6,3.8255422,10,63223.47522937948,0.0,0.0,61786.22872365695,9,-18.493432932765938,100,58.531147,0.35305411313307644,0.0063842116,0.0,61786.22872365695,61786.22872365697
,,,1840000,189648.12599874346,34094.86586454808,100,,,91,34094.86586454808,,44322.643600277996,,0.0,-16.716096549933333,14359.085884249595,,0.47,0.0,91,14359.085884249595,,44322.643600277996,0.47,189648.12599874346,10.597625,-26.086588,,3.7983093,,,,0.0,,,-16.716096549933333,100,36.68421,0.33532356458702506,0.0040311557,,,
,,,1860000,265198.9039610257,48824.93293567275,100,,,92,48824.93293567275,,54412.61945894823,,0.0,-19.04558073982762,19462.981821643494,,0.51,0.0,92,19462.981821643494,,54412.61945894823,0.51,265198.9039610257,3.40615,-43.20535,,3.7732847,,,,0.0,,,-19.04558073982762,100,46.6115,0.33519111447274963,0.004758626,,,
,,,1880000,245777.6772965728,50209.515762649935,100,,,93,50209.515762649935,,49928.951973871415,,0.0,-18.799470445859697,20882.089797893208,,0.61,0.0,93,20882.089797893208,,49928.951973871415,0.61,245777.6772965728,-23.831116,-71.228455,,3.7523654,,,,0.0,,,-18.799470445859697,100,47.39734,0.31479950792232403,0.007078771,,,
,,,1900000,207668.70792671607,44176.10517694262,100,,,94,44176.10517694262,,50223.950865408195,,0.0,-18.748118855993287,18337.837312680917,,0.58,0.0,94,18337.837312680917,,50223.950865408195,0.58,207668.70792671607,-16.7538,-62.458263,,3.7280474,,,,0.0,,,-18.748118855993287,100,45.704464,0.3298683379392333,0.0048283148,,,
,,,1920000,197023.32283910117,43017.235263723414,100,,,95,43017.235263723414,,48077.68289796756,,0.0,-18.625280177551808,16826.299982061017,,0.48,0.0,95,16826.299982061017,,48077.68289796756,0.48,197023.32283910117,-13.669775,-48.35625,,3.7143524,,,,0.0,,,-18.625280177551808,100,34.686478,0.32145155743152765,0.0055145384,,,
,,,1940000,201124.2540822666,40821.985305585236,100,,,96,40821.985305585236,,48892.089095102536,,0.0,-18.36710569932137,16914.22738577548,,0.56,0.0,96,16914.22738577548,,48892.089095102536,0.56,201124.2540822666,36.077045,-4.333325,,3.694172,,,,0.0,,,-18.36710569932137,100,40.41037,0.34276715877059427,0.0068435594,,,
,,,1960000,136523.63683359427,40316.349480801524,100,,,97,40316.349480801524,,41635.43606154146,,0.0,-18.898183606720224,17421.441562890715,,0.53,0.0,97,17421.441562890715,,41635.43606154146,0.53,136523.63683359427,-27.568062,-74.01053,,3.6830595,,,,0.0,,,-18.898183606720224,100,46.442467,0.37853128261265756,0.005324808,,,
,,,1980000,230372.61366134923,54357.88653071536,100,,,98,54357.88653071536,,54049.67304517826,,0.0,-16.927711426471657,21977.459727644753,,0.62,0.0,98,21977.459727644753,,54049.67304517826,0.62,230372.61366134923,55.825325,5.7209,,3.685539,,,,0.0,,,-16.927711426471657,100,50.104424,0.35196146295608044,0.006278165,,,
,,,2000000,182189.75031913994,47920.50619832921,100,,,99,47920.50619832921,,51288.94352360004,,0.0,-15.025023573496021,19355.21489494347,,0.58,0.0,99,19355.21489494347,,51288.94352360004,0.58,182189.75031913994,-40.57845,-97.547,,3.6856508,,,,0.0,,,-15.025023573496021,100,56.968548,0.38070560318013946,0.005372837,,,
