MetaTrain/Average/QfLoss,MetaTest/Average/AverageReturn,MetaTest/Average/MinReturn,MetaTrain/Average/Alpha,MetaTrain/Average/PolicyLoss,MetaTest/bin-picking-v1/StdReturn,MetaTrain/Average/ContrastiveLoss,MetaTrain/Average/AlphaLoss,MetaTest/Average/TerminationRate,TotalEnvSteps,MetaTest/bin-picking-v1/TerminationRate,MetaTest/bin-picking-v1/AverageReturn,MetaTest/Average/MaxReturn,MetaTest/bin-picking-v1/MaxReturn,MetaTest/Average/Iteration,MetaTest/bin-picking-v1/MinReturn,MetaTest/bin-picking-v1/Iteration,MetaTest/bin-picking-v1/AverageDiscountedReturn,MetaTest/bin-picking-v1/NumEpisodes,MetaTest/bin-picking-v1/SuccessRate,MetaTest/Average/SuccessRate,MetaTest/Average/StdReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/NumEpisodes
8.878978,-47.68461375312759,-87.32803367403596,0.016081272,183.17189,26.06074006386232,7.624632,0.0030595402,0.0,1166000,0.0,-47.68461375312759,-19.687480478951112,-19.687480478951112,185,-87.32803367403596,185,-47.68461375312759,10,0.0,0.0,26.06074006386232,-47.68461375312759,10
21.261284,-43.70105003343481,-83.54305894837574,0.01560297,184.25432,17.19947309139981,7.624632,0.0024103057,0.0,1172000,0.0,-43.70105003343481,-22.14902631005775,-22.14902631005775,186,-83.54305894837574,186,-43.701050033434804,10,0.0,0.0,17.19947309139981,-43.701050033434804,10
6.3765535,-41.2929264185503,-69.64879047708324,0.014276812,183.97893,15.691248636655537,7.624632,0.0003992737,0.0,1178000,0.0,-41.2929264185503,-22.067373971318535,-22.067373971318535,187,-69.64879047708324,187,-41.2929264185503,10,0.0,0.0,15.691248636655537,-41.2929264185503,10
12.32535,-46.11620856457945,-87.6351500496438,0.014047867,184.94952,26.47162620506093,7.624632,-0.0030377386,0.0,1184000,0.0,-46.11620856457945,-20.70623235282576,-20.70623235282576,188,-87.6351500496438,188,-46.116208564579445,10,0.0,0.0,26.47162620506093,-46.116208564579445,10
6.4897604,-33.76265580648367,-72.70907854796765,0.015595957,182.94632,13.343419722556362,7.624632,-2.4279238e-05,0.0,1190000,0.0,-33.76265580648367,-24.33974098383052,-24.33974098383052,189,-72.70907854796765,189,-33.76265580648367,10,0.0,0.0,13.343419722556362,-33.76265580648367,10
10.038215,-41.11769354991561,-88.77345430079237,0.015665071,183.83865,22.01691460207222,7.624632,0.0030906587,0.0,1196000,0.0,-41.11769354991561,-19.874408584328485,-19.874408584328485,190,-88.77345430079237,190,-41.117693549915586,10,0.0,0.0,22.01691460207222,-41.117693549915586,10
9.69713,-36.41470189780827,-74.4612911808209,0.0144452555,184.73769,14.679346972824256,7.624632,0.0015679114,0.0,1202000,0.0,-36.41470189780827,-24.257410812061316,-24.257410812061316,191,-74.4612911808209,191,-36.41470189780827,10,0.0,0.0,14.679346972824256,-36.41470189780827,10
10.586827,-39.44984362235623,-86.39351153275578,0.014291195,183.92319,22.517201363676925,7.624632,0.0011632708,0.0,1208000,0.0,-39.44984362235623,-20.49501766616331,-20.49501766616331,192,-86.39351153275578,192,-39.44984362235622,10,0.0,0.0,22.517201363676925,-39.44984362235622,10
8.067344,-41.674309659270236,-72.07781596928679,0.013050082,183.6385,18.238678018009193,7.624632,-0.0015217592,0.0,1214000,0.0,-41.674309659270236,-19.89882532608344,-19.89882532608344,193,-72.07781596928679,193,-41.67430965927025,10,0.0,0.0,18.238678018009193,-41.67430965927025,10
13.605863,-48.538930847998316,-89.00983700808005,0.01470509,182.61998,24.358184892028106,7.624632,-0.00014215511,0.0,1220000,0.0,-48.538930847998316,-22.572287745627985,-22.572287745627985,194,-89.00983700808005,194,-48.538930847998316,10,0.0,0.0,24.358184892028106,-48.538930847998316,10
13.822842,-45.808364995734664,-90.13629616457928,0.015266744,184.15196,20.371791705236532,7.624632,7.76422e-05,0.0,1226000,0.0,-45.808364995734664,-24.726353998579604,-24.726353998579604,195,-90.13629616457928,195,-45.80836499573466,10,0.0,0.0,20.371791705236532,-45.80836499573466,10
9.281757,-39.063184603324686,-88.46349635161735,0.014585536,181.60115,23.165903194087736,7.624632,-0.00030425357,0.0,1232000,0.0,-39.063184603324686,-21.021196280887747,-21.021196280887747,196,-88.46349635161735,196,-39.063184603324686,10,0.0,0.0,23.165903194087736,-39.063184603324686,10
7.1197333,-39.147224188498654,-76.18821498240861,0.01522564,184.71576,18.608112583899597,7.624632,0.00087126874,0.0,1238000,0.0,-39.147224188498654,-20.28104215183794,-20.28104215183794,197,-76.18821498240861,197,-39.14722418849866,10,0.0,0.0,18.608112583899597,-39.14722418849866,10
8.874165,-44.16580045739305,-88.81152452783152,0.014507704,182.26878,21.51042157624051,7.624632,-0.00037525178,0.0,1244000,0.0,-44.16580045739305,-25.58266229315599,-25.58266229315599,198,-88.81152452783152,198,-44.16580045739304,10,0.0,0.0,21.51042157624051,-44.16580045739304,10
16.58711,-45.362116153712684,-86.55486948837668,0.014592002,183.82741,21.617081739558373,7.624632,-0.0006611854,0.0,1250000,0.0,-45.362116153712684,-20.378202170403306,-20.378202170403306,199,-86.55486948837668,199,-45.36211615371269,10,0.0,0.0,21.617081739558373,-45.36211615371269,10
