MetaTest/push-v1/TerminationRate,MetaTest/Average/MinReturn,Average/TerminationRate,GaussianMLPPolicy/KLAfter,GaussianMLPPolicy/Entropy,push-v1/MinReturn,GaussianMLPPolicy/LossAfter,MetaTest/Average/SuccessRate,MetaTest/Average/AverageDiscountedReturn,MetaTest/push-v1/NumEpisodes,Iteration,MetaTest/push-v1/MaxReturn,MetaTest/push-v1/AverageReturn,Average/StdReturn,MetaTest/push-v1/StdReturn,TotalEnvSteps,push-v1/AverageDiscountedReturn,Average/AverageDiscountedReturn,MetaTest/Average/NumEpisodes,MetaTest/push-v1/MinReturn,push-v1/AverageReturn,push-v1/TerminationRate,push-v1/SuccessRate,push-v1/StdReturn,MetaTest/Average/TerminationRate,MetaTest/Average/Iteration,Average/NumEpisodes,Average/MaxReturn,GaussianMLPPolicy/dLoss,Average/AverageReturn,MetaTest/push-v1/Iteration,MetaTest/push-v1/SuccessRate,Average/Iteration,MetaTest/push-v1/AverageDiscountedReturn,push-v1/NumEpisodes,push-v1/MaxReturn,MetaTest/Average/AverageReturn,Average/MinReturn,Average/SuccessRate,MetaTest/Average/MaxReturn,MetaTest/Average/StdReturn,GaussianMLPPolicy/LossBefore,GaussianMLPPolicy/KLBefore,push-v1/Iteration
,,0.0,1.4172185728966724e-05,5.570100784301758,-29.97217765621523,-2.6881650683208136e-06,,,,64,,,23454.34768290207,,5200000,3922.642395098218,3922.642395098218,,,13982.985407506209,0.0,0.135,23454.34768290207,,,200,133515.54752226587,2.003207555389963e-08,13982.985407506209,,,64,,200,133515.54752226587,,-29.97217765621523,0.135,,,-2.668132992766914e-06,0.0,64
,,0.0,0.00010557040513958782,5.556088447570801,-27.259695670940328,-8.686791261425242e-06,,,,65,,,14635.8112349708,,5280000,2309.65453275207,2309.65453275207,,,7611.040927707674,0.0,0.06,14635.8112349708,,,200,85875.57847458306,1.5020850696600974e-07,7611.040927707674,,,65,,200,85875.57847458306,,-27.259695670940328,0.06,,,-8.536582754459232e-06,0.0,65
,,0.0,4.817975877813296e-06,5.555443286895752,-21.26170510576605,-1.6657540982123464e-06,,,,66,,,21487.399641161468,,5360000,3154.12604285005,3154.12604285005,,,11937.053272093852,0.0,0.11,21487.399641161468,,,200,148534.77532836673,6.8091594584984705e-09,11937.053272093852,,,66,,200,148534.77532836673,,-21.26170510576605,0.11,,,-1.658944938753848e-06,0.0,66
,,0.0,1.208706362376688e-05,5.556496620178223,-21.73151333135247,2.962943881357205e-06,,,,67,,,27688.294916548304,,5440000,3780.8102968943863,3780.8102968943863,,,13563.637144237233,0.0,0.115,27688.294916548304,,,200,158884.95654396678,1.7083266357076354e-08,13563.637144237233,,,67,,200,158884.95654396678,,-21.73151333135247,0.115,,,2.9800271477142815e-06,0.0,67
,,0.0,7.243608706630766e-06,5.557158946990967,-27.15864152408233,1.9725910078705056e-06,,,,68,,,29063.76058421344,,5520000,4993.548731773111,4993.548731773111,,,18243.247467745525,0.0,0.175,29063.76058421344,,,200,165052.52527042036,1.0234771252726205e-08,18243.247467745525,,,68,,200,165052.52527042036,,-27.15864152408233,0.175,,,1.9828257791232318e-06,0.0,68
,,0.0,1.8247799289383693e-06,5.5565409660339355,-21.372804830805496,-1.5706898466305574e-06,,,,69,,,20722.931701463687,,5600000,2774.806016139519,2774.806016139519,,,10386.399258272379,0.0,0.095,20722.931701463687,,,200,136725.94146161023,2.6009274733951315e-09,10386.399258272379,,,69,,200,136725.94146161023,,-21.372804830805496,0.095,,,-1.5680889191571623e-06,0.0,69
0.0,-20.839035895044265,0.0,1.2482836609706283e-05,5.5560126304626465,-18.955694008043398,-1.633102101550321e-06,0.12,13507.678176813659,50,70,149362.43661950686,13507.678176813653,25491.52560413562,28867.63848107213,5680000,4395.32939239798,4395.32939239798,50,-20.839035895044265,16159.557868764403,0.0,0.145,25491.52560413562,0.0,7,200,142256.43944029268,1.7642719285504427e-08,16159.557868764403,7,0.12,70,13507.678176813659,200,142256.43944029268,13507.678176813653,-18.955694008043398,0.145,149362.43661950686,28867.63848107213,-1.6154593822648167e-06,0.0,70
,,0.0,5.474942554428708e-06,5.556556701660156,-31.274808172941647,8.319258881783753e-07,,,,71,,,21165.27483664001,,5760000,3043.112999436105,3043.112999436105,,,10906.179469620853,0.0,0.085,21165.27483664001,,,200,126599.14459499903,7.728147011221154e-09,10906.179469620853,,,71,,200,126599.14459499903,,-31.274808172941647,0.085,,,8.396540351895965e-07,0.0,71
,,0.0,3.541503247106448e-06,5.556746959686279,-25.12114173911707,5.389620127971284e-07,,,,72,,,21129.128698990586,,5840000,3598.5639713369105,3598.5639713369105,,,12494.685100894872,0.0,0.1,21129.128698990586,,,200,158754.05240479577,5.0075072977051605e-09,12494.685100894872,,,72,,200,158754.05240479577,,-25.12114173911707,0.1,,,5.439695200948336e-07,0.0,72
,,0.0,8.329270713147707e-06,5.55371618270874,-40.99860517030631,-4.19143225371954e-06,,,,73,,,22878.908756411027,,5920000,3164.6645248876034,3164.6645248876034,,,11576.743903070414,0.0,0.08,22878.908756411027,,,200,164715.3607939965,1.1764768714783713e-08,11576.743903070414,,,73,,200,164715.3607939965,,-40.99860517030631,0.08,,,-4.179667485004757e-06,0.0,73
