MetaTest/Average/TerminationRate,MetaTest/Average/NumEpisodes,MetaTest/Average/MaxReturn,MetaTest/window-open-v1/SuccessRate,MetaTest/window-open-v1/TerminationRate,MetaTrain/Average/Alpha,MetaTest/Average/StdReturn,MetaTest/window-open-v1/NumEpisodes,TotalEnvSteps,MetaTest/window-open-v1/Iteration,MetaTest/Average/AverageDiscountedReturn,MetaTrain/Average/QfLoss,MetaTest/Average/SuccessRate,MetaTest/Average/Iteration,MetaTrain/Average/AlphaLoss,MetaTest/Average/MinReturn,MetaTrain/Average/ContrastiveLoss,MetaTrain/Average/PolicyLoss,MetaTest/window-open-v1/StdReturn,MetaTest/Average/AverageReturn,MetaTest/window-open-v1/AverageDiscountedReturn,MetaTest/window-open-v1/MaxReturn,MetaTest/window-open-v1/MinReturn,MetaTest/window-open-v1/AverageReturn
0.0,10,160864.87498780267,0.5,0.0,54.303204,56141.798164047745,10,1196000,190,42182.143879280644,72940536.0,0.5,190,-10.418996,-40.85935821640372,9662.166,-196435.9,56141.798164047745,42182.14387928063,42182.143879280644,160864.87498780267,-40.85935821640372,42182.14387928063
0.0,10,105288.89987832101,0.5,0.0,56.074306,41313.88368986649,10,1202000,191,57278.16525441626,64350224.0,0.5,191,-0.8815902,-29.698753417902775,9854.031,-187719.9,41313.88368986649,57278.16525441627,57278.16525441626,105288.89987832101,-29.698753417902775,57278.16525441627
0.0,10,151555.8650764384,0.6,0.0,60.05936,49335.44788501898,10,1208000,192,35633.59590559406,85670610.0,0.6,192,-21.76664,-69.77705597606817,9777.51,-224886.34,49335.44788501898,35633.59590559406,35633.59590559406,151555.8650764384,-69.77705597606817,35633.59590559406
0.0,10,112734.55861017994,0.5,0.0,63.979603,33560.328340692795,10,1214000,193,19266.866451488815,83078900.0,0.5,193,-10.038342,-57.29543407544151,7360.0234,-227564.77,33560.328340692795,19266.866451488815,19266.866451488815,112734.55861017994,-57.29543407544151,19266.866451488815
0.0,10,142162.794737657,0.7,0.0,63.925148,48789.11184484302,10,1220000,194,57178.98498380159,76169270.0,0.7,194,7.7488904,-73.57548948083918,6525.234,-205557.78,48789.11184484302,57178.98498380161,57178.98498380159,142162.794737657,-73.57548948083918,57178.98498380161
0.0,10,150041.512127125,0.6,0.0,62.237686,58351.20076163965,10,1226000,195,45358.00333689181,73756400.0,0.6,195,-3.2246993,-30.24952339587718,6220.1045,-216006.27,58351.20076163965,45358.00333689181,45358.00333689181,150041.512127125,-30.24952339587718,45358.00333689181
0.0,10,192716.0823357533,0.9,0.0,64.583916,65325.09626436165,10,1232000,196,69812.31426669208,79815400.0,0.9,196,3.1744463,-38.819379355226495,6045.868,-218083.05,65325.09626436165,69812.31426669206,69812.31426669208,192716.0823357533,-38.819379355226495,69812.31426669206
0.0,10,106157.47978446788,0.7,0.0,63.059025,45035.40876938894,10,1238000,197,42805.85586117974,78353640.0,0.7,197,-6.6011415,-86.24399687715334,6432.737,-222140.19,45035.40876938894,42805.85586117974,42805.85586117974,106157.47978446788,-86.24399687715334,42805.85586117974
0.0,10,95824.14227284564,0.5,0.0,65.84014,40497.975740964444,10,1244000,198,38044.47800306597,89710450.0,0.5,198,1.8096743,-69.24767258269448,6689.365,-230079.36,40497.975740964444,38044.47800306596,38044.47800306597,95824.14227284564,-69.24767258269448,38044.47800306596
0.0,10,128525.61515236869,0.7,0.0,62.69756,55822.087138459625,10,1250000,199,57064.57507203339,82475930.0,0.7,199,8.813184,-23.800132163476693,5244.648,-222736.86,55822.087138459625,57064.57507203339,57064.57507203339,128525.61515236869,-23.800132163476693,57064.57507203339
