TotalEnvSteps,Average/TerminationRate,MetaTest/push-v1/SuccessRate,Average/MinReturn,MetaTest/Average/MaxReturn,GaussianMLPPolicy/Entropy,push-v1/NumEpisodes,Average/AverageDiscountedReturn,push-v1/Iteration,GaussianMLPPolicy/LossAfter,MetaTest/push-v1/TerminationRate,MetaTest/push-v1/NumEpisodes,Average/NumEpisodes,GaussianMLPPolicy/KLAfter,MetaTest/push-v1/Iteration,MetaTest/push-v1/StdReturn,MetaTest/Average/TerminationRate,MetaTest/Average/StdReturn,push-v1/AverageDiscountedReturn,push-v1/MinReturn,Average/MaxReturn,Average/StdReturn,push-v1/TerminationRate,push-v1/StdReturn,push-v1/SuccessRate,Average/Iteration,MetaTest/push-v1/AverageDiscountedReturn,MetaTest/Average/Iteration,MetaTest/Average/MinReturn,MetaTest/push-v1/AverageReturn,GaussianMLPPolicy/KLBefore,MetaTest/Average/AverageReturn,Iteration,GaussianMLPPolicy/dLoss,MetaTest/push-v1/MaxReturn,push-v1/AverageReturn,Average/AverageReturn,push-v1/MaxReturn,MetaTest/Average/SuccessRate,MetaTest/Average/AverageDiscountedReturn,MetaTest/push-v1/MinReturn,MetaTest/Average/NumEpisodes,GaussianMLPPolicy/LossBefore,Average/SuccessRate
10560000,0.0,,-26.22071831287171,,5.510134220123291,200,4378.307116842936,131,7.737902478766046e-07,,,200,4.223096038913354e-05,,,,,4378.307116842936,-26.22071831287171,139764.17023901295,23828.33953349175,0.0,23828.33953349175,0.11,131,,,,,0.0,,131,5.979194384053699e-08,,14770.650004941272,14770.650004941272,139764.17023901295,,,,,8.335821917171415e-07,0.11
10640000,0.0,,-19.985420014768707,,5.510094165802002,200,6099.990108478428,132,-1.70101884577889e-07,,,200,3.100035883107921e-06,,,,,6099.990108478428,-19.985420014768707,186189.48962676426,33437.18494546177,0.0,33437.18494546177,0.175,132,,,,,0.0,,132,4.3835797214342165e-09,,20391.370400260115,20391.370400260115,186189.48962676426,,,,,-1.6571830485645478e-07,0.175
10720000,0.0,,-28.351940872012126,,5.516556262969971,200,5424.440749399224,133,4.1996022446255665e-06,,,200,1.8284401448909193e-05,,,,,5424.440749399224,-28.351940872012126,202430.87442305454,29559.51202210362,0.0,29559.51202210362,0.155,133,,,,,0.0,,133,2.5887402443913743e-08,,17521.968238321133,17521.968238321133,202430.87442305454,,,,,4.22548964706948e-06,0.155
10800000,0.0,,-20.476071997046986,,5.5173563957214355,200,6311.803240257165,134,2.0563843463605735e-06,,,200,5.7114816627290566e-06,,,,,6311.803240257165,-20.476071997046986,192596.38003959553,32909.11457195269,0.0,32909.11457195269,0.18,134,,,,,0.0,,134,8.069946488831192e-09,,21402.092646249024,21402.092646249024,192596.38003959553,,,,,2.0644542928494047e-06,0.18
10880000,0.0,,-26.626296213293397,,5.5244221687316895,200,6708.763810106465,135,3.223213980163564e-06,,,200,0.0012700697407126427,,,,,6708.763810106465,-26.626296213293397,145029.4866785996,31276.272894382437,0.0,31276.272894382437,0.22,135,,,,,0.0,,135,2.086324684569263e-06,,21228.99888094668,21228.99888094668,145029.4866785996,,,,,5.309538664732827e-06,0.22
10960000,0.0,,-21.6672498118275,,5.52441930770874,200,4034.254765576843,136,-2.0698006863995033e-08,,,200,6.340839718177449e-06,,,,,4034.254765576843,-21.6672498118275,103091.3764939644,19987.36808357336,0.0,19987.36808357336,0.085,136,,,,,0.0,,136,8.965661990600893e-09,,13089.878928687895,13089.878928687895,103091.3764939644,,,,,-1.173234487339414e-08,0.085
11040000,0.0,,-23.766787378588486,,5.524324893951416,200,5335.829918502543,137,-3.0409131568376324e-07,,,200,3.5645323350763647e-06,,,,,5335.829918502543,-23.766787378588486,189872.2578314379,29547.526872957962,0.0,29547.526872957962,0.165,137,,,,,0.0,,137,5.0670223572524264e-09,,17670.103887774665,17670.103887774665,189872.2578314379,,,,,-2.990242933265108e-07,0.165
11120000,0.0,,-23.072195516597983,,5.524490833282471,200,4061.221599129549,138,5.909155333938543e-07,,,200,7.356366495514521e-06,,,,,4061.221599129549,-23.072195516597983,103416.949515499,20320.299933536142,0.0,20320.299933536142,0.105,138,,,,,0.0,,138,1.0400867722637486e-08,,13932.15480049574,13932.15480049574,103416.949515499,,,,,6.013164011164918e-07,0.105
11200000,0.0,,-30.139708800937406,,5.525219440460205,200,5253.862982056911,139,1.6386298966608592e-06,,,200,6.268259312491864e-06,,,,,5253.862982056911,-30.139708800937406,192821.92820465978,30198.414039918454,0.0,30198.414039918454,0.16,139,,,,,0.0,,139,8.85484041646123e-09,,17053.314859594102,17053.314859594102,192821.92820465978,,,,,1.6474847370773205e-06,0.16
11280000,0.0,0.16,-28.43858663465803,168527.42785718496,5.525149822235107,200,6321.41031487664,140,-2.269345458216776e-07,0.0,50,200,3.6809419725614134e-06,14,33443.97701569776,0.0,33443.97701569776,6321.41031487664,-28.43858663465803,247742.55588667205,33360.27883862592,0.0,33360.27883862592,0.21,140,19743.513521923513,14,-17.907078718273475,19743.513521923513,0.0,19743.513521923513,140,5.217174248173251e-09,168527.42785718496,20984.996656867144,20984.996656867144,247742.55588667205,0.16,19743.513521923513,-17.907078718273475,50,-2.2171737157350435e-07,0.21
11360000,0.0,,-24.867895551195492,,5.523225784301758,200,4503.447794853731,141,-3.0146779863571282e-06,,,200,6.94337813911261e-06,,,,,4503.447794853731,-24.867895551195492,148687.67093532695,23388.77078294687,0.0,23388.77078294687,0.12,141,,,,,0.0,,141,9.813447832129896e-09,,14842.645902123553,14842.645902123553,148687.67093532695,,,,,-3.0048645385249984e-06,0.12
11440000,0.0,,-23.098767491333174,,5.5240254402160645,200,5258.60721568523,142,7.298044693015981e-07,,,200,1.9595958292484283e-05,,,,,5258.60721568523,-23.098767491333174,166873.54032329758,28796.731624461805,0.0,28796.731624461805,0.215,142,,,,,0.0,,142,2.767899331956869e-08,,18193.338606693007,18193.338606693007,166873.54032329758,,,,,7.574834626211668e-07,0.215
11520000,0.0,,-23.712997202316377,,5.521352767944336,200,4310.822448943357,143,-2.2026958959031617e-06,,,200,1.4682271284982562e-05,,,,,4310.822448943357,-23.712997202316377,149319.01786936595,22901.30244135516,0.0,22901.30244135516,0.13,143,,,,,0.0,,143,2.077490535157267e-08,,14331.472132437912,14331.472132437912,149319.01786936595,,,,,-2.181920990551589e-06,0.13
11600000,0.0,,-21.905876124065564,,5.521780490875244,200,5304.819156168245,144,1.3892597507947357e-06,,,200,9.872388773146668e-07,,,,,5304.819156168245,-21.905876124065564,156765.48617520672,28787.837175919234,0.0,28787.837175919234,0.135,144,,,,,0.0,,144,1.3877752280677669e-09,,17794.33477843709,17794.33477843709,156765.48617520672,,,,,1.3906475260228035e-06,0.135
11680000,0.0,,-56.17036692594785,,5.5221028327941895,200,5284.037286472494,145,1.3753287930740044e-06,,,200,4.654897111322498e-06,,,,,5284.037286472494,-56.17036692594785,144042.1417343461,26386.731557165644,0.0,26386.731557165644,0.145,145,,,,,0.0,,145,6.576556188520044e-09,,17812.72744208406,17812.72744208406,144042.1417343461,,,,,1.3819053492625244e-06,0.145
11760000,0.0,,-21.540306674449266,,5.522568225860596,200,5570.463849928408,146,1.8733556998995482e-06,,,200,2.8992706120334333e-06,,,,,5570.463849928408,-21.540306674449266,155687.20621291007,29273.256875681465,0.0,29273.256875681465,0.155,146,,,,,0.0,,146,4.1000021155923605e-09,,19297.541362035357,19297.541362035357,155687.20621291007,,,,,1.8774557020151406e-06,0.155
11840000,0.0,,-29.278961052566395,,5.5226593017578125,200,6283.071854694357,147,3.649719246823224e-07,,,200,1.0039423159469152e-06,,,,,6283.071854694357,-29.278961052566395,178772.43839415043,33327.75588728048,0.0,33327.75588728048,0.195,147,,,,,0.0,,147,1.4285603811003966e-09,,21018.373394221497,21018.373394221497,178772.43839415043,,,,,3.664004850634228e-07,0.195
11920000,0.0,,-26.88662643133417,,5.522259712219238,200,5524.087281594652,148,-1.56860846800555e-06,,,200,2.3697643882769626e-06,,,,,5524.087281594652,-26.88662643133417,182401.31203071232,25962.992841379917,0.0,25962.992841379917,0.15,148,,,,,0.0,,148,3.3932110454770736e-09,,17799.11641952957,17799.11641952957,182401.31203071232,,,,,-1.565215256960073e-06,0.15
12000000,0.0,,-21.698518147309652,,5.522062301635742,200,4822.316025202124,149,-9.058763907887624e-07,,,200,9.515557394479401e-06,,,,,4822.316025202124,-21.698518147309652,129280.23410740332,25354.924029319125,0.0,25354.924029319125,0.16,149,,,,,0.0,,149,1.3453188785206294e-08,,16290.88969849512,16290.88969849512,129280.23410740332,,,,,-8.924232020035561e-07,0.16
12080000,0.0,0.12,-31.42606072527331,171795.19451626798,5.521761894226074,200,5323.003036844647,150,-1.2831169442506507e-06,0.0,50,200,3.6181434097670717e-06,15,29610.34080814621,0.0,29610.34080814621,5323.003036844647,-31.42606072527331,129950.10918711696,27643.572430369903,0.0,27643.572430369903,0.15,150,15663.193323999833,15,-17.75616093039774,15663.193323999829,0.0,15663.193323999829,150,5.122728907736018e-09,171795.19451626798,17190.831481001096,17190.831481001096,129950.10918711696,0.12,15663.193323999833,-17.75616093039774,50,-1.2779942153429147e-06,0.15
12160000,0.0,,-20.857745366209137,,5.5242815017700195,200,5462.034444533093,151,2.2355650344252354e-06,,,200,2.5758115953067318e-05,,,,,5462.034444533093,-20.857745366209137,150656.132875476,29631.391772095343,0.0,29631.391772095343,0.18,151,,,,,0.0,,151,3.644890966825187e-08,,18866.532394541,18866.532394541,150656.132875476,,,,,2.2720139440934872e-06,0.18
12240000,0.0,,-28.91729977137064,,5.518521785736084,200,4792.265782975254,152,-5.557362783292774e-06,,,200,0.00029129383619874716,,,,,4792.265782975254,-28.91729977137064,120800.09083869199,24198.07754512654,0.0,24198.07754512654,0.14,152,,,,,0.0,,152,4.427770363690797e-07,,15945.705239189636,15945.705239189636,120800.09083869199,,,,,-5.114585746923694e-06,0.14
12320000,0.0,,-19.51853142742452,,5.518381595611572,200,6330.940697120426,153,-2.008905113370929e-07,,,200,2.9582784009107854e-06,,,,,6330.940697120426,-19.51853142742452,137601.75209136284,28458.86317857106,0.0,28458.86317857106,0.215,153,,,,,0.0,,153,4.180719770374708e-09,,20915.00347417932,20915.00347417932,137601.75209136284,,,,,-1.967097915667182e-07,0.215
12400000,0.0,,-22.475904239221403,,5.508063316345215,200,6405.675157270154,154,-7.99584358901484e-06,,,200,3.58919714926742e-05,,,,,6405.675157270154,-22.475904239221403,236255.3563439594,36143.691499752844,0.0,36143.691499752844,0.21,154,,,,,0.0,,154,5.0839844334404916e-08,,22040.935542268668,22040.935542268668,236255.3563439594,,,,,-7.945003744680434e-06,0.21
12480000,0.0,,-22.33871779660515,,5.508168697357178,200,4836.167425836614,155,4.4122211306785175e-07,,,200,4.570690180116799e-06,,,,,4836.167425836614,-22.33871779660515,167137.57955733474,25756.717886905175,0.0,25756.717886905175,0.145,155,,,,,0.0,,155,6.462698820541846e-09,,16051.894309779947,16051.894309779947,167137.57955733474,,,,,4.476848118883936e-07,0.145
12560000,0.0,,-21.97317990273507,,5.507736682891846,200,5892.677905690964,156,-1.3611445410788292e-06,,,200,2.299650759596261e-06,,,,,5892.677905690964,-21.97317990273507,211392.1467349824,35031.08410738745,0.0,35031.08410738745,0.145,156,,,,,0.0,,156,3.2632669899612665e-09,,20178.30469259626,20178.30469259626,211392.1467349824,,,,,-1.357881274088868e-06,0.145
12640000,0.0,,-31.2815435512753,,5.506794452667236,200,6052.0102258173865,157,-3.3082535537687363e-06,,,200,6.1954074226378e-06,,,,,6052.0102258173865,-31.2815435512753,148972.89946835872,27115.919854663254,0.0,27115.919854663254,0.175,157,,,,,0.0,,157,8.758206604397856e-09,,19200.387315932978,19200.387315932978,148972.89946835872,,,,,-3.2994953471643385e-06,0.175
12720000,0.0,,-20.48097585340457,,5.507392883300781,200,5662.623686017654,158,2.0765278350154404e-06,,,200,2.6508341761655174e-06,,,,,5662.623686017654,-20.48097585340457,178659.6221035946,29884.28624897052,0.0,29884.28624897052,0.19,158,,,,,0.0,,158,3.745071808225475e-09,,19405.952142340466,19405.952142340466,178659.6221035946,,,,,2.080272906823666e-06,0.19
12800000,0.0,,-24.966549712601438,,5.507787227630615,200,5225.01108271599,159,1.6360469317078241e-06,,,200,2.1398986973508727e-06,,,,,5225.01108271599,-24.966549712601438,148662.25443080184,27598.153789921394,0.0,27598.153789921394,0.175,159,,,,,0.0,,159,3.0211140256142244e-09,,17257.972202015073,17257.972202015073,148662.25443080184,,,,,1.6390680457334383e-06,0.175
12880000,0.0,0.06,-25.856962571878604,190085.83481846921,5.5073089599609375,200,6256.138607860028,160,-1.7557142655277858e-06,0.0,50,200,1.479520960856462e-06,16,28504.663415038103,0.0,28504.663415038103,6256.138607860028,-25.856962571878604,240187.20553274828,32367.266750890845,0.0,32367.266750890845,0.17,160,12451.304855224407,16,-20.933933498995362,12451.304855224404,0.0,12451.304855224404,160,2.085926098516211e-09,190085.83481846921,20875.958171721803,20875.958171721803,240187.20553274828,0.06,12451.304855224407,-20.933933498995362,50,-1.7536283394292695e-06,0.17
