MetaTrain/Average/ContrastiveLoss,MetaTest/Average/StdReturn,MetaTest/lever-pull-v1/SuccessRate,MetaTest/Average/AverageDiscountedReturn,MetaTest/lever-pull-v1/AverageReturn,TotalEnvSteps,MetaTest/lever-pull-v1/MaxReturn,MetaTest/Average/MinReturn,MetaTrain/Average/Alpha,MetaTrain/Average/QfLoss,MetaTest/Average/MaxReturn,MetaTest/Average/TerminationRate,MetaTest/Average/Iteration,MetaTest/lever-pull-v1/NumTrajs,MetaTrain/Average/PolicyLoss,MetaTest/lever-pull-v1/TerminationRate,MetaTest/lever-pull-v1/Iteration,MetaTest/lever-pull-v1/AverageDiscountedReturn,MetaTest/lever-pull-v1/MinReturn,MetaTest/Average/NumTrajs,MetaTrain/Average/AlphaLoss,MetaTest/Average/AverageReturn,MetaTest/Average/SuccessRate,MetaTest/lever-pull-v1/StdReturn
7.624632,0.5253790081136838,0.0,-4.037279352619062,-4.037279352619062,2384000,-3.483104547426924,-5.303902386698494,nan,15.710866,-3.483104547426924,0.0,90,10,-192.8724,0.0,90,-4.037279352619062,-5.303902386698494,10,6.5450253,-4.037279352619062,0.0,0.5253790081136838
7.624632,0.7958853707483052,0.0,-4.03125856102535,-4.031258561025349,2408000,-2.850213885644834,-5.42966897779428,nan,15.646435,-2.850213885644834,0.0,91,10,-193.31456,0.0,91,-4.03125856102535,-5.42966897779428,10,6.5461535,-4.031258561025349,0.0,0.7958853707483052
7.624632,0.7481656165903979,0.0,-3.7851132263247904,-3.78511322632479,2432000,-2.5892847746769774,-4.974005140769178,nan,15.394968,-2.5892847746769774,0.0,92,10,-193.77792,0.0,92,-3.7851132263247904,-4.974005140769178,10,6.545743,-3.78511322632479,0.0,0.7481656165903979
7.624632,0.7844221998813528,0.0,-3.955162455371513,-3.955162455371513,2456000,-2.647970125066773,-5.936099916637272,nan,15.302506,-2.647970125066773,0.0,93,10,-194.2712,0.0,93,-3.955162455371513,-5.936099916637272,10,6.5474367,-3.955162455371513,0.0,0.7844221998813528
7.624632,0.6445267281684959,0.0,-4.1907938681228805,-4.190793868122881,2480000,-3.380495203370042,-5.061444944714677,nan,15.383473,-3.380495203370042,0.0,94,10,-194.55156,0.0,94,-4.1907938681228805,-5.061444944714677,10,6.5471907,-4.190793868122881,0.0,0.6445267281684959
7.624632,0.5304079133015998,0.0,-4.160285668554117,-4.160285668554118,2504000,-2.81160665540424,-4.825715248754105,nan,15.269257,-2.81160665540424,0.0,95,10,-194.85097,0.0,95,-4.160285668554117,-4.825715248754105,10,6.548166,-4.160285668554118,0.0,0.5304079133015998
7.624632,0.6058790866978351,0.0,-3.372632781434509,-3.3726327814345076,2528000,-2.3824140508576175,-4.527273057212611,nan,15.252234,-2.3824140508576175,0.0,96,10,-195.31879,0.0,96,-3.372632781434509,-4.527273057212611,10,6.5477834,-3.3726327814345076,0.0,0.6058790866978351
7.624632,0.7652032215164879,0.0,-3.818312468338095,-3.818312468338097,2552000,-2.888050672506992,-4.962594570362856,nan,15.088129,-2.888050672506992,0.0,97,10,-195.6492,0.0,97,-3.818312468338095,-4.962594570362856,10,6.550432,-3.818312468338097,0.0,0.7652032215164879
7.624632,0.6668576115452371,0.0,-4.180125152341723,-4.180125152341722,2576000,-3.115719808998671,-5.122120792322181,nan,15.073631,-3.115719808998671,0.0,98,10,-196.00093,0.0,98,-4.180125152341723,-5.122120792322181,10,6.5506444,-4.180125152341722,0.0,0.6668576115452371
7.624632,0.7933658761475167,0.0,-4.19733256427031,-4.19733256427031,2600000,-3.1194360057199435,-5.200840710962513,nan,14.967174,-3.1194360057199435,0.0,99,10,-196.3365,0.0,99,-4.19733256427031,-5.200840710962513,10,6.5518713,-4.19733256427031,0.0,0.7933658761475167
