GaussianMLPPolicy/KLBefore,Iteration,coffee-button-v1/AverageDiscountedReturn,GaussianMLPPolicy/Entropy,coffee-button-v1/MaxReturn,MetaTest/coffee-button-v1/AverageDiscountedReturn,MetaTest/coffee-button-v1/SuccessRate,MetaTest/Average/TerminationRate,MetaTest/Average/AverageReturn,coffee-button-v1/TerminationRate,Average/AverageReturn,MetaTest/coffee-button-v1/StdReturn,MetaTest/Average/SuccessRate,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/Iteration,Average/AverageDiscountedReturn,Average/Iteration,Average/MinReturn,GaussianMLPPolicy/LossAfter,GaussianMLPPolicy/KLAfter,MetaTest/coffee-button-v1/NumEpisodes,GaussianMLPPolicy/LossBefore,GaussianMLPPolicy/dLoss,MetaTest/Average/NumEpisodes,TotalEnvSteps,coffee-button-v1/MinReturn,MetaTest/coffee-button-v1/MaxReturn,MetaTest/Average/StdReturn,Average/MaxReturn,Average/SuccessRate,coffee-button-v1/StdReturn,MetaTest/Average/MaxReturn,coffee-button-v1/NumEpisodes,Average/NumEpisodes,MetaTest/coffee-button-v1/MinReturn,MetaTest/coffee-button-v1/Iteration,coffee-button-v1/AverageReturn,coffee-button-v1/SuccessRate,MetaTest/Average/MinReturn,Average/TerminationRate,MetaTest/coffee-button-v1/TerminationRate,coffee-button-v1/Iteration,MetaTest/coffee-button-v1/AverageReturn,Average/StdReturn
0.0,130,9501.142386838217,5.5252556800842285,269790.56003570976,13449.178971107684,0.32,0.0,13449.178971107682,0.0,22762.50228140498,24363.570714178517,0.32,13449.178971107684,13,9501.142386838217,130,-54.261161724758864,-8.664403026159562e-07,1.2340325383775053e-06,50,-8.647172080600285e-07,1.7230945559276734e-09,50,10480000,-54.261161724758864,120103.64415472272,24363.570714178517,269790.56003570976,0.265,40727.77367438858,120103.64415472272,200,200,-42.01560529973976,13,22762.50228140498,0.265,-42.01560529973976,0.0,0.0,130,13449.178971107682,40727.77367438858
0.0,131,8208.502880601896,5.524252891540527,216410.06010242325,,,,,0.0,17289.9651403882,,,,,8208.502880601896,131,-47.30981152560919,-1.494771936449979e-06,3.0183039143594215e-06,,-1.4905097032169579e-06,4.2622332330211066e-09,,10560000,-47.30981152560919,,,216410.06010242325,0.175,26927.682554902243,,200,200,,,17289.9651403882,0.175,,0.0,,131,,26927.682554902243
0.0,132,8959.475947902954,5.524537086486816,194783.06283414274,,,,,0.0,21101.079778586252,,,,,8959.475947902954,132,-41.20116771148383,4.917091587230971e-07,1.7536482346258708e-06,,4.941919087286806e-07,2.4827500055835117e-09,,10640000,-41.20116771148383,,,194783.06283414274,0.295,36937.564647215535,,200,200,,,21101.079778586252,0.295,,0.0,,132,,36937.564647215535
0.0,133,9985.275688472759,5.524559497833252,302015.00348852645,,,,,0.0,22987.860560095105,,,,,9985.275688472759,133,-39.58551522360445,6.078759895444819e-08,8.100329864646483e-07,,6.193165802415024e-08,1.1440590697020525e-09,,10720000,-39.58551522360445,,,302015.00348852645,0.215,37845.7420143403,,200,200,,,22987.860560095105,0.215,,0.0,,133,,37845.7420143403
0.0,134,7690.448705524567,5.524494647979736,239850.5474754642,,,,,0.0,16608.693818098618,,,,,7690.448705524567,134,-45.62345163915906,-1.8205476237653784e-07,5.31685554960859e-06,,-1.744942323966825e-07,7.560529979855346e-09,,10800000,-45.62345163915906,,,239850.5474754642,0.135,30031.698788566107,,200,200,,,16608.693818098618,0.135,,0.0,,134,,30031.698788566107
0.0,135,7529.970734070172,5.524894714355469,237076.79837950598,,,,,0.0,17326.440828730305,,,,,7529.970734070172,135,-49.90384074329689,4.567062319438264e-07,1.2065746659573051e-06,,4.5841730411666504e-07,1.7110721728386125e-09,,10880000,-49.90384074329689,,,237076.79837950598,0.21,32345.179833093847,,200,200,,,17326.440828730305,0.21,,0.0,,135,,32345.179833093847
0.0,136,8344.28524878263,5.525024890899658,143511.11063742757,,,,,0.0,17624.10800839575,,,,,8344.28524878263,136,-51.5765741241902,2.463921759954246e-07,1.0938014384009875e-05,,2.6187103685515467e-07,1.5478860859730048e-08,,10960000,-51.5765741241902,,,143511.11063742757,0.19,28071.804334367,,200,200,,,17624.10800839575,0.19,,0.0,,136,,28071.804334367
0.0,137,8217.16645793961,5.524566173553467,185294.3080747148,,,,,0.0,18281.71392168817,,,,,8217.16645793961,137,-39.898470598824055,-7.678801807742275e-07,6.345837277876853e-07,,-7.669345905014779e-07,9.455902727495413e-10,,11040000,-39.898470598824055,,,185294.3080747148,0.2,30178.23954240779,,200,200,,,18281.71392168817,0.2,,0.0,,137,,30178.23954240779
0.0,138,7556.403562078578,5.5245280265808105,234137.15043186294,,,,,0.0,15872.240138804576,,,,,7556.403562078578,138,-53.04868919518676,-1.1699719237867612e-07,2.123956164723495e-06,,-1.1397069954455219e-07,3.0264928341239283e-09,,11120000,-53.04868919518676,,,234137.15043186294,0.195,28071.219399926453,,200,200,,,15872.240138804576,0.195,,0.0,,138,,28071.219399926453
0.0,139,7284.298969194505,5.524782180786133,318009.61290563806,,,,,0.0,16805.695725048266,,,,,7284.298969194505,139,-45.874553614256214,4.2248589693372196e-07,3.4480501653888496e-06,,4.273646538877074e-07,4.87875695398543e-09,,11200000,-45.874553614256214,,,318009.61290563806,0.145,35697.09788123015,,200,200,,,16805.695725048266,0.145,,0.0,,139,,35697.09788123015
0.0,140,8835.576225534156,5.524344444274902,290257.7324916385,24319.764632185063,0.16,0.0,24319.764632185073,0.0,19858.03546300141,44458.31392069399,0.16,24319.764632185063,14,8835.576225534156,140,-43.608162315288155,-9.799716735869879e-07,2.9050725061097182e-06,50,-9.758639407664305e-07,4.10773282055743e-09,50,11280000,-43.608162315288155,205925.8321410894,44458.31392069399,290257.7324916385,0.2,37277.76524849308,205925.8321410894,200,200,-47.403535483103376,14,19858.03546300141,0.2,-47.403535483103376,0.0,0.0,140,24319.764632185073,37277.76524849308
0.0,141,8102.6149212979735,5.5256147384643555,218679.21042510372,,,,,0.0,18660.239635689955,,,,,8102.6149212979735,141,-48.73409156948499,2.110088416884537e-06,4.182741577096749e-06,,2.116023779308307e-06,5.93536242377013e-09,,11360000,-48.73409156948499,,,218679.21042510372,0.205,32950.11675798294,,200,200,,,18660.239635689955,0.205,,0.0,,141,,32950.11675798294
0.0,142,8020.366075753775,5.524563312530518,228476.27104815838,,,,,0.0,19002.795226075938,,,,,8020.366075753775,142,-60.31012372711482,-1.3414820614343625e-06,1.2388582035782747e-06,,-1.3396986560110236e-06,1.7834054233389907e-09,,11440000,-60.31012372711482,,,228476.27104815838,0.21,32900.81930090842,,200,200,,,19002.795226075938,0.21,,0.0,,142,,32900.81930090842
0.0,143,8032.10863070547,5.525139808654785,141823.8832390755,,,,,0.0,16516.053347379548,,,,,8032.10863070547,143,-45.77620730647434,7.13544409336464e-07,8.079449571596342e-07,,7.14678890290088e-07,1.1344809536240064e-09,,11520000,-45.77620730647434,,,141823.8832390755,0.23,23112.62936164274,,200,200,,,16516.053347379548,0.23,,0.0,,143,,23112.62936164274
0.0,144,8122.6877148170715,5.524796485900879,173412.61906018914,,,,,0.0,17178.621215535797,,,,,8122.6877148170715,144,-44.90301357085725,-8.446265269412834e-07,2.1794671738462057e-06,,-8.415374281867116e-07,3.0890987545717508e-09,,11600000,-44.90301357085725,,,173412.61906018914,0.11,26609.37142474848,,200,200,,,17178.621215535797,0.11,,0.0,,144,,26609.37142474848
0.0,145,7854.867764554086,5.525228023529053,268087.3862929165,,,,,0.0,16873.693394672635,,,,,7854.867764554086,145,-47.70063840550544,9.423504820915696e-07,8.252129077845893e-07,,9.435054266759835e-07,1.1549445844138972e-09,,11680000,-47.70063840550544,,,268087.3862929165,0.14,28893.06969452919,,200,200,,,16873.693394672635,0.14,,0.0,,145,,28893.06969452919
0.0,146,8594.79173270205,5.524399280548096,195250.68855014036,,,,,0.0,18778.60639546191,,,,,8594.79173270205,146,-47.74749509306367,-1.8605838931762264e-06,2.8467873107729247e-06,,-1.8565476693765959e-06,4.036223799630534e-09,,11760000,-47.74749509306367,,,195250.68855014036,0.2,31391.206302194674,,200,200,,,18778.60639546191,0.2,,0.0,,146,,31391.206302194674
0.0,147,9056.340022298193,5.524291038513184,193946.64804057052,,,,,0.0,20559.194516351818,,,,,9056.340022298193,147,-45.27058399660087,-2.6984542955688084e-07,5.174182433620444e-07,,-2.69094556415439e-07,7.508731414418435e-10,,11840000,-45.27058399660087,,,193946.64804057052,0.245,30572.41010003183,,200,200,,,20559.194516351818,0.245,,0.0,,147,,30572.41010003183
0.0,148,7078.190501492588,5.523959159851074,163882.42511465776,,,,,0.0,15365.531380197668,,,,,7078.190501492588,148,-48.72311158112959,-8.637892960905447e-07,1.500975258750259e-06,,-8.616717650511418e-07,2.11753103940282e-09,,11920000,-48.72311158112959,,,163882.42511465776,0.125,23376.14456846307,,200,200,,,15365.531380197668,0.125,,0.0,,148,,23376.14456846307
0.0,149,9361.17710032996,5.523993015289307,272521.65814108495,,,,,0.0,22328.447953208753,,,,,9361.17710032996,149,-49.304272247343455,9.745794926629969e-08,1.3676317394129e-06,,9.938973732914747e-08,1.9317880628477724e-09,,12000000,-49.304272247343455,,,272521.65814108495,0.185,40003.273061132175,,200,200,,,22328.447953208753,0.185,,0.0,,149,,40003.273061132175
0.0,150,6488.112657298192,5.524259090423584,156735.41542384232,25972.350783662852,0.34,0.0,25972.35078366285,0.0,14185.681347917363,48487.953233956716,0.34,25972.350783662852,15,6488.112657298192,150,-47.72347674903545,7.626181286468636e-07,2.568170202721376e-06,50,7.662553116460913e-07,3.6371829992276616e-09,50,12080000,-47.72347674903545,222660.4937003094,48487.953233956716,156735.41542384232,0.165,25460.50103743557,222660.4937003094,200,200,-49.238563499224455,15,14185.681347917363,0.165,-49.238563499224455,0.0,0.0,150,25972.35078366285,25460.50103743557
0.0,151,8377.69348444732,5.5237908363342285,240393.25908103964,,,,,0.0,18152.74090523022,,,,,8377.69348444732,151,-53.03267292050179,-1.2801208413293352e-06,1.129585825765389e-06,,-1.2785100125256577e-06,1.6108288036775775e-09,,12160000,-53.03267292050179,,,240393.25908103964,0.205,31506.68989506285,,200,200,,,18152.74090523022,0.205,,0.0,,151,,31506.68989506285
0.0,152,8564.909914284175,5.523524284362793,152954.94700921842,,,,,0.0,17394.961259217096,,,,,8564.909914284175,152,-45.795868525192716,-5.139983727531217e-07,1.9736437479878077e-06,,-5.111801328894217e-07,2.8182398637000006e-09,,12240000,-45.795868525192716,,,152954.94700921842,0.185,25483.27088716101,,200,200,,,17394.961259217096,0.185,,0.0,,152,,25483.27088716101
0.0,153,9435.701058545896,5.522516250610352,224495.9754114651,,,,,0.0,19460.073978360233,,,,,9435.701058545896,153,-48.513689785251756,-2.236483169326675e-06,5.203952696319902e-06,,-2.229124220320955e-06,7.358949005720206e-09,,12320000,-48.513689785251756,,,224495.9754114651,0.16,30554.367394778328,,200,200,,,19460.073978360233,0.16,,0.0,,153,,30554.367394778328
0.0,154,8317.869640879799,5.52220344543457,276495.9615006947,,,,,0.0,17245.262073657974,,,,,8317.869640879799,154,-42.667688684619385,-7.557099479527096e-07,5.275620878819609e-06,,-7.482461796826101e-07,7.463768270099536e-09,,12400000,-42.667688684619385,,,276495.9615006947,0.12,32856.078156521435,,200,200,,,17245.262073657974,0.12,,0.0,,154,,32856.078156521435
0.0,155,8574.748041775034,5.5214619636535645,195127.256929205,,,,,0.0,19814.8773904653,,,,,8574.748041775034,155,-49.98967567602876,-9.39869380545133e-07,7.673817776776559e-07,,-9.387540558236651e-07,1.115324721467914e-09,,12480000,-49.98967567602876,,,195127.256929205,0.265,33710.06886955519,,200,200,,,19814.8773904653,0.265,,0.0,,155,,33710.06886955519
0.0,156,9297.514998048198,5.52109432220459,258030.67526227472,,,,,0.0,20785.340278010874,,,,,9297.514998048198,156,-50.51895477218436,-1.0542154313952778e-06,7.129355708457297e-06,,-1.0441292488394538e-06,1.0086182555824053e-08,,12560000,-50.51895477218436,,,258030.67526227472,0.185,36696.463694374375,,200,200,,,20785.340278010874,0.185,,0.0,,156,,36696.463694374375
0.0,157,8639.652833888105,5.520983695983887,264400.7408866711,,,,,0.0,20055.974191820667,,,,,8639.652833888105,157,-44.040340367134945,-2.458961603224452e-07,3.3775035035432666e-07,,-2.4536765863558685e-07,5.285016868583625e-10,,12640000,-44.040340367134945,,,264400.7408866711,0.24,36547.142342405736,,200,200,,,20055.974191820667,0.24,,0.0,,157,,36547.142342405736
0.0,158,9715.997027044776,5.521162986755371,257003.2033417715,,,,,0.0,22196.736439368826,,,,,9715.997027044776,158,-44.97815227853076,2.3546617455849628e-07,7.339608032452816e-07,,2.3651921310374746e-07,1.0530385452511837e-09,,12720000,-44.97815227853076,,,257003.2033417715,0.165,40320.71446761798,,200,200,,,22196.736439368826,0.165,,0.0,,158,,40320.71446761798
0.0,159,8732.717306513794,5.5212554931640625,148247.3194583733,,,,,0.0,19063.176152061034,,,,,8732.717306513794,159,-47.88887967974282,2.884826244553551e-07,8.581632755522151e-07,,2.8970686116736033e-07,1.2242367120052222e-09,,12800000,-47.88887967974282,,,148247.3194583733,0.205,27104.26320841338,,200,200,,,19063.176152061034,0.205,,0.0,,159,,27104.26320841338
0.0,160,10544.541972504505,5.52113676071167,280868.1136916591,37555.30290505804,0.42,0.0,37555.302905058044,0.0,24142.855130310356,56211.434028953074,0.42,37555.30290505804,16,10544.541972504505,160,-43.436684855979195,-2.735606869919138e-07,9.548091384203872e-07,50,-2.721918122006173e-07,1.3688747912965482e-09,50,12880000,-43.436684855979195,228291.64577731004,56211.434028953074,280868.1136916591,0.265,43045.94526980534,228291.64577731004,200,200,-43.949290884226066,16,24142.855130310356,0.265,-43.949290884226066,0.0,0.0,160,37555.302905058044,43045.94526980534
0.0,161,8015.450393882967,5.520993709564209,282084.11927163467,,,,,0.0,20305.239469411063,,,,,8015.450393882967,161,-50.68732558723677,-4.163508435794938e-07,5.789509600617748e-07,,-4.155357657964487e-07,8.150777830451261e-10,,12960000,-50.68732558723677,,,282084.11927163467,0.21,40418.10123186231,,200,200,,,20305.239469411063,0.21,,0.0,,161,,40418.10123186231
0.0,162,9218.595302590653,5.520725727081299,168890.07158526056,,,,,0.0,19786.897966116572,,,,,9218.595302590653,162,-47.561791569798466,-5.978412218610174e-07,1.8068673171001137e-06,,-5.952417154730938e-07,2.5995063879236113e-09,,13040000,-47.561791569798466,,,168890.07158526056,0.26,30093.34373713173,,200,200,,,19786.897966116572,0.26,,0.0,,162,,30093.34373713173
0.0,163,7982.0231781616085,5.519734859466553,281543.7817153086,,,,,0.0,17417.911611051135,,,,,7982.0231781616085,163,-48.515600913658915,-1.8893672404374229e-06,4.390914909890853e-06,,-1.8831512988981558e-06,6.215941539267078e-09,,13120000,-48.515600913658915,,,281543.7817153086,0.21,33677.27533772115,,200,200,,,17417.911611051135,0.21,,0.0,,163,,33677.27533772115
0.0,164,8063.871941546835,5.518603324890137,245479.60978976716,,,,,0.0,18097.617491826553,,,,,8063.871941546835,164,-49.36837674358153,-2.168791070289444e-06,4.7730559344927315e-06,,-2.1620521692966577e-06,6.738900992786512e-09,,13200000,-49.36837674358153,,,245479.60978976716,0.155,33167.30728775536,,200,200,,,18097.617491826553,0.155,,0.0,,164,,33167.30728775536
0.0,165,7321.9855597652795,5.51789665222168,179679.60192848655,,,,,0.0,14839.567236027242,,,,,7321.9855597652795,165,-46.97767401558527,-1.0157870065086172e-06,9.715124633657979e-07,,-1.0144069619855145e-06,1.380044523102697e-09,,13280000,-46.97767401558527,,,179679.60192848655,0.145,22705.03404562938,,200,200,,,14839.567236027242,0.145,,0.0,,165,,22705.03404562938
0.0,166,6842.106929789675,5.5173869132995605,141702.2775937166,,,,,0.0,15252.424816648121,,,,,6842.106929789675,166,-50.059451950534104,-8.600887895227061e-07,2.4041614778980147e-06,,-8.566692599742964e-07,3.4195295484096278e-09,,13360000,-50.059451950534104,,,141702.2775937166,0.23,25358.532845391543,,200,200,,,15252.424816648121,0.23,,0.0,,166,,25358.532845391543
0.0,167,7775.008046115908,5.517296314239502,286133.8811583116,,,,,0.0,18181.48222183992,,,,,7775.008046115908,167,-46.43767842603369,-2.440533535263967e-07,1.9295305264677154e-06,,-2.4129249709403666e-07,2.760856432360015e-09,,13440000,-46.43767842603369,,,286133.8811583116,0.26,36818.237064938694,,200,200,,,18181.48222183992,0.26,,0.0,,167,,36818.237064938694
0.0,168,7282.577465183072,5.516152381896973,216081.16530818088,,,,,0.0,16735.125224602612,,,,,7282.577465183072,168,-53.00743514403382,-1.8256990870213485e-06,5.004517788620433e-06,,-1.818611053749919e-06,7.088033271429595e-09,,13520000,-53.00743514403382,,,216081.16530818088,0.225,30743.471860445727,,200,200,,,16735.125224602612,0.225,,0.0,,168,,30743.471860445727
0.0,169,7947.61732328677,5.5146942138671875,302742.2448059573,,,,,0.0,16593.14843162976,,,,,7947.61732328677,169,-49.45342568287357,-1.906419129227288e-06,5.253014478512341e-06,,-1.8989783256984083e-06,7.440803528879769e-09,,13600000,-49.45342568287357,,,302742.2448059573,0.115,27911.121981783665,,200,200,,,16593.14843162976,0.115,,0.0,,169,,27911.121981783665
0.0,170,7575.4099363579035,5.51407527923584,251724.6056497412,23878.785641510458,0.28,0.0,23878.78564151046,0.0,17471.334323741557,54427.03720688599,0.28,23878.785641510458,17,7575.4099363579035,170,-47.49129937197686,-1.1718049108822015e-06,2.7969049369858112e-06,50,-1.167844629890169e-06,3.960280992032494e-09,50,13680000,-47.49129937197686,270801.3277511117,54427.03720688599,251724.6056497412,0.155,34947.20777789425,270801.3277511117,200,200,-42.297208545906116,17,17471.334323741557,0.155,-42.297208545906116,0.0,0.0,170,23878.78564151046,34947.20777789425
0.0,171,8614.397110443124,5.513969421386719,166193.93760513043,,,,,0.0,18122.78121370651,,,,,8614.397110443124,171,-62.60986171811885,-2.851963074590458e-07,1.8881395362768671e-06,,-2.8252210881873907e-07,2.674198640306713e-09,,13760000,-62.60986171811885,,,166193.93760513043,0.155,28257.303740336985,,200,200,,,18122.78121370651,0.155,,0.0,,171,,28257.303740336985
0.0,172,6759.982075449425,5.513887882232666,140492.56159968482,,,,,0.0,13069.250157908802,,,,,6759.982075449425,172,-49.677117592075525,-2.634602083162463e-07,2.4580149329267442e-06,,-2.5995871055783937e-07,3.501497758406913e-09,,13840000,-49.677117592075525,,,140492.56159968482,0.15,20434.830286704695,,200,200,,,13069.250157908802,0.15,,0.0,,172,,20434.830286704695
0.0,173,9381.779989255034,5.514312744140625,241715.1816810699,,,,,0.0,20273.163381717273,,,,,9381.779989255034,173,-44.3788870302825,8.337881922670931e-07,2.578224211902125e-06,,8.374387334697531e-07,3.6505412026599515e-09,,13920000,-44.3788870302825,,,241715.1816810699,0.165,35751.8365227613,,200,200,,,20273.163381717273,0.165,,0.0,,173,,35751.8365227613
0.0,174,8284.699235185837,5.512925624847412,185608.65340225163,,,,,0.0,18647.12854568926,,,,,8284.699235185837,174,-53.14438803407877,-1.5988558743629255e-06,1.534705916128587e-06,,-1.59671253641136e-06,2.143337951565627e-09,,14000000,-53.14438803407877,,,185608.65340225163,0.22,31392.96166777607,,200,200,,,18647.12854568926,0.22,,0.0,,174,,31392.96166777607
0.0,175,7697.9081157699275,5.512674808502197,282621.0115839299,,,,,0.0,16163.515025151097,,,,,7697.9081157699275,175,-49.86240577842823,-7.008475222392008e-07,2.036742216660059e-06,,-6.979559543651703e-07,2.891567874030443e-09,,14080000,-49.86240577842823,,,282621.0115839299,0.16,29896.110092435567,,200,200,,,16163.515025151097,0.16,,0.0,,175,,29896.110092435567
0.0,176,7791.231589870868,5.512336730957031,185906.84083252886,,,,,0.0,15519.863149417215,,,,,7791.231589870868,176,-53.26321392979081,-6.0003560520272e-07,3.7167014852457214e-06,,-5.947780437054462e-07,5.257561497273855e-09,,14160000,-53.26321392979081,,,185906.84083252886,0.11,22711.60092417259,,200,200,,,15519.863149417215,0.11,,0.0,,176,,22711.60092417259
0.0,177,7376.256471384766,5.510077953338623,171203.98847593545,,,,,0.0,15663.212261324417,,,,,7376.256471384766,177,-45.189587304978225,-1.8011936617767788e-06,1.7814669490689994e-06,,-1.7986487819143804e-06,2.544879862398375e-09,,14240000,-45.189587304978225,,,171203.98847593545,0.18,23713.986147570762,,200,200,,,15663.212261324417,0.18,,0.0,,177,,23713.986147570762
0.0,178,8954.829334667853,5.509788513183594,241480.9633661834,,,,,0.0,21372.969436889,,,,,8954.829334667853,178,-44.769141966515356,-7.066115585985244e-07,2.4433245471300324e-06,,-7.031532049950329e-07,3.4583536034915596e-09,,14320000,-44.769141966515356,,,241480.9633661834,0.195,39795.58016932346,,200,200,,,21372.969436889,0.195,,0.0,,178,,39795.58016932346
0.0,179,9433.236491261396,5.509193420410156,153333.11606678463,,,,,0.0,19072.033434807425,,,,,9433.236491261396,179,-44.93538743886062,-1.005068725135061e-06,4.088212790520629e-06,,-9.99290932668373e-07,5.77779246668797e-09,,14400000,-44.93538743886062,,,153333.11606678463,0.21,27561.58352273768,,200,200,,,19072.033434807425,0.21,,0.0,,179,,27561.58352273768
0.0,180,9608.220008974959,5.508878231048584,169280.2827042257,25419.942426945,0.28,0.0,25419.942426945,0.0,20379.84061704294,31048.022987786815,0.28,25419.942426945,18,9608.220008974959,180,-46.52838239922906,-7.945585025481705e-07,1.4960229464122676e-06,50,-7.924120950519864e-07,2.1464074961841106e-09,50,14480000,-46.52838239922906,112195.2915367725,31048.022987786815,169280.2827042257,0.14,29360.93686066832,112195.2915367725,200,200,-31.722200966036226,18,20379.84061704294,0.14,-31.722200966036226,0.0,0.0,180,25419.942426945,29360.93686066832
0.0,181,8914.911656372717,5.514266014099121,286116.752581153,,,,,0.0,20965.512346165207,,,,,8914.911656372717,181,-43.85493890041946,5.284064627630869e-06,0.00023800553753972054,,5.6245262385345995e-06,3.404616109037306e-07,,14560000,-43.85493890041946,,,286116.752581153,0.27,42697.93083511795,,200,200,,,20965.512346165207,0.27,,0.0,,181,,42697.93083511795
0.0,182,7586.5555974973195,5.514333724975586,273500.4224365669,,,,,0.0,15821.909506054124,,,,,7586.5555974973195,182,-48.56297412070081,1.7686902253899461e-07,1.9377398530195933e-06,,1.7962285880912532e-07,2.753836270130705e-09,,14640000,-48.56297412070081,,,273500.4224365669,0.145,31483.431742011548,,200,200,,,15821.909506054124,0.145,,0.0,,182,,31483.431742011548
0.0,183,8250.99577809275,5.5140180587768555,132981.12406843703,,,,,0.0,15969.215740670128,,,,,8250.99577809275,183,-46.39716381221843,-7.397073318315961e-07,1.4494331708192476e-06,,-7.376456210295146e-07,2.0617108020815067e-09,,14720000,-46.39716381221843,,,132981.12406843703,0.15,23765.197055094683,,200,200,,,15969.215740670128,0.15,,0.0,,183,,23765.197055094683
0.0,184,8715.938972088581,5.5146098136901855,175768.1889855059,,,,,0.0,20609.650585068906,,,,,8715.938972088581,184,-45.745737548504444,1.4374552392837359e-06,1.5339767287514405e-06,,1.439623247279087e-06,2.1680079953512177e-09,,14800000,-45.745737548504444,,,175768.1889855059,0.255,33403.28181520807,,200,200,,,20609.650585068906,0.255,,0.0,,184,,33403.28181520807
0.0,185,7920.620046380738,5.514762878417969,152992.6497722805,,,,,0.0,15855.730225565087,,,,,7920.620046380738,185,-46.7377573014693,4.895626943834941e-07,1.805263082133024e-06,,4.921171807836799e-07,2.5544864001858514e-09,,14880000,-46.7377573014693,,,152992.6497722805,0.155,25177.422361445155,,200,200,,,15855.730225565087,0.155,,0.0,,185,,25177.422361445155
0.0,186,8639.925321017568,5.515096664428711,213096.03161783575,,,,,0.0,17850.53256382353,,,,,8639.925321017568,186,-44.12366811319932,5.14240412030631e-07,1.4414833913178882e-06,,5.162877414477407e-07,2.0473294171097223e-09,,14960000,-44.12366811319932,,,213096.03161783575,0.215,29506.309137696688,,200,200,,,17850.53256382353,0.215,,0.0,,186,,29506.309137696688
0.0,187,8829.346144881474,5.5156097412109375,225532.74552584143,,,,,0.0,17410.679804318563,,,,,8829.346144881474,187,-43.41357200932101,9.95032337414159e-07,6.731850703545206e-07,,9.95990376395639e-07,9.580389814800583e-10,,15040000,-43.41357200932101,,,225532.74552584143,0.135,29121.823621386877,,200,200,,,17410.679804318563,0.135,,0.0,,187,,29121.823621386877
0.0,188,9419.806478109542,5.5151567459106445,188680.23363494553,,,,,0.0,19555.357800487665,,,,,9419.806478109542,188,-41.30272028756719,-1.0501973974896828e-06,2.1962125629215734e-06,,-1.0470971574250143e-06,3.100240064668469e-09,,15120000,-41.30272028756719,,,188680.23363494553,0.18,28634.7205015786,,200,200,,,19555.357800487665,0.18,,0.0,,188,,28634.7205015786
0.0,189,9216.450378734604,5.51545524597168,292384.6639691982,,,,,0.0,19233.871446692854,,,,,9216.450378734604,189,-45.68902411959411,5.997253538225777e-07,6.444579412345774e-07,,6.006467856423114e-07,9.214318197336979e-10,,15200000,-45.68902411959411,,,292384.6639691982,0.16,36687.88329510639,,200,200,,,19233.871446692854,0.16,,0.0,,189,,36687.88329510639
0.0,190,8036.008999030392,5.515738487243652,235143.54640600024,18892.321808349334,0.32,0.0,18892.321808349334,0.0,17149.148914227084,36343.87474414673,0.32,18892.321808349334,19,8036.008999030392,190,-56.15695095374151,6.523276852021809e-07,3.59995965482085e-06,50,6.574211397492036e-07,5.093454547022702e-09,50,15280000,-56.15695095374151,207505.17871024902,36343.87474414673,235143.54640600024,0.215,32074.900154617764,207505.17871024902,200,200,-35.34605565991775,19,17149.148914227084,0.215,-35.34605565991775,0.0,0.0,190,18892.321808349334,32074.900154617764
0.0,191,9012.61938432238,5.516081809997559,194418.6335517255,,,,,0.0,20408.665383908807,,,,,9012.61938432238,191,-48.01142005192959,1.0708711215556832e-06,2.448843588354066e-06,,1.0743458460638067e-06,3.4747245081234723e-09,,15360000,-48.01142005192959,,,194418.6335517255,0.23,35160.87476576442,,200,200,,,20408.665383908807,0.23,,0.0,,191,,35160.87476576442
0.0,192,8285.93810969741,5.515418529510498,188189.58124424002,,,,,0.0,16830.51530252758,,,,,8285.93810969741,192,-44.09441418552474,-1.7447093796363333e-06,2.4681626200617757e-06,,-1.7412248780601658e-06,3.4845015761675313e-09,,15440000,-44.09441418552474,,,188189.58124424002,0.2,26810.165457837928,,200,200,,,16830.51530252758,0.2,,0.0,,192,,26810.165457837928
0.0,193,9231.74031639183,5.513689994812012,229173.02238592782,,,,,0.0,18256.269821893206,,,,,9231.74031639183,193,-48.31440118645205,-2.1909263523411937e-06,2.691329882509308e-06,,-2.1871146600460634e-06,3.811692295130342e-09,,15520000,-48.31440118645205,,,229173.02238592782,0.12,28232.215733251793,,200,200,,,18256.269821893206,0.12,,0.0,,193,,28232.215733251793
0.0,194,9267.418735982188,5.511612415313721,223365.8891087521,,,,,0.0,20377.912752776334,,,,,9267.418735982188,194,-47.64422284497734,-1.2450218491721898e-06,1.1963416000071447e-06,,-1.243299607267545e-06,1.7222419046447612e-09,,15600000,-47.64422284497734,,,223365.8891087521,0.22,37136.84166453226,,200,200,,,20377.912752776334,0.22,,0.0,,194,,37136.84166453226
0.0,195,10282.803165819389,5.51166296005249,223325.80998625178,,,,,0.0,23244.84821026867,,,,,10282.803165819389,195,-56.80613630297744,8.52220622959976e-08,4.0256500710711407e-07,,8.578204102605014e-08,5.59978730052535e-10,,15680000,-56.80613630297744,,,223325.80998625178,0.185,37836.57466395776,,200,200,,,23244.84821026867,0.185,,0.0,,195,,37836.57466395776
0.0,196,8326.560805062141,5.5118560791015625,220394.94074179375,,,,,0.0,16980.040753006855,,,,,8326.560805062141,196,-44.01769100979185,3.513762578677415e-07,5.707804120902438e-06,,3.5945305398854543e-07,8.07679612080392e-09,,15760000,-44.01769100979185,,,220394.94074179375,0.205,31202.474016406137,,200,200,,,16980.040753006855,0.205,,0.0,,196,,31202.474016406137
