MetaTest/faucet-close-v1/Iteration,MetaTest/Average/Iteration,MetaTest/faucet-close-v1/TerminationRate,TotalEnvSteps,MetaTest/Average/AverageDiscountedReturn,MetaTrain/Average/AlphaLoss,MetaTest/Average/MaxReturn,MetaTest/Average/StdReturn,MetaTest/faucet-close-v1/AverageDiscountedReturn,MetaTest/faucet-close-v1/MaxReturn,MetaTest/faucet-close-v1/SuccessRate,MetaTest/faucet-close-v1/StdReturn,MetaTest/Average/MinReturn,MetaTrain/Average/QfLoss,MetaTrain/Average/Alpha,MetaTest/Average/SuccessRate,MetaTest/Average/NumTrajs,MetaTest/faucet-close-v1/NumTrajs,MetaTest/Average/TerminationRate,MetaTest/faucet-close-v1/AverageReturn,MetaTest/Average/AverageReturn,MetaTest/faucet-close-v1/MinReturn,MetaTrain/Average/ContrastiveLoss,MetaTrain/Average/PolicyLoss
95,95,0.0,2504000,5940.909024070706,-18.260113,21363.433143012597,9174.437598146334,5940.909024070706,21363.433143012597,0.0,9174.437598146334,-57.721008236675765,208671920.0,nan,0.0,10,10,0.0,5940.909024070707,5940.909024070707,-57.721008236675765,1574.6443,-145934.84
96,96,0.0,2528000,18215.782687881212,-18.282906,80923.48045682356,27099.161801344304,18215.782687881212,80923.48045682356,0.3,27099.161801344304,-58.41967628971616,210595550.0,nan,0.3,10,10,0.0,18215.782687881212,18215.782687881212,-58.41967628971616,1262.1669,-151873.31
97,97,0.0,2552000,10790.886302739722,-18.203953,59433.6589689694,18302.026579031433,10790.886302739722,59433.6589689694,0.2,18302.026579031433,-54.94043136322543,207385920.0,nan,0.2,10,10,0.0,10790.886302739724,10790.886302739724,-54.94043136322543,1074.4259,-156123.78
98,98,0.0,2576000,21362.610713207192,-18.229757,72815.40304908296,30278.557882449222,21362.610713207192,72815.40304908296,0.3,30278.557882449222,-55.42440255760014,208993900.0,nan,0.3,10,10,0.0,21362.610713207192,21362.610713207192,-55.42440255760014,1122.2478,-154766.92
99,99,0.0,2600000,16953.820588363822,-19.254818,163861.47676085363,48979.039121609974,16953.820588363822,163861.47676085363,0.1,48979.039121609974,-88.05577668448899,201096060.0,nan,0.1,10,10,0.0,16953.820588363822,16953.820588363822,-88.05577668448899,112870.86,-134563.06
100,100,0.0,2624000,9948.602424402614,-18.98978,43074.224664010435,14059.766079560308,9948.602424402614,43074.224664010435,0.2,14059.766079560308,-57.10958113244636,198603600.0,nan,0.2,10,10,0.0,9948.602424402614,9948.602424402614,-57.10958113244636,5492.5757,-142650.16
101,101,0.0,2648000,7153.269834271586,-18.937605,31715.13568479782,11406.25548896293,7153.269834271586,31715.13568479782,0.0,11406.25548896293,-54.90532873255758,210518530.0,nan,0.0,10,10,0.0,7153.269834271584,7153.269834271584,-54.90532873255758,1122.403,-149915.47
102,102,0.0,2672000,14084.367083455907,-19.182058,99750.65307911344,28987.754209043313,14084.367083455907,99750.65307911344,0.2,28987.754209043313,-54.61573781523009,222458290.0,nan,0.2,10,10,0.0,14084.367083455907,14084.367083455907,-54.61573781523009,10962.367,-147142.23
103,103,0.0,2696000,16402.271434791575,-19.467535,103598.92348251276,30232.194346880166,16402.271434791575,103598.92348251276,0.1,30232.194346880166,-54.49690989302994,224994860.0,nan,0.1,10,10,0.0,16402.27143479157,16402.27143479157,-54.49690989302994,1858.2233,-152264.02
104,104,0.0,2720000,18881.56315337783,-19.642637,135756.95640528022,41775.60377082435,18881.56315337783,135756.95640528022,0.2,41775.60377082435,-57.55613348563939,235894510.0,nan,0.2,10,10,0.0,18881.56315337783,18881.56315337783,-57.55613348563939,2808.289,-153438.81
105,105,0.0,2744000,3074.3932862797515,-19.574886,12916.04958346627,5085.999853692934,3074.3932862797515,12916.04958346627,0.0,5085.999853692934,-53.76295431662642,252409780.0,nan,0.0,10,10,0.0,3074.393286279751,3074.393286279751,-53.76295431662642,1361.6799,-157771.33
106,106,0.0,2768000,7449.698222863959,-19.667503,19258.440199299926,8171.331708508662,7449.698222863959,19258.440199299926,0.0,8171.331708508662,-53.46441476451403,259423940.0,nan,0.0,10,10,0.0,7449.698222863956,7449.698222863956,-53.46441476451403,748.9214,-159257.97
107,107,0.0,2792000,6980.17154037062,-19.984423,40171.023991125556,11875.453461411707,6980.17154037062,40171.023991125556,0.2,11875.453461411707,-51.39566471280888,277374880.0,nan,0.2,10,10,0.0,6980.171540370614,6980.171540370614,-51.39566471280888,561.5239,-159706.89
108,108,0.0,2816000,13712.823567548225,-20.586523,105641.39097429955,32086.869808284482,13712.823567548225,105641.39097429955,0.1,32086.869808284482,-57.22087045616846,272472770.0,nan,0.1,10,10,0.0,13712.823567548232,13712.823567548232,-57.22087045616846,543.89795,-162470.47
109,109,0.0,2840000,2409.521495039383,-20.667425,23223.468902304518,6949.07703350086,2409.521495039383,23223.468902304518,0.0,6949.07703350086,-53.63649669773518,266180260.0,nan,0.0,10,10,0.0,2409.5214950393843,2409.5214950393843,-53.63649669773518,465.84738,-165484.67
110,110,0.0,2864000,26713.299079844222,-20.776031,140235.276097753,42111.21435075992,26713.299079844222,140235.276097753,0.3,42111.21435075992,-48.60714293588931,257348910.0,nan,0.3,10,10,0.0,26713.299079844222,26713.299079844222,-48.60714293588931,418.70032,-164006.38
111,111,0.0,2888000,11104.649974837459,-20.732447,41246.936822702395,14524.72756016987,11104.649974837459,41246.936822702395,0.2,14524.72756016987,-57.25684010358913,260295020.0,nan,0.2,10,10,0.0,11104.649974837464,11104.649974837464,-57.25684010358913,465.62064,-162742.11
112,112,0.0,2912000,8956.41590661068,-20.753653,28571.60494737793,11465.258868043242,8956.41590661068,28571.60494737793,0.0,11465.258868043242,-56.80533387052445,269095330.0,nan,0.0,10,10,0.0,8956.415906610679,8956.415906610679,-56.80533387052445,461.3072,-162845.5
113,113,0.0,2936000,10748.675974913447,-20.791977,26355.54533935971,10942.967384015223,10748.675974913447,26355.54533935971,0.0,10942.967384015223,-52.96070656833346,265889310.0,nan,0.0,10,10,0.0,10748.675974913445,10748.675974913445,-52.96070656833346,469.00323,-159812.27
114,114,0.0,2960000,12224.694598514012,-20.69271,51228.50426447711,18388.467090719074,12224.694598514012,51228.50426447711,0.1,18388.467090719074,-53.92230154364604,262285860.0,nan,0.1,10,10,0.0,12224.694598514008,12224.694598514008,-53.92230154364604,513.3088,-158749.56
115,115,0.0,2984000,18287.95589299011,-21.614578,150808.75412401155,44680.47699273273,18287.95589299011,150808.75412401155,0.1,44680.47699273273,-52.921160785125686,286091900.0,nan,0.1,10,10,0.0,18287.95589299011,18287.95589299011,-52.921160785125686,36221.33,-135723.45
116,116,0.0,3008000,28595.524881630747,-21.807985,166686.9868570873,48183.72270528093,28595.524881630747,166686.9868570873,0.2,48183.72270528093,-55.1213111551481,218290980.0,nan,0.2,10,10,0.0,28595.52488163075,28595.52488163075,-55.1213111551481,9701.874,-134860.25
117,117,0.0,3032000,6250.1777547117945,-22.711828,23705.84434008702,9680.988262945364,6250.1777547117945,23705.84434008702,0.0,9680.988262945364,-53.077662784086414,212015900.0,nan,0.0,10,10,0.0,6250.177754711795,6250.177754711795,-53.077662784086414,18470.748,-123231.17
118,118,0.0,3056000,10416.604388446609,-22.216686,24937.090675684954,10777.248430053072,10416.604388446609,24937.090675684954,0.1,10777.248430053072,-59.5540237305759,241087180.0,nan,0.1,10,10,0.0,10416.604388446609,10416.604388446609,-59.5540237305759,13881.858,-141759.52
119,119,0.0,3080000,7643.786955168752,-22.295742,25399.655728524907,9817.636379728243,7643.786955168752,25399.655728524907,0.0,9817.636379728243,-54.36405648172877,249013700.0,nan,0.0,10,10,0.0,7643.78695516875,7643.78695516875,-54.36405648172877,2071.2446,-147041.83
120,120,0.0,3104000,5213.9946024206065,-22.292585,20208.769675945412,7675.2979974089085,5213.9946024206065,20208.769675945412,0.0,7675.2979974089085,-52.329716571204834,267090450.0,nan,0.0,10,10,0.0,5213.994602420605,5213.994602420605,-52.329716571204834,751.77985,-154505.38
121,121,0.0,3128000,3021.969729222565,-22.193289,30661.40104758846,9213.144430886769,3021.969729222565,30661.40104758846,0.0,9213.144430886769,-55.660130548282936,276070530.0,nan,0.0,10,10,0.0,3021.9697292225646,3021.9697292225646,-55.660130548282936,734.04,-153487.05
122,122,0.0,3152000,7807.597172306046,-22.956284,20833.833169207617,9656.132190981318,7807.597172306046,20833.833169207617,0.0,9656.132190981318,-55.30592688612828,283764160.0,nan,0.0,10,10,0.0,7807.5971723060475,7807.5971723060475,-55.30592688612828,585.8074,-156705.4
123,123,0.0,3176000,6800.080245052479,-22.782507,25566.19479067264,10517.461999401876,6800.080245052479,25566.19479067264,0.0,10517.461999401876,-56.8327312470146,291211040.0,nan,0.0,10,10,0.0,6800.080245052482,6800.080245052482,-56.8327312470146,582.1448,-158602.78
124,124,0.0,3200000,4568.687324200112,-23.04648,17282.336921959333,7103.908560518977,4568.687324200112,17282.336921959333,0.0,7103.908560518977,-53.64881047444344,288931100.0,nan,0.0,10,10,0.0,4568.687324200115,4568.687324200115,-53.64881047444344,525.4811,-159740.56
125,125,0.0,3224000,10906.161960731302,-22.973284,43951.542580650625,13752.346803344702,10906.161960731302,43951.542580650625,0.1,13752.346803344702,-54.04378519484948,287056960.0,nan,0.1,10,10,0.0,10906.161960731306,10906.161960731306,-54.04378519484948,629.2188,-158662.23
126,126,0.0,3248000,4119.046883594751,-22.92242,33593.16585606406,10112.257489826125,4119.046883594751,33593.16585606406,0.1,10112.257489826125,-53.49141824599865,286695870.0,nan,0.1,10,10,0.0,4119.046883594749,4119.046883594749,-53.49141824599865,830.6306,-157417.86
127,127,0.0,3272000,8739.443842725628,-22.92902,32760.79940947456,10497.403237551887,8739.443842725628,32760.79940947456,0.1,10497.403237551887,-54.70799764857201,303430560.0,nan,0.1,10,10,0.0,8739.443842725634,8739.443842725634,-54.70799764857201,696.9096,-160480.61
128,128,0.0,3296000,29472.860061683932,-22.793882,150616.49502871672,43945.576957560545,29472.860061683932,150616.49502871672,0.2,43945.576957560545,-50.02355830138523,307516800.0,nan,0.2,10,10,0.0,29472.860061683932,29472.860061683932,-50.02355830138523,662.1418,-162183.34
129,129,0.0,3320000,7500.59413851008,-23.16876,40977.92630317438,13365.611586877598,7500.59413851008,40977.92630317438,0.1,13365.611586877598,-54.44893049882938,301190300.0,nan,0.1,10,10,0.0,7500.59413851008,7500.59413851008,-54.44893049882938,629.8718,-158712.53
130,130,0.0,3344000,15791.44187976449,-23.045849,59592.59902387305,20576.25857640311,15791.44187976449,59592.59902387305,0.2,20576.25857640311,-52.27771673618311,302285120.0,nan,0.2,10,10,0.0,15791.441879764501,15791.441879764501,-52.27771673618311,764.0643,-157116.45
131,131,0.0,3368000,2485.987919069875,-22.651457,18619.79032536043,5733.4072097001745,2485.987919069875,18619.79032536043,0.0,5733.4072097001745,-53.65177244558214,304877250.0,nan,0.0,10,10,0.0,2485.987919069874,2485.987919069874,-53.65177244558214,645.72955,-158567.3
132,132,0.0,3392000,43622.07231440891,-22.784199,148974.07998723083,49563.2517916095,43622.07231440891,148974.07998723083,0.5,49563.2517916095,-50.2163382213012,313146400.0,nan,0.5,10,10,0.0,43622.07231440889,43622.07231440889,-50.2163382213012,713.53577,-158841.53
133,133,0.0,3416000,25577.61981633331,-22.725079,171880.3345390944,52356.46210468659,25577.61981633331,171880.3345390944,0.2,52356.46210468659,-53.711533026555585,313022140.0,nan,0.2,10,10,0.0,25577.61981633331,25577.61981633331,-53.711533026555585,678.8755,-159523.47
134,134,0.0,3440000,26967.185818733375,-22.43677,136581.68772323037,40392.3469015415,26967.185818733375,136581.68772323037,0.2,40392.3469015415,-56.506051602664,321660160.0,nan,0.2,10,10,0.0,26967.185818733367,26967.185818733367,-56.506051602664,669.68427,-160422.25
135,135,0.0,3464000,30997.073479148756,-22.145971,132751.08090590627,43249.41191292366,30997.073479148756,132751.08090590627,0.4,43249.41191292366,-51.38503071982206,324985400.0,nan,0.4,10,10,0.0,30997.073479148752,30997.073479148752,-51.38503071982206,1168.965,-159987.75
136,136,0.0,3488000,47676.88516831524,-22.190266,138180.349347569,47353.77342657529,47676.88516831524,138180.349347569,0.5,47353.77342657529,-50.50745535383633,324140830.0,nan,0.5,10,10,0.0,47676.88516831524,47676.88516831524,-50.50745535383633,644.81366,-159137.25
137,137,0.0,3512000,17675.24716878782,-22.41087,65018.20337041853,19338.8798099244,17675.24716878782,65018.20337041853,0.1,19338.8798099244,-50.71229870763669,323970100.0,nan,0.1,10,10,0.0,17675.247168787824,17675.247168787824,-50.71229870763669,484.39874,-159270.11
138,138,0.0,3536000,4134.077286226414,-22.803347,24334.26662590386,7568.668223135884,4134.077286226414,24334.26662590386,0.0,7568.668223135884,-56.978690934850036,324702270.0,nan,0.0,10,10,0.0,4134.077286226411,4134.077286226411,-56.978690934850036,634.7805,-158389.17
139,139,0.0,3560000,39094.59817444197,-22.624968,146489.48859255458,55531.64443889076,39094.59817444197,146489.48859255458,0.4,55531.64443889076,-54.66183821710195,344015260.0,nan,0.4,10,10,0.0,39094.59817444196,39094.59817444196,-54.66183821710195,582.13885,-161564.1
140,140,0.0,3584000,51971.35720561959,-23.05991,133236.9632649427,48317.502034072175,51971.35720561959,133236.9632649427,0.5,48317.502034072175,-51.91363480197565,357392900.0,nan,0.5,10,10,0.0,51971.35720561957,51971.35720561957,-51.91363480197565,602.81445,-163623.9
141,141,0.0,3608000,17503.198498808175,-23.370697,65006.24650650436,21252.121865186673,17503.198498808175,65006.24650650436,0.1,21252.121865186673,-54.63077063326491,357222300.0,nan,0.1,10,10,0.0,17503.198498808175,17503.198498808175,-54.63077063326491,666.18854,-164158.1
142,142,0.0,3632000,34769.931629792714,-23.428585,142385.2997246298,54742.93140885228,34769.931629792714,142385.2997246298,0.2,54742.93140885228,-57.39443013208235,372791580.0,nan,0.2,10,10,0.0,34769.931629792714,34769.931629792714,-57.39443013208235,612.41974,-166805.97
143,143,0.0,3656000,27938.089953216084,-23.426414,132051.38577807986,42916.33096126326,27938.089953216084,132051.38577807986,0.2,42916.33096126326,-58.742269248717086,374008450.0,nan,0.2,10,10,0.0,27938.089953216106,27938.089953216106,-58.742269248717086,663.1757,-165940.64
144,144,0.0,3680000,20530.07086271086,-23.438883,100760.16916707798,33459.81360021396,20530.07086271086,100760.16916707798,0.2,33459.81360021396,-58.55005104808039,375619780.0,nan,0.2,10,10,0.0,20530.07086271086,20530.07086271086,-58.55005104808039,589.40173,-168355.78
145,145,0.0,3704000,14271.7455381554,-23.558098,56111.65885021063,16738.299415676312,14271.7455381554,56111.65885021063,0.0,16738.299415676312,-57.11163159689805,387253900.0,nan,0.0,10,10,0.0,14271.7455381554,14271.7455381554,-57.11163159689805,582.4591,-169557.84
146,146,0.0,3728000,14724.710330892392,-23.773865,52705.62445322236,19406.94406511981,14724.710330892392,52705.62445322236,0.0,19406.94406511981,-57.590774264087095,392434940.0,nan,0.0,10,10,0.0,14724.710330892392,14724.710330892392,-57.590774264087095,656.06915,-172021.53
147,147,0.0,3752000,6860.073547291593,-23.77309,28781.30741490027,9748.935369073211,6860.073547291593,28781.30741490027,0.0,9748.935369073211,-52.25903021185282,385280480.0,nan,0.0,10,10,0.0,6860.073547291594,6860.073547291594,-52.25903021185282,816.8954,-172965.94
148,148,0.0,3776000,18358.506235784014,-23.894865,116647.9844116859,35227.12377646837,18358.506235784014,116647.9844116859,0.1,35227.12377646837,-50.714511655297805,386865470.0,nan,0.1,10,10,0.0,18358.506235784018,18358.506235784018,-50.714511655297805,636.17523,-174288.95
149,149,0.0,3800000,21315.767852384713,-24.038074,61132.797070602275,22049.138556131194,21315.767852384713,61132.797070602275,0.0,22049.138556131194,-55.35406415457844,381127100.0,nan,0.0,10,10,0.0,21315.76785238471,21315.76785238471,-55.35406415457844,614.86896,-174625.52
150,150,0.0,3824000,31934.402965356752,-24.085476,130153.46933059154,48630.47270542144,31934.402965356752,130153.46933059154,0.2,48630.47270542144,-50.063963617162315,374989060.0,nan,0.2,10,10,0.0,31934.40296535676,31934.40296535676,-50.063963617162315,720.5498,-173437.19
151,151,0.0,3848000,27391.93218364352,-23.92718,80142.1900197256,24940.448414954644,27391.93218364352,80142.1900197256,0.4,24940.448414954644,-54.01835819672947,387150560.0,nan,0.4,10,10,0.0,27391.93218364352,27391.93218364352,-54.01835819672947,732.98364,-176258.53
152,152,0.0,3872000,18994.92561392643,-23.771517,116128.94766273402,34839.38841278472,18994.92561392643,116128.94766273402,0.1,34839.38841278472,-52.318883707774056,379743230.0,nan,0.1,10,10,0.0,18994.925613926436,18994.925613926436,-52.318883707774056,558.0298,-178354.11
153,153,0.0,3896000,14621.796211081255,-23.882347,49777.28032731001,16094.32004965398,14621.796211081255,49777.28032731001,0.2,16094.32004965398,-51.63640974625747,382210500.0,nan,0.2,10,10,0.0,14621.79621108126,14621.79621108126,-51.63640974625747,5224.4854,-178788.06
154,154,0.0,3920000,20305.816591160823,-23.868435,102882.70112967759,36959.07925992619,20305.816591160823,102882.70112967759,0.2,36959.07925992619,-51.80711950169917,370473570.0,nan,0.2,10,10,0.0,20305.816591160823,20305.816591160823,-51.80711950169917,1870.6683,-176886.6
155,155,0.0,3944000,10285.099919490665,-23.903284,39488.514916974746,12492.16231041976,10285.099919490665,39488.514916974746,0.1,12492.16231041976,-50.989337814211105,372521700.0,nan,0.1,10,10,0.0,10285.099919490664,10285.099919490664,-50.989337814211105,542.0961,-175828.78
156,156,0.0,3968000,19410.905766861928,-23.828768,80541.01757396705,24536.329183240538,19410.905766861928,80541.01757396705,0.1,24536.329183240538,-52.4251567302603,371992640.0,nan,0.1,10,10,0.0,19410.905766861917,19410.905766861917,-52.4251567302603,482.3735,-176877.1
157,157,0.0,3992000,5230.855382850748,-24.00434,19318.54813183125,7074.540525154289,5230.855382850748,19318.54813183125,0.0,7074.540525154289,-57.483916070639545,384197470.0,nan,0.0,10,10,0.0,5230.85538285075,5230.85538285075,-57.483916070639545,407.24588,-179792.7
158,158,0.0,4016000,33518.68919330267,-23.96926,119540.81931332622,37307.36392735258,33518.68919330267,119540.81931332622,0.3,37307.36392735258,-53.69991342942199,383946460.0,nan,0.3,10,10,0.0,33518.68919330269,33518.68919330269,-53.69991342942199,375.15656,-178273.77
159,159,0.0,4040000,30370.316775416268,-24.03321,121885.86396756893,36448.50944183255,30370.316775416268,121885.86396756893,0.3,36448.50944183255,-51.51490992158432,390295520.0,nan,0.3,10,10,0.0,30370.316775416268,30370.316775416268,-51.51490992158432,4590.252,-178665.83
160,160,0.0,4064000,41426.95950897289,-23.960152,127292.17453196613,46442.10894436679,41426.95950897289,127292.17453196613,0.4,46442.10894436679,-56.691865513330406,380299520.0,nan,0.4,10,10,0.0,41426.95950897288,41426.95950897288,-56.691865513330406,496.7975,-177980.98
161,161,0.0,4088000,46610.220578023895,-24.163244,156587.88209879404,57495.71375861973,46610.220578023895,156587.88209879404,0.4,57495.71375861973,-55.20341856932752,391117220.0,nan,0.4,10,10,0.0,46610.220578023895,46610.220578023895,-55.20341856932752,480.80203,-178024.45
162,162,0.0,4112000,35024.97506870287,-24.298355,149895.60524549714,45874.376788987494,35024.97506870287,149895.60524549714,0.2,45874.376788987494,-54.563149648299216,389376640.0,nan,0.2,10,10,0.0,35024.975068702865,35024.975068702865,-54.563149648299216,492.58362,-178432.75
163,163,0.0,4136000,35703.09861803554,-24.499168,152330.4805664525,48636.783516322954,35703.09861803554,152330.4805664525,0.3,48636.783516322954,-54.4629752059981,399192000.0,nan,0.3,10,10,0.0,35703.09861803553,35703.09861803553,-54.4629752059981,420.57416,-178987.78
164,164,0.0,4160000,33183.89705826544,-24.577143,124038.77584489793,39206.767564736634,33183.89705826544,124038.77584489793,0.3,39206.767564736634,-57.18805507108183,398131200.0,nan,0.3,10,10,0.0,33183.89705826544,33183.89705826544,-57.18805507108183,470.48755,-180402.56
165,165,0.0,4184000,32144.56877807348,-24.358713,90750.77781248327,37569.97037894796,32144.56877807348,90750.77781248327,0.4,37569.97037894796,-55.165792827625,414604300.0,nan,0.4,10,10,0.0,32144.568778073473,32144.568778073473,-55.165792827625,368.741,-181599.83
166,166,0.0,4208000,31513.320893848613,-24.171,116998.0148909804,34791.522303182224,31513.320893848613,116998.0148909804,0.2,34791.522303182224,-50.194684990344854,422229200.0,nan,0.2,10,10,0.0,31513.320893848606,31513.320893848606,-50.194684990344854,354.27536,-182857.89
167,167,0.0,4232000,19499.263174122985,-24.291431,78363.10280334,22417.250218357385,19499.263174122985,78363.10280334,0.2,22417.250218357385,-52.2821574542033,422920580.0,nan,0.2,10,10,0.0,19499.263174122985,19499.263174122985,-52.2821574542033,353.1118,-183409.4
168,168,0.0,4256000,34727.36135339823,-24.37803,132436.43432428356,47045.28348351015,34727.36135339823,132436.43432428356,0.4,47045.28348351015,-56.595427238531414,428413440.0,nan,0.4,10,10,0.0,34727.36135339823,34727.36135339823,-56.595427238531414,328.76288,-184488.86
169,169,0.0,4280000,29124.114263993637,-24.613173,113742.98954774662,34249.985631773634,29124.114263993637,113742.98954774662,0.2,34249.985631773634,-52.15679236107777,431812580.0,nan,0.2,10,10,0.0,29124.114263993637,29124.114263993637,-52.15679236107777,328.0567,-184774.81
170,170,0.0,4304000,46890.69188920953,-25.064577,145270.89786130775,52321.100351168054,46890.69188920953,145270.89786130775,0.4,52321.100351168054,-55.90454214610199,439481630.0,nan,0.4,10,10,0.0,46890.691889209535,46890.691889209535,-55.90454214610199,361.92776,-186452.31
171,171,0.0,4328000,3089.74738802939,-25.037352,19716.093531641618,6538.364865570275,3089.74738802939,19716.093531641618,0.0,6538.364865570275,-55.935630896265536,436362400.0,nan,0.0,10,10,0.0,3089.7473880293896,3089.7473880293896,-55.935630896265536,288.37668,-187145.12
172,172,0.0,4352000,8867.694757710506,-24.810583,20081.412430055767,9339.906623489838,8867.694757710506,20081.412430055767,0.0,9339.906623489838,-57.28342325620131,438554270.0,nan,0.0,10,10,0.0,8867.694757710504,8867.694757710504,-57.28342325620131,393.90192,-188148.73
173,173,0.0,4376000,19483.794807135426,-24.911613,109381.39905778161,34345.01625139743,19483.794807135426,109381.39905778161,0.2,34345.01625139743,-55.270373464774885,434320770.0,nan,0.2,10,10,0.0,19483.794807135422,19483.794807135422,-55.270373464774885,317.1448,-188561.66
174,174,0.0,4400000,34214.57715443438,-25.070658,134565.10641086655,46818.50528130557,34214.57715443438,134565.10641086655,0.4,46818.50528130557,-53.488974594842816,439286200.0,nan,0.4,10,10,0.0,34214.57715443439,34214.57715443439,-53.488974594842816,288.72974,-190014.7
175,175,0.0,4424000,32578.080143384555,-24.88302,138998.96561414294,43713.012643324866,32578.080143384555,138998.96561414294,0.3,43713.012643324866,-54.412243591921495,440430300.0,nan,0.3,10,10,0.0,32578.080143384555,32578.080143384555,-54.412243591921495,238.09001,-190480.27
176,176,0.0,4448000,61618.51343332635,-24.981297,154210.95161520812,60607.15688523492,61618.51343332635,154210.95161520812,0.5,60607.15688523492,-53.63573625277111,446649280.0,nan,0.5,10,10,0.0,61618.51343332635,61618.51343332635,-53.63573625277111,227.44879,-190703.69
177,177,0.0,4472000,42794.720469793,-25.222912,126033.84384988563,45182.07057970796,42794.720469793,126033.84384988563,0.4,45182.07057970796,-55.05877297526568,449557440.0,nan,0.4,10,10,0.0,42794.720469793,42794.720469793,-55.05877297526568,236.50668,-192469.78
178,178,0.0,4496000,52298.750632995696,-25.376173,139501.52393489715,49478.169751327325,52298.750632995696,139501.52393489715,0.5,49478.169751327325,-51.99310445123518,447915170.0,nan,0.5,10,10,0.0,52298.7506329957,52298.7506329957,-51.99310445123518,260.47128,-193044.52
179,179,0.0,4520000,14692.060467485562,-25.203554,137200.1418411946,40949.07864644375,14692.060467485562,137200.1418411946,0.1,40949.07864644375,-57.202825205650036,447619140.0,nan,0.1,10,10,0.0,14692.060467485551,14692.060467485551,-57.202825205650036,292.83667,-193141.94
180,180,0.0,4544000,48678.43732393645,-25.554016,114229.11758462442,45738.64588399698,48678.43732393645,114229.11758462442,0.5,45738.64588399698,-53.3393270577429,456841250.0,nan,0.5,10,10,0.0,48678.43732393646,48678.43732393646,-53.3393270577429,279.3503,-193935.08
181,181,0.0,4568000,39057.92213481541,-25.447172,125452.65126981541,52594.653316508,39057.92213481541,125452.65126981541,0.4,52594.653316508,-53.30138884038322,454508600.0,nan,0.4,10,10,0.0,39057.922134815424,39057.922134815424,-53.30138884038322,279.95407,-194435.19
182,182,0.0,4592000,55616.26841396889,-25.2875,137760.47688304418,57427.538647611036,55616.26841396889,137760.47688304418,0.4,57427.538647611036,-53.960407332446735,461621980.0,nan,0.4,10,10,0.0,55616.26841396889,55616.26841396889,-53.960407332446735,341.93893,-194433.73
183,183,0.0,4616000,67524.21487223404,-25.68135,143864.73132070855,67781.12833406284,67524.21487223404,143864.73132070855,0.5,67781.12833406284,-49.98768474795988,460579360.0,nan,0.5,10,10,0.0,67524.21487223402,67524.21487223402,-49.98768474795988,340.04877,-195079.94
184,184,0.0,4640000,67529.52914335573,-25.411156,144113.29836472264,56622.13563711181,67529.52914335573,144113.29836472264,0.5,56622.13563711181,-52.14428599887494,458822000.0,nan,0.5,10,10,0.0,67529.52914335576,67529.52914335576,-52.14428599887494,266.36987,-195351.78
185,185,0.0,4664000,32424.611971179816,-25.334232,183503.48036934002,54256.88732678211,32424.611971179816,183503.48036934002,0.3,54256.88732678211,-57.239947072269544,464608350.0,nan,0.3,10,10,0.0,32424.61197117983,32424.61197117983,-57.239947072269544,278.31082,-195911.75
186,186,0.0,4688000,66864.53633014514,-25.505707,183053.10852680454,73497.73040191912,66864.53633014514,183053.10852680454,0.5,73497.73040191912,-53.600653909974035,465707400.0,nan,0.5,10,10,0.0,66864.53633014511,66864.53633014511,-53.600653909974035,311.1685,-196155.1
187,187,0.0,4712000,13529.910050098226,-25.850857,50557.32009049821,21001.564002920044,13529.910050098226,50557.32009049821,0.2,21001.564002920044,-56.06005209967863,484417340.0,nan,0.2,10,10,0.0,13529.910050098235,13529.910050098235,-56.06005209967863,303.96097,-197965.45
188,188,0.0,4736000,30399.68767824732,-25.701445,126865.78034371296,48131.850289984875,30399.68767824732,126865.78034371296,0.3,48131.850289984875,-54.42388226793946,488071040.0,nan,0.3,10,10,0.0,30399.687678247305,30399.687678247305,-54.42388226793946,299.53018,-198895.39
189,189,0.0,4760000,19882.494735742723,-25.626663,121352.55905641515,36261.77939651591,19882.494735742723,121352.55905641515,0.2,36261.77939651591,-52.93603622868215,486109220.0,nan,0.2,10,10,0.0,19882.494735742723,19882.494735742723,-52.93603622868215,329.69232,-198601.3
190,190,0.0,4784000,34923.77993361435,-25.514809,143673.99125490116,44263.75304712399,34923.77993361435,143673.99125490116,0.4,44263.75304712399,-50.4654370534175,486202080.0,nan,0.4,10,10,0.0,34923.77993361435,34923.77993361435,-50.4654370534175,407.19907,-199177.03
191,191,0.0,4808000,31172.602272061493,-25.524961,187567.46748881185,54044.19467038321,31172.602272061493,187567.46748881185,0.3,54044.19467038321,-56.63355766642441,487413570.0,nan,0.3,10,10,0.0,31172.602272061475,31172.602272061475,-56.63355766642441,363.30414,-199203.33
192,192,0.0,4832000,52373.96407237302,-25.839619,187736.70455422014,73476.04448214087,52373.96407237302,187736.70455422014,0.4,73476.04448214087,-57.641218647278066,490866900.0,nan,0.4,10,10,0.0,52373.96407237301,52373.96407237301,-57.641218647278066,393.64243,-200697.25
193,193,0.0,4856000,53812.68799949067,-25.9891,170786.37284216683,62439.21688934515,53812.68799949067,170786.37284216683,0.5,62439.21688934515,-54.488598638896285,494559740.0,nan,0.5,10,10,0.0,53812.68799949066,53812.68799949066,-54.488598638896285,431.1107,-201328.0
