MetaTrain/Average/Alpha,MetaTrain/Average/PolicyLoss,MetaTest/door-close-v1/AverageReturn,MetaTest/door-close-v1/NumEpisodes,MetaTest/door-close-v1/SuccessRate,MetaTest/door-close-v1/MaxReturn,MetaTest/door-close-v1/Iteration,MetaTest/door-close-v1/AverageDiscountedReturn,MetaTest/Average/TerminationRate,MetaTest/Average/Iteration,MetaTest/Average/NumEpisodes,MetaTest/door-close-v1/StdReturn,MetaTest/door-close-v1/MinReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/MaxReturn,MetaTest/Average/MinReturn,MetaTrain/Average/ContrastiveLoss,MetaTest/door-close-v1/TerminationRate,TotalEnvSteps,MetaTrain/Average/AlphaLoss,MetaTest/Average/AverageReturn,MetaTest/Average/SuccessRate,MetaTest/Average/StdReturn,MetaTrain/Average/QfLoss
0.42557532,-1344.2898,-54.9131850626752,10,0.0,-37.11204686899811,185,-54.9131850626752,0.0,185,10,9.607583821112447,-66.45431780162534,-54.9131850626752,-37.11204686899811,-66.45431780162534,1419.6575,0.0,1166000,-0.83160865,-54.9131850626752,0.0,9.607583821112447,115360.664
0.47828907,-1321.8689,-49.385775237054084,10,0.0,-39.152417042098186,186,-49.38577523705406,0.0,186,10,8.989146399542,-73.16646662145352,-49.38577523705406,-39.152417042098186,-73.16646662145352,3432.05,0.0,1172000,-1.0094829,-49.385775237054084,0.0,8.989146399542,127948.77
0.48082176,258.4605,75.52875870107155,10,0.6,1103.7011979366166,187,75.52875870107145,0.0,187,10,342.90156853206025,-67.11986384458957,75.52875870107145,1103.7011979366166,-67.11986384458957,5783.496,0.0,1178000,0.59316933,75.52875870107155,0.6,342.90156853206025,76477.44
0.45350283,145.71672,-42.354822911551636,10,0.2,-23.05899851146665,188,-42.35482291155164,0.0,188,10,15.402772189010715,-67.27246872240457,-42.35482291155164,-23.05899851146665,-67.27246872240457,1628.512,0.0,1184000,0.30646545,-42.354822911551636,0.2,15.402772189010715,104227.805
0.43607867,245.71828,-82.08548584362623,10,0.0,-55.628629147191035,189,-82.08548584362623,0.0,189,10,25.774919438977097,-132.2852782726849,-82.08548584362623,-55.628629147191035,-132.2852782726849,1629.5427,0.0,1190000,0.23537289,-82.08548584362623,0.0,25.774919438977097,105270.71
0.41206524,305.3948,-47.87643332309851,10,0.9,-40.287880340962744,190,-47.87643332309851,0.0,190,10,5.116703004258361,-53.75808334902834,-47.87643332309851,-40.287880340962744,-53.75808334902834,2398.4773,0.0,1196000,0.36767927,-47.87643332309851,0.9,5.116703004258361,115975.51
0.41060925,-361.19513,-69.40030921878723,10,0.1,-39.711334537003026,191,-69.40030921878723,0.0,191,10,27.946613649788436,-139.70142548886938,-69.40030921878723,-39.711334537003026,-139.70142548886938,2370.372,0.0,1202000,-0.35330865,-69.40030921878723,0.1,27.946613649788436,123422.37
0.41556755,700.1385,-76.62192027468403,10,0.0,-45.815976256419226,192,-76.62192027468404,0.0,192,10,35.10926691165496,-146.53361567844263,-76.62192027468404,-45.815976256419226,-146.53361567844263,3362.941,0.0,1208000,0.24347788,-76.62192027468403,0.0,35.10926691165496,69652.2
0.44400802,-631.37604,-65.60582279522322,10,0.0,-46.986180083171874,193,-65.60582279522323,0.0,193,10,7.53657101247514,-74.49273134348539,-65.60582279522323,-46.986180083171874,-74.49273134348539,1850.7583,0.0,1214000,-1.426738,-65.60582279522322,0.0,7.53657101247514,174349.22
0.5249396,-1158.1201,-43.0451608305821,10,0.5,-26.714257513113836,194,-43.045160830582084,0.0,194,10,11.248219168408442,-64.56917459761254,-43.045160830582084,-26.714257513113836,-64.56917459761254,3043.0486,0.0,1220000,-1.1444998,-43.0451608305821,0.5,11.248219168408442,215217.69
0.59523827,-1469.7347,-64.61930579989652,10,0.3,-26.296564236656778,195,-64.61930579989654,0.0,195,10,16.898559311024023,-85.76974962012227,-64.61930579989654,-26.296564236656778,-85.76974962012227,4381.8345,0.0,1226000,-1.2443076,-64.61930579989652,0.3,16.898559311024023,233980.42
0.6201648,-1407.1344,-52.918483811272004,10,0.8,-39.963921070139435,196,-52.918483811272004,0.0,196,10,9.418622941223536,-66.32127756773447,-52.918483811272004,-39.963921070139435,-66.32127756773447,13789.968,0.0,1232000,-0.29992998,-52.918483811272004,0.8,9.418622941223536,337614.47
0.65446717,-2031.608,808.3468184135588,10,0.7,8533.858973705375,197,808.3468184135584,0.0,197,10,2575.2104663896157,-75.38146196713349,808.3468184135584,8533.858973705375,-75.38146196713349,5591.3633,0.0,1238000,-1.2653028,808.3468184135588,0.7,2575.2104663896157,295905.78
0.7311534,-762.57465,-44.780746658037714,10,0.2,-33.37229648971331,198,-44.780746658037714,0.0,198,10,7.936567819098099,-57.861975284196355,-44.780746658037714,-33.37229648971331,-57.861975284196355,6735.152,0.0,1244000,-0.2587762,-44.780746658037714,0.2,7.936567819098099,238808.77
0.6884532,1343.9906,-55.97218663084526,10,0.3,-22.786429688048646,199,-55.97218663084526,0.0,199,10,22.599479823224208,-92.16968558522504,-55.97218663084526,-22.786429688048646,-92.16968558522504,6625.599,0.0,1250000,0.9563009,-55.97218663084526,0.3,22.599479823224208,214938.23
