MetaTest/assembly-v1/TerminationRate,assembly-v1/MinReturn,assembly-v1/AverageReturn,Average/AverageReturn,MetaTest/Average/AverageReturn,policy/Entropy,MetaTest/Average/MaxReturn,Average/StdReturn,assembly-v1/MaxReturn,policy/LossAfter,assembly-v1/SuccessRate,Average/TerminationRate,policy/LossBefore,TotalEnvSteps,Average/Iteration,MetaTest/assembly-v1/SuccessRate,MetaTest/assembly-v1/NumEpisodes,MetaTest/assembly-v1/Iteration,MetaTest/Average/StdReturn,assembly-v1/StdReturn,Average/AverageDiscountedReturn,policy/KLBefore,MetaTest/assembly-v1/AverageReturn,assembly-v1/TerminationRate,MetaTest/assembly-v1/MinReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/assembly-v1/MaxReturn,MetaTest/Average/SuccessRate,Average/MinReturn,assembly-v1/AverageDiscountedReturn,Average/NumEpisodes,Average/MaxReturn,MetaTest/assembly-v1/StdReturn,MetaTest/Average/Iteration,Average/SuccessRate,MetaTest/Average/MinReturn,MetaTest/Average/NumEpisodes,policy/dLoss,MetaTest/Average/TerminationRate,policy/KL,assembly-v1/Iteration,assembly-v1/NumEpisodes,MetaTest/assembly-v1/AverageDiscountedReturn,LinearFeatureBaseline/ExplainedVariance
,-18.875892865159614,-13.470055731458617,-13.470055731458617,,4.6364107,,0.9597942674071479,-11.912506538449504,0.0072402987,0.0,0.0,0.0011172243,1340000,66,,,,,0.9597942674071479,-6.117536168665927,0.0,,0.0,,,,,-18.875892865159614,-6.117536168665927,100,-11.912506538449504,,,0.0,,,-0.0061230743,,0.016463725,66,100,,0.3785758869069571
,-15.084511994023071,-13.385523835995961,-13.385523835995961,,4.6187973,,0.7443255384784406,-11.78432042854225,0.005688647,0.0,0.0,0.0011596008,1360000,67,,,,,0.7443255384784406,-6.112894421494296,0.0,,0.0,,,,,-15.084511994023071,-6.112894421494296,100,-11.78432042854225,,,0.0,,,-0.004529046,,0.0070675705,67,100,,0.42312316462715505
,-16.27932420408246,-13.20871666710926,-13.20871666710926,,4.5996675,,0.7999879649034384,-11.29344717178378,0.006656231,0.0,0.0,0.0016407751,1380000,68,,,,,0.7999879649034384,-6.003355643057843,0.0,,0.0,,,,,-16.27932420408246,-6.003355643057843,100,-11.29344717178378,,,0.0,,,-0.0050154557,,0.0057353214,68,100,,0.4804935567509395
,-15.727282440833761,-13.086157854802803,-13.086157854802803,,4.5789638,,0.6511105182001018,-11.67799103940169,0.009773316,0.0,0.0,0.0021182278,1400000,69,,,,,0.6511105182001018,-5.966138292822462,0.0,,0.0,,,,,-15.727282440833761,-5.966138292822462,100,-11.67799103940169,,,0.0,,,-0.007655088,,0.0179003,69,100,,0.4337641374771877
0.0,-16.279239612700067,-13.133857254158865,-13.133857254158865,-12.991571375245126,4.5617385,-12.09574431789122,0.7544895496047912,-11.667110480111457,0.007106333,0.0,0.0,0.00096274796,1420000,70,0.0,10,7,0.7348911924680186,0.7544895496047912,-5.949503096729813,0.0,-12.991571375245126,0.0,-14.440335110313514,-12.99157137524513,-12.09574431789122,0.0,-16.279239612700067,-5.949503096729813,100,-11.667110480111457,0.7348911924680186,7,0.0,-14.440335110313514,10,-0.006143585,0.0,0.012491486,70,100,-12.99157137524513,0.44532702490204135
,-15.447564122324653,-13.026758257852437,-13.026758257852437,,4.541965,,0.7039124635597088,-11.590560159238834,0.006201719,0.0,0.0,0.00033295795,1440000,71,,,,,0.7039124635597088,-5.9098420028183405,0.0,,0.0,,,,,-15.447564122324653,-5.9098420028183405,100,-11.590560159238834,,,0.0,,,-0.005868761,,0.009967105,71,100,,0.44546257881560203
,-14.648680943218139,-12.83172409303077,-12.83172409303077,,4.5225153,,0.6193311356408293,-11.362252647159192,0.0069191162,0.0,0.0,0.0012598059,1460000,72,,,,,0.6193311356408293,-5.847583075854066,0.0,,0.0,,,,,-14.648680943218139,-5.847583075854066,100,-11.362252647159192,,,0.0,,,-0.00565931,,0.0060276757,72,100,,0.40302767686191576
,-14.318887038561963,-12.821412502904465,-12.821412502904465,,4.505584,,0.6144298212446326,-11.704328690466008,0.0049509127,0.0,0.0,0.00012016201,1480000,73,,,,,0.6144298212446326,-5.80724211256052,0.0,,0.0,,,,,-14.318887038561963,-5.80724211256052,100,-11.704328690466008,,,0.0,,,-0.0048307506,,0.013219107,73,100,,0.46824016564311377
,-14.17246800840271,-12.792953538120788,-12.792953538120788,,4.487938,,0.4998952448448087,-11.863950851956275,0.008486752,0.0,0.0,0.0011420628,1500000,74,,,,,0.4998952448448087,-5.843753351331304,0.0,,0.0,,,,,-14.17246800840271,-5.843753351331304,100,-11.863950851956275,,,0.0,,,-0.0073446897,,0.020430088,74,100,,0.47489007488465407
,-17.096613334561646,-13.012698954492441,-13.012698954492441,,4.466236,,0.9052052118335995,-11.594827692985728,0.0064517013,0.0,0.0,0.0008224577,1520000,75,,,,,0.9052052118335995,-5.892051292283585,0.0,,0.0,,,,,-17.096613334561646,-5.892051292283585,100,-11.594827692985728,,,0.0,,,-0.0056292433,,0.0057391096,75,100,,0.4588765801068173
,-14.749877151905128,-12.889811543045669,-12.889811543045669,,4.4449577,,0.6671301093743658,-11.609461370994197,0.007904727,0.0,0.0,0.0008580265,1540000,76,,,,,0.6671301093743658,-5.8412033764258595,0.0,,0.0,,,,,-14.749877151905128,-5.8412033764258595,100,-11.609461370994197,,,0.0,,,-0.0070467005,,0.018122323,76,100,,0.4875878723496875
,-14.815849390299235,-12.667133741914824,-12.667133741914824,,4.4281225,,0.6451706463902377,-11.377457551532341,0.0069670365,0.0,0.0,0.0010352365,1560000,77,,,,,0.6451706463902377,-5.772021078764564,0.0,,0.0,,,,,-14.815849390299235,-5.772021078764564,100,-11.377457551532341,,,0.0,,,-0.0059318,,0.017075518,77,100,,0.44439775342250376
,-14.34711824143521,-12.633261127280083,-12.633261127280083,,4.4129486,,0.5572648186889605,-11.481243729506142,0.0043295384,0.0,0.0,0.00034637842,1580000,78,,,,,0.5572648186889605,-5.760818158492088,0.0,,0.0,,,,,-14.34711824143521,-5.760818158492088,100,-11.481243729506142,,,0.0,,,-0.00398316,,0.004141498,78,100,,0.4683721187893606
,-14.697000037882177,-12.34508554215747,-12.34508554215747,,4.4008417,,0.5859581165780311,-11.320747475270288,0.0074851196,0.0,0.0,0.0008387882,1600000,79,,,,,0.5859581165780311,-5.621209561845072,0.0,,0.0,,,,,-14.697000037882177,-5.621209561845072,100,-11.320747475270288,,,0.0,,,-0.0066463314,,0.02685672,79,100,,0.5095432801130646
0.0,-14.744592438983187,-12.637368689623484,-12.637368689623484,-12.691787690839329,4.3907886,-11.918989401618113,0.6054478793599053,-11.402477129952237,0.004357949,0.0,0.0,0.0010145955,1620000,80,0.0,10,8,0.4975165486742475,0.6054478793599053,-5.758051201391814,0.0,-12.691787690839329,0.0,-13.464703302471994,-12.691787690839329,-11.918989401618113,0.0,-14.744592438983187,-5.758051201391814,100,-11.402477129952237,0.4975165486742475,8,0.0,-13.464703302471994,10,-0.0033433535,0.0,0.0071697165,80,100,-12.691787690839329,0.497125928108183
,-14.508074467915097,-12.791512109164234,-12.791512109164234,,4.3757405,,0.6658862456360497,-11.486770505633118,0.0045232135,0.0,0.0,0.0010487717,1640000,81,,,,,0.6658862456360497,-5.779549732234411,0.0,,0.0,,,,,-14.508074467915097,-5.779549732234411,100,-11.486770505633118,,,0.0,,,-0.0034744418,,0.009349919,81,100,,0.4467687543003831
,-15.009260877496354,-12.527438139935427,-12.527438139935427,,4.356637,,0.7215218034290698,-11.037572377824976,0.0054147635,0.0,0.0,6.161918e-05,1660000,82,,,,,0.7215218034290698,-5.676626785122184,0.0,,0.0,,,,,-15.009260877496354,-5.676626785122184,100,-11.037572377824976,,,0.0,,,-0.0053531444,,0.005708968,82,100,,0.43307599045814227
,-14.376799011826304,-12.256134732286528,-12.256134732286528,,4.339622,,0.511894440485873,-11.252835042250949,0.005770565,0.0,0.0,0.0011711856,1680000,83,,,,,0.511894440485873,-5.569283588106759,0.0,,0.0,,,,,-14.376799011826304,-5.569283588106759,100,-11.252835042250949,,,0.0,,,-0.0045993794,,0.0069767158,83,100,,0.4713769272656151
,-14.122516275953696,-12.192092223270734,-12.192092223270734,,4.3208017,,0.5815231509625571,-11.018286297793512,0.0061632013,0.0,0.0,0.00091131934,1700000,84,,,,,0.5815231509625571,-5.533691858357307,0.0,,0.0,,,,,-14.122516275953696,-5.533691858357307,100,-11.018286297793512,,,0.0,,,-0.005251882,,0.0037255166,84,100,,0.5049423135015927
,-13.602851974872518,-12.128244200578871,-12.128244200578871,,4.301563,,0.5363422585866147,-11.214171595955687,0.0063857925,0.0,0.0,0.00071731437,1720000,85,,,,,0.5363422585866147,-5.51544793328745,0.0,,0.0,,,,,-13.602851974872518,-5.51544793328745,100,-11.214171595955687,,,0.0,,,-0.005668478,,0.006493573,85,100,,0.4558745422014935
,-13.538619273563882,-12.0153846630052,-12.0153846630052,,4.285256,,0.4739722806694558,-11.148549331079307,0.008371682,0.0,0.0,0.0018404409,1740000,86,,,,,0.4739722806694558,-5.471289879943812,0.0,,0.0,,,,,-13.538619273563882,-5.471289879943812,100,-11.148549331079307,,,0.0,,,-0.006531241,,0.019109622,86,100,,0.5135908148643265
,-13.2934719935179,-12.30534179858299,-12.30534179858299,,4.267711,,0.4459689934267297,-11.101180096185116,0.005592737,0.0,0.0,0.00022805204,1760000,87,,,,,0.4459689934267297,-5.628646973287642,0.0,,0.0,,,,,-13.2934719935179,-5.628646973287642,100,-11.101180096185116,,,0.0,,,-0.005364685,,0.0058918204,87,100,,0.4892947932336079
,-13.507574969323478,-12.116368584946215,-12.116368584946215,,4.2515726,,0.46401082325563314,-11.179069384119826,0.0063740024,0.0,0.0,0.0015869206,1780000,88,,,,,0.46401082325563314,-5.522531263473966,0.0,,0.0,,,,,-13.507574969323478,-5.522531263473966,100,-11.179069384119826,,,0.0,,,-0.004787082,,0.0036294765,88,100,,0.4038598397305784
,-13.155543118900797,-12.032217755427347,-12.032217755427347,,4.2340474,,0.48136276797450134,-10.86966819713914,0.005751553,0.0,0.0,0.00071831286,1800000,89,,,,,0.48136276797450134,-5.5056991302571,0.0,,0.0,,,,,-13.155543118900797,-5.5056991302571,100,-10.86966819713914,,,0.0,,,-0.00503324,,0.0046723364,89,100,,0.4621836409587161
0.0,-12.823734013129053,-11.96133108797071,-11.96133108797071,-11.859421922460957,4.215203,-10.978817650530832,0.387163902777807,-11.012395075151826,0.0072344793,0.0,0.0,0.00069786893,1820000,90,0.0,10,9,0.48520099369673314,0.387163902777807,-5.482204167398907,0.0,-11.859421922460957,0.0,-12.538267658199858,-11.859421922460958,-10.978817650530832,0.0,-12.823734013129053,-5.482204167398907,100,-11.012395075151826,0.48520099369673314,9,0.0,-12.538267658199858,10,-0.0065366104,0.0,0.009732149,90,100,-11.859421922460958,0.5709725359724731
,-12.770715644380134,-11.974616252445106,-11.974616252445106,,4.2004857,,0.37036394247619986,-11.053429932736009,0.005255992,0.0,0.0,0.0010385505,1840000,91,,,,,0.37036394247619986,-5.476871682786453,0.0,,0.0,,,,,-12.770715644380134,-5.476871682786453,100,-11.053429932736009,,,0.0,,,-0.0042174417,,0.005939491,91,100,,0.5252255031348917
,-12.965986050890127,-11.874070996498215,-11.874070996498215,,4.1857114,,0.37072564756309806,-11.027174705634769,0.005887394,0.0,0.0,0.0010706843,1860000,92,,,,,0.37072564756309806,-5.426602962171825,0.0,,0.0,,,,,-12.965986050890127,-5.426602962171825,100,-11.027174705634769,,,0.0,,,-0.0048167096,,0.016697828,92,100,,0.5162486021667245
,-13.670284737501087,-11.674402608622593,-11.674402608622593,,4.169183,,0.45110609083204434,-10.788588382997139,0.0060310615,0.0,0.0,0.0010118234,1880000,93,,,,,0.45110609083204434,-5.3463560414048255,0.0,,0.0,,,,,-13.670284737501087,-5.3463560414048255,100,-10.788588382997139,,,0.0,,,-0.005019238,,0.013329009,93,100,,0.5300665049159456
,-13.194673826598423,-11.609243577188447,-11.609243577188447,,4.1535754,,0.47207220400951794,-10.700397891918985,0.006531009,0.0,0.0,0.0010409879,1900000,94,,,,,0.47207220400951794,-5.311893185707308,0.0,,0.0,,,,,-13.194673826598423,-5.311893185707308,100,-10.700397891918985,,,0.0,,,-0.005490021,,0.013571866,94,100,,0.5668330691519426
,-13.228244366924448,-11.784989939487087,-11.784989939487087,,4.136735,,0.4989942280629545,-10.862380867649382,0.005072346,0.0,0.0,0.00023525124,1920000,95,,,,,0.4989942280629545,-5.353710699547227,0.0,,0.0,,,,,-13.228244366924448,-5.353710699547227,100,-10.862380867649382,,,0.0,,,-0.004837095,,0.0034371254,95,100,,0.4613077205154358
,-13.652183884617195,-11.690973150219042,-11.690973150219042,,4.1193094,,0.5584340296054138,-10.892557180708755,0.006079351,0.0,0.0,0.0011641808,1940000,96,,,,,0.5584340296054138,-5.300289876931263,0.0,,0.0,,,,,-13.652183884617195,-5.300289876931263,100,-10.892557180708755,,,0.0,,,-0.0049151704,,0.0030726993,96,100,,0.39929156710981173
,-13.233134242589674,-11.64490508521131,-11.64490508521131,,4.1017914,,0.5198750233746939,-10.761367585508449,0.005745431,0.0,0.0,0.000821057,1960000,97,,,,,0.5198750233746939,-5.332492658677406,0.0,,0.0,,,,,-13.233134242589674,-5.332492658677406,100,-10.761367585508449,,,0.0,,,-0.0049243737,,0.0066687996,97,100,,0.4311809626137727
,-12.90957810379961,-11.471058391552631,-11.471058391552631,,4.0843844,,0.4418480871745621,-10.438648713048712,0.011110003,0.0,0.0,0.0016832459,1980000,98,,,,,0.4418480871745621,-5.247902500599377,0.0,,0.0,,,,,-12.90957810379961,-5.247902500599377,100,-10.438648713048712,,,0.0,,,-0.009426758,,0.045331825,98,100,,0.5223591721466367
,-13.850387864677772,-11.72865679985804,-11.72865679985804,,4.0655375,,0.6870822109916991,-10.579685874007875,0.008437422,0.0,0.0,0.0013088582,2000000,99,,,,,0.6870822109916991,-5.358136499080696,0.0,,0.0,,,,,-13.850387864677772,-5.358136499080696,100,-10.579685874007875,,,0.0,,,-0.0071285637,,0.017596377,99,100,,0.29562249409817243
