MetaTest/Average/Iteration,MetaTest/Average/StdReturn,window-open-v1/NumEpisodes,window-open-v1/SuccessRate,LinearFeatureBaseline/ExplainedVariance,MetaTest/Average/AverageReturn,window-open-v1/AverageReturn,Average/AverageDiscountedReturn,Average/AverageReturn,TotalEnvSteps,policy/Entropy,MetaTest/Average/MinReturn,policy/KLBefore,MetaTest/window-open-v1/SuccessRate,MetaTest/Average/MaxReturn,window-open-v1/MaxReturn,Average/SuccessRate,window-open-v1/Iteration,Average/MaxReturn,MetaTest/window-open-v1/NumEpisodes,MetaTest/window-open-v1/StdReturn,window-open-v1/TerminationRate,MetaTest/window-open-v1/MaxReturn,Average/TerminationRate,policy/dLoss,MetaTest/window-open-v1/TerminationRate,MetaTest/window-open-v1/Iteration,policy/LossAfter,Average/NumEpisodes,MetaTest/Average/AverageDiscountedReturn,window-open-v1/StdReturn,MetaTest/window-open-v1/AverageDiscountedReturn,Average/StdReturn,Average/Iteration,window-open-v1/AverageDiscountedReturn,window-open-v1/MinReturn,Average/MinReturn,MetaTest/window-open-v1/AverageReturn,MetaTest/Average/TerminationRate,MetaTest/window-open-v1/MinReturn,MetaTest/Average/SuccessRate,MetaTest/Average/NumEpisodes,policy/KL,policy/LossBefore
7,36969.76511654645,100,0.16,0.6473040862046717,20889.719894054237,21287.28383212375,4738.1287389408235,21287.28383212375,1420000,5.1202593,-49.566148110310415,0.0,0.1,117146.58833695983,163910.75390129955,0.16,70,163910.75390129955,10,36969.76511654645,0.0,117146.58833695983,0.0,27.519756,0.0,7,-8.6512375,100,20889.71989405424,31094.151777218685,20889.71989405424,31094.151777218685,70,4738.1287389408235,-52.29799084083832,-52.29799084083832,20889.719894054237,0.0,-49.566148110310415,0.1,10,0.0063673537,18.868519
,,100,0.12,0.7421001278142492,,13084.55589595234,2913.801944602592,13084.55589595234,1440000,5.1024714,,0.0,,,82527.83711191647,0.12,71,82527.83711191647,,,0.0,,0.0,16.092106,,,-14.473163,100,,23154.71639161806,,23154.71639161806,71,2913.801944602592,-61.570429434992086,-61.570429434992086,,,,,,0.0052904277,1.6189437
,,100,0.29,0.756426939655296,,24053.743085325063,5504.699047282965,24053.743085325063,1460000,5.1047826,,0.0,,,107264.0903554195,0.29,72,107264.0903554195,,,0.0,,0.0,26.594917,,,-16.905321,100,,33052.14500188682,,33052.14500188682,72,5504.699047282965,-51.317035252824326,-51.317035252824326,,,,,,0.0067332275,9.689597
,,100,0.19,0.7405880620636323,,22336.941720693467,5042.281893343415,22336.941720693467,1480000,5.097565,,0.0,,,108878.22428785535,0.19,73,108878.22428785535,,,0.0,,0.0,24.15846,,,-10.974833,100,,30805.682540914866,,30805.682540914866,73,5042.281893343415,-55.277230592218395,-55.277230592218395,,,,,,0.006111993,13.183628
,,100,0.24,0.7350755309890267,,20755.729766657747,4581.839337232559,20755.729766657747,1500000,5.0688396,,0.0,,,121390.4907456527,0.24,74,121390.4907456527,,,0.0,,0.0,28.696865,,,-33.177906,100,,31330.501201282677,,31330.501201282677,74,4581.839337232559,-55.76777894011252,-55.76777894011252,,,,,,0.007827259,-4.4810405
,,100,0.22,0.7234843210840423,,24460.78595119335,5590.99421257055,24460.78595119335,1520000,5.0518084,,0.0,,,138194.68701815358,0.22,75,138194.68701815358,,,0.0,,0.0,28.949516,,,-6.266391,100,,33346.00770930743,,33346.00770930743,75,5590.99421257055,-54.6325687094574,-54.6325687094574,,,,,,0.0066075698,22.683125
,,100,0.19,0.5098028375314936,,22184.05197925141,4974.576717946878,22184.05197925141,1540000,5.0461035,,0.0,,,121445.00496246472,0.19,76,121445.00496246472,,,0.0,,0.0,25.774513,,,-7.9783373,100,,28203.042978593192,,28203.042978593192,76,4974.576717946878,-49.211669793242976,-49.211669793242976,,,,,,0.005735332,17.796175
,,100,0.14,0.6834307029155244,,18322.18091958352,4110.71573950016,18322.18091958352,1560000,5.03573,,0.0,,,146037.41135880296,0.14,77,146037.41135880296,,,0.0,,0.0,21.353874,,,-14.713475,100,,32610.84956558544,,32610.84956558544,77,4110.71573950016,-50.06946110476625,-50.06946110476625,,,,,,0.005756636,6.6404
,,100,0.18,0.7575558519725458,,21495.200998548382,4897.963222530204,21495.200998548382,1580000,5.0423045,,0.0,,,130002.41002362993,0.18,78,130002.41002362993,,,0.0,,0.0,23.098637,,,-13.326744,100,,30581.392100627127,,30581.392100627127,78,4897.963222530204,-51.006000041842974,-51.006000041842974,,,,,,0.006980513,9.7718935
,,100,0.17,0.6785707279696335,,19289.608715107046,4443.6991754136525,19289.608715107046,1600000,5.0600367,,0.0,,,126420.55767358499,0.17,79,126420.55767358499,,,0.0,,0.0,24.806973,,,-34.079723,100,,30943.79236514224,,30943.79236514224,79,4443.6991754136525,-49.158983424317654,-49.158983424317654,,,,,,0.0061634406,-9.27275
8,21682.61813355056,100,0.16,0.6028603952415916,18004.16293356184,26748.23773505933,5878.138902350713,26748.23773505933,1620000,5.047286,-48.25264844604918,0.0,0.1,59306.65612264529,104108.02101675322,0.16,80,104108.02101675322,10,21682.61813355056,0.0,59306.65612264529,0.0,20.98775,0.0,8,-18.429674,100,18004.162933561845,26145.73047441891,18004.162933561845,26145.73047441891,80,5878.138902350713,-51.827480483135744,-51.827480483135744,18004.16293356184,0.0,-48.25264844604918,0.1,10,0.005912293,2.558075
,,100,0.22,0.548079441351689,,24544.393743360233,5579.88950956452,24544.393743360233,1640000,5.053605,,0.0,,,142839.34318060166,0.22,81,142839.34318060166,,,0.0,,0.0,36.57237,,,-29.104412,100,,30880.716180140706,,30880.716180140706,81,5579.88950956452,-48.99916049915479,-48.99916049915479,,,,,,0.007083429,7.467956
,,100,0.22,0.6163500925150875,,21477.58096030388,5050.613909312963,21477.58096030388,1660000,5.060378,,0.0,,,169214.63280354883,0.22,82,169214.63280354883,,,0.0,,0.0,25.446106,,,-12.379581,100,,36324.898737828196,,36324.898737828196,82,5050.613909312963,-47.39728273757047,-47.39728273757047,,,,,,0.0070006675,13.066525
,,100,0.16,0.6508835077407016,,17293.818756736484,4053.1671403696596,17293.818756736484,1680000,5.05848,,0.0,,,104754.67946427599,0.16,83,104754.67946427599,,,0.0,,0.0,22.327394,,,-27.149885,100,,28151.63393370603,,28151.63393370603,83,4053.1671403696596,-52.47526290053458,-52.47526290053458,,,,,,0.006822187,-4.8224907
,,100,0.12,0.6426387972957305,,10178.024800262416,2408.5046508245678,10178.024800262416,1700000,5.0539083,,0.0,,,143414.60219355026,0.12,84,143414.60219355026,,,0.0,,0.0,22.528713,,,-1.6490937,100,,26652.65351269639,,26652.65351269639,84,2408.5046508245678,-48.64050470650961,-48.64050470650961,,,,,,0.0068061478,20.87962
,,100,0.17,0.6127474726719814,,19962.6750499633,4654.993421123433,19962.6750499633,1720000,5.0434065,,0.0,,,179637.27944360473,0.17,85,179637.27944360473,,,0.0,,0.0,32.944275,,,-33.5151,100,,37209.28555248555,,37209.28555248555,85,4654.993421123433,-50.06513936684729,-50.06513936684729,,,,,,0.006619336,-0.570825
,,100,0.24,0.5973540512610921,,28412.101740870636,6256.1583575757095,28412.101740870636,1740000,5.0370874,,0.0,,,121294.75583504396,0.24,86,121294.75583504396,,,0.0,,0.0,32.185738,,,-34.09362,100,,31434.42103657521,,31434.42103657521,86,6256.1583575757095,-47.20658202938866,-47.20658202938866,,,,,,0.008047594,-1.9078844
,,100,0.12,0.533403770007765,,26853.83939071584,5936.1698206728415,26853.83939071584,1760000,5.030708,,0.0,,,90505.31808529804,0.12,87,90505.31808529804,,,0.0,,0.0,23.782988,,,-27.474606,100,,24898.791305658808,,24898.791305658808,87,5936.1698206728415,-49.25276893476816,-49.25276893476816,,,,,,0.006418864,-3.6916187
,,100,0.26,0.6402939128633997,,28407.134666118603,6463.084565805618,28407.134666118603,1780000,5.002436,,0.0,,,87091.1743422226,0.26,88,87091.1743422226,,,0.0,,0.0,28.974781,,,-16.558657,100,,30105.025822869964,,30105.025822869964,88,6463.084565805618,-49.316316758339305,-49.316316758339305,,,,,,0.009020824,12.416125
,,100,0.17,0.6417147741148534,,25202.40742631424,5667.077919046536,25202.40742631424,1800000,4.9976053,,0.0,,,91358.67521080209,0.17,89,91358.67521080209,,,0.0,,0.0,22.171556,,,-27.644644,100,,27467.128515398428,,27467.128515398428,89,5667.077919046536,-46.650085073756394,-46.650085073756394,,,,,,0.0068919496,-5.4730873
9,36389.46868179104,100,0.17,0.5924074308963004,28079.76392734715,23982.49432455412,5396.548020848563,23982.49432455412,1820000,4.995893,-42.580394308875015,0.0,0.3,90720.08616627668,156901.01434122561,0.17,90,156901.01434122561,10,36389.46868179104,0.0,90720.08616627668,0.0,28.161865,0.0,9,-37.63749,100,28079.76392734715,31229.135702435957,28079.76392734715,31229.135702435957,90,5396.548020848563,-46.390307857215035,-46.390307857215035,28079.76392734715,0.0,-42.580394308875015,0.3,10,0.007988545,-9.475625
,,100,0.17,0.5762602857964312,,20980.41433752704,4729.302942311566,20980.41433752704,1840000,4.9748993,,0.0,,,159250.38835805783,0.17,91,159250.38835805783,,,0.0,,0.0,25.633726,,,-26.473825,100,,29739.934416968794,,29739.934416968794,91,4729.302942311566,-44.430027629902234,-44.430027629902234,,,,,,0.007508647,-0.8401
,,100,0.29,0.5746143864330314,,35053.355058196124,7738.9739675997735,35053.355058196124,1860000,4.959459,,0.0,,,146135.21499970465,0.29,92,146135.21499970465,,,0.0,,0.0,30.332674,,,-29.125975,100,,30041.823352700994,,30041.823352700994,92,7738.9739675997735,-40.17705320181716,-40.17705320181716,,,,,,0.006874988,1.2067
,,100,0.18,0.532192927910712,,21701.126432931553,4839.307760206976,21701.126432931553,1880000,4.9442053,,0.0,,,120994.81626157185,0.18,93,120994.81626157185,,,0.0,,0.0,29.04049,,,-18.07972,100,,29684.861878460462,,29684.861878460462,93,4839.307760206976,-44.64001689934083,-44.64001689934083,,,,,,0.009492458,10.960769
,,100,0.19,0.5432721174383461,,20492.063733458755,4506.489853400242,20492.063733458755,1900000,4.940503,,0.0,,,114319.83233011804,0.19,94,114319.83233011804,,,0.0,,0.0,27.553263,,,-19.592663,100,,28366.386850122988,,28366.386850122988,94,4506.489853400242,-46.29781781929327,-46.29781781929327,,,,,,0.00665464,7.9606
,,100,0.28,0.5710503940528195,,29014.977582334923,6445.344293674808,29014.977582334923,1920000,4.9403505,,0.0,,,92071.24685423233,0.28,95,92071.24685423233,,,0.0,,0.0,33.08116,,,-36.859016,100,,29921.677045409437,,29921.677045409437,95,6445.344293674808,-40.200971618136016,-40.200971618136016,,,,,,0.0064554275,-3.777853
,,100,0.22,0.5168720829929148,,28514.447931094524,6225.734822193448,28514.447931094524,1940000,4.9403377,,0.0,,,118212.36335508194,0.22,96,118212.36335508194,,,0.0,,0.0,24.676245,,,-27.035894,100,,27987.788367924608,,27987.788367924608,96,6225.734822193448,-43.82355478133901,-43.82355478133901,,,,,,0.0073311003,-2.35965
,,100,0.27,0.5600951963855572,,30833.844461137713,6735.31349264862,30833.844461137713,1960000,4.9290442,,0.0,,,135383.10704202764,0.27,97,135383.10704202764,,,0.0,,0.0,29.4693,,,-8.932588,100,,31724.39165238378,,31724.39165238378,97,6735.31349264862,-46.344527682667454,-46.344527682667454,,,,,,0.0052403123,20.536713
,,100,0.26,0.45074914101866304,,34846.29513482832,7876.041836655064,34846.29513482832,1980000,4.9120097,,0.0,,,160162.29182289683,0.26,98,160162.29182289683,,,0.0,,0.0,35.9933,,,-9.879462,100,,37622.50910794938,,37622.50910794938,98,7876.041836655064,-42.698593857662175,-42.698593857662175,,,,,,0.006868766,26.113838
,,100,0.31,0.6129712669376814,,32487.92311226112,7246.9411827813055,32487.92311226112,2000000,4.887116,,0.0,,,176073.36494298663,0.31,99,176073.36494298663,,,0.0,,0.0,28.087204,,,-18.356405,100,,37563.03128299883,,37563.03128299883,99,7246.9411827813055,-44.70468097069126,-44.70468097069126,,,,,,0.008333933,9.7308
